state,district,year,quarter,period_id,registered_users
chhattisgarh,durg,2022,4,8091,725029
chhattisgarh,durg,2023,1,8092,754276
chhattisgarh,durg,2023,2,8093,783881
chhattisgarh,durg,2023,3,8094,813560
chhattisgarh,durg,2023,4,8095,841198
chhattisgarh,durg,2024,1,8096,879377
chhattisgarh,durg,2024,2,8097,917136
chhattisgarh,durg,2024,3,8098,950866
chhattisgarh,durg,2024,4,8099,981620
chhattisgarh,durg,2025,1,8100,1010856
chhattisgarh,durg,2025,2,8101,1040185
chhattisgarh,durg,2025,3,8102,1070186
chhattisgarh,durg,2025,4,8103,1097100
chhattisgarh,durg,2026,1,8104,1123679
chhattisgarh,durg,2026,2,8105,1150479
chhattisgarh,gariaband,2018,1,8072,8571
chhattisgarh,gariaband,2018,2,8073,12539
chhattisgarh,gariaband,2018,3,8074,16298
chhattisgarh,gariaband,2018,4,8075,20930
chhattisgarh,gariaband,2019,1,8076,24948
chhattisgarh,gariaband,2019,2,8077,28776
chhattisgarh,gariaband,2019,3,8078,32178
chhattisgarh,gariaband,2019,4,8079,35689
chhattisgarh,gariaband,2020,1,8080,39758
chhattisgarh,gariaband,2020,2,8081,45976
chhattisgarh,gariaband,2020,3,8082,51725
chhattisgarh,gariaband,2020,4,8083,57357
chhattisgarh,gariaband,2021,1,8084,62550
chhattisgarh,gariaband,2021,2,8085,68399
chhattisgarh,gariaband,2021,3,8086,75068
chhattisgarh,gariaband,2021,4,8087,81756
chhattisgarh,gariaband,2022,1,8088,88541
chhattisgarh,gariaband,2022,2,8089,95537
chhattisgarh,gariaband,2022,3,8090,103074
chhattisgarh,gariaband,2022,4,8091,110261
chhattisgarh,gariaband,2023,1,8092,117504
chhattisgarh,gariaband,2023,2,8093,124036
chhattisgarh,gariaband,2023,3,8094,131359
chhattisgarh,gariaband,2023,4,8095,139025
chhattisgarh,gariaband,2024,1,8096,149006
chhattisgarh,gariaband,2024,2,8097,158346
chhattisgarh,gariaband,2024,3,8098,165932
chhattisgarh,gariaband,2024,4,8099,172087
chhattisgarh,gariaband,2025,1,8100,178862
chhattisgarh,gariaband,2025,2,8101,185427
chhattisgarh,gariaband,2025,3,8102,192149
chhattisgarh,gariaband,2025,4,8103,198604
chhattisgarh,gariaband,2026,1,8104,204790
chhattisgarh,gariaband,2026,2,8105,211270
chhattisgarh,gaurela pendra marwahi,2018,1,8072,4963
chhattisgarh,gaurela pendra marwahi,2018,2,8073,7435
chhattisgarh,gaurela pendra marwahi,2018,3,8074,9970
chhattisgarh,gaurela pendra marwahi,2018,4,8075,13461
chhattisgarh,gaurela pendra marwahi,2019,1,8076,16791
chhattisgarh,gaurela pendra marwahi,2019,2,8077,19552
chhattisgarh,gaurela pendra marwahi,2019,3,8078,22173
chhattisgarh,gaurela pendra marwahi,2019,4,8079,25468
chhattisgarh,gaurela pendra marwahi,2020,1,8080,28844
chhattisgarh,gaurela pendra marwahi,2020,2,8081,32853
chhattisgarh,gaurela pendra marwahi,2020,3,8082,36934
chhattisgarh,gaurela pendra marwahi,2020,4,8083,41036
chhattisgarh,gaurela pendra marwahi,2021,1,8084,45027
chhattisgarh,gaurela pendra marwahi,2021,2,8085,48994
chhattisgarh,gaurela pendra marwahi,2021,3,8086,53881
chhattisgarh,gaurela pendra marwahi,2021,4,8087,58590
chhattisgarh,gaurela pendra marwahi,2022,1,8088,63226
chhattisgarh,gaurela pendra marwahi,2022,2,8089,67287
chhattisgarh,gaurela pendra marwahi,2022,3,8090,71930
chhattisgarh,gaurela pendra marwahi,2022,4,8091,76809
chhattisgarh,gaurela pendra marwahi,2023,1,8092,81489
chhattisgarh,gaurela pendra marwahi,2023,2,8093,86106
chhattisgarh,gaurela pendra marwahi,2023,3,8094,90868
chhattisgarh,gaurela pendra marwahi,2023,4,8095,96779
chhattisgarh,gaurela pendra marwahi,2024,1,8096,103366
chhattisgarh,gaurela pendra marwahi,2024,2,8097,109735
chhattisgarh,gaurela pendra marwahi,2024,3,8098,114991
chhattisgarh,gaurela pendra marwahi,2024,4,8099,119690
chhattisgarh,gaurela pendra marwahi,2025,1,8100,124496
chhattisgarh,gaurela pendra marwahi,2025,2,8101,129362
chhattisgarh,gaurela pendra marwahi,2025,3,8102,134404
chhattisgarh,gaurela pendra marwahi,2025,4,8103,139962
chhattisgarh,gaurela pendra marwahi,2026,1,8104,144707
chhattisgarh,gaurela pendra marwahi,2026,2,8105,148923
chhattisgarh,janjgir champa,2018,1,8072,25314
chhattisgarh,janjgir champa,2018,2,8073,35915
chhattisgarh,janjgir champa,2018,3,8074,45722
chhattisgarh,janjgir champa,2018,4,8075,60623
chhattisgarh,janjgir champa,2019,1,8076,73632
chhattisgarh,janjgir champa,2019,2,8077,83343
chhattisgarh,janjgir champa,2019,3,8078,92506
chhattisgarh,janjgir champa,2019,4,8079,103254
chhattisgarh,janjgir champa,2020,1,8080,114554
chhattisgarh,janjgir champa,2020,2,8081,129432
chhattisgarh,janjgir champa,2020,3,8082,144502
chhattisgarh,janjgir champa,2020,4,8083,159107
chhattisgarh,janjgir champa,2021,1,8084,173273
chhattisgarh,janjgir champa,2021,2,8085,187566
chhattisgarh,janjgir champa,2021,3,8086,203783
chhattisgarh,janjgir champa,2021,4,8087,219453
chhattisgarh,janjgir champa,2022,1,8088,235687
chhattisgarh,janjgir champa,2022,2,8089,249777
chhattisgarh,janjgir champa,2022,3,8090,264743
chhattisgarh,janjgir champa,2022,4,8091,279152
chhattisgarh,janjgir champa,2023,1,8092,292722
chhattisgarh,janjgir champa,2023,2,8093,305727
chhattisgarh,janjgir champa,2023,3,8094,319822
chhattisgarh,janjgir champa,2023,4,8095,334149
chhattisgarh,janjgir champa,2024,1,8096,352946
chhattisgarh,janjgir champa,2024,2,8097,369884
chhattisgarh,janjgir champa,2024,3,8098,385373
chhattisgarh,janjgir champa,2024,4,8099,398718
chhattisgarh,janjgir champa,2025,1,8100,412277
chhattisgarh,janjgir champa,2025,2,8101,425544
chhattisgarh,janjgir champa,2025,3,8102,439522
chhattisgarh,janjgir champa,2025,4,8103,452249
chhattisgarh,janjgir champa,2026,1,8104,464166
chhattisgarh,janjgir champa,2026,2,8105,476214
chhattisgarh,jashpur,2018,1,8072,13686
chhattisgarh,jashpur,2018,2,8073,18985
chhattisgarh,jashpur,2018,3,8074,24543
chhattisgarh,jashpur,2018,4,8075,31658
chhattisgarh,jashpur,2019,1,8076,38941
chhattisgarh,jashpur,2019,2,8077,44823
chhattisgarh,jashpur,2019,3,8078,51347
chhattisgarh,jashpur,2019,4,8079,58116
chhattisgarh,jashpur,2020,1,8080,66275
chhattisgarh,jashpur,2020,2,8081,76593
chhattisgarh,jashpur,2020,3,8082,87192
chhattisgarh,jashpur,2020,4,8083,97126
chhattisgarh,jashpur,2021,1,8084,106368
chhattisgarh,jashpur,2021,2,8085,115568
chhattisgarh,jashpur,2021,3,8086,126519
chhattisgarh,jashpur,2021,4,8087,137545
chhattisgarh,jashpur,2022,1,8088,148906
chhattisgarh,jashpur,2022,2,8089,158661
chhattisgarh,jashpur,2022,3,8090,169854
chhattisgarh,jashpur,2022,4,8091,181300
chhattisgarh,jashpur,2023,1,8092,192666
chhattisgarh,jashpur,2023,2,8093,202785
chhattisgarh,jashpur,2023,3,8094,214288
chhattisgarh,jashpur,2023,4,8095,226789
chhattisgarh,jashpur,2024,1,8096,243849
chhattisgarh,jashpur,2024,2,8097,258210
chhattisgarh,jashpur,2024,3,8098,271214
chhattisgarh,jashpur,2024,4,8099,281923
chhattisgarh,jashpur,2025,1,8100,293520
chhattisgarh,jashpur,2025,2,8101,304586
chhattisgarh,jashpur,2025,3,8102,316852
chhattisgarh,jashpur,2025,4,8103,328721
chhattisgarh,jashpur,2026,1,8104,339939
chhattisgarh,jashpur,2026,2,8105,345466
chhattisgarh,kabirdham,2018,1,8072,11539
chhattisgarh,kabirdham,2018,2,8073,17321
chhattisgarh,kabirdham,2018,3,8074,22606
chhattisgarh,kabirdham,2018,4,8075,30152
chhattisgarh,kabirdham,2019,1,8076,37205
chhattisgarh,kabirdham,2019,2,8077,43292
chhattisgarh,kabirdham,2019,3,8078,49006
chhattisgarh,kabirdham,2019,4,8079,54946
chhattisgarh,kabirdham,2020,1,8080,62045
chhattisgarh,kabirdham,2020,2,8081,72022
chhattisgarh,kabirdham,2020,3,8082,81741
chhattisgarh,kabirdham,2020,4,8083,90704
chhattisgarh,kabirdham,2021,1,8084,99785
chhattisgarh,kabirdham,2021,2,8085,110044
chhattisgarh,kabirdham,2021,3,8086,121168
chhattisgarh,kabirdham,2021,4,8087,131739
chhattisgarh,kabirdham,2022,1,8088,143076
chhattisgarh,kabirdham,2022,2,8089,154190
chhattisgarh,kabirdham,2022,3,8090,167204
chhattisgarh,kabirdham,2022,4,8091,178478
chhattisgarh,kabirdham,2023,1,8092,189204
chhattisgarh,kabirdham,2023,2,8093,199408
chhattisgarh,kabirdham,2023,3,8094,210545
chhattisgarh,kabirdham,2023,4,8095,221250
chhattisgarh,kabirdham,2024,1,8096,235216
chhattisgarh,kabirdham,2024,2,8097,248063
chhattisgarh,kabirdham,2024,3,8098,258606
chhattisgarh,kabirdham,2024,4,8099,267924
chhattisgarh,kabirdham,2025,1,8100,277515
chhattisgarh,kabirdham,2025,2,8101,287291
chhattisgarh,kabirdham,2025,3,8102,297339
chhattisgarh,kabirdham,2025,4,8103,307375
chhattisgarh,kabirdham,2026,1,8104,317090
chhattisgarh,kabirdham,2026,2,8105,325935
chhattisgarh,khairagarh chhuikhadan gandai,2018,1,8072,4016
chhattisgarh,khairagarh chhuikhadan gandai,2018,2,8073,6308
chhattisgarh,khairagarh chhuikhadan gandai,2018,3,8074,8494
chhattisgarh,khairagarh chhuikhadan gandai,2018,4,8075,11319
chhattisgarh,khairagarh chhuikhadan gandai,2019,1,8076,13920
chhattisgarh,khairagarh chhuikhadan gandai,2019,2,8077,16306
chhattisgarh,khairagarh chhuikhadan gandai,2019,3,8078,18449
chhattisgarh,khairagarh chhuikhadan gandai,2019,4,8079,20657
chhattisgarh,khairagarh chhuikhadan gandai,2020,1,8080,23428
chhattisgarh,khairagarh chhuikhadan gandai,2020,2,8081,27434
chhattisgarh,khairagarh chhuikhadan gandai,2020,3,8082,31562
chhattisgarh,khairagarh chhuikhadan gandai,2020,4,8083,35091
chhattisgarh,khairagarh chhuikhadan gandai,2021,1,8084,38634
chhattisgarh,khairagarh chhuikhadan gandai,2021,2,8085,42585
chhattisgarh,khairagarh chhuikhadan gandai,2021,3,8086,46827
chhattisgarh,khairagarh chhuikhadan gandai,2021,4,8087,50834
chhattisgarh,khairagarh chhuikhadan gandai,2022,1,8088,55164
chhattisgarh,khairagarh chhuikhadan gandai,2022,2,8089,59401
chhattisgarh,khairagarh chhuikhadan gandai,2022,3,8090,63935
chhattisgarh,khairagarh chhuikhadan gandai,2022,4,8091,67943
chhattisgarh,khairagarh chhuikhadan gandai,2023,1,8092,71819
chhattisgarh,khairagarh chhuikhadan gandai,2023,2,8093,76048
chhattisgarh,khairagarh chhuikhadan gandai,2023,3,8094,80322
chhattisgarh,khairagarh chhuikhadan gandai,2023,4,8095,84695
chhattisgarh,khairagarh chhuikhadan gandai,2024,1,8096,90538
chhattisgarh,khairagarh chhuikhadan gandai,2024,2,8097,96012
chhattisgarh,khairagarh chhuikhadan gandai,2024,3,8098,100885
chhattisgarh,khairagarh chhuikhadan gandai,2024,4,8099,104801
chhattisgarh,khairagarh chhuikhadan gandai,2025,1,8100,108637
chhattisgarh,khairagarh chhuikhadan gandai,2025,2,8101,112598
chhattisgarh,khairagarh chhuikhadan gandai,2025,3,8102,116534
chhattisgarh,khairagarh chhuikhadan gandai,2025,4,8103,120200
chhattisgarh,khairagarh chhuikhadan gandai,2026,1,8104,123824
chhattisgarh,khairagarh chhuikhadan gandai,2026,2,8105,127822
chhattisgarh,kondagaon,2018,1,8072,6404
chhattisgarh,kondagaon,2018,2,8073,9282
chhattisgarh,kondagaon,2018,3,8074,12641
chhattisgarh,kondagaon,2018,4,8075,17196
chhattisgarh,kondagaon,2019,1,8076,21598
chhattisgarh,kondagaon,2019,2,8077,25156
chhattisgarh,kondagaon,2019,3,8078,29071
chhattisgarh,kondagaon,2019,4,8079,33219
chhattisgarh,kondagaon,2020,1,8080,37751
chhattisgarh,kondagaon,2020,2,8081,43901
chhattisgarh,kondagaon,2020,3,8082,51286
chhattisgarh,kondagaon,2020,4,8083,57982
chhattisgarh,kondagaon,2021,1,8084,63977
chhattisgarh,kondagaon,2021,2,8085,70170
chhattisgarh,kondagaon,2021,3,8086,77571
chhattisgarh,kondagaon,2021,4,8087,85066
chhattisgarh,kondagaon,2022,1,8088,92293
chhattisgarh,kondagaon,2022,2,8089,99184
chhattisgarh,kondagaon,2022,3,8090,106751
chhattisgarh,kondagaon,2022,4,8091,113941
chhattisgarh,kondagaon,2023,1,8092,120626
chhattisgarh,kondagaon,2023,2,8093,126914
chhattisgarh,kondagaon,2023,3,8094,134162
chhattisgarh,kondagaon,2023,4,8095,141179
chhattisgarh,kondagaon,2024,1,8096,150844
chhattisgarh,kondagaon,2024,2,8097,159680
chhattisgarh,kondagaon,2024,3,8098,168395
chhattisgarh,kondagaon,2024,4,8099,175026
chhattisgarh,kondagaon,2025,1,8100,182045
chhattisgarh,kondagaon,2025,2,8101,188908
chhattisgarh,kondagaon,2025,3,8102,196322
chhattisgarh,kondagaon,2025,4,8103,203509
chhattisgarh,kondagaon,2026,1,8104,210387
chhattisgarh,kondagaon,2026,2,8105,218397
chhattisgarh,korba,2018,1,8072,39721
chhattisgarh,korba,2018,2,8073,55437
chhattisgarh,korba,2018,3,8074,69990
chhattisgarh,korba,2018,4,8075,89995
chhattisgarh,korba,2019,1,8076,108019
chhattisgarh,korba,2019,2,8077,122330
chhattisgarh,korba,2019,3,8078,136225
chhattisgarh,korba,2019,4,8079,152508
chhattisgarh,korba,2020,1,8080,169351
chhattisgarh,korba,2020,2,8081,190606
chhattisgarh,korba,2020,3,8082,211517
chhattisgarh,korba,2020,4,8083,233356
chhattisgarh,korba,2021,1,8084,253591
chhattisgarh,korba,2021,2,8085,273881
chhattisgarh,korba,2021,3,8086,297463
chhattisgarh,korba,2021,4,8087,321432
chhattisgarh,korba,2022,1,8088,343967
chhattisgarh,korba,2022,2,8089,363913
chhattisgarh,korba,2022,3,8090,385372
chhattisgarh,korba,2022,4,8091,406029
chhattisgarh,korba,2023,1,8092,425579
chhattisgarh,korba,2023,2,8093,443369
chhattisgarh,korba,2023,3,8094,462881
chhattisgarh,korba,2023,4,8095,482775
chhattisgarh,korba,2024,1,8096,508605
chhattisgarh,korba,2024,2,8097,533285
chhattisgarh,korba,2024,3,8098,553938
chhattisgarh,korba,2024,4,8099,573225
chhattisgarh,korba,2025,1,8100,592415
chhattisgarh,korba,2025,2,8101,611052
chhattisgarh,korba,2025,3,8102,629997
chhattisgarh,korba,2025,4,8103,648781
chhattisgarh,korba,2026,1,8104,666018
chhattisgarh,korba,2026,2,8105,681484
chhattisgarh,korea,2018,1,8072,6706
chhattisgarh,korea,2018,2,8073,9014
chhattisgarh,korea,2018,3,8074,11515
chhattisgarh,korea,2018,4,8075,15336
chhattisgarh,korea,2019,1,8076,18361
chhattisgarh,korea,2019,2,8077,20905
chhattisgarh,korea,2019,3,8078,23149
chhattisgarh,korea,2019,4,8079,25814
chhattisgarh,korea,2020,1,8080,28590
chhattisgarh,korea,2020,2,8081,32002
chhattisgarh,korea,2020,3,8082,35927
chhattisgarh,korea,2020,4,8083,39574
chhattisgarh,korea,2021,1,8084,43265
chhattisgarh,korea,2021,2,8085,46766
chhattisgarh,korea,2021,3,8086,50981
chhattisgarh,korea,2021,4,8087,55045
chhattisgarh,korea,2022,1,8088,59013
chhattisgarh,korea,2022,2,8089,62511
chhattisgarh,korea,2022,3,8090,66079
chhattisgarh,korea,2022,4,8091,70073
chhattisgarh,korea,2023,1,8092,73908
chhattisgarh,korea,2023,2,8093,77247
chhattisgarh,korea,2023,3,8094,80790
chhattisgarh,korea,2023,4,8095,85045
chhattisgarh,korea,2024,1,8096,90417
chhattisgarh,korea,2024,2,8097,95355
chhattisgarh,korea,2024,3,8098,99277
chhattisgarh,korea,2024,4,8099,102888
chhattisgarh,korea,2025,1,8100,106819
chhattisgarh,korea,2025,2,8101,110557
chhattisgarh,korea,2025,3,8102,114515
chhattisgarh,korea,2025,4,8103,118893
chhattisgarh,korea,2026,1,8104,122632
chhattisgarh,korea,2026,2,8105,125942
chhattisgarh,mahasamund,2018,1,8072,20953
chhattisgarh,mahasamund,2018,2,8073,30067
chhattisgarh,mahasamund,2018,3,8074,38294
chhattisgarh,mahasamund,2018,4,8075,49278
chhattisgarh,mahasamund,2019,1,8076,59235
chhattisgarh,mahasamund,2019,2,8077,67995
chhattisgarh,mahasamund,2019,3,8078,76266
chhattisgarh,mahasamund,2019,4,8079,85106
chhattisgarh,mahasamund,2020,1,8080,95142
chhattisgarh,mahasamund,2020,2,8081,108482
chhattisgarh,mahasamund,2020,3,8082,122069
chhattisgarh,mahasamund,2020,4,8083,135418
chhattisgarh,mahasamund,2021,1,8084,148232
chhattisgarh,mahasamund,2021,2,8085,161591
chhattisgarh,mahasamund,2021,3,8086,177029
chhattisgarh,mahasamund,2021,4,8087,192698
chhattisgarh,mahasamund,2022,1,8088,207873
chhattisgarh,mahasamund,2022,2,8089,222124
chhattisgarh,mahasamund,2022,3,8090,237509
chhattisgarh,mahasamund,2022,4,8091,251984
chhattisgarh,mahasamund,2023,1,8092,266109
chhattisgarh,mahasamund,2023,2,8093,279109
chhattisgarh,mahasamund,2023,3,8094,293764
chhattisgarh,mahasamund,2023,4,8095,309027
chhattisgarh,mahasamund,2024,1,8096,328775
chhattisgarh,mahasamund,2024,2,8097,346289
chhattisgarh,mahasamund,2024,3,8098,360980
chhattisgarh,mahasamund,2024,4,8099,373850
chhattisgarh,mahasamund,2025,1,8100,387052
chhattisgarh,mahasamund,2025,2,8101,399721
chhattisgarh,mahasamund,2025,3,8102,413520
chhattisgarh,mahasamund,2025,4,8103,426287
chhattisgarh,mahasamund,2026,1,8104,437945
chhattisgarh,mahasamund,2026,2,8105,450856
chhattisgarh,manendragarh chirmiri bharatpur,2018,1,8072,7551
chhattisgarh,manendragarh chirmiri bharatpur,2018,2,8073,10629
chhattisgarh,manendragarh chirmiri bharatpur,2018,3,8074,13772
chhattisgarh,manendragarh chirmiri bharatpur,2018,4,8075,17776
chhattisgarh,manendragarh chirmiri bharatpur,2019,1,8076,21275
chhattisgarh,manendragarh chirmiri bharatpur,2019,2,8077,24371
chhattisgarh,manendragarh chirmiri bharatpur,2019,3,8078,27464
chhattisgarh,manendragarh chirmiri bharatpur,2019,4,8079,30745
chhattisgarh,manendragarh chirmiri bharatpur,2020,1,8080,34218
chhattisgarh,manendragarh chirmiri bharatpur,2020,2,8081,38239
chhattisgarh,manendragarh chirmiri bharatpur,2020,3,8082,42880
chhattisgarh,manendragarh chirmiri bharatpur,2020,4,8083,47732
chhattisgarh,manendragarh chirmiri bharatpur,2021,1,8084,52337
chhattisgarh,manendragarh chirmiri bharatpur,2021,2,8085,56585
chhattisgarh,manendragarh chirmiri bharatpur,2021,3,8086,61482
chhattisgarh,manendragarh chirmiri bharatpur,2021,4,8087,66199
chhattisgarh,manendragarh chirmiri bharatpur,2022,1,8088,70782
chhattisgarh,manendragarh chirmiri bharatpur,2022,2,8089,74921
chhattisgarh,manendragarh chirmiri bharatpur,2022,3,8090,79347
chhattisgarh,manendragarh chirmiri bharatpur,2022,4,8091,83970
chhattisgarh,manendragarh chirmiri bharatpur,2023,1,8092,88424
chhattisgarh,manendragarh chirmiri bharatpur,2023,2,8093,92709
chhattisgarh,manendragarh chirmiri bharatpur,2023,3,8094,97226
chhattisgarh,manendragarh chirmiri bharatpur,2023,4,8095,102232
chhattisgarh,manendragarh chirmiri bharatpur,2024,1,8096,109037
chhattisgarh,manendragarh chirmiri bharatpur,2024,2,8097,115486
chhattisgarh,manendragarh chirmiri bharatpur,2024,3,8098,120893
chhattisgarh,manendragarh chirmiri bharatpur,2024,4,8099,125428
chhattisgarh,manendragarh chirmiri bharatpur,2025,1,8100,130244
chhattisgarh,manendragarh chirmiri bharatpur,2025,2,8101,134884
chhattisgarh,manendragarh chirmiri bharatpur,2025,3,8102,140059
chhattisgarh,manendragarh chirmiri bharatpur,2025,4,8103,145299
chhattisgarh,manendragarh chirmiri bharatpur,2026,1,8104,150169
chhattisgarh,manendragarh chirmiri bharatpur,2026,2,8105,155037
chhattisgarh,mohla manpur ambagarh chouki,2018,1,8072,2209
chhattisgarh,mohla manpur ambagarh chouki,2018,2,8073,3304
chhattisgarh,mohla manpur ambagarh chouki,2018,3,8074,4633
chhattisgarh,mohla manpur ambagarh chouki,2018,4,8075,6184
chhattisgarh,mohla manpur ambagarh chouki,2019,1,8076,7656
chhattisgarh,mohla manpur ambagarh chouki,2019,2,8077,9010
chhattisgarh,mohla manpur ambagarh chouki,2019,3,8078,10506
chhattisgarh,mohla manpur ambagarh chouki,2019,4,8079,11957
chhattisgarh,mohla manpur ambagarh chouki,2020,1,8080,13691
chhattisgarh,mohla manpur ambagarh chouki,2020,2,8081,16009
chhattisgarh,mohla manpur ambagarh chouki,2020,3,8082,18550
chhattisgarh,mohla manpur ambagarh chouki,2020,4,8083,20903
chhattisgarh,mohla manpur ambagarh chouki,2021,1,8084,23073
chhattisgarh,mohla manpur ambagarh chouki,2021,2,8085,25415
chhattisgarh,mohla manpur ambagarh chouki,2021,3,8086,28282
chhattisgarh,mohla manpur ambagarh chouki,2021,4,8087,31009
chhattisgarh,mohla manpur ambagarh chouki,2022,1,8088,33800
chhattisgarh,mohla manpur ambagarh chouki,2022,2,8089,36561
chhattisgarh,mohla manpur ambagarh chouki,2022,3,8090,39880
chhattisgarh,mohla manpur ambagarh chouki,2022,4,8091,42716
chhattisgarh,mohla manpur ambagarh chouki,2023,1,8092,45497
chhattisgarh,mohla manpur ambagarh chouki,2023,2,8093,48072
chhattisgarh,mohla manpur ambagarh chouki,2023,3,8094,50983
chhattisgarh,mohla manpur ambagarh chouki,2023,4,8095,54424
chhattisgarh,mohla manpur ambagarh chouki,2024,1,8096,58252
chhattisgarh,mohla manpur ambagarh chouki,2024,2,8097,62212
chhattisgarh,mohla manpur ambagarh chouki,2024,3,8098,65702
chhattisgarh,mohla manpur ambagarh chouki,2024,4,8099,68118
chhattisgarh,mohla manpur ambagarh chouki,2025,1,8100,70605
chhattisgarh,mohla manpur ambagarh chouki,2025,2,8101,73249
chhattisgarh,mohla manpur ambagarh chouki,2025,3,8102,76177
chhattisgarh,mohla manpur ambagarh chouki,2025,4,8103,78982
chhattisgarh,mohla manpur ambagarh chouki,2026,1,8104,81737
chhattisgarh,mohla manpur ambagarh chouki,2026,2,8105,84786
chhattisgarh,mungeli,2018,1,8072,8012
chhattisgarh,mungeli,2018,2,8073,12070
chhattisgarh,mungeli,2018,3,8074,15957
chhattisgarh,mungeli,2018,4,8075,21672
chhattisgarh,mungeli,2019,1,8076,26736
chhattisgarh,mungeli,2019,2,8077,31120
chhattisgarh,mungeli,2019,3,8078,35321
chhattisgarh,mungeli,2019,4,8079,39856
chhattisgarh,mungeli,2020,1,8080,45058
chhattisgarh,mungeli,2020,2,8081,52802
chhattisgarh,mungeli,2020,3,8082,59489
chhattisgarh,mungeli,2020,4,8083,65608
chhattisgarh,mungeli,2021,1,8084,72289
chhattisgarh,mungeli,2021,2,8085,79755
chhattisgarh,mungeli,2021,3,8086,87977
chhattisgarh,mungeli,2021,4,8087,96110
chhattisgarh,mungeli,2022,1,8088,104602
chhattisgarh,mungeli,2022,2,8089,112828
chhattisgarh,mungeli,2022,3,8090,122131
chhattisgarh,mungeli,2022,4,8091,130437
chhattisgarh,mungeli,2023,1,8092,138716
chhattisgarh,mungeli,2023,2,8093,147004
chhattisgarh,mungeli,2023,3,8094,155780
chhattisgarh,mungeli,2023,4,8095,164664
chhattisgarh,mungeli,2024,1,8096,176203
chhattisgarh,mungeli,2024,2,8097,186809
chhattisgarh,mungeli,2024,3,8098,196005
chhattisgarh,mungeli,2024,4,8099,203515
chhattisgarh,mungeli,2025,1,8100,211366
chhattisgarh,mungeli,2025,2,8101,219554
chhattisgarh,mungeli,2025,3,8102,227799
chhattisgarh,mungeli,2025,4,8103,235739
chhattisgarh,mungeli,2026,1,8104,243041
chhattisgarh,mungeli,2026,2,8105,248400
chhattisgarh,narayanpur,2018,1,8072,2336
chhattisgarh,narayanpur,2018,2,8073,3279
chhattisgarh,narayanpur,2018,3,8074,4422
chhattisgarh,narayanpur,2018,4,8075,6054
chhattisgarh,narayanpur,2019,1,8076,7573
chhattisgarh,narayanpur,2019,2,8077,8825
chhattisgarh,narayanpur,2019,3,8078,10161
chhattisgarh,narayanpur,2019,4,8079,11440
chhattisgarh,narayanpur,2020,1,8080,12785
chhattisgarh,narayanpur,2020,2,8081,14317
chhattisgarh,narayanpur,2020,3,8082,16295
chhattisgarh,narayanpur,2020,4,8083,18186
chhattisgarh,narayanpur,2021,1,8084,19682
chhattisgarh,narayanpur,2021,2,8085,21242
chhattisgarh,narayanpur,2021,3,8086,23126
chhattisgarh,narayanpur,2021,4,8087,25148
chhattisgarh,narayanpur,2022,1,8088,26988
chhattisgarh,narayanpur,2022,2,8089,28837
chhattisgarh,narayanpur,2022,3,8090,30928
chhattisgarh,narayanpur,2022,4,8091,32770
chhattisgarh,narayanpur,2023,1,8092,34384
chhattisgarh,narayanpur,2023,2,8093,36164
chhattisgarh,narayanpur,2023,3,8094,38288
chhattisgarh,narayanpur,2023,4,8095,40247
chhattisgarh,narayanpur,2024,1,8096,42503
chhattisgarh,narayanpur,2024,2,8097,44799
chhattisgarh,narayanpur,2024,3,8098,47010
chhattisgarh,narayanpur,2024,4,8099,48799
chhattisgarh,narayanpur,2025,1,8100,50556
chhattisgarh,narayanpur,2025,2,8101,52499
chhattisgarh,narayanpur,2025,3,8102,54622
chhattisgarh,narayanpur,2025,4,8103,56627
chhattisgarh,narayanpur,2026,1,8104,58414
chhattisgarh,narayanpur,2026,2,8105,60578
chhattisgarh,north bastar kanker,2018,1,8072,11214
chhattisgarh,north bastar kanker,2018,2,8073,16576
chhattisgarh,north bastar kanker,2018,3,8074,22414
chhattisgarh,north bastar kanker,2018,4,8075,30450
chhattisgarh,north bastar kanker,2019,1,8076,37597
chhattisgarh,north bastar kanker,2019,2,8077,43757
chhattisgarh,north bastar kanker,2019,3,8078,50303
chhattisgarh,north bastar kanker,2019,4,8079,57246
chhattisgarh,north bastar kanker,2020,1,8080,64761
chhattisgarh,north bastar kanker,2020,2,8081,74312
chhattisgarh,north bastar kanker,2020,3,8082,84901
chhattisgarh,north bastar kanker,2020,4,8083,95347
chhattisgarh,north bastar kanker,2021,1,8084,104294
chhattisgarh,north bastar kanker,2021,2,8085,113809
chhattisgarh,north bastar kanker,2021,3,8086,124458
chhattisgarh,north bastar kanker,2021,4,8087,135317
chhattisgarh,north bastar kanker,2022,1,8088,146319
chhattisgarh,north bastar kanker,2022,2,8089,156896
chhattisgarh,north bastar kanker,2022,3,8090,168266
chhattisgarh,north bastar kanker,2022,4,8091,178840
chhattisgarh,north bastar kanker,2023,1,8092,188587
chhattisgarh,north bastar kanker,2023,2,8093,198270
chhattisgarh,north bastar kanker,2023,3,8094,208610
chhattisgarh,north bastar kanker,2023,4,8095,218993
chhattisgarh,north bastar kanker,2024,1,8096,232107
chhattisgarh,north bastar kanker,2024,2,8097,245364
chhattisgarh,north bastar kanker,2024,3,8098,257222
chhattisgarh,north bastar kanker,2024,4,8099,266722
chhattisgarh,north bastar kanker,2025,1,8100,276032
chhattisgarh,north bastar kanker,2025,2,8101,285364
