state,year,quarter,period_id,transaction_count,transaction_amount
karnataka,2018,3,8074,23401492,43888971406.79382
karnataka,2018,4,8075,42808188,67783584568.181816
karnataka,2019,1,8076,84657050,114709621136.2433
karnataka,2019,2,8077,119618345,168764960519.15936
karnataka,2019,3,8078,179767497,222928023150.4122
karnataka,2019,4,8079,246189422,306446917780.66754
karnataka,2020,1,8080,278198437,365544124508.5454
karnataka,2020,2,8081,212551929,323323995220.1348
karnataka,2020,3,8082,300996207,475946166041.82654
karnataka,2020,4,8083,428937584,656829679389.3723
karnataka,2021,1,8084,521967299,752831794629.573
karnataka,2021,2,8085,527810680,831158630288.7233
karnataka,2021,3,8086,746649773,1121937537110.1548
karnataka,2021,4,8087,801331486,1182460315270.1006
karnataka,2022,1,8088,1035726006,1526632375838.833
karnataka,2022,2,8089,1261631220,1828098602933.223
karnataka,2022,3,8090,1499846853,2033196715924.187
karnataka,2022,4,8091,1636914664,2207804195613.2246
karnataka,2023,1,8092,1832273719,2470385672596.304
karnataka,2023,2,8093,2052780671,2779793686048.242
karnataka,2023,3,8094,2357608666,2985013622701.8813
karnataka,2023,4,8095,2550471370,3249475283077.739
karnataka,2024,1,8096,2786714019,3491284543661.434
karnataka,2024,2,8097,3029221824,3786672027453.246
karnataka,2024,3,8098,3259303462,3911831838299.791
karnataka,2024,4,8099,3457573836,4158667439552.8296
karnataka,2025,1,8100,3729923285,4428287746523.693
karnataka,2025,2,8101,3730080830,4479122979444.309
karnataka,2025,3,8102,3852915704,4385483377903.0444
karnataka,2025,4,8103,4064289183,4658806848239.615
karnataka,2026,1,8104,4228148988,4953796605453.972
karnataka,2026,2,8105,4491711923,5292341222754.296
kerala,2018,1,8072,1825372,2419982815.1613374
kerala,2018,2,8073,2318135,3784132744.6722517
kerala,2018,3,8074,3089723,5223931290.203843
kerala,2018,4,8075,4444604,7775997131.858362
kerala,2019,1,8076,6612793,10360769392.460655
kerala,2019,2,8077,7662538,13417623455.490543
kerala,2019,3,8078,9633567,17115421520.797838
kerala,2019,4,8079,12974136,22014232923.56272
kerala,2020,1,8080,15435048,25568200637.84075
kerala,2020,2,8081,15681152,22928754785.609818
kerala,2020,3,8082,22302087,39547903350.2505
kerala,2020,4,8083,34407413,57569923779.03198
kerala,2021,1,8084,43831729,71423214754.64795
kerala,2021,2,8085,49530478,76654377740.94525
kerala,2021,3,8086,66171196,105680340079.37677
kerala,2021,4,8087,74793487,111505022241.01321
kerala,2022,1,8088,96434007,139999474580.00208
kerala,2022,2,8089,109257505,155452076681.6139
kerala,2022,3,8090,133133217,179785817262.17734
kerala,2022,4,8091,145153196,188993126385.9121
kerala,2023,1,8092,148764769,194875581991.6593
kerala,2023,2,8093,157861037,209357724479.30676
kerala,2023,3,8094,171587063,220873954649.31503
kerala,2023,4,8095,181170722,226951463919.4792
kerala,2024,1,8096,182097703,228424493895.03046
kerala,2024,2,8097,195529557,242690651335.99054
kerala,2024,3,8098,215505960,258924474745.4031
kerala,2024,4,8099,233271669,274488300829.11725
kerala,2025,1,8100,247777357,291529845374.05835
kerala,2025,2,8101,237505468,282921500230.21344
kerala,2025,3,8102,260965876,301251443344.1678
kerala,2025,4,8103,281159658,316856950664.97546
kerala,2026,1,8104,284616383,327358436194.98
kerala,2026,2,8105,294649816,335501492227.256
ladakh,2018,1,8072,7733,15241000.350078736
ladakh,2018,2,8073,18412,56386931.460005626
ladakh,2018,3,8074,30349,97489777.85152242
ladakh,2018,4,8075,44498,157126695.5508374
ladakh,2019,1,8076,60270,187343278.23590055
ladakh,2019,2,8077,103394,370592586.9056551
ladakh,2019,3,8078,121018,472038870.3422937
ladakh,2019,4,8079,113210,464502753.7020103
ladakh,2020,1,8080,149508,528768954.05518544
ladakh,2020,2,8081,196402,704881827.1637564
ladakh,2020,3,8082,291625,1137269183.6259084
ladakh,2020,4,8083,400254,1364250617.5120263
ladakh,2021,1,8084,400146,1350829015.2245107
ladakh,2021,2,8085,650578,2108362311.0630236
ladakh,2021,3,8086,929963,3194633089.416123
ladakh,2021,4,8087,857639,2662955792.650712
ladakh,2022,1,8088,991962,2920273909.8131056
ladakh,2022,2,8089,1690971,4971962008.286831
ladakh,2022,3,8090,2078286,5792916606.523451
ladakh,2022,4,8091,1936688,4657431512.900627
ladakh,2023,1,8092,1882925,4287184387.0438447
ladakh,2023,2,8093,3396028,7790389777.205618
ladakh,2023,3,8094,4065626,8966210701.853298
ladakh,2023,4,8095,3523487,7515335519.66155
ladakh,2024,1,8096,3253441,6588273640.862362
ladakh,2024,2,8097,5691939,10732962147.415825
ladakh,2024,3,8098,6963228,12732979334.10912
ladakh,2024,4,8099,5732422,10928747032.72503
ladakh,2025,1,8100,4829929,8573236123.000704
ladakh,2025,2,8101,7653712,12456512178.718197
ladakh,2025,3,8102,8782266,14123088628.170713
ladakh,2025,4,8103,6343728,11502761378.19001
ladakh,2026,1,8104,5780356,9734397006.12715
ladakh,2026,2,8105,9257425,15460287202.182652
lakshadweep,2018,1,8072,1124,3053772.2105995324
lakshadweep,2018,2,8073,2875,8629831.452342758
lakshadweep,2018,3,8074,2676,7647500.449565986
lakshadweep,2018,4,8075,3019,9506907.55399945
lakshadweep,2019,1,8076,4622,15684901.402080331
lakshadweep,2019,2,8077,5608,16590874.568089645
lakshadweep,2019,3,8078,5310,16856067.000797197
lakshadweep,2019,4,8079,6097,19723480.776782963
lakshadweep,2020,1,8080,8729,26322589.50098286
lakshadweep,2020,2,8081,11502,30917214.412092242
lakshadweep,2020,3,8082,13906,37809773.97093214
lakshadweep,2020,4,8083,17672,47628614.570741504
lakshadweep,2021,1,8084,16065,49159946.33657811
lakshadweep,2021,2,8085,20788,49741657.90632099
lakshadweep,2021,3,8086,24627,71786359.45006213
lakshadweep,2021,4,8087,25317,80761077.71397853
lakshadweep,2022,1,8088,30348,100573065.28366517
lakshadweep,2022,2,8089,33079,98136938.13431954
lakshadweep,2022,3,8090,34974,100075631.86162713
lakshadweep,2022,4,8091,37014,107487767.57716052
lakshadweep,2023,1,8092,43520,120064282.06789017
lakshadweep,2023,2,8093,50557,135198933.54788214
lakshadweep,2023,3,8094,61690,127653819.3961912
lakshadweep,2023,4,8095,96514,176451021.5524603
lakshadweep,2024,1,8096,120325,194003286.42437226
lakshadweep,2024,2,8097,161844,213925009.20390275
lakshadweep,2024,3,8098,183660,214944305.44486734
lakshadweep,2024,4,8099,228820,279685503.6960153
lakshadweep,2025,1,8100,286444,330371406.7975748
lakshadweep,2025,2,8101,282186,285436602.3281379
lakshadweep,2025,3,8102,295580,269362417.0022364
lakshadweep,2025,4,8103,326937,328386753.1594286
lakshadweep,2026,1,8104,351993,352164967.7721263
lakshadweep,2026,2,8105,371196,370577513.7308949
madhya pradesh,2018,1,8072,8614129,9240858109.528643
madhya pradesh,2018,2,8073,11249274,16791412396.439934
madhya pradesh,2018,3,8074,18062698,25331787718.834587
madhya pradesh,2018,4,8075,22807607,35619617648.65941
madhya pradesh,2019,1,8076,38928866,49298676966.62583
madhya pradesh,2019,2,8077,41244464,67755802214.78655
madhya pradesh,2019,3,8078,54896351,79071968085.57455
madhya pradesh,2019,4,8079,71003068,108819575634.9737
madhya pradesh,2020,1,8080,80393376,128103419316.96422
madhya pradesh,2020,2,8081,75708003,145115611014.9742
madhya pradesh,2020,3,8082,105895534,198051918982.3343
madhya pradesh,2020,4,8083,147699496,269845055092.3077
madhya pradesh,2021,1,8084,187447068,319696045419.14996
madhya pradesh,2021,2,8085,203308974,393063852579.44696
madhya pradesh,2021,3,8086,286544938,471043596822.1968
madhya pradesh,2021,4,8087,321167679,527428491137.57495
madhya pradesh,2022,1,8088,418657344,670680907516.0426
madhya pradesh,2022,2,8089,490063972,789356451377.2751
madhya pradesh,2022,3,8090,564992533,805308274469.1998
madhya pradesh,2022,4,8091,640668697,939572408725.7617
madhya pradesh,2023,1,8092,730638617,1058319171944.054
madhya pradesh,2023,2,8093,843782510,1197411249860.0825
madhya pradesh,2023,3,8094,974634662,1234399612492.1458
madhya pradesh,2023,4,8095,1098779303,1426823070181.1738
madhya pradesh,2024,1,8096,1283443129,1626171196855.5493
madhya pradesh,2024,2,8097,1432136665,1777347668076.4536
madhya pradesh,2024,3,8098,1534489500,1759428066717.689
madhya pradesh,2024,4,8099,1681877662,2001212724870.6377
madhya pradesh,2025,1,8100,1723435663,2033055917651.601
madhya pradesh,2025,2,8101,1837319230,2168370196643.178
madhya pradesh,2025,3,8102,1980337761,2098642107160.6836
madhya pradesh,2025,4,8103,2101082439,2331864870681.1763
madhya pradesh,2026,1,8104,2186611174,2424177486736.081
madhya pradesh,2026,2,8105,2283838085,2568376073176.965
maharashtra,2018,1,8072,15771297,20616284599.60267
maharashtra,2018,2,8073,21707384,34569981679.03545
maharashtra,2018,3,8074,30786153,50334957437.10378
maharashtra,2018,4,8075,45715147,76570396171.72795
maharashtra,2019,1,8076,73874732,107583453017.91046
maharashtra,2019,2,8077,99331337,147421594256.61255
maharashtra,2019,3,8078,148759948,194352348539.17316
maharashtra,2019,4,8079,196478271,260156648249.87997
maharashtra,2020,1,8080,233758463,308295755638.30304
maharashtra,2020,2,8081,180429884,281354616792.98035
maharashtra,2020,3,8082,259184002,417445438172.2079
maharashtra,2020,4,8083,397059155,598117839589.4216
maharashtra,2021,1,8084,488141386,712800108227.8447
maharashtra,2021,2,8085,533231187,829232878614.5254
maharashtra,2021,3,8086,734586580,1040338295534.0461
maharashtra,2021,4,8087,821255563,1161752565942.6445
maharashtra,2022,1,8088,1069812670,1484934108466.9033
maharashtra,2022,2,8089,1272760072,1740994209212.3047
maharashtra,2022,3,8090,1481906141,1915987311841.3394
maharashtra,2022,4,8091,1659335577,2150909817409.1558
maharashtra,2023,1,8092,1843209645,2363317566724.5234
maharashtra,2023,2,8093,2058432368,2604704587837.528
maharashtra,2023,3,8094,2288748568,2753519460899.4004
maharashtra,2023,4,8095,2568566942,3105786845149.348
maharashtra,2024,1,8096,2831435504,3382002942775.5654
maharashtra,2024,2,8097,3056537192,3575026518542.9116
maharashtra,2024,3,8098,3286087251,3690379263272.1494
maharashtra,2024,4,8099,3634900999,4152526918695.738
maharashtra,2025,1,8100,3904534550,4335348832646.413
maharashtra,2025,2,8101,4035923246,4459847561600.475
maharashtra,2025,3,8102,4306180488,4500210515384.953
maharashtra,2025,4,8103,4618105060,4956544899176.127
maharashtra,2026,1,8104,4829477429,5179476090387.984
maharashtra,2026,2,8105,5064451991,5465176553156.582
manipur,2018,1,8072,104908,152517177.2974037
manipur,2018,2,8073,184930,296675858.0878379
manipur,2018,3,8074,219782,436231935.4022121
manipur,2018,4,8075,285294,690125762.2015524
manipur,2019,1,8076,322920,790454446.3704455
manipur,2019,2,8077,367371,985994013.9163172
manipur,2019,3,8078,412093,1155501039.9430437
manipur,2019,4,8079,511743,1456426016.7193756
manipur,2020,1,8080,606999,1627281632.673866
manipur,2020,2,8081,879294,2154620599.909894
manipur,2020,3,8082,1043328,2794156258.2445955
manipur,2020,4,8083,1186202,3644196614.1382523
manipur,2021,1,8084,1151135,3880846919.5235186
manipur,2021,2,8085,1435977,4129039191.3406844
manipur,2021,3,8086,1772255,5444167085.189641
manipur,2021,4,8087,1782570,5545169786.397645
manipur,2022,1,8088,2257271,6964838004.509034
manipur,2022,2,8089,2451327,7208227925.014736
manipur,2022,3,8090,2976452,8100189981.03102
manipur,2022,4,8091,3217150,8403643887.5143385
manipur,2023,1,8092,3435277,8751539696.43811
manipur,2023,2,8093,1700053,4552576250.751693
manipur,2023,3,8094,904737,3670828688.5792255
manipur,2023,4,8095,2203468,6907044662.760012
manipur,2024,1,8096,3974022,9381643367.636852
manipur,2024,2,8097,5268375,11040117731.12242
manipur,2024,3,8098,5806055,11771760861.082079
manipur,2024,4,8099,5798310,12139401338.364204
manipur,2025,1,8100,7775142,14315138066.16877
manipur,2025,2,8101,8600635,14869751104.220009
manipur,2025,3,8102,9804471,16224673451.813852
manipur,2025,4,8103,9815029,16462749477.20841
manipur,2026,1,8104,10234367,17003536000.669716
manipur,2026,2,8105,10459691,16979159239.826668
meghalaya,2018,1,8072,57738,76092836.20456234
meghalaya,2018,2,8073,79675,131316474.46133497
meghalaya,2018,3,8074,123884,233167830.81494468
meghalaya,2018,4,8075,182356,368078549.99460316
meghalaya,2019,1,8076,233798,446378841.01343787
meghalaya,2019,2,8077,280284,589604772.2250164
meghalaya,2019,3,8078,326183,724948653.2435663
meghalaya,2019,4,8079,373215,841717696.7390778
meghalaya,2020,1,8080,440231,985286898.5929303
meghalaya,2020,2,8081,628610,1103805615.6365817
meghalaya,2020,3,8082,692059,1513957555.3695621
meghalaya,2020,4,8083,836361,2026601308.7769709
meghalaya,2021,1,8084,895045,2367708528.6778736
meghalaya,2021,2,8085,1126432,2534515849.849267
meghalaya,2021,3,8086,1354216,3204114778.4993167
meghalaya,2021,4,8087,1558644,3952050835.0893
meghalaya,2022,1,8088,2011337,5366114455.583481
meghalaya,2022,2,8089,2495929,6101621809.718108
meghalaya,2022,3,8090,3224648,7207201086.186328
meghalaya,2022,4,8091,3625736,8280326984.293905
meghalaya,2023,1,8092,4171750,9672439462.99083
meghalaya,2023,2,8093,5103808,10680548971.431965
meghalaya,2023,3,8094,5927576,11034725792.028677
meghalaya,2023,4,8095,7120043,13509073095.121254
meghalaya,2024,1,8096,8252199,14955862694.89056
meghalaya,2024,2,8097,10990422,16079921304.581762
meghalaya,2024,3,8098,12096435,16187154478.952517
meghalaya,2024,4,8099,13993116,19537014744.836548
meghalaya,2025,1,8100,15566407,21882492467.99372
meghalaya,2025,2,8101,17304246,21913728757.238136
meghalaya,2025,3,8102,19876141,25631760302.720753
meghalaya,2025,4,8103,19837650,25907174026.51288
meghalaya,2026,1,8104,19926435,23441855945.13065
meghalaya,2026,2,8105,22400813,24333710508.62982
mizoram,2018,1,8072,22181,53160735.45542757
mizoram,2018,2,8073,31560,94300176.91130026
mizoram,2018,3,8074,45614,129714622.12975365
mizoram,2018,4,8075,66234,213839671.52367637
mizoram,2019,1,8076,85219,256961523.2200399
mizoram,2019,2,8077,100958,321899390.5114357
mizoram,2019,3,8078,114147,356730288.3142443
mizoram,2019,4,8079,144316,463491574.6950983
mizoram,2020,1,8080,179537,512023794.8715464
mizoram,2020,2,8081,227158,577686076.9074495
mizoram,2020,3,8082,282613,817121389.324712
mizoram,2020,4,8083,352855,1096221440.2761316
mizoram,2021,1,8084,384386,1265644701.42484
mizoram,2021,2,8085,469489,1293398978.7225688
mizoram,2021,3,8086,555934,1666750165.8631315
mizoram,2021,4,8087,565002,1762778939.6199198
mizoram,2022,1,8088,676714,2163424217.0168552
mizoram,2022,2,8089,735958,2227243030.2535167
mizoram,2022,3,8090,872923,2421358158.8989
mizoram,2022,4,8091,1018730,2778304892.2491627
mizoram,2023,1,8092,1116672,3027223071.995682
mizoram,2023,2,8093,1286147,3263852337.1969995
mizoram,2023,3,8094,1371224,3167055400.83658
mizoram,2023,4,8095,1576249,3621619372.125742
mizoram,2024,1,8096,1688924,3701436431.5462136
mizoram,2024,2,8097,2072275,3870351855.01451
mizoram,2024,3,8098,2395117,3942297215.9296303
mizoram,2024,4,8099,2686856,4470132241.848989
mizoram,2025,1,8100,3214911,4988579857.496769
mizoram,2025,2,8101,3398805,4779116210.284388
mizoram,2025,3,8102,3951837,5101955955.165985
mizoram,2025,4,8103,4103095,5608639114.970993
mizoram,2026,1,8104,4151140,5847542175.098959
mizoram,2026,2,8105,4630626,6078019513.264366
nagaland,2018,1,8072,52459,93045812.18725257
nagaland,2018,2,8073,82859,188284254.35889083
nagaland,2018,3,8074,117956,289452939.43801266
nagaland,2018,4,8075,173326,459578755.86046314
nagaland,2019,1,8076,214053,552573719.187345
nagaland,2019,2,8077,269720,724857602.930112
nagaland,2019,3,8078,318274,885863908.279764
nagaland,2019,4,8079,387002,1129891007.1426184
nagaland,2020,1,8080,457785,1216640719.3733199
nagaland,2020,2,8081,613591,1494171970.2284145
nagaland,2020,3,8082,767214,2071980086.1068025
nagaland,2020,4,8083,851689,2766834171.7933636
nagaland,2021,1,8084,877753,2906783684.0056076
nagaland,2021,2,8085,1107351,3195473116.112031
nagaland,2021,3,8086,1316726,4091491954.330838
nagaland,2021,4,8087,1369793,4397011067.663409
nagaland,2022,1,8088,1709875,5276073879.483517
nagaland,2022,2,8089,1974012,5909718802.434075
nagaland,2022,3,8090,2397145,6778968160.648544
nagaland,2022,4,8091,2580507,7441611698.7912445
nagaland,2023,1,8092,2834148,8050868360.056755
nagaland,2023,2,8093,3091461,8263465628.271147
nagaland,2023,3,8094,3581630,8858677977.630177
nagaland,2023,4,8095,3953388,9905355331.48168
nagaland,2024,1,8096,4412466,10241734675.10108
nagaland,2024,2,8097,5897170,11252050159.141838
nagaland,2024,3,8098,7127882,12302746336.824575
nagaland,2024,4,8099,7952281,13952768833.676888
nagaland,2025,1,8100,8417655,13854930060.290958
nagaland,2025,2,8101,9457413,14024796338.65173
nagaland,2025,3,8102,11180872,15195878604.305132
nagaland,2025,4,8103,11172635,16432361934.488552
nagaland,2026,1,8104,11029965,16014395834.15149
nagaland,2026,2,8105,12358326,16371304304.889984
odisha,2018,1,8072,7048986,5532172856.319677
odisha,2018,2,8073,9547287,9915788853.374897
odisha,2018,3,8074,33773146,26439174825.05436
odisha,2018,4,8075,23730246,26644806732.25345
odisha,2019,1,8076,37193760,38343233060.509186
odisha,2019,2,8077,30088286,44732976144.56491
odisha,2019,3,8078,40800846,56988076003.73456
odisha,2019,4,8079,65679564,80400377264.45883
odisha,2020,1,8080,54421577,92843181623.98956
odisha,2020,2,8081,50392152,90886955389.31903
odisha,2020,3,8082,69038595,127503888471.30423
odisha,2020,4,8083,94873191,182755800341.008
odisha,2021,1,8084,115094652,220742131430.68103
odisha,2021,2,8085,138225698,259055016593.60217
odisha,2021,3,8086,183365656,315250260342.66077
odisha,2021,4,8087,212268637,349960811331.7029
odisha,2022,1,8088,268911728,461602495894.72363
odisha,2022,2,8089,322378227,525877207233.302
odisha,2022,3,8090,380594298,559830322281.8159
odisha,2022,4,8091,425780932,632323496876.2422
odisha,2023,1,8092,480048713,753356890534.1677
odisha,2023,2,8093,540567279,798613320310.5529
odisha,2023,3,8094,620854881,840399944380.947
odisha,2023,4,8095,730012056,981621827380.3324
odisha,2024,1,8096,862406808,1157247753533.8687
odisha,2024,2,8097,941735991,1163541947521.4395
odisha,2024,3,8098,1022988856,1175753144610.859
odisha,2024,4,8099,1141695660,1304112411134.0796
odisha,2025,1,8100,1174428178,1414655279863.243
odisha,2025,2,8101,1253470101,1383287521722.9543
odisha,2025,3,8102,1314272318,1387578878544.61
odisha,2025,4,8103,1405458809,1488758944141.9893
odisha,2026,1,8104,1487851895,1697499511605.2278
odisha,2026,2,8105,1523130010,1666312139398.4292
puducherry,2018,1,8072,106212,167573456.07454073
puducherry,2018,2,8073,128321,287317471.5783924
puducherry,2018,3,8074,186869,415949662.45048106
puducherry,2018,4,8075,317336,629583184.6702774
puducherry,2019,1,8076,497729,890540067.5128368
puducherry,2019,2,8077,579081,1156468427.4018884
puducherry,2019,3,8078,765031,1462124362.8365593
puducherry,2019,4,8079,1092326,1963177051.3888311
puducherry,2020,1,8080,1319437,2300219163.043279
puducherry,2020,2,8081,1040762,1827425177.4942698
puducherry,2020,3,8082,1545591,2884349251.874382
puducherry,2020,4,8083,2534435,4357050361.95191
puducherry,2021,1,8084,3128221,5316493350.2404785
puducherry,2021,2,8085,3236303,5392106422.861448
puducherry,2021,3,8086,4590304,7468860247.675983
puducherry,2021,4,8087,4932923,7719396424.895111
puducherry,2022,1,8088,6354587,9877119182.394363
puducherry,2022,2,8089,7489973,11295663383.730684
puducherry,2022,3,8090,8848397,12834141844.970497
puducherry,2022,4,8091,9748055,13613642032.366386
puducherry,2023,1,8092,10217489,14216402974.75116
puducherry,2023,2,8093,11193638,15361823627.269354
puducherry,2023,3,8094,12464709,16421645570.85983
puducherry,2023,4,8095,13074652,17039512522.583828
puducherry,2024,1,8096,13519970,17400403122.85509
puducherry,2024,2,8097,14610867,18221014500.6219
puducherry,2024,3,8098,15821171,19306627903.40757
puducherry,2024,4,8099,16376815,19752651111.941074
puducherry,2025,1,8100,17612711,21168624734.74836
puducherry,2025,2,8101,17496015,20741481980.74739
puducherry,2025,3,8102,18401595,21280880580.336613
puducherry,2025,4,8103,18857093,21817658916.471947
puducherry,2026,1,8104,19790951,23200917884.88138
puducherry,2026,2,8105,20671909,23907680131.681885
punjab,2018,1,8072,2152570,3144283659.55326
punjab,2018,2,8073,2932771,5247370432.120748
punjab,2018,3,8074,3874407,7787076149.215161
punjab,2018,4,8075,5490558,11861935853.584469
punjab,2019,1,8076,7829874,14541052478.294441
punjab,2019,2,8077,8907341,18919188553.255802
punjab,2019,3,8078,11034661,23019351919.045273
punjab,2019,4,8079,13980727,29882043953.982292
punjab,2020,1,8080,15697948,31954421122.46702
punjab,2020,2,8081,14203459,29836650185.539894
punjab,2020,3,8082,17887958,41042955723.14191
punjab,2020,4,8083,23593701,54527944550.72394
punjab,2021,1,8084,27470162,59753193346.677505
punjab,2021,2,8085,32681997,70282984186.27884
punjab,2021,3,8086,41656204,84329568328.41077
punjab,2021,4,8087,44390425,94107319933.46066
punjab,2022,1,8088,55588571,113838148481.78015
punjab,2022,2,8089,69470142,131238733411.7305
punjab,2022,3,8090,85348374,152008684618.77896
punjab,2022,4,8091,94706019,172026389446.46945
punjab,2023,1,8092,98153837,175864657816.9519
punjab,2023,2,8093,119012408,194504179995.89307
punjab,2023,3,8094,132850814,205330761365.49872
punjab,2023,4,8095,143440826,231847076209.30914
punjab,2024,1,8096,143173269,224139049661.6971
punjab,2024,2,8097,172858419,244763570598.0551
punjab,2024,3,8098,188314209,257089702260.87024
punjab,2024,4,8099,200012060,289869668332.55743
punjab,2025,1,8100,214700898,303581644145.82666
punjab,2025,2,8101,219581044,296629559177.728
punjab,2025,3,8102,238293965,304307748393.4016
punjab,2025,4,8103,250577223,346479689165.021
punjab,2026,1,8104,256961583,349778644051.6034
punjab,2026,2,8105,282364073,369629734686.83813
rajasthan,2018,1,8072,9272437,10593171156.518475
rajasthan,2018,2,8073,11883013,18090200568.257637
rajasthan,2018,3,8074,16464948,27314548840.20022
rajasthan,2018,4,8075,24362909,42987736624.69517
rajasthan,2019,1,8076,48143566,65499410518.32512
rajasthan,2019,2,8077,50086588,86638751323.82938
rajasthan,2019,3,8078,65929301,108541401685.51715
rajasthan,2019,4,8079,83291120,153381418752.1703
rajasthan,2020,1,8080,99812994,183459625889.9085
rajasthan,2020,2,8081,98305260,184398456319.7787
rajasthan,2020,3,8082,143008603,280234259657.3222
rajasthan,2020,4,8083,184672061,370817106324.81665
rajasthan,2021,1,8084,240954777,468471366342.2837
rajasthan,2021,2,8085,274437184,536307861093.09106
rajasthan,2021,3,8086,384071639,686772090114.5065
rajasthan,2021,4,8087,410190115,765489774059.7771
rajasthan,2022,1,8088,535528877,971889889959.4716
rajasthan,2022,2,8089,620679225,1085864980526.7068
rajasthan,2022,3,8090,737030782,1197697051891.4873
rajasthan,2022,4,8091,820996227,1381577028127.7593
rajasthan,2023,1,8092,919098766,1551787489613.533
rajasthan,2023,2,8093,1073092744,1694556785190.1575
rajasthan,2023,3,8094,1237044429,1798770149235.0293
rajasthan,2023,4,8095,1350966019,2070058351728.4211
rajasthan,2024,1,8096,1600558212,2352706512651.676
rajasthan,2024,2,8097,1818703650,2493535347251.073
rajasthan,2024,3,8098,1932844563,2470834793957.131
rajasthan,2024,4,8099,2040641000,2791321648381.9277
rajasthan,2025,1,8100,2035097242,2747039392692.4717
rajasthan,2025,2,8101,2180404184,2831640614175.032
rajasthan,2025,3,8102,2323608156,2778203819923.9854
rajasthan,2025,4,8103,2359791146,3062398766099.9033
rajasthan,2026,1,8104,2435127309,3091642766729.338
rajasthan,2026,2,8105,2553428529,3189512812270.483
sikkim,2018,1,8072,52422,76553394.47007194
sikkim,2018,2,8073,87348,165371421.67374858
sikkim,2018,3,8074,124034,264307338.56030768
sikkim,2018,4,8075,181845,431701308.0315608
sikkim,2019,1,8076,233031,479741568.5013781
sikkim,2019,2,8077,298432,708397197.301439
sikkim,2019,3,8078,333701,791314969.2661016
sikkim,2019,4,8079,409087,1004355162.7638068
sikkim,2020,1,8080,459577,1060247749.2178302
sikkim,2020,2,8081,547369,1206404024.7125049
sikkim,2020,3,8082,639577,1543361489.5177724
sikkim,2020,4,8083,778335,2085958059.255025
sikkim,2021,1,8084,879693,2440814120.1876507
sikkim,2021,2,8085,1064819,2607900949.033514
sikkim,2021,3,8086,1295143,3285177951.9864945
sikkim,2021,4,8087,1498091,3929709746.243639
sikkim,2022,1,8088,1834534,4527630666.266523
sikkim,2022,2,8089,2512240,5966964957.632882
sikkim,2022,3,8090,2904465,6064289653.488258
sikkim,2022,4,8091,3192928,6611574174.825417
sikkim,2023,1,8092,3401499,6708361128.239864
sikkim,2023,2,8093,4437602,8547336154.627519
sikkim,2023,3,8094,4740161,8003122189.827261
sikkim,2023,4,8095,4842501,8557427285.088291
sikkim,2024,1,8096,5735877,9346992815.650896
sikkim,2024,2,8097,7126004,11164052278.025002
sikkim,2024,3,8098,7837835,10648114552.763342
sikkim,2024,4,8099,9021976,12713819912.906326
sikkim,2025,1,8100,9852470,12680467274.809103
sikkim,2025,2,8101,11156835,14199545657.211315
sikkim,2025,3,8102,11881826,13872661117.52092
sikkim,2025,4,8103,12122190,14542438211.103767
sikkim,2026,1,8104,13287804,15967341009.509085
sikkim,2026,2,8105,14956244,18254633450.45656
tamil nadu,2018,1,8072,4923891,8755842361.469446
tamil nadu,2018,2,8073,7129251,15152943528.927313
tamil nadu,2018,3,8074,10812101,22361948450.27646
tamil nadu,2018,4,8075,17123273,33652624050.336956
tamil nadu,2019,1,8076,25178515,46065559235.41664
tamil nadu,2019,2,8077,30904172,60589725794.408585
tamil nadu,2019,3,8078,40615165,75113047933.86618
tamil nadu,2019,4,8079,54273375,95902389590.0488
tamil nadu,2020,1,8080,65118379,110698166875.72932
tamil nadu,2020,2,8081,50385378,87932439310.76688
tamil nadu,2020,3,8082,70529798,138538123385.73276
tamil nadu,2020,4,8083,112119794,204191947116.8283
tamil nadu,2021,1,8084,135702280,245293582891.245
tamil nadu,2021,2,8085,142941858,255693504471.958
tamil nadu,2021,3,8086,200552172,356208315248.4176
tamil nadu,2021,4,8087,218792102,374419414326.7141
tamil nadu,2022,1,8088,278047655,483121547982.56067
tamil nadu,2022,2,8089,338126426,560768519721.7483
tamil nadu,2022,3,8090,403676932,647127117674.8535
tamil nadu,2022,4,8091,435288054,674950927795.2251
tamil nadu,2023,1,8092,468044832,720402614621.3375
tamil nadu,2023,2,8093,504160429,781360465422.6838
tamil nadu,2023,3,8094,558715546,835710063991.9968
tamil nadu,2023,4,8095,597821132,878172648141.2632
tamil nadu,2024,1,8096,643084591,917459762316.2546
tamil nadu,2024,2,8097,707377354,987216265047.3883
tamil nadu,2024,3,8098,781508176,1053834607664.4268
tamil nadu,2024,4,8099,822940769,1091410271995.0776
tamil nadu,2025,1,8100,875704481,1133708906375.8745
tamil nadu,2025,2,8101,880043623,1133253062425.902
tamil nadu,2025,3,8102,954438805,1187233386639.0696
tamil nadu,2025,4,8103,982036878,1229082839335.558
tamil nadu,2026,1,8104,1015223360,1291277296711.4182
tamil nadu,2026,2,8105,1049292967,1316704395266.6187
telangana,2018,1,8072,9340974,14059023660.623735
telangana,2018,2,8073,11544276,24401325668.781406
telangana,2018,3,8074,19955785,33180363175.151356
telangana,2018,4,8075,30393583,51158381363.15648
telangana,2019,1,8076,64813405,93511348877.08844
telangana,2019,2,8077,81454985,137682802492.51328
telangana,2019,3,8078,114112049,178114733596.80167
telangana,2019,4,8079,152510054,249883165634.61353
