state,year,quarter,period_id,registered_users
meghalaya,2022,4,8091,352648
meghalaya,2023,1,8092,373661
meghalaya,2023,2,8093,394558
meghalaya,2023,3,8094,419409
meghalaya,2023,4,8095,450369
meghalaya,2024,1,8096,488538
meghalaya,2024,2,8097,536952
meghalaya,2024,3,8098,582628
meghalaya,2024,4,8099,611334
meghalaya,2025,1,8100,640474
meghalaya,2025,2,8101,670920
meghalaya,2025,3,8102,704327
meghalaya,2025,4,8103,742750
meghalaya,2026,1,8104,778471
meghalaya,2026,2,8105,821275
mizoram,2018,1,8072,9312
mizoram,2018,2,8073,12467
mizoram,2018,3,8074,16728
mizoram,2018,4,8075,22190
mizoram,2019,1,8076,27134
mizoram,2019,2,8077,32162
mizoram,2019,3,8078,38565
mizoram,2019,4,8079,44755
mizoram,2020,1,8080,52556
mizoram,2020,2,8081,62148
mizoram,2020,3,8082,75962
mizoram,2020,4,8083,87194
mizoram,2021,1,8084,94488
mizoram,2021,2,8085,101851
mizoram,2021,3,8086,109595
mizoram,2021,4,8087,116803
mizoram,2022,1,8088,123574
mizoram,2022,2,8089,130454
mizoram,2022,3,8090,138370
mizoram,2022,4,8091,146161
mizoram,2023,1,8092,153259
mizoram,2023,2,8093,160684
mizoram,2023,3,8094,169046
mizoram,2023,4,8095,179480
mizoram,2024,1,8096,194379
mizoram,2024,2,8097,213479
mizoram,2024,3,8098,246580
mizoram,2024,4,8099,258269
mizoram,2025,1,8100,270295
mizoram,2025,2,8101,282032
mizoram,2025,3,8102,295734
mizoram,2025,4,8103,312483
mizoram,2026,1,8104,327659
mizoram,2026,2,8105,349070
nagaland,2018,1,8072,16047
nagaland,2018,2,8073,23866
nagaland,2018,3,8074,33223
nagaland,2018,4,8075,44601
nagaland,2019,1,8076,55915
nagaland,2019,2,8077,68483
nagaland,2019,3,8078,82418
nagaland,2019,4,8079,95667
nagaland,2020,1,8080,110228
nagaland,2020,2,8081,132841
nagaland,2020,3,8082,175583
nagaland,2020,4,8083,194444
nagaland,2021,1,8084,208308
nagaland,2021,2,8085,222211
nagaland,2021,3,8086,236840
nagaland,2021,4,8087,251384
nagaland,2022,1,8088,266042
nagaland,2022,2,8089,281398
nagaland,2022,3,8090,297083
nagaland,2022,4,8091,311555
nagaland,2023,1,8092,325241
nagaland,2023,2,8093,339039
nagaland,2023,3,8094,353878
nagaland,2023,4,8095,370492
nagaland,2024,1,8096,391270
nagaland,2024,2,8097,423165
nagaland,2024,3,8098,456203
nagaland,2024,4,8099,475258
nagaland,2025,1,8100,493342
nagaland,2025,2,8101,512198
nagaland,2025,3,8102,533473
nagaland,2025,4,8103,555336
nagaland,2026,1,8104,575983
nagaland,2026,2,8105,602471
odisha,2018,1,8072,1573698
odisha,2018,2,8073,2160851
odisha,2018,3,8074,2740899
odisha,2018,4,8075,3565892
odisha,2019,1,8076,4265066
odisha,2019,2,8077,4786497
odisha,2019,3,8078,5361369
odisha,2019,4,8079,6075390
odisha,2020,1,8080,6631513
odisha,2020,2,8081,7239140
odisha,2020,3,8082,7888711
odisha,2020,4,8083,8592754
odisha,2021,1,8084,9201367
odisha,2021,2,8085,9843480
odisha,2021,3,8086,10591026
odisha,2021,4,8087,11358268
odisha,2022,1,8088,12011836
odisha,2022,2,8089,12652044
odisha,2022,3,8090,13324247
odisha,2022,4,8091,13990026
odisha,2023,1,8092,14605734
odisha,2023,2,8093,15180768
odisha,2023,3,8094,15773057
odisha,2023,4,8095,16349232
odisha,2024,1,8096,17002272
odisha,2024,2,8097,17662149
odisha,2024,3,8098,18360257
odisha,2024,4,8099,19085969
odisha,2025,1,8100,19731478
odisha,2025,2,8101,20349791
odisha,2025,3,8102,20979927
odisha,2025,4,8103,21533027
odisha,2026,1,8104,22049893
odisha,2026,2,8105,22586814
puducherry,2018,1,8072,47701
puducherry,2018,2,8073,63878
puducherry,2018,3,8074,79099
puducherry,2018,4,8075,106491
puducherry,2019,1,8076,129946
puducherry,2019,2,8077,152917
puducherry,2019,3,8078,173965
puducherry,2019,4,8079,199364
puducherry,2020,1,8080,225275
puducherry,2020,2,8081,249567
puducherry,2020,3,8082,278348
puducherry,2020,4,8083,312159
puducherry,2021,1,8084,338921
puducherry,2021,2,8085,362487
puducherry,2021,3,8086,386770
puducherry,2021,4,8087,411329
puducherry,2022,1,8088,433835
puducherry,2022,2,8089,453527
puducherry,2022,3,8090,473286
puducherry,2022,4,8091,493378
puducherry,2023,1,8092,511080
puducherry,2023,2,8093,527197
puducherry,2023,3,8094,544090
puducherry,2023,4,8095,561059
puducherry,2024,1,8096,578039
puducherry,2024,2,8097,594818
puducherry,2024,3,8098,612094
puducherry,2024,4,8099,629389
puducherry,2025,1,8100,645855
puducherry,2025,2,8101,661400
puducherry,2025,3,8102,677573
puducherry,2025,4,8103,693418
puducherry,2026,1,8104,707787
puducherry,2026,2,8105,723563
punjab,2018,1,8072,902434
punjab,2018,2,8073,1225027
punjab,2018,3,8074,1542608
punjab,2018,4,8075,1950642
punjab,2019,1,8076,2322582
punjab,2019,2,8077,2699641
punjab,2019,3,8078,3084133
punjab,2019,4,8079,3442072
punjab,2020,1,8080,3875890
punjab,2020,2,8081,4373346
punjab,2020,3,8082,4858229
punjab,2020,4,8083,5310103
punjab,2021,1,8084,5679863
punjab,2021,2,8085,6043827
punjab,2021,3,8086,6430939
punjab,2021,4,8087,6814717
punjab,2022,1,8088,7199914
punjab,2022,2,8089,7570961
punjab,2022,3,8090,7964871
punjab,2022,4,8091,8329482
punjab,2023,1,8092,8680448
punjab,2023,2,8093,9022142
punjab,2023,3,8094,9396198
punjab,2023,4,8095,9790268
punjab,2024,1,8096,10263130
punjab,2024,2,8097,10766796
punjab,2024,3,8098,11264065
punjab,2024,4,8099,11622811
punjab,2025,1,8100,11997032
punjab,2025,2,8101,12360971
punjab,2025,3,8102,12758339
punjab,2025,4,8103,13172691
punjab,2026,1,8104,13581016
punjab,2026,2,8105,14095349
rajasthan,2018,1,8072,3184469
rajasthan,2018,2,8073,4262966
rajasthan,2018,3,8074,5199376
rajasthan,2018,4,8075,6407477
rajasthan,2019,1,8076,7779148
rajasthan,2019,2,8077,8846756
rajasthan,2019,3,8078,9930100
rajasthan,2019,4,8079,11033683
rajasthan,2020,1,8080,12268753
rajasthan,2020,2,8081,13697342
rajasthan,2020,3,8082,15099115
rajasthan,2020,4,8083,16423105
rajasthan,2021,1,8084,17806048
rajasthan,2021,2,8085,19130821
rajasthan,2021,3,8086,20647987
rajasthan,2021,4,8087,22032956
rajasthan,2022,1,8088,23412998
rajasthan,2022,2,8089,24647652
rajasthan,2022,3,8090,25962683
rajasthan,2022,4,8091,27182742
rajasthan,2023,1,8092,28357153
rajasthan,2023,2,8093,29493668
rajasthan,2023,3,8094,30792255
rajasthan,2023,4,8095,32021284
rajasthan,2024,1,8096,33414280
rajasthan,2024,2,8097,34754315
rajasthan,2024,3,8098,35974844
rajasthan,2024,4,8099,37075516
rajasthan,2025,1,8100,38208545
rajasthan,2025,2,8101,39315591
rajasthan,2025,3,8102,40494453
rajasthan,2025,4,8103,41560104
rajasthan,2026,1,8104,42603158
rajasthan,2026,2,8105,43692290
sikkim,2018,1,8072,23332
sikkim,2018,2,8073,32306
sikkim,2018,3,8074,41742
sikkim,2018,4,8075,53799
sikkim,2019,1,8076,64728
sikkim,2019,2,8077,76521
sikkim,2019,3,8078,88720
sikkim,2019,4,8079,100028
sikkim,2020,1,8080,112394
sikkim,2020,2,8081,127647
sikkim,2020,3,8082,143462
sikkim,2020,4,8083,157981
sikkim,2021,1,8084,169708
sikkim,2021,2,8085,181725
sikkim,2021,3,8086,193942
sikkim,2021,4,8087,206238
sikkim,2022,1,8088,217994
sikkim,2022,2,8089,229640
sikkim,2022,3,8090,241620
sikkim,2022,4,8091,252358
sikkim,2023,1,8092,262655
sikkim,2023,2,8093,272768
sikkim,2023,3,8094,282679
sikkim,2023,4,8095,292795
sikkim,2024,1,8096,304915
sikkim,2024,2,8097,319071
sikkim,2024,3,8098,333732
sikkim,2024,4,8099,345323
sikkim,2025,1,8100,357215
sikkim,2025,2,8101,368764
sikkim,2025,3,8102,379914
sikkim,2025,4,8103,391051
sikkim,2026,1,8104,402651
sikkim,2026,2,8105,407103
tamil nadu,2018,1,8072,2155558
tamil nadu,2018,2,8073,3061794
tamil nadu,2018,3,8074,3937412
tamil nadu,2018,4,8075,5262463
tamil nadu,2019,1,8076,6377974
tamil nadu,2019,2,8077,7498284
tamil nadu,2019,3,8078,8534286
tamil nadu,2019,4,8079,9717126
tamil nadu,2020,1,8080,10970688
tamil nadu,2020,2,8081,12255108
tamil nadu,2020,3,8082,13765652
tamil nadu,2020,4,8083,15495864
tamil nadu,2021,1,8084,16872782
tamil nadu,2021,2,8085,18151670
tamil nadu,2021,3,8086,19501393
tamil nadu,2021,4,8087,20870525
tamil nadu,2022,1,8088,22131653
tamil nadu,2022,2,8089,23307037
tamil nadu,2022,3,8090,24513100
tamil nadu,2022,4,8091,25708338
tamil nadu,2023,1,8092,26767037
tamil nadu,2023,2,8093,27769575
tamil nadu,2023,3,8094,28891897
tamil nadu,2023,4,8095,30002865
tamil nadu,2024,1,8096,31080814
tamil nadu,2024,2,8097,32173286
tamil nadu,2024,3,8098,33289377
tamil nadu,2024,4,8099,34331442
tamil nadu,2025,1,8100,35340007
tamil nadu,2025,2,8101,36318119
tamil nadu,2025,3,8102,37334630
tamil nadu,2025,4,8103,38313127
tamil nadu,2026,1,8104,39201469
tamil nadu,2026,2,8105,40264046
telangana,2018,1,8072,3449556
telangana,2018,2,8073,4414688
telangana,2018,3,8074,5290796
telangana,2018,4,8075,6687832
telangana,2019,1,8076,8100506
telangana,2019,2,8077,9164840
telangana,2019,3,8078,10225604
telangana,2019,4,8079,11330987
telangana,2020,1,8080,12385312
telangana,2020,2,8081,13431777
telangana,2020,3,8082,14605692
telangana,2020,4,8083,15891633
telangana,2021,1,8084,17082180
telangana,2021,2,8085,18184140
telangana,2021,3,8086,19355996
telangana,2021,4,8087,20513162
telangana,2022,1,8088,21608530
telangana,2022,2,8089,22613597
telangana,2022,3,8090,23635593
telangana,2022,4,8091,24652313
telangana,2023,1,8092,25533334
telangana,2023,2,8093,26347321
telangana,2023,3,8094,27152426
telangana,2023,4,8095,27926155
telangana,2024,1,8096,28813177
telangana,2024,2,8097,29668981
telangana,2024,3,8098,30496407
telangana,2024,4,8099,31420121
telangana,2025,1,8100,32290034
telangana,2025,2,8101,33161493
telangana,2025,3,8102,34013239
telangana,2025,4,8103,34807525
telangana,2026,1,8104,35513627
telangana,2026,2,8105,36479877
tripura,2018,1,8072,55908
tripura,2018,2,8073,84393
tripura,2018,3,8074,116340
tripura,2018,4,8075,155407
tripura,2019,1,8076,187484
tripura,2019,2,8077,222378
tripura,2019,3,8078,254600
tripura,2019,4,8079,283407
tripura,2020,1,8080,314602
tripura,2020,2,8081,351939
tripura,2020,3,8082,395067
tripura,2020,4,8083,431153
tripura,2021,1,8084,458876
tripura,2021,2,8085,485926
tripura,2021,3,8086,514890
tripura,2021,4,8087,544397
tripura,2022,1,8088,573074
tripura,2022,2,8089,603260
tripura,2022,3,8090,636726
tripura,2022,4,8091,668667
tripura,2023,1,8092,699295
tripura,2023,2,8093,731619
tripura,2023,3,8094,768145
tripura,2023,4,8095,809084
tripura,2024,1,8096,858086
tripura,2024,2,8097,910150
tripura,2024,3,8098,958718
tripura,2024,4,8099,995320
tripura,2025,1,8100,1032353
tripura,2025,2,8101,1069043
tripura,2025,3,8102,1109299
tripura,2025,4,8103,1151875
tripura,2026,1,8104,1191907
tripura,2026,2,8105,1242083
uttar pradesh,2018,1,8072,4921602
uttar pradesh,2018,2,8073,6777728
uttar pradesh,2018,3,8074,8443146
uttar pradesh,2018,4,8075,10830097
uttar pradesh,2019,1,8076,13103108
uttar pradesh,2019,2,8077,15042257
uttar pradesh,2019,3,8078,16953678
uttar pradesh,2019,4,8079,18919521
uttar pradesh,2020,1,8080,21194763
uttar pradesh,2020,2,8081,23606047
uttar pradesh,2020,3,8082,26045233
uttar pradesh,2020,4,8083,28545839
uttar pradesh,2021,1,8084,30976739
uttar pradesh,2021,2,8085,33211904
uttar pradesh,2021,3,8086,35903262
uttar pradesh,2021,4,8087,38739893
uttar pradesh,2022,1,8088,41701425
uttar pradesh,2022,2,8089,44364283
uttar pradesh,2022,3,8090,47337748
uttar pradesh,2022,4,8091,50213564
uttar pradesh,2023,1,8092,53046420
uttar pradesh,2023,2,8093,55590099
uttar pradesh,2023,3,8094,58422771
uttar pradesh,2023,4,8095,61516010
uttar pradesh,2024,1,8096,64960422
uttar pradesh,2024,2,8097,68189228
uttar pradesh,2024,3,8098,71327157
uttar pradesh,2024,4,8099,74136023
uttar pradesh,2025,1,8100,77043398
uttar pradesh,2025,2,8101,79721010
uttar pradesh,2025,3,8102,82795120
uttar pradesh,2025,4,8103,85800260
uttar pradesh,2026,1,8104,88629936
uttar pradesh,2026,2,8105,90563992
uttarakhand,2018,1,8072,499946
uttarakhand,2018,2,8073,673206
uttarakhand,2018,3,8074,835826
uttarakhand,2018,4,8075,1050477
uttarakhand,2019,1,8076,1272751
uttarakhand,2019,2,8077,1468181
uttarakhand,2019,3,8078,1653220
uttarakhand,2019,4,8079,1825409
uttarakhand,2020,1,8080,2023901
uttarakhand,2020,2,8081,2234769
uttarakhand,2020,3,8082,2456247
uttarakhand,2020,4,8083,2685323
uttarakhand,2021,1,8084,2888932
uttarakhand,2021,2,8085,3083983
uttarakhand,2021,3,8086,3295762
uttarakhand,2021,4,8087,3503291
uttarakhand,2022,1,8088,3709608
uttarakhand,2022,2,8089,3904801
uttarakhand,2022,3,8090,4107474
uttarakhand,2022,4,8091,4296902
uttarakhand,2023,1,8092,4480029
uttarakhand,2023,2,8093,4650851
uttarakhand,2023,3,8094,4823928
uttarakhand,2023,4,8095,4999454
uttarakhand,2024,1,8096,5206546
uttarakhand,2024,2,8097,5419938
uttarakhand,2024,3,8098,5624430
uttarakhand,2024,4,8099,5801849
uttarakhand,2025,1,8100,5979871
uttarakhand,2025,2,8101,6152816
uttarakhand,2025,3,8102,6335256
uttarakhand,2025,4,8103,6515385
uttarakhand,2026,1,8104,6690656
uttarakhand,2026,2,8105,6755122
west bengal,2018,1,8072,2576622
west bengal,2018,2,8073,3795442
west bengal,2018,3,8074,4790914
west bengal,2018,4,8075,6251947
west bengal,2019,1,8076,7438601
west bengal,2019,2,8077,8602074
west bengal,2019,3,8078,9692554
west bengal,2019,4,8079,10931174
west bengal,2020,1,8080,12052575
west bengal,2020,2,8081,13339774
west bengal,2020,3,8082,14612656
west bengal,2020,4,8083,15870777
west bengal,2021,1,8084,16981214
west bengal,2021,2,8085,18090085
west bengal,2021,3,8086,19374188
west bengal,2021,4,8087,20723757
west bengal,2022,1,8088,21954680
west bengal,2022,2,8089,23181627
west bengal,2022,3,8090,24486749
west bengal,2022,4,8091,25739668
west bengal,2023,1,8092,26980199
west bengal,2023,2,8093,28151830
west bengal,2023,3,8094,29423200
west bengal,2023,4,8095,30766242
west bengal,2024,1,8096,32233492
west bengal,2024,2,8097,33696097
west bengal,2024,3,8098,35120561
west bengal,2024,4,8099,36468735
west bengal,2025,1,8100,37781664
west bengal,2025,2,8101,39021346
west bengal,2025,3,8102,40328474
west bengal,2025,4,8103,41514118
west bengal,2026,1,8104,42771072
west bengal,2026,2,8105,43272502
