state,district,year,quarter,period_id,transaction_count,transaction_amount,registered_users,registered_merchants
maharashtra,gondia,2024,4,8099,17779147,25219724177.581154,496304,29654
maharashtra,gondia,2025,1,8100,19053824,26803290621.74138,514136,30182
maharashtra,gondia,2025,2,8101,20015156,27378068046.643547,530664,30556
maharashtra,gondia,2025,3,8102,20352524,26432279673.90372,548926,31207
maharashtra,gondia,2025,4,8103,22097813,29201742769.693836,566057,32404
maharashtra,gondia,2026,1,8104,23097519,31424790055.06157,580897,33148
maharashtra,gondia,2026,2,8105,24254677,32733496271.677155,589555,34154
maharashtra,hingoli,2018,1,8072,88380,71937041.37109374,28071,
maharashtra,hingoli,2018,2,8073,121831,141344036.6500545,38344,1
maharashtra,hingoli,2018,3,8074,153923,197516063.97638503,48858,4
maharashtra,hingoli,2018,4,8075,213416,314568334.3508214,61786,14
maharashtra,hingoli,2019,1,8076,276272,394874901.2275825,74254,167
maharashtra,hingoli,2019,2,8077,315211,524372598.8951154,84227,930
maharashtra,hingoli,2019,3,8078,368148,655256061.5529304,95451,1166
maharashtra,hingoli,2019,4,8079,497228,908837139.8464459,107906,1351
maharashtra,hingoli,2020,1,8080,645521,1146032747.7330694,122113,2239
maharashtra,hingoli,2020,2,8081,936245,1643198426.0410943,140201,2295
maharashtra,hingoli,2020,3,8082,1157018,2292497038.7208643,157304,2702
maharashtra,hingoli,2020,4,8083,1561885,2944678496.85877,174930,4591
maharashtra,hingoli,2021,1,8084,1696986,3248052669.5666437,191046,7203
maharashtra,hingoli,2021,2,8085,2399121,4615670092.571848,206693,8388
maharashtra,hingoli,2021,3,8086,2974405,5256958501.402164,226119,10277
maharashtra,hingoli,2021,4,8087,3512096,6219906436.380441,246296,13335
maharashtra,hingoli,2022,1,8088,4800304,8075578778.286274,265238,16392
maharashtra,hingoli,2022,2,8089,5711588,9795908181.224924,281670,17888
maharashtra,hingoli,2022,3,8090,6763936,10122352687.46155,300084,19575
maharashtra,hingoli,2022,4,8091,7690976,11772466538.66615,318059,21515
maharashtra,hingoli,2023,1,8092,8791663,13109726375.225384,333463,22956
maharashtra,hingoli,2023,2,8093,10365014,15041913235.958563,347829,23349
maharashtra,hingoli,2023,3,8094,11590570,15504881817.125172,363212,23991
maharashtra,hingoli,2023,4,8095,13320040,18059052205.524498,378666,24348
maharashtra,hingoli,2024,1,8096,15456328,20665424131.69748,395203,24677
maharashtra,hingoli,2024,2,8097,17309355,23450494800.02232,410983,25021
maharashtra,hingoli,2024,3,8098,18648038,22740826460.12277,435954,25221
maharashtra,hingoli,2024,4,8099,21169063,27048875103.46639,454912,25719
maharashtra,hingoli,2025,1,8100,23738212,29939531332.53473,471590,26400
maharashtra,hingoli,2025,2,8101,26338672,32953049018.430157,487449,27071
maharashtra,hingoli,2025,3,8102,26828431,30232130328.8686,503768,28034
maharashtra,hingoli,2025,4,8103,29109449,34366022672.928795,519603,29658
maharashtra,hingoli,2026,1,8104,30807593,35695263354.07004,531598,30645
maharashtra,hingoli,2026,2,8105,34948727,44828505246.38193,538841,31541
maharashtra,jalgaon,2018,1,8072,405537,419944169.2153305,143377,
maharashtra,jalgaon,2018,2,8073,551416,755025850.525981,195060,20
maharashtra,jalgaon,2018,3,8074,696375,1028195355.2036858,243526,25
maharashtra,jalgaon,2018,4,8075,1040927,1587102384.8757226,304236,50
maharashtra,jalgaon,2019,1,8076,1433340,2074460989.3778613,360172,409
maharashtra,jalgaon,2019,2,8077,1622793,2801854902.223632,406842,1511
maharashtra,jalgaon,2019,3,8078,1892851,3339460605.148284,457004,4173
maharashtra,jalgaon,2019,4,8079,2807635,4863378046.150646,513409,10046
maharashtra,jalgaon,2020,1,8080,3682876,6200972966.003511,571530,14910
maharashtra,jalgaon,2020,2,8081,4583373,8148563304.1949005,638786,16453
maharashtra,jalgaon,2020,3,8082,5904829,11175938154.156498,704879,21371
maharashtra,jalgaon,2020,4,8083,8149204,14892926586.219551,775774,31696
maharashtra,jalgaon,2021,1,8084,9355802,17428826188.83484,840544,41155
maharashtra,jalgaon,2021,2,8085,12598958,23860609898.94971,905784,45873
maharashtra,jalgaon,2021,3,8086,15776225,26619581161.857803,979615,55113
maharashtra,jalgaon,2021,4,8087,18035453,30563269211.898766,1054748,65782
maharashtra,jalgaon,2022,1,8088,23201164,38903633621.002655,1125378,75132
maharashtra,jalgaon,2022,2,8089,27401817,46629716729.25088,1189565,81279
maharashtra,jalgaon,2022,3,8090,30434716,48156412203.39963,1257806,87316
maharashtra,jalgaon,2022,4,8091,34808886,55719705065.45408,1322774,93671
maharashtra,jalgaon,2023,1,8092,38636253,61236264985.69013,1381092,97780
maharashtra,jalgaon,2023,2,8093,43909979,68903913347.33386,1433910,100368
maharashtra,jalgaon,2023,3,8094,48295254,70567562256.70372,1490569,103090
maharashtra,jalgaon,2023,4,8095,56504200,83622904121.39682,1549671,106483
maharashtra,jalgaon,2024,1,8096,63548216,92946646095.06537,1610948,111250
maharashtra,jalgaon,2024,2,8097,71441621,103549589646.6456,1669996,114496
maharashtra,jalgaon,2024,3,8098,75901024,102888518898.47324,1758725,117389
maharashtra,jalgaon,2024,4,8099,85464348,120818664523.7074,1828843,120377
maharashtra,jalgaon,2025,1,8100,89340162,122487022034.94202,1890472,123130
maharashtra,jalgaon,2025,2,8101,99374029,134645782508.21968,1949371,125596
maharashtra,jalgaon,2025,3,8102,105092746,131388225586.7814,2012124,128188
maharashtra,jalgaon,2025,4,8103,113591851,147422244885.27188,2069574,131631
maharashtra,jalgaon,2026,1,8104,118674810,153549762717.67255,2117158,136153
maharashtra,jalgaon,2026,2,8105,127870732,164063763388.2356,2154509,140145
maharashtra,jalna,2018,1,8072,181420,168927112.46073765,61343,
maharashtra,jalna,2018,2,8073,233312,292793838.9799317,81665,8
maharashtra,jalna,2018,3,8074,310919,440270269.3652833,102913,24
maharashtra,jalna,2018,4,8075,443875,706096655.9510486,130431,36
maharashtra,jalna,2019,1,8076,642503,981328867.1041265,158112,1360
maharashtra,jalna,2019,2,8077,762593,1346222413.4376965,181873,4260
maharashtra,jalna,2019,3,8078,1077066,1821250795.2181666,210860,7186
maharashtra,jalna,2019,4,8079,1503783,2647427634.4673123,241226,10496
maharashtra,jalna,2020,1,8080,1986320,3472768116.6921453,274492,12999
maharashtra,jalna,2020,2,8081,2483606,4439831759.776394,310416,13418
maharashtra,jalna,2020,3,8082,3245731,6195456501.859652,345458,15371
maharashtra,jalna,2020,4,8083,4432003,8030506516.998187,383081,19011
maharashtra,jalna,2021,1,8084,5050125,9345154184.204617,417340,23831
maharashtra,jalna,2021,2,8085,6894317,12574762009.123852,450155,25603
maharashtra,jalna,2021,3,8086,8579095,14390374299.904224,489277,27977
maharashtra,jalna,2021,4,8087,9897173,16473116012.282679,528939,31627
maharashtra,jalna,2022,1,8088,12940803,21738485747.294434,565333,35090
maharashtra,jalna,2022,2,8089,15129525,25340208569.72175,597575,38587
maharashtra,jalna,2022,3,8090,17818153,27606373432.403244,633505,42581
maharashtra,jalna,2022,4,8091,19442776,29973999265.97434,666105,46046
maharashtra,jalna,2023,1,8092,21877683,34002554182.37097,694323,48231
maharashtra,jalna,2023,2,8093,25783938,38947836744.320984,722467,49626
maharashtra,jalna,2023,3,8094,28772231,40330946507.885574,751990,51536
maharashtra,jalna,2023,4,8095,32260001,45095079453.0126,781924,53165
maharashtra,jalna,2024,1,8096,38268078,54964679096.49432,813669,55194
maharashtra,jalna,2024,2,8097,43444756,59970367405.64922,843800,56660
maharashtra,jalna,2024,3,8098,46623184,59728231743.40671,889783,57990
maharashtra,jalna,2024,4,8099,51637328,70602713520.31488,926153,59372
maharashtra,jalna,2025,1,8100,55084671,74824545628.42279,958334,60935
maharashtra,jalna,2025,2,8101,63921950,82326807048.20505,989216,62348
maharashtra,jalna,2025,3,8102,65729859,77506732972.25485,1021422,63818
maharashtra,jalna,2025,4,8103,69966861,86957888597.23326,1051058,66206
maharashtra,jalna,2026,1,8104,74648789,95336676657.53006,1074926,68735
maharashtra,jalna,2026,2,8105,80240072,102979501441.42151,1090655,70630
maharashtra,kolhapur,2018,1,8072,422200,414112258.2905563,159881,
maharashtra,kolhapur,2018,2,8073,546288,694670470.953085,215533,1
maharashtra,kolhapur,2018,3,8074,746815,987734531.1587061,272568,4
maharashtra,kolhapur,2018,4,8075,1081902,1532840475.9917796,349198,34
maharashtra,kolhapur,2019,1,8076,1675995,2092652739.563804,427676,285
maharashtra,kolhapur,2019,2,8077,1792997,2724486937.623994,495334,7016
maharashtra,kolhapur,2019,3,8078,2182125,3234108763.506405,563049,13131
maharashtra,kolhapur,2019,4,8079,3038140,4698197411.695806,630169,19112
maharashtra,kolhapur,2020,1,8080,3836220,5709249160.099234,698726,22042
maharashtra,kolhapur,2020,2,8081,4084901,6078071635.457846,773529,23495
maharashtra,kolhapur,2020,3,8082,5232324,8444739797.044699,843947,26338
maharashtra,kolhapur,2020,4,8083,7927949,12540884212.440302,925928,33632
maharashtra,kolhapur,2021,1,8084,9660607,14888364573.739532,995576,41429
maharashtra,kolhapur,2021,2,8085,10702420,17082430886.138353,1062250,43912
maharashtra,kolhapur,2021,3,8086,14091825,21720043490.960434,1133320,49621
maharashtra,kolhapur,2021,4,8087,16787217,25279768340.005524,1208456,58254
maharashtra,kolhapur,2022,1,8088,21667090,32280709973.23491,1276364,66778
maharashtra,kolhapur,2022,2,8089,25388295,36919499846.77611,1338244,74069
maharashtra,kolhapur,2022,3,8090,28841983,40307023670.484024,1399850,77193
maharashtra,kolhapur,2022,4,8091,32490653,44909729309.47591,1461759,80061
maharashtra,kolhapur,2023,1,8092,34898116,47492540259.101036,1516551,81595
maharashtra,kolhapur,2023,2,8093,38246804,51016434778.01467,1566965,83494
maharashtra,kolhapur,2023,3,8094,40833106,52845562680.92652,1616230,85876
maharashtra,kolhapur,2023,4,8095,46739447,59639359654.11087,1666949,89735
maharashtra,kolhapur,2024,1,8096,50786292,63061754716.391716,1720061,93786
maharashtra,kolhapur,2024,2,8097,54697716,66791235970.083855,1771692,97472
maharashtra,kolhapur,2024,3,8098,56538168,67958163940.00949,1840195,100497
maharashtra,kolhapur,2024,4,8099,63103970,76405256230.00342,1901102,103608
maharashtra,kolhapur,2025,1,8100,68463363,79434865655.25462,1954516,107109
maharashtra,kolhapur,2025,2,8101,69140765,80695110997.54677,2006563,109599
maharashtra,kolhapur,2025,3,8102,70767631,79892858607.78128,2058684,112291
maharashtra,kolhapur,2025,4,8103,78243964,88960570900.36053,2106886,115840
maharashtra,kolhapur,2026,1,8104,82052254,92283407288.88583,2148138,118764
maharashtra,kolhapur,2026,2,8105,86408217,97444712001.9273,2174003,121947
maharashtra,latur,2018,1,8072,316768,286464677.61446023,97718,
maharashtra,latur,2018,2,8073,421551,541173294.9719552,130828,4
maharashtra,latur,2018,3,8074,496328,730994644.8904954,162745,13
maharashtra,latur,2018,4,8075,750541,1195695080.759826,203756,31
maharashtra,latur,2019,1,8076,999287,1547839390.5365033,241201,267
maharashtra,latur,2019,2,8077,1181725,2150049210.6577215,272427,2191
maharashtra,latur,2019,3,8078,1399176,2530058616.5779896,306111,3437
maharashtra,latur,2019,4,8079,1999606,3706089263.002688,342344,4065
maharashtra,latur,2020,1,8080,2689641,4733013264.26596,382174,7749
maharashtra,latur,2020,2,8081,3420337,5949905441.279569,425262,9455
maharashtra,latur,2020,3,8082,4184676,7632844046.446994,467643,12260
maharashtra,latur,2020,4,8083,6227741,11350836631.496586,516436,18653
maharashtra,latur,2021,1,8084,7580183,13337652001.048386,560184,24950
maharashtra,latur,2021,2,8085,9553093,17158407149.750765,600622,26572
maharashtra,latur,2021,3,8086,12572347,19884917027.83861,648089,32441
maharashtra,latur,2021,4,8087,14913594,23682252507.83715,696811,40607
maharashtra,latur,2022,1,8088,20137339,30440453123.948402,741774,48406
maharashtra,latur,2022,2,8089,23978577,37140328286.86394,782231,53167
maharashtra,latur,2022,3,8090,27284936,38424748071.78874,825592,57137
maharashtra,latur,2022,4,8091,31413567,44677466256.47265,868231,60751
maharashtra,latur,2023,1,8092,35236020,49035410425.97479,904832,63140
maharashtra,latur,2023,2,8093,39800316,56311189920.950806,938458,64115
maharashtra,latur,2023,3,8094,44631314,56914909129.90591,974047,66098
maharashtra,latur,2023,4,8095,51456597,66985017198.50359,1011924,68483
maharashtra,latur,2024,1,8096,58093381,73545884153.1518,1051265,71011
maharashtra,latur,2024,2,8097,63060303,81066969823.8518,1089812,73181
maharashtra,latur,2024,3,8098,66671331,78320805113.56349,1151555,75851
maharashtra,latur,2024,4,8099,75596042,92187045088.80124,1200870,78351
maharashtra,latur,2025,1,8100,81409165,97310780742.89838,1243063,80748
maharashtra,latur,2025,2,8101,87732294,103641207069.89102,1282794,82410
maharashtra,latur,2025,3,8102,90311938,97918524946.09949,1325984,84221
maharashtra,latur,2025,4,8103,101707619,114415753926.69714,1365661,86943
maharashtra,latur,2026,1,8104,106349124,120322615814.33829,1396494,88404
maharashtra,latur,2026,2,8105,114882213,135860687108.59859,1416945,90127
maharashtra,mumbai,2018,1,8072,559761,1032451842.5932183,225832,71
maharashtra,mumbai,2018,2,8073,794416,1659980621.9268916,306694,463
maharashtra,mumbai,2018,3,8074,1162163,2409352554.6182876,392128,3508
maharashtra,mumbai,2018,4,8075,1763672,3623838276.1612053,520051,22025
maharashtra,mumbai,2019,1,8076,2738256,4923557933.357531,641819,51089
maharashtra,mumbai,2019,2,8077,3263564,6437131121.962595,750859,62211
maharashtra,mumbai,2019,3,8078,4189489,7837322195.496874,851045,71071
maharashtra,mumbai,2019,4,8079,5104247,9867450388.959091,933175,82565
maharashtra,mumbai,2020,1,8080,5560436,10477169940.856606,1013271,93381
maharashtra,mumbai,2020,2,8081,3234911,5663641518.406163,1101075,94667
maharashtra,mumbai,2020,3,8082,4802099,9375801777.612354,1191807,100166
maharashtra,mumbai,2020,4,8083,8694981,16221785440.080318,1296857,108248
maharashtra,mumbai,2021,1,8084,10970993,19978158952.739456,1382741,115982
maharashtra,mumbai,2021,2,8085,10477060,18249764668.998493,1461468,118868
maharashtra,mumbai,2021,3,8086,15830479,27238024828.455032,1546583,123943
maharashtra,mumbai,2021,4,8087,18482282,31761307884.550964,1631779,129056
maharashtra,mumbai,2022,1,8088,23793286,38979647600.726456,1713311,136077
maharashtra,mumbai,2022,2,8089,29346843,45159964643.97493,1787758,142847
maharashtra,mumbai,2022,3,8090,35870544,50820130185.43184,1864263,146822
maharashtra,mumbai,2022,4,8091,41787367,56956898496.200745,1938439,150494
maharashtra,mumbai,2023,1,8092,46542192,61152760549.0983,2006043,150780
maharashtra,mumbai,2023,2,8093,51423431,64850002948.267136,2067462,153735
maharashtra,mumbai,2023,3,8094,57318192,67587451742.29909,2128394,156864
maharashtra,mumbai,2023,4,8095,65901854,78269889596.86102,2189660,159797
maharashtra,mumbai,2024,1,8096,69953367,81577507692.44498,2256411,164755
maharashtra,mumbai,2024,2,8097,74471528,81762512801.96347,2320449,168862
maharashtra,mumbai,2024,3,8098,80176013,86515681331.36711,2387549,172738
maharashtra,mumbai,2024,4,8099,89536329,97082489766.2529,2455562,176525
maharashtra,mumbai,2025,1,8100,97663697,101058390001.23282,2519116,180267
maharashtra,mumbai,2025,2,8101,95086973,95564195491.91684,2579448,183179
maharashtra,mumbai,2025,3,8102,105061843,101224401740.97493,2638838,185879
maharashtra,mumbai,2025,4,8103,110445705,108271581902.56325,2697834,188948
maharashtra,mumbai,2026,1,8104,116212192,112641991099.36551,2749911,191401
maharashtra,mumbai,2026,2,8105,115367379,109080267441.78622,2820660,193713
maharashtra,mumbai suburban,2018,1,8072,1749592,2902717782.4473705,716230,1102
maharashtra,mumbai suburban,2018,2,8073,2430113,4588410618.184628,946655,2743
maharashtra,mumbai suburban,2018,3,8074,3467759,6407027439.69194,1196144,14589
maharashtra,mumbai suburban,2018,4,8075,5299733,9437026991.587685,1552550,82371
maharashtra,mumbai suburban,2019,1,8076,8142349,12988891700.794086,1874677,204439
maharashtra,mumbai suburban,2019,2,8077,9812665,16663630512.131966,2130269,246023
maharashtra,mumbai suburban,2019,3,8078,13214035,20790804814.225792,2389036,285799
maharashtra,mumbai suburban,2019,4,8079,15408124,25386830830.29898,2612475,331253
maharashtra,mumbai suburban,2020,1,8080,17021372,27542261691.3889,2823652,380037
maharashtra,mumbai suburban,2020,2,8081,10773274,17124118504.642021,3042691,385981
maharashtra,mumbai suburban,2020,3,8082,14894885,25243688401.400402,3280632,418863
maharashtra,mumbai suburban,2020,4,8083,26205056,40972911834.03182,3564425,468538
maharashtra,mumbai suburban,2021,1,8084,32911710,49872462855.92783,3798699,508318
maharashtra,mumbai suburban,2021,2,8085,33362040,50260210990.21144,4004148,521423
maharashtra,mumbai suburban,2021,3,8086,46231378,67175386241.79965,4229372,541903
maharashtra,mumbai suburban,2021,4,8087,51677043,73868806440.05658,4454505,565910
maharashtra,mumbai suburban,2022,1,8088,66772818,90965201580.56537,4669255,595855
maharashtra,mumbai suburban,2022,2,8089,79803947,104745271402.06384,4865037,618439
maharashtra,mumbai suburban,2022,3,8090,97505013,119823780596.77797,5064320,630670
maharashtra,mumbai suburban,2022,4,8091,109920689,130340984559.01196,5254945,639587
maharashtra,mumbai suburban,2023,1,8092,121102924,140139251417.5742,5428540,627558
maharashtra,mumbai suburban,2023,2,8093,132706109,149890012757.01,5585580,633398
maharashtra,mumbai suburban,2023,3,8094,146574695,157541611859.8363,5740528,644927
maharashtra,mumbai suburban,2023,4,8095,163658067,174977208622.0307,5897672,653390
maharashtra,mumbai suburban,2024,1,8096,170619116,181051585379.7395,6068912,666891
maharashtra,mumbai suburban,2024,2,8097,183486261,187248757748.54996,6239872,677202
maharashtra,mumbai suburban,2024,3,8098,196308529,196506680511.73764,6425984,687285
maharashtra,mumbai suburban,2024,4,8099,216970043,214796842562.49976,6609887,697026
maharashtra,mumbai suburban,2025,1,8100,238373711,224109160844.59668,6778820,706533
maharashtra,mumbai suburban,2025,2,8101,229293127,215302455573.3458,6941298,715135
maharashtra,mumbai suburban,2025,3,8102,250184019,224236572674.08044,7098528,724057
maharashtra,mumbai suburban,2025,4,8103,265743011,239531724440.11426,7251015,733227
maharashtra,mumbai suburban,2026,1,8104,279927702,249060485817.06268,7392981,742516
maharashtra,mumbai suburban,2026,2,8105,281998060,249149562810.7086,7625449,749720
maharashtra,nagpur,2018,1,8072,703169,925086641.5286214,274776,6
maharashtra,nagpur,2018,2,8073,927105,1533445301.7976322,374870,713
maharashtra,nagpur,2018,3,8074,1393069,2273850238.1112204,479762,5143
maharashtra,nagpur,2018,4,8075,2177882,3476927919.0561895,622241,20495
maharashtra,nagpur,2019,1,8076,3987423,5078733343.525817,764727,51994
maharashtra,nagpur,2019,2,8077,5087456,7094316130.54866,885539,76203
maharashtra,nagpur,2019,3,8078,7305022,9092945051.04729,1014100,98488
maharashtra,nagpur,2019,4,8079,9391504,12171671466.283426,1133476,114123
maharashtra,nagpur,2020,1,8080,11006213,14322921539.087782,1253504,130089
maharashtra,nagpur,2020,2,8081,8630356,12470318020.8927,1384261,134418
maharashtra,nagpur,2020,3,8082,12791701,19904950924.18351,1513023,147946
maharashtra,nagpur,2020,4,8083,18617970,28334109113.834488,1650291,166162
maharashtra,nagpur,2021,1,8084,21923582,32731591406.421066,1774666,178836
maharashtra,nagpur,2021,2,8085,24677733,38397683994.720184,1893429,185257
maharashtra,nagpur,2021,3,8086,34185093,48425650056.00002,2026291,196631
maharashtra,nagpur,2021,4,8087,38398340,55357829645.44571,2159267,210226
maharashtra,nagpur,2022,1,8088,49549099,70419701259.79663,2285287,223396
maharashtra,nagpur,2022,2,8089,59627461,83792366244.83167,2401668,234221
maharashtra,nagpur,2022,3,8090,68589483,90426092489.24373,2518400,242304
maharashtra,nagpur,2022,4,8091,77552945,104166190962.41617,2629496,249117
maharashtra,nagpur,2023,1,8092,86486418,115856297393.48111,2731483,247990
maharashtra,nagpur,2023,2,8093,96733076,128965398185.17459,2826557,252368
maharashtra,nagpur,2023,3,8094,108735864,135173063418.39621,2921767,257332
maharashtra,nagpur,2023,4,8095,120832982,153898292024.08142,3014623,262812
maharashtra,nagpur,2024,1,8096,131197418,166182973090.45865,3118384,270368
maharashtra,nagpur,2024,2,8097,140536965,175262791172.8368,3219739,275619
maharashtra,nagpur,2024,3,8098,154306015,181255074525.99255,3356574,279933
maharashtra,nagpur,2024,4,8099,171269614,205353886199.8659,3471230,284023
maharashtra,nagpur,2025,1,8100,183049314,218246245899.7174,3571493,287941
maharashtra,nagpur,2025,2,8101,185097999,219029046187.34094,3667608,291544
maharashtra,nagpur,2025,3,8102,196970073,219073131949.6336,3765226,295085
maharashtra,nagpur,2025,4,8103,211546751,241990004983.72797,3852822,299423
maharashtra,nagpur,2026,1,8104,220363589,255082100223.07556,3932942,303371
maharashtra,nagpur,2026,2,8105,229616391,266544319142.9767,4040766,307247
maharashtra,nanded,2018,1,8072,274669,240576906.20876306,99205,1
maharashtra,nanded,2018,2,8073,365911,490481580.39791894,133458,2
maharashtra,nanded,2018,3,8074,481811,698873532.2757739,168087,28
maharashtra,nanded,2018,4,8075,699947,1150366611.7628362,212146,82
maharashtra,nanded,2019,1,8076,996550,1499282191.1792064,253517,311
maharashtra,nanded,2019,2,8077,1123507,2049742599.6186967,286096,1328
maharashtra,nanded,2019,3,8078,1333966,2501627449.648212,322597,1805
maharashtra,nanded,2019,4,8079,1934083,3589093176.1134224,365899,5416
maharashtra,nanded,2020,1,8080,2573645,4687562150.4953,413018,8360
maharashtra,nanded,2020,2,8081,3163053,6249507931.330561,466407,9667
maharashtra,nanded,2020,3,8082,4002732,8395911603.012108,517614,11949
maharashtra,nanded,2020,4,8083,5813070,12113437580.97454,577003,17612
maharashtra,nanded,2021,1,8084,6827473,14044387762.988365,630022,23105
maharashtra,nanded,2021,2,8085,9149899,19235685672.343773,681408,25920
maharashtra,nanded,2021,3,8086,12190320,22070359573.458736,746254,32410
maharashtra,nanded,2021,4,8087,14602620,26625035527.921143,812946,42142
maharashtra,nanded,2022,1,8088,19542977,34467251758.49873,873549,51179
maharashtra,nanded,2022,2,8089,23538514,41843005894.725105,927616,55954
maharashtra,nanded,2022,3,8090,27214292,42971274699.89391,987804,59620
maharashtra,nanded,2022,4,8091,31976230,51234879175.84368,1045904,63016
maharashtra,nanded,2023,1,8092,35533000,56134167504.47731,1095924,65030
maharashtra,nanded,2023,2,8093,41174946,65576226455.24945,1141749,66111
maharashtra,nanded,2023,3,8094,46272226,66310265704.28029,1191386,67925
maharashtra,nanded,2023,4,8095,54371507,78650459367.13016,1243116,70158
maharashtra,nanded,2024,1,8096,63503354,90957507449.20248,1298820,73702
maharashtra,nanded,2024,2,8097,70534994,101865261170.7194,1349825,76743
maharashtra,nanded,2024,3,8098,75569718,97330061777.08408,1429376,79530
maharashtra,nanded,2024,4,8099,84769312,113472916688.38666,1491022,83006
maharashtra,nanded,2025,1,8100,91362983,122684035446.66733,1545329,86066
maharashtra,nanded,2025,2,8101,100740110,132062664405.28,1596081,88715
maharashtra,nanded,2025,3,8102,103903498,122175285746.14787,1649833,91573
maharashtra,nanded,2025,4,8103,113817512,139199119290.16675,1700716,95156
maharashtra,nanded,2026,1,8104,117254514,144323544841.9956,1740406,97700
maharashtra,nanded,2026,2,8105,131031097,173603862249.46436,1764475,100568
maharashtra,nandurbar,2018,1,8072,73081,86778716.15754664,28308,
maharashtra,nandurbar,2018,2,8073,99203,154906395.58952335,39133,5
maharashtra,nandurbar,2018,3,8074,128085,204474898.79786512,50473,16
maharashtra,nandurbar,2018,4,8075,189665,324929749.84761715,64978,21
maharashtra,nandurbar,2019,1,8076,254544,425427882.1411635,79157,66
maharashtra,nandurbar,2019,2,8077,296869,569381643.9043155,90600,136
maharashtra,nandurbar,2019,3,8078,337771,667105677.9878627,103316,434
maharashtra,nandurbar,2019,4,8079,472078,935952914.6770208,116627,980
maharashtra,nandurbar,2020,1,8080,614023,1233574667.9125435,131125,1168
maharashtra,nandurbar,2020,2,8081,928873,1778456584.4375267,150969,1301
maharashtra,nandurbar,2020,3,8082,1141598,2274982949.405981,169138,1979
maharashtra,nandurbar,2020,4,8083,1572117,3001143948.5404396,188508,4357
maharashtra,nandurbar,2021,1,8084,1827113,3747555600.4062343,205912,6984
maharashtra,nandurbar,2021,2,8085,2450611,4916685058.56569,223875,7953
maharashtra,nandurbar,2021,3,8086,3139873,5649790384.585386,245636,10277
maharashtra,nandurbar,2021,4,8087,3654040,6605618059.172443,266936,13000
maharashtra,nandurbar,2022,1,8088,4778226,8987395698.085001,286793,15769
maharashtra,nandurbar,2022,2,8089,5677514,10645038523.403502,306251,17557
maharashtra,nandurbar,2022,3,8090,6468034,10545892334.557701,327112,19279
maharashtra,nandurbar,2022,4,8091,7461996,11943493548.122602,346978,21105
maharashtra,nandurbar,2023,1,8092,8508820,14003523953.861675,365554,22512
maharashtra,nandurbar,2023,2,8093,9841494,15729036427.79225,382669,23384
maharashtra,nandurbar,2023,3,8094,11021664,15662726969.797583,401006,24252
maharashtra,nandurbar,2023,4,8095,12674518,18055996722.643597,420749,25105
maharashtra,nandurbar,2024,1,8096,14277748,21234637748.73391,444374,25881
maharashtra,nandurbar,2024,2,8097,15811890,22848005961.36461,467113,26609
maharashtra,nandurbar,2024,3,8098,16993086,22137390297.08607,499038,27476
maharashtra,nandurbar,2024,4,8099,19367137,26069570126.519455,524127,28092
maharashtra,nandurbar,2025,1,8100,21960209,29177812106.95781,548690,28527
maharashtra,nandurbar,2025,2,8101,24100950,31968928515.289764,572783,29216
maharashtra,nandurbar,2025,3,8102,25597451,29450326573.98656,598815,30026
maharashtra,nandurbar,2025,4,8103,26972115,31895366692.551407,621613,30870
maharashtra,nandurbar,2026,1,8104,29233531,35685152377.35933,640671,31549
maharashtra,nandurbar,2026,2,8105,30301467,36697802052.87086,656167,32535
maharashtra,nashik,2018,1,8072,799438,1039844108.8171214,309145,1
maharashtra,nashik,2018,2,8073,1135398,1747915902.332428,420405,105
maharashtra,nashik,2018,3,8074,1541206,2543167926.014404,530365,101
maharashtra,nashik,2018,4,8075,2209971,3989630632.272684,673262,397
maharashtra,nashik,2019,1,8076,3622271,5480906479.59834,825703,26437
maharashtra,nashik,2019,2,8077,5431158,7953889921.820777,961469,42178
maharashtra,nashik,2019,3,8078,8939040,11443418181.49034,1117111,59489
maharashtra,nashik,2019,4,8079,12562131,16927920246.41904,1260275,73851
maharashtra,nashik,2020,1,8080,15304366,20761570583.794235,1401028,87425
maharashtra,nashik,2020,2,8081,14463236,22101640879.834084,1554772,92803
maharashtra,nashik,2020,3,8082,21526496,34079504837.45894,1703901,110398
maharashtra,nashik,2020,4,8083,29233993,44997406169.093124,1858794,133251
maharashtra,nashik,2021,1,8084,34049619,52089015329.727356,1998109,148709
maharashtra,nashik,2021,2,8085,36990814,61291043275.07921,2132715,156873
maharashtra,nashik,2021,3,8086,50998738,75472392233.1596,2283553,170784
maharashtra,nashik,2021,4,8087,56217932,83807031835.18597,2435790,187125
maharashtra,nashik,2022,1,8088,72601724,106982997454.60046,2581937,204741
maharashtra,nashik,2022,2,8089,85200392,123853115596.5438,2714674,219100
maharashtra,nashik,2022,3,8090,94778994,133709599841.17654,2851735,229650
maharashtra,nashik,2022,4,8091,105648346,150903521439.0434,2984923,238826
maharashtra,nashik,2023,1,8092,118488868,167222062283.5644,3107839,241254
maharashtra,nashik,2023,2,8093,134895562,184064322110.93597,3220894,248041
maharashtra,nashik,2023,3,8094,146489187,195066726976.56387,3337525,256727
maharashtra,nashik,2023,4,8095,163388722,220218116086.34158,3454396,265105
maharashtra,nashik,2024,1,8096,181184861,240904788714.76874,3579929,274510
maharashtra,nashik,2024,2,8097,194615011,250925226392.7001,3698328,281043
