state,district,year,quarter,period_id,transaction_count,transaction_amount,registered_users,registered_merchants
assam,morigaon,2023,3,8094,4816510,7879480653.156209,256168,18408
assam,morigaon,2023,4,8095,5816352,9723705673.762829,275326,19421
assam,morigaon,2024,1,8096,6834469,10708518876.277035,294985,20769
assam,morigaon,2024,2,8097,8682286,11771648823.239134,314553,21931
assam,morigaon,2024,3,8098,8614813,10593749435.884579,332768,23507
assam,morigaon,2024,4,8099,9754612,12251626268.86854,348167,25078
assam,morigaon,2025,1,8100,11217970,14576102225.771349,363419,26292
assam,morigaon,2025,2,8101,12525362,14623856287.701292,377661,27141
assam,morigaon,2025,3,8102,13194798,13628625916.519455,395029,27834
assam,morigaon,2025,4,8103,13779462,14571526937.125952,411395,28991
assam,morigaon,2026,1,8104,15692741,17086441851.300838,426816,30571
assam,morigaon,2026,2,8105,18226572,18185301597.025406,432252,32830
assam,nagaon,2018,1,8072,73496,63873542.17309878,21563,
assam,nagaon,2018,2,8073,115963,144907863.79043627,32722,
assam,nagaon,2018,3,8074,145682,224905731.51288286,43743,
assam,nagaon,2018,4,8075,380462,332328554.9583739,58654,4
assam,nagaon,2019,1,8076,283603,424955995.11066556,71262,248
assam,nagaon,2019,2,8077,301447,534929438.9156895,83830,414
assam,nagaon,2019,3,8078,288792,623064949.3313307,105548,598
assam,nagaon,2019,4,8079,327125,696002567.4271936,119048,731
assam,nagaon,2020,1,8080,403055,928476571.7411518,135305,876
assam,nagaon,2020,2,8081,554295,1064218111.757108,156643,954
assam,nagaon,2020,3,8082,590109,1361438170.4386306,174193,983
assam,nagaon,2020,4,8083,688742,1759904133.2241707,192631,1272
assam,nagaon,2021,1,8084,796386,2302202931.7645516,209313,2026
assam,nagaon,2021,2,8085,1126397,2818522182.392264,227616,3845
assam,nagaon,2021,3,8086,1373697,3253620684.612756,248819,6020
assam,nagaon,2021,4,8087,1620842,3969835122.991477,271895,9002
assam,nagaon,2022,1,8088,2280622,5753186411.356483,297037,14580
assam,nagaon,2022,2,8089,2970484,6855338560.459428,323453,18501
assam,nagaon,2022,3,8090,3853663,7913702765.564293,352137,20975
assam,nagaon,2022,4,8091,4448005,8936007352.193731,380501,23704
assam,nagaon,2023,1,8092,5523975,11470838026.225086,410616,25749
assam,nagaon,2023,2,8093,6829534,13008362719.65818,439012,27957
assam,nagaon,2023,3,8094,8092973,13259742755.380737,471091,29748
assam,nagaon,2023,4,8095,9440583,15606896212.379957,506382,32127
assam,nagaon,2024,1,8096,11124402,17861199765.523205,546250,34335
assam,nagaon,2024,2,8097,14551455,19616168980.20074,586183,36332
assam,nagaon,2024,3,8098,15197135,18763170010.88704,624180,38396
assam,nagaon,2024,4,8099,16942707,21426686672.66875,654325,40509
assam,nagaon,2025,1,8100,19639489,25623225275.78514,684112,42704
assam,nagaon,2025,2,8101,21275743,24691005438.358208,712231,44489
assam,nagaon,2025,3,8102,22483036,23616262255.479073,744188,46321
assam,nagaon,2025,4,8103,23455097,25419235932.021862,777088,49091
assam,nagaon,2026,1,8104,25961915,29611799541.50859,807028,52134
assam,nagaon,2026,2,8105,29307996,29584684211.675774,813711,55055
assam,nalbari,2018,1,8072,21001,15349301.55362901,8107,
assam,nalbari,2018,2,8073,34743,37408276.683130264,12703,
assam,nalbari,2018,3,8074,49463,62461218.41988102,17154,
assam,nalbari,2018,4,8075,76297,96474765.91552943,23419,
assam,nalbari,2019,1,8076,86743,115674344.04182898,28579,21
assam,nalbari,2019,2,8077,95917,153164613.57975918,33857,51
assam,nalbari,2019,3,8078,98248,185645702.44167024,39027,79
assam,nalbari,2019,4,8079,115084,216924118.28920704,43900,252
assam,nalbari,2020,1,8080,146426,282449714.4778688,49933,280
assam,nalbari,2020,2,8081,227619,335251215.0183966,58340,298
assam,nalbari,2020,3,8082,210287,408404562.18012404,64250,308
assam,nalbari,2020,4,8083,240983,560136209.3719102,70997,327
assam,nalbari,2021,1,8084,261719,664531941.9847497,76978,606
assam,nalbari,2021,2,8085,369042,829162944.8424063,83720,1404
assam,nalbari,2021,3,8086,439144,959980952.2715334,91386,2655
assam,nalbari,2021,4,8087,521643,1160111488.7128437,99748,4411
assam,nalbari,2022,1,8088,752419,1746029748.084787,108252,6253
assam,nalbari,2022,2,8089,947300,1979636709.8893907,117193,7997
assam,nalbari,2022,3,8090,1234428,2420985390.2241116,127053,9956
assam,nalbari,2022,4,8091,1478682,2790330472.216659,136571,11553
assam,nalbari,2023,1,8092,1785316,3543701346.2450066,146302,12384
assam,nalbari,2023,2,8093,2184017,4019166880.2720084,155418,12948
assam,nalbari,2023,3,8094,2683555,4210187320.2377424,166171,13996
assam,nalbari,2023,4,8095,3107573,4835199236.774252,178234,14594
assam,nalbari,2024,1,8096,3410454,5319208356.799099,190623,15353
assam,nalbari,2024,2,8097,4223190,5846442134.9570875,203040,16110
assam,nalbari,2024,3,8098,4627158,5605837160.313984,214892,17062
assam,nalbari,2024,4,8099,5298927,6362894806.778209,224384,18036
assam,nalbari,2025,1,8100,6230181,7656587385.93421,233644,18637
assam,nalbari,2025,2,8101,6772928,7755891687.073362,242718,19264
assam,nalbari,2025,3,8102,7373827,7464368953.311,253552,20117
assam,nalbari,2025,4,8103,7758951,8003367826.156757,264765,20855
assam,nalbari,2026,1,8104,8344707,8903989074.481396,274947,21538
assam,nalbari,2026,2,8105,9311034,9462664687.1947,285495,22097
assam,sivasagar,2018,1,8072,21412,22313201.53592582,9556,
assam,sivasagar,2018,2,8073,40167,46303519.492495805,14402,
assam,sivasagar,2018,3,8074,51164,72037575.25292763,19486,
assam,sivasagar,2018,4,8075,79609,117676811.98739038,26162,
assam,sivasagar,2019,1,8076,92352,158838812.47659153,31544,22
assam,sivasagar,2019,2,8077,112590,198034436.335548,37248,102
assam,sivasagar,2019,3,8078,121555,229333601.05702767,43065,133
assam,sivasagar,2019,4,8079,137197,273704345.55897605,48341,160
assam,sivasagar,2020,1,8080,174498,358115837.6766453,54866,188
assam,sivasagar,2020,2,8081,256480,385572651.67275953,63983,209
assam,sivasagar,2020,3,8082,260929,516274181.24995923,71378,219
assam,sivasagar,2020,4,8083,303284,689451047.3336864,78996,238
assam,sivasagar,2021,1,8084,330533,812383922.7293406,85026,666
assam,sivasagar,2021,2,8085,433935,885983997.8829029,91194,997
assam,sivasagar,2021,3,8086,499707,1010838315.4439353,97716,1669
assam,sivasagar,2021,4,8087,553275,1162427638.8418102,104971,2808
assam,sivasagar,2022,1,8088,769432,1574716602.7394676,111943,3760
assam,sivasagar,2022,2,8089,954770,1712641710.6746697,119385,4612
assam,sivasagar,2022,3,8090,1204429,2000737817.462776,127354,5874
assam,sivasagar,2022,4,8091,1410310,2334936623.531951,134694,6521
assam,sivasagar,2023,1,8092,1615560,2708091956.2408905,141534,6923
assam,sivasagar,2023,2,8093,1886608,2851782737.742018,148384,7299
assam,sivasagar,2023,3,8094,2316405,3036063994.733654,156412,7678
assam,sivasagar,2023,4,8095,2522421,3335346406.8010507,165066,8009
assam,sivasagar,2024,1,8096,2764318,3547194165.8341074,174998,8871
assam,sivasagar,2024,2,8097,3549290,3604872643.6950436,186987,9455
assam,sivasagar,2024,3,8098,4003155,3707592093.741886,198190,10327
assam,sivasagar,2024,4,8099,4375924,4253857276.161729,205978,11097
assam,sivasagar,2025,1,8100,5316508,5113282232.817883,213437,11706
assam,sivasagar,2025,2,8101,5374538,4787693425.928114,220955,12389
assam,sivasagar,2025,3,8102,5924420,4823100264.472761,229032,13051
assam,sivasagar,2025,4,8103,5992356,5118447478.964049,237693,13617
assam,sivasagar,2026,1,8104,6545066,5719986305.857214,245978,14119
assam,sivasagar,2026,2,8105,6855933,5492370695.953931,255464,14775
assam,sonitpur,2018,1,8072,61354,84562266.21717946,18906,
assam,sonitpur,2018,2,8073,95073,172589971.7121481,28170,
assam,sonitpur,2018,3,8074,130287,281058553.90596485,37942,
assam,sonitpur,2018,4,8075,190280,399045690.2968812,50465,
assam,sonitpur,2019,1,8076,232033,475163186.61032915,61176,40
assam,sonitpur,2019,2,8077,268546,603882588.5225456,71701,100
assam,sonitpur,2019,3,8078,299273,715464906.0523264,82604,161
assam,sonitpur,2019,4,8079,351518,816401349.8802652,92251,214
assam,sonitpur,2020,1,8080,448131,1002327544.605161,103842,246
assam,sonitpur,2020,2,8081,565474,1121342670.9723115,119639,284
assam,sonitpur,2020,3,8082,633615,1489349408.4951432,132537,299
assam,sonitpur,2020,4,8083,746494,1783890529.8566399,146231,451
assam,sonitpur,2021,1,8084,847495,2102670035.6847281,158365,527
assam,sonitpur,2021,2,8085,1119241,2464878204.091816,171229,716
assam,sonitpur,2021,3,8086,1347799,2990144714.112318,185443,2354
assam,sonitpur,2021,4,8087,1628212,3342467693.9899416,202026,7251
assam,sonitpur,2022,1,8088,2271255,4433573575.596241,218680,10411
assam,sonitpur,2022,2,8089,2954938,5124792714.653285,235835,13390
assam,sonitpur,2022,3,8090,3740217,6069031942.024382,254242,15822
assam,sonitpur,2022,4,8091,4195395,6472922889.703358,271757,17797
assam,sonitpur,2023,1,8092,4825921,7507428608.850353,288793,19453
assam,sonitpur,2023,2,8093,5719065,8492801388.097494,305577,20732
assam,sonitpur,2023,3,8094,6747673,8893720750.870783,323664,22602
assam,sonitpur,2023,4,8095,7524002,10037893281.347902,342771,23910
assam,sonitpur,2024,1,8096,8162321,10710538755.280294,364006,25037
assam,sonitpur,2024,2,8097,10023004,11790279008.688456,387913,26397
assam,sonitpur,2024,3,8098,11112719,11976285583.746283,411347,27900
assam,sonitpur,2024,4,8099,12057044,12926104204.69178,428605,29348
assam,sonitpur,2025,1,8100,13678302,14446028497.2221,445447,30502
assam,sonitpur,2025,2,8101,14344938,14518989132.31969,462339,31692
assam,sonitpur,2025,3,8102,15728357,14750467189.55574,480140,32890
assam,sonitpur,2025,4,8103,16429817,15492947537.428852,498653,34498
assam,sonitpur,2026,1,8104,17557864,16729146383.317627,516056,35603
assam,sonitpur,2026,2,8105,19332246,17390349905.85811,528844,37276
assam,south salmara mankachar,2018,1,8072,6750,6755984.647507038,2801,
assam,south salmara mankachar,2018,2,8073,9213,12246421.105282487,4313,
assam,south salmara mankachar,2018,3,8074,16729,19461045.993512508,5684,
assam,south salmara mankachar,2018,4,8075,25695,34286510.89179903,7898,
assam,south salmara mankachar,2019,1,8076,31101,45111413.74938708,10029,26
assam,south salmara mankachar,2019,2,8077,35485,65183493.63501671,11865,66
assam,south salmara mankachar,2019,3,8078,31345,70804242.17599949,13658,82
assam,south salmara mankachar,2019,4,8079,39041,88484674.3836936,15471,103
assam,south salmara mankachar,2020,1,8080,51779,133299906.87950352,17720,110
assam,south salmara mankachar,2020,2,8081,80337,184577517.5345034,21586,120
assam,south salmara mankachar,2020,3,8082,77161,203895022.2361005,24247,126
assam,south salmara mankachar,2020,4,8083,98877,283002220.9695108,27121,175
assam,south salmara mankachar,2021,1,8084,120978,407510626.50201166,30047,512
assam,south salmara mankachar,2021,2,8085,184233,581400474.5362933,33639,1197
assam,south salmara mankachar,2021,3,8086,217066,610064299.0707858,38006,1659
assam,south salmara mankachar,2021,4,8087,252765,765837486.0854707,42824,1930
assam,south salmara mankachar,2022,1,8088,371897,1317825514.4791293,47991,2680
assam,south salmara mankachar,2022,2,8089,456371,1501295065.9822483,53144,2896
assam,south salmara mankachar,2022,3,8090,600908,1656503232.0437255,59251,3336
assam,south salmara mankachar,2022,4,8091,807565,2327692606.872925,66832,3550
assam,south salmara mankachar,2023,1,8092,1106744,3676501840.833935,75751,3567
assam,south salmara mankachar,2023,2,8093,1419287,3850144243.427972,83902,3612
assam,south salmara mankachar,2023,3,8094,1797196,3507507503.9034367,93451,3881
assam,south salmara mankachar,2023,4,8095,2607072,4548877302.790302,106473,4635
assam,south salmara mankachar,2024,1,8096,3591851,6165106099.766738,117106,4994
assam,south salmara mankachar,2024,2,8097,4431306,6530222329.83143,124829,5154
assam,south salmara mankachar,2024,3,8098,4286398,5231934936.524036,131893,5512
assam,south salmara mankachar,2024,4,8099,5188352,6392274046.780111,138289,6108
assam,south salmara mankachar,2025,1,8100,5605400,8238813476.085335,144466,6770
assam,south salmara mankachar,2025,2,8101,6801306,8117463529.902139,150201,6869
assam,south salmara mankachar,2025,3,8102,7322485,8037305598.644255,157013,7476
assam,south salmara mankachar,2025,4,8103,7273205,8317566876.275428,163579,8747
assam,south salmara mankachar,2026,1,8104,8061762,9740504165.197962,169564,9522
assam,south salmara mankachar,2026,2,8105,8651577,8613738828.395508,164915,12553
assam,sribhumi,2018,1,8072,21107,20909767.061753687,8760,
assam,sribhumi,2018,2,8073,36268,36371163.29637801,13776,
assam,sribhumi,2018,3,8074,52516,68227973.58663847,19375,1
assam,sribhumi,2018,4,8075,74762,115736707.3597638,26581,4
assam,sribhumi,2019,1,8076,92598,163129564.31581503,33184,35
assam,sribhumi,2019,2,8077,103004,196135421.03786016,39734,76
assam,sribhumi,2019,3,8078,112945,224902712.18050984,46675,133
assam,sribhumi,2019,4,8079,128040,257080124.86660847,53317,165
assam,sribhumi,2020,1,8080,175689,400259949.7490208,61678,213
assam,sribhumi,2020,2,8081,250273,443108591.37897485,72657,250
assam,sribhumi,2020,3,8082,295966,646646654.3425967,82359,267
assam,sribhumi,2020,4,8083,343612,861660510.7852962,93270,314
assam,sribhumi,2021,1,8084,390298,1137807117.4220757,102357,371
assam,sribhumi,2021,2,8085,504361,1298250996.642464,111632,1267
assam,sribhumi,2021,3,8086,704369,1789187715.0279899,123164,2508
assam,sribhumi,2021,4,8087,834189,2212321359.711429,135918,3870
assam,sribhumi,2022,1,8088,1235810,3377531540.345982,149189,5080
assam,sribhumi,2022,2,8089,1510532,3563265029.0755014,163330,5972
assam,sribhumi,2022,3,8090,2003795,4473923446.564852,178612,7039
assam,sribhumi,2022,4,8091,2410818,5347878469.312041,193958,8470
assam,sribhumi,2023,1,8092,3031782,6955643036.139694,209375,9220
assam,sribhumi,2023,2,8093,3575070,7346583093.311281,224189,9886
assam,sribhumi,2023,3,8094,4327023,7868823662.786917,241993,11141
assam,sribhumi,2023,4,8095,4962233,9152724363.687782,260830,12287
assam,sribhumi,2024,1,8096,5988266,10582145289.95918,280912,13212
assam,sribhumi,2024,2,8097,6997071,10577289617.532618,301670,14065
assam,sribhumi,2024,3,8098,7931188,10964011706.09332,323049,14927
assam,sribhumi,2024,4,8099,9249604,12974007114.215488,339813,15952
assam,sribhumi,2025,1,8100,11027283,15650861407.247171,356186,17180
assam,sribhumi,2025,2,8101,11511647,14399924556.789501,371932,18105
assam,sribhumi,2025,3,8102,12815323,14647733806.608963,390550,19109
assam,sribhumi,2025,4,8103,13659675,16162107542.063076,408496,20170
assam,sribhumi,2026,1,8104,15304557,18158042259.01565,424586,20845
assam,sribhumi,2026,2,8105,15234907,16362420835.915243,431489,21520
assam,tamulpur,2018,1,8072,8470,10784240.489013456,2791,
assam,tamulpur,2018,2,8073,15646,22733383.716811996,4593,
assam,tamulpur,2018,3,8074,22625,39419435.82668432,6680,
assam,tamulpur,2018,4,8075,32980,58516354.52925313,9420,
assam,tamulpur,2019,1,8076,43185,89220643.25817132,11831,7
assam,tamulpur,2019,2,8077,45972,104295937.11625946,14253,21
assam,tamulpur,2019,3,8078,45550,112130524.61251904,16739,34
assam,tamulpur,2019,4,8079,54931,143232736.6070962,19131,40
assam,tamulpur,2020,1,8080,72313,185017498.4975939,21979,48
assam,tamulpur,2020,2,8081,113369,217609778.46672273,26483,57
assam,tamulpur,2020,3,8082,110827,264788438.86118042,29591,61
assam,tamulpur,2020,4,8083,124410,323957609.4070972,32768,70
assam,tamulpur,2021,1,8084,154061,455385284.19995856,35758,81
assam,tamulpur,2021,2,8085,202908,520244661.0449556,39232,385
assam,tamulpur,2021,3,8086,255469,671047003.9624915,43430,1218
assam,tamulpur,2021,4,8087,292923,750059328.6459689,47947,1913
assam,tamulpur,2022,1,8088,414793,1042663343.6464095,52335,2686
assam,tamulpur,2022,2,8089,495343,1142335322.0326054,57045,3236
assam,tamulpur,2022,3,8090,629547,1320040808.3928804,62313,3907
assam,tamulpur,2022,4,8091,737699,1544842185.9799724,67451,4609
assam,tamulpur,2023,1,8092,924545,2051347565.5202165,72559,4814
assam,tamulpur,2023,2,8093,1070326,2141829291.682705,77639,5048
assam,tamulpur,2023,3,8094,1268873,2189774994.4868174,83119,5464
assam,tamulpur,2023,4,8095,1399393,2442113183.8910036,88781,5748
assam,tamulpur,2024,1,8096,1607719,2775936032.0943484,95506,6012
assam,tamulpur,2024,2,8097,1898877,2833839542.626885,102642,6501
assam,tamulpur,2024,3,8098,2119898,2864682263.3043256,109539,6883
assam,tamulpur,2024,4,8099,2421598,3346727457.313615,114912,7300
assam,tamulpur,2025,1,8100,2904084,4018271727.8784294,120131,7658
assam,tamulpur,2025,2,8101,3111187,3867517720.206463,125274,7977
assam,tamulpur,2025,3,8102,3539768,3835202393.603671,131044,8285
assam,tamulpur,2025,4,8103,3568393,4020967437.978424,136957,8637
assam,tamulpur,2026,1,8104,3895601,4816177307.1028385,142357,8784
assam,tamulpur,2026,2,8105,4217108,4522560677.831939,148083,8979
assam,tinsukia,2018,1,8072,52768,57273393.463505074,17750,
assam,tinsukia,2018,2,8073,83256,122179678.43339203,26762,
assam,tinsukia,2018,3,8074,112454,184878716.98240438,36279,
assam,tinsukia,2018,4,8075,160420,300152242.55118966,47512,1
assam,tinsukia,2019,1,8076,188754,366210963.8062555,57407,20
assam,tinsukia,2019,2,8077,226943,473803816.06386864,67475,61
assam,tinsukia,2019,3,8078,242548,513759926.9270556,77650,99
assam,tinsukia,2019,4,8079,279514,607662175.9833529,86856,147
assam,tinsukia,2020,1,8080,354690,775917065.1183394,98531,183
assam,tinsukia,2020,2,8081,506422,842931631.532357,115269,224
assam,tinsukia,2020,3,8082,555385,1171116512.2740147,128585,242
assam,tinsukia,2020,4,8083,644862,1510710502.86736,142020,277
assam,tinsukia,2021,1,8084,661955,1580452185.0060697,153050,473
assam,tinsukia,2021,2,8085,879135,1862091240.6997101,164706,616
assam,tinsukia,2021,3,8086,1049666,2259188010.3767986,177275,1458
assam,tinsukia,2021,4,8087,1148010,2503918286.791497,190692,3621
assam,tinsukia,2022,1,8088,1527198,3328099683.7242193,204533,5907
assam,tinsukia,2022,2,8089,1942265,3866064478.377727,218987,7526
assam,tinsukia,2022,3,8090,2499195,4451440093.514114,233708,9349
assam,tinsukia,2022,4,8091,2911573,5318272740.567145,247967,10762
assam,tinsukia,2023,1,8092,3441284,6344817978.312988,262298,12516
assam,tinsukia,2023,2,8093,4012976,6765996171.52144,276069,13885
assam,tinsukia,2023,3,8094,4724502,7031654672.127304,291130,14866
assam,tinsukia,2023,4,8095,5366734,8451937867.278467,307475,15829
assam,tinsukia,2024,1,8096,5756479,8941052192.86391,326941,16682
assam,tinsukia,2024,2,8097,6852240,8986907402.515903,349153,17583
assam,tinsukia,2024,3,8098,7809225,9387364868.396914,369713,18504
assam,tinsukia,2024,4,8099,8682480,10780488186.84645,385613,19373
assam,tinsukia,2025,1,8100,9956507,11470625741.309853,401312,20093
assam,tinsukia,2025,2,8101,10401792,11154889245.915947,417038,20952
assam,tinsukia,2025,3,8102,11579950,11313904760.640903,433770,22060
assam,tinsukia,2025,4,8103,11838342,12010376148.193989,451954,23718
assam,tinsukia,2026,1,8104,12847397,13407813047.03426,470142,24612
assam,tinsukia,2026,2,8105,13913248,13298220538.251854,488784,25687
assam,udalguri,2018,1,8072,24433,18657184.18857223,6278,
assam,udalguri,2018,2,8073,35201,36131446.36217442,10026,
assam,udalguri,2018,3,8074,46825,58563427.2175615,14061,
assam,udalguri,2018,4,8075,64964,104112857.2898969,19251,1
assam,udalguri,2019,1,8076,72415,127096379.1351622,23843,8
assam,udalguri,2019,2,8077,78153,155439074.96705806,28512,31
assam,udalguri,2019,3,8078,83774,187693975.31358725,33568,54
assam,udalguri,2019,4,8079,94952,220821489.85000858,38167,70
assam,udalguri,2020,1,8080,123129,268053136.50294363,43894,87
assam,udalguri,2020,2,8081,198288,355568715.1496399,52321,105
assam,udalguri,2020,3,8082,188570,406723162.1921759,58558,109
assam,udalguri,2020,4,8083,211487,500463534.5320178,65008,196
assam,udalguri,2021,1,8084,232875,578520970.2888117,70948,521
assam,udalguri,2021,2,8085,328272,720016638.7493951,77621,800
assam,udalguri,2021,3,8086,409330,862334642.5517509,85851,2204
assam,udalguri,2021,4,8087,489686,1035453090.9323163,94620,3777
assam,udalguri,2022,1,8088,723774,1455500181.9125543,103405,5427
assam,udalguri,2022,2,8089,963383,1707130286.6743133,113206,6501
assam,udalguri,2022,3,8090,1231246,2092014855.3506083,123474,7994
assam,udalguri,2022,4,8091,1366827,2360438244.712245,132739,9044
assam,udalguri,2023,1,8092,1633976,2956638580.572028,142312,9723
assam,udalguri,2023,2,8093,2022028,3366120795.177372,151758,10511
assam,udalguri,2023,3,8094,2458187,3514005588.5968227,162275,11687
assam,udalguri,2023,4,8095,2804179,4125773730.3673882,173472,12760
assam,udalguri,2024,1,8096,3110502,4478671211.402,186203,13387
assam,udalguri,2024,2,8097,3908140,4856757731.593475,200893,14144
assam,udalguri,2024,3,8098,4229554,4797066388.677834,215273,14666
assam,udalguri,2024,4,8099,4687822,5430147374.7361765,224933,15484
assam,udalguri,2025,1,8100,5413504,6215326294.671938,234757,16183
assam,udalguri,2025,2,8101,5921897,6369415409.197226,244773,16756
assam,udalguri,2025,3,8102,6648895,6234453563.735176,254771,17321
assam,udalguri,2025,4,8103,6759279,6531510329.611406,265344,17908
assam,udalguri,2026,1,8104,7388715,7664135404.655222,276076,18422
assam,udalguri,2026,2,8105,8475087,7983221904.46859,285968,19161
assam,west karbi anglong,2018,1,8072,2111,1062903.6411995867,1384,
assam,west karbi anglong,2018,2,8073,4554,3345506.478199157,2244,
assam,west karbi anglong,2018,3,8074,7276,7081013.740113536,3195,
assam,west karbi anglong,2018,4,8075,12753,13040788.107275372,4392,
assam,west karbi anglong,2019,1,8076,16892,17629333.00779943,5626,10
assam,west karbi anglong,2019,2,8077,18523,26227031.902416427,6798,17
assam,west karbi anglong,2019,3,8078,19785,29269851.655480765,8200,26
assam,west karbi anglong,2019,4,8079,24517,41257403.70427832,9426,32
assam,west karbi anglong,2020,1,8080,32550,55310571.03813045,10918,43
assam,west karbi anglong,2020,2,8081,56543,73734581.59356686,13110,50
assam,west karbi anglong,2020,3,8082,55303,95409579.27684797,14959,53
assam,west karbi anglong,2020,4,8083,57277,108534867.32409756,16734,60
assam,west karbi anglong,2021,1,8084,63157,128058727.60411687,18315,71
assam,west karbi anglong,2021,2,8085,82837,146065979.40890843,19862,112
assam,west karbi anglong,2021,3,8086,91632,172314979.2318604,21535,181
assam,west karbi anglong,2021,4,8087,100462,205411944.30325472,23460,228
assam,west karbi anglong,2022,1,8088,134413,273926653.57771647,25351,302
assam,west karbi anglong,2022,2,8089,150184,300853377.3399796,27262,396
assam,west karbi anglong,2022,3,8090,198533,346349945.1061872,29756,596
assam,west karbi anglong,2022,4,8091,249484,441939621.4657755,32058,830
assam,west karbi anglong,2023,1,8092,294094,526779980.81187665,34484,1349
assam,west karbi anglong,2023,2,8093,363426,593932199.584385,36752,1558
assam,west karbi anglong,2023,3,8094,431669,596083385.672976,39496,1702
assam,west karbi anglong,2023,4,8095,513488,722388560.21591,42613,1892
assam,west karbi anglong,2024,1,8096,568106,782947629.6379433,46378,2047
assam,west karbi anglong,2024,2,8097,758101,816953015.1757678,50960,2220
assam,west karbi anglong,2024,3,8098,855450,820350951.8733873,55250,2354
assam,west karbi anglong,2024,4,8099,1019994,1001910063.8379517,58345,2501
assam,west karbi anglong,2025,1,8100,1231741,1243539625.235691,61602,2720
assam,west karbi anglong,2025,2,8101,1272516,1156468223.2584696,64673,2824
assam,west karbi anglong,2025,3,8102,1411378,1139997620.565574,68165,2908
assam,west karbi anglong,2025,4,8103,1387262,1208795682.7388673,72062,3102
assam,west karbi anglong,2026,1,8104,1544680,1434798192.7167735,75735,3121
assam,west karbi anglong,2026,2,8105,1702011,1377628710.2017007,78698,3234
bihar,araria,2018,1,8072,99334,116287593.94276105,35522,
bihar,araria,2018,2,8073,170422,403596887.6240957,53128,
bihar,araria,2018,3,8074,193311,495272618.3948564,67764,2
bihar,araria,2018,4,8075,262403,738124071.887458,88206,14
bihar,araria,2019,1,8076,362473,923046681.9286585,107731,155
bihar,araria,2019,2,8077,388711,1176631848.199055,123603,722
bihar,araria,2019,3,8078,417041,1384334830.6632323,141418,1072
bihar,araria,2019,4,8079,579701,1957090149.8565252,162215,1615
bihar,araria,2020,1,8080,719599,2361155775.346165,185139,2128
bihar,araria,2020,2,8081,1046762,3300910351.0711546,216544,2527
bihar,araria,2020,3,8082,1313172,3996732775.555758,245809,3159
bihar,araria,2020,4,8083,1803784,5347313429.616287,274483,7828
bihar,araria,2021,1,8084,2162605,6616463625.718893,301867,11867
bihar,araria,2021,2,8085,3118889,9028997520.994457,329867,16299
bihar,araria,2021,3,8086,3790404,9447479675.504557,362212,23519
bihar,araria,2021,4,8087,4396395,10151314454.609215,394062,31250
bihar,araria,2022,1,8088,6430551,14606624997.450153,428550,41912
bihar,araria,2022,2,8089,8024521,18303225710.282467,462772,48977
bihar,araria,2022,3,8090,9414303,18711287856.207653,500137,52991
bihar,araria,2022,4,8091,11182605,21623095500.146416,536081,56342
bihar,araria,2023,1,8092,13972411,26086628491.827362,573863,56147
bihar,araria,2023,2,8093,17531480,32152567735.967113,609471,56713
bihar,araria,2023,3,8094,18850498,29274412515.169083,649774,57807
bihar,araria,2023,4,8095,23670195,36218990203.39858,691812,59368
bihar,araria,2024,1,8096,28224733,40939468224.31935,739600,61207
bihar,araria,2024,2,8097,34758612,51626947946.486984,787353,63956
bihar,araria,2024,3,8098,34442932,44465014094.25933,830711,68013
bihar,araria,2024,4,8099,38438721,52817818252.3363,867658,72427
bihar,araria,2025,1,8100,39723274,52057736219.7419,911400,76045
bihar,araria,2025,2,8101,47773440,64399647588.58824,954104,79659
bihar,araria,2025,3,8102,48607011,56555086545.701675,1003725,83693
bihar,araria,2025,4,8103,52969505,63643210859.6021,1057398,87410
bihar,araria,2026,1,8104,57072990,64909377936.22694,1099430,90252
bihar,araria,2026,2,8105,62008432,71383208832.85849,1128215,92877
bihar,arwal,2018,1,8072,41137,34223020.06596552,10999,
bihar,arwal,2018,2,8073,52572,62257587.59410454,15704,
bihar,arwal,2018,3,8074,91887,108146318.52253833,19959,
bihar,arwal,2018,4,8075,109252,148801059.6046771,26079,2
bihar,arwal,2019,1,8076,204645,225011618.26806134,31785,354
bihar,arwal,2019,2,8077,186124,324466655.1941838,36280,880
bihar,arwal,2019,3,8078,166475,289999698.15926373,40430,1256
bihar,arwal,2019,4,8079,272731,424895480.3209593,45912,1509
bihar,arwal,2020,1,8080,243226,522575039.3121499,51319,1694
bihar,arwal,2020,2,8081,334157,766293574.594205,57526,1762
bihar,arwal,2020,3,8082,444896,943377370.4522212,63773,2607
bihar,arwal,2020,4,8083,551008,1179562692.9553027,69811,3226
bihar,arwal,2021,1,8084,579896,1375323457.9450603,75542,3545
bihar,arwal,2021,2,8085,849858,2097201356.253985,81107,3940
bihar,arwal,2021,3,8086,915828,1915009965.973607,87377,4556
bihar,arwal,2021,4,8087,1128888,2196923275.9264235,93915,5074
bihar,arwal,2022,1,8088,1439345,3106469450.6032524,100801,5842
bihar,arwal,2022,2,8089,1657208,3681162095.594428,107507,6497
bihar,arwal,2022,3,8090,1826619,3486440690.235421,114733,7190
bihar,arwal,2022,4,8091,2182916,4021182183.902659,121840,7449
bihar,arwal,2023,1,8092,2552154,5066006540.299989,128783,7343
bihar,arwal,2023,2,8093,3164444,5720491977.595263,135658,7398
bihar,arwal,2023,3,8094,3286106,5020146017.495626,142987,7926
