state,district,year,quarter,period_id,transaction_count,transaction_amount
nagaland,dimapur,2018,4,8075,60817,176558164.90222007
nagaland,dimapur,2019,1,8076,70182,203159718.32736343
nagaland,dimapur,2019,2,8077,90293,271521626.6056591
nagaland,dimapur,2019,3,8078,103521,318245663.8900543
nagaland,dimapur,2019,4,8079,126011,417018758.56494534
nagaland,dimapur,2020,1,8080,148003,463132188.4404908
nagaland,dimapur,2020,2,8081,184543,494057219.8433813
nagaland,dimapur,2020,3,8082,238409,764572634.2598953
nagaland,dimapur,2020,4,8083,292421,1073463137.4836295
nagaland,dimapur,2021,1,8084,305155,1111225754.372336
nagaland,dimapur,2021,2,8085,376259,1195179766.2801447
nagaland,dimapur,2021,3,8086,471886,1544048195.6509624
nagaland,dimapur,2021,4,8087,503269,1680826052.443969
nagaland,dimapur,2022,1,8088,647848,2037196915.9168735
nagaland,dimapur,2022,2,8089,770508,2333387501.6736755
nagaland,dimapur,2022,3,8090,959731,2700352768.5612917
nagaland,dimapur,2022,4,8091,1051961,3032397553.2193985
nagaland,dimapur,2023,1,8092,1096535,3097855288.199167
nagaland,dimapur,2023,2,8093,1284453,3370464513.942649
nagaland,dimapur,2023,3,8094,1511922,3583136920.2813077
nagaland,dimapur,2023,4,8095,1720368,4145817309.7004876
nagaland,dimapur,2024,1,8096,1912278,4317531685.667038
nagaland,dimapur,2024,2,8097,2467468,4728092986.417285
nagaland,dimapur,2024,3,8098,2984682,5191644137.616066
nagaland,dimapur,2024,4,8099,3310031,5815979105.694019
nagaland,dimapur,2025,1,8100,3397456,5612253368.257315
nagaland,dimapur,2025,2,8101,3791597,5748311432.5644
nagaland,dimapur,2025,3,8102,4428771,6150087737.028306
nagaland,dimapur,2025,4,8103,4500830,6662401246.202498
nagaland,dimapur,2026,1,8104,4477073,6530742877.918442
nagaland,dimapur,2026,2,8105,4967829,6661501677.139313
nagaland,kiphire,2018,1,8072,336,611301.6085957029
nagaland,kiphire,2018,2,8073,669,1721456.0358423386
nagaland,kiphire,2018,3,8074,1953,2362291.358068385
nagaland,kiphire,2018,4,8075,2601,4240285.718646863
nagaland,kiphire,2019,1,8076,2736,5694556.8391233105
nagaland,kiphire,2019,2,8077,4262,9879054.14892176
nagaland,kiphire,2019,3,8078,5640,10349771.185729552
nagaland,kiphire,2019,4,8079,6589,16745244.355580058
nagaland,kiphire,2020,1,8080,9804,21228192.398545023
nagaland,kiphire,2020,2,8081,12792,29374341.917152446
nagaland,kiphire,2020,3,8082,14474,39471164.40134254
nagaland,kiphire,2020,4,8083,14103,46117528.23801162
nagaland,kiphire,2021,1,8084,13800,47799797.88713688
nagaland,kiphire,2021,2,8085,17151,59595554.84105782
nagaland,kiphire,2021,3,8086,19666,70889697.67986234
nagaland,kiphire,2021,4,8087,19819,64148620.30511218
nagaland,kiphire,2022,1,8088,23625,75684758.20352057
nagaland,kiphire,2022,2,8089,28344,94429160.63450497
nagaland,kiphire,2022,3,8090,31350,96073813.24350443
nagaland,kiphire,2022,4,8091,32600,101999088.26198456
nagaland,kiphire,2023,1,8092,36512,111800551.9547764
nagaland,kiphire,2023,2,8093,34685,109276345.63215658
nagaland,kiphire,2023,3,8094,43567,133911020.94958726
nagaland,kiphire,2023,4,8095,43625,135824943.14280567
nagaland,kiphire,2024,1,8096,48921,140879835.53496492
nagaland,kiphire,2024,2,8097,60775,158742609.0907479
nagaland,kiphire,2024,3,8098,73033,161491253.80086035
nagaland,kiphire,2024,4,8099,84454,189149277.23875174
nagaland,kiphire,2025,1,8100,82062,175973507.59282345
nagaland,kiphire,2025,2,8101,89791,168602916.1178449
nagaland,kiphire,2025,3,8102,119961,196329954.68771026
nagaland,kiphire,2025,4,8103,116179,209943320.4833026
nagaland,kiphire,2026,1,8104,118919,208959509.8470475
nagaland,kiphire,2026,2,8105,136629,210217367.68748137
nagaland,kohima,2018,1,8072,10229,18787560.962957367
nagaland,kohima,2018,2,8073,17200,46450883.78096166
nagaland,kohima,2018,3,8074,23401,68824922.3424089
nagaland,kohima,2018,4,8075,32660,92120241.76616916
nagaland,kohima,2019,1,8076,40765,108753128.33039868
nagaland,kohima,2019,2,8077,51057,140553511.21878177
nagaland,kohima,2019,3,8078,59932,181016560.34635672
nagaland,kohima,2019,4,8079,70119,216137205.32423967
nagaland,kohima,2020,1,8080,80915,215574738.0489905
nagaland,kohima,2020,2,8081,108794,283227376.8026965
nagaland,kohima,2020,3,8082,129094,363764855.3272949
nagaland,kohima,2020,4,8083,141749,428739966.90014184
nagaland,kohima,2021,1,8084,148033,454263872.6788709
nagaland,kohima,2021,2,8085,184738,511762539.2015117
nagaland,kohima,2021,3,8086,222987,662266032.5958481
nagaland,kohima,2021,4,8087,223726,655909923.16374
nagaland,kohima,2022,1,8088,271324,791714424.6934289
nagaland,kohima,2022,2,8089,333850,980534725.6400771
nagaland,kohima,2022,3,8090,421738,1181604794.6925855
nagaland,kohima,2022,4,8091,447143,1199985476.3278623
nagaland,kohima,2023,1,8092,458334,1216714888.20636
nagaland,kohima,2023,2,8093,517633,1345926118.1899722
nagaland,kohima,2023,3,8094,590715,1460965587.9174285
nagaland,kohima,2023,4,8095,606580,1541794109.9469469
nagaland,kohima,2024,1,8096,655098,1523269804.9932504
nagaland,kohima,2024,2,8097,840360,1706030569.5782585
nagaland,kohima,2024,3,8098,1061820,1959786772.6868517
nagaland,kohima,2024,4,8099,1185070,2161382334.8421073
nagaland,kohima,2025,1,8100,1210500,2081640638.1875858
nagaland,kohima,2025,2,8101,1417952,2236553618.7555103
nagaland,kohima,2025,3,8102,1736665,2531443178.4653163
nagaland,kohima,2025,4,8103,1701509,2653375253.796364
nagaland,kohima,2026,1,8104,1592464,2409417562.5709534
nagaland,kohima,2026,2,8105,1834641,2634112453.1562834
nagaland,longleng,2018,1,8072,883,882883.5986843763
nagaland,longleng,2018,2,8073,700,853380.7538253802
nagaland,longleng,2018,3,8074,727,1440119.5999970054
nagaland,longleng,2018,4,8075,1232,4124609.1351338583
nagaland,longleng,2019,1,8076,2283,6564980.790159
nagaland,longleng,2019,2,8077,2428,5935115.671695618
nagaland,longleng,2019,3,8078,3332,8806857.692269003
nagaland,longleng,2019,4,8079,4481,14235782.047032982
nagaland,longleng,2020,1,8080,5880,16521249.027727194
nagaland,longleng,2020,2,8081,9986,21012086.66318994
nagaland,longleng,2020,3,8082,12144,27280262.15776845
nagaland,longleng,2020,4,8083,15428,45169563.21097945
nagaland,longleng,2021,1,8084,16986,53420576.04247473
nagaland,longleng,2021,2,8085,19417,55179934.13704951
nagaland,longleng,2021,3,8086,21136,63190058.056025445
nagaland,longleng,2021,4,8087,21183,77419047.03654304
nagaland,longleng,2022,1,8088,25204,82512070.64183232
nagaland,longleng,2022,2,8089,24238,72540323.4662964
nagaland,longleng,2022,3,8090,25508,78005234.27664015
nagaland,longleng,2022,4,8091,30198,92915981.42925736
nagaland,longleng,2023,1,8092,38806,130067400.11875227
nagaland,longleng,2023,2,8093,27169,83365473.29386544
nagaland,longleng,2023,3,8094,28874,77746611.54549214
nagaland,longleng,2023,4,8095,35263,93809578.97621608
nagaland,longleng,2024,1,8096,39431,102514839.82679966
nagaland,longleng,2024,2,8097,49126,103584595.71816418
nagaland,longleng,2024,3,8098,59861,94192993.52922957
nagaland,longleng,2024,4,8099,68304,137335144.2858783
nagaland,longleng,2025,1,8100,85344,153619006.34450218
nagaland,longleng,2025,2,8101,84265,135526147.76763886
nagaland,longleng,2025,3,8102,95841,134436639.5473637
nagaland,longleng,2025,4,8103,106834,179499271.84129876
nagaland,longleng,2026,1,8104,124866,184683519.81688073
nagaland,longleng,2026,2,8105,129417,162166809.66431487
nagaland,meluri,2018,1,8072,225,129587.0176403448
nagaland,meluri,2018,2,8073,484,806601.762841772
nagaland,meluri,2018,3,8074,871,1760675.4974852395
nagaland,meluri,2018,4,8075,1215,2767956.780396427
nagaland,meluri,2019,1,8076,1332,3254819.5273873643
nagaland,meluri,2019,2,8077,1961,4688706.729754913
nagaland,meluri,2019,3,8078,2414,7530581.671583831
nagaland,meluri,2019,4,8079,2857,9561399.23007639
nagaland,meluri,2020,1,8080,3442,7132270.187721511
nagaland,meluri,2020,2,8081,6324,13854362.328987941
nagaland,meluri,2020,3,8082,8382,22634524.189420544
nagaland,meluri,2020,4,8083,8700,25830398.140907772
nagaland,meluri,2021,1,8084,8976,37045409.46759047
nagaland,meluri,2021,2,8085,10383,40943710.160393775
nagaland,meluri,2021,3,8086,12639,51022381.55303438
nagaland,meluri,2021,4,8087,11948,51077964.782648444
nagaland,meluri,2022,1,8088,12840,52093334.1014245
nagaland,meluri,2022,2,8089,16600,70127602.0934498
nagaland,meluri,2022,3,8090,20968,71978155.87239704
nagaland,meluri,2022,4,8091,18009,62997073.804417655
nagaland,meluri,2023,1,8092,23464,71622735.29560648
nagaland,meluri,2023,2,8093,24208,75874840.65405974
nagaland,meluri,2023,3,8094,29189,144344647.13362628
nagaland,meluri,2023,4,8095,32204,120497822.76227044
nagaland,meluri,2024,1,8096,34498,118238456.8855595
nagaland,meluri,2024,2,8097,39498,123495156.83874273
nagaland,meluri,2024,3,8098,46828,121973329.32035556
nagaland,meluri,2024,4,8099,53871,131601630.56383675
nagaland,meluri,2025,1,8100,64076,146192057.13869578
nagaland,meluri,2025,2,8101,64634,145189485.95823896
nagaland,meluri,2025,3,8102,75753,145026439.4166604
nagaland,meluri,2025,4,8103,80846,161138607.35135338
nagaland,meluri,2026,1,8104,80674,158100430.95344758
nagaland,meluri,2026,2,8105,85297,148568939.89501056
nagaland,mokokchung,2018,1,8072,4444,6857722.170149408
nagaland,mokokchung,2018,2,8073,5321,8255528.893871339
nagaland,mokokchung,2018,3,8074,8660,15635575.70007116
nagaland,mokokchung,2018,4,8075,12852,23534241.10885251
nagaland,mokokchung,2019,1,8076,14733,27505133.979595657
nagaland,mokokchung,2019,2,8077,17703,40474443.76250047
nagaland,mokokchung,2019,3,8078,20671,49226649.438555926
nagaland,mokokchung,2019,4,8079,24188,59114161.8503959
nagaland,mokokchung,2020,1,8080,26106,62557270.055654645
nagaland,mokokchung,2020,2,8081,37761,76810512.3925909
nagaland,mokokchung,2020,3,8082,49827,108155917.61481893
nagaland,mokokchung,2020,4,8083,53957,153183445.44867554
nagaland,mokokchung,2021,1,8084,54994,147023200.9478162
nagaland,mokokchung,2021,2,8085,70861,161073789.8549935
nagaland,mokokchung,2021,3,8086,79592,217813030.2427973
nagaland,mokokchung,2021,4,8087,75921,229334103.18776143
nagaland,mokokchung,2022,1,8088,87286,259546795.7903301
nagaland,mokokchung,2022,2,8089,101392,308395894.20171016
nagaland,mokokchung,2022,3,8090,120117,344914575.9777313
nagaland,mokokchung,2022,4,8091,122924,393786702.52933705
nagaland,mokokchung,2023,1,8092,144603,440356448.92042685
nagaland,mokokchung,2023,2,8093,143459,413737362.45168555
nagaland,mokokchung,2023,3,8094,174503,442981185.4748687
nagaland,mokokchung,2023,4,8095,178526,475966494.94315565
nagaland,mokokchung,2024,1,8096,195777,469229080.00243795
nagaland,mokokchung,2024,2,8097,400983,553614646.9566679
nagaland,mokokchung,2024,3,8098,449287,603706384.2594632
nagaland,mokokchung,2024,4,8099,474947,698990085.587447
nagaland,mokokchung,2025,1,8100,540230,751855703.5255111
nagaland,mokokchung,2025,2,8101,610705,749060694.4698076
nagaland,mokokchung,2025,3,8102,729857,831954525.8186959
nagaland,mokokchung,2025,4,8103,636723,870433203.7632537
nagaland,mokokchung,2026,1,8104,565313,793799971.1539315
nagaland,mokokchung,2026,2,8105,618890,827067302.3953797
nagaland,mon,2018,1,8072,2937,4572919.45330111
nagaland,mon,2018,2,8073,4000,9004912.484854508
nagaland,mon,2018,3,8074,6192,14918231.771207832
nagaland,mon,2018,4,8075,11059,31017837.084618323
nagaland,mon,2019,1,8076,13698,42422771.9836002
nagaland,mon,2019,2,8077,17780,47465496.976362824
nagaland,mon,2019,3,8078,23568,60219934.43048522
nagaland,mon,2019,4,8079,31966,82252287.51864964
nagaland,mon,2020,1,8080,38549,91270195.88623822
nagaland,mon,2020,2,8081,55589,118780388.14534144
nagaland,mon,2020,3,8082,69237,135658919.67140603
nagaland,mon,2020,4,8083,63618,196992442.73211133
nagaland,mon,2021,1,8084,64123,219621014.79336357
nagaland,mon,2021,2,8085,82205,219326860.2152374
nagaland,mon,2021,3,8086,91021,284100953.11475885
nagaland,mon,2021,4,8087,84609,307379116.2856347
nagaland,mon,2022,1,8088,103263,350602587.73399806
nagaland,mon,2022,2,8089,111330,342560665.8016037
nagaland,mon,2022,3,8090,129536,377417589.42282116
nagaland,mon,2022,4,8091,144177,450682014.36223614
nagaland,mon,2023,1,8092,175407,549191188.5182471
nagaland,mon,2023,2,8093,165523,480794875.0813738
nagaland,mon,2023,3,8094,195442,517445641.79931587
nagaland,mon,2023,4,8095,223800,617573007.306519
nagaland,mon,2024,1,8096,257608,655684733.343203
nagaland,mon,2024,2,8097,301171,666067709.0169345
nagaland,mon,2024,3,8098,361275,672616059.5281
nagaland,mon,2024,4,8099,408925,813947350.4563802
nagaland,mon,2025,1,8100,446577,838046426.2106493
nagaland,mon,2025,2,8101,475473,786973252.8452458
nagaland,mon,2025,3,8102,587821,838214354.751035
nagaland,mon,2025,4,8103,642039,969512641.673876
nagaland,mon,2026,1,8104,649656,969743955.4467838
nagaland,mon,2026,2,8105,770026,973442419.3602531
nagaland,niuland,2018,4,8075,14,37373.09867910187
nagaland,niuland,2019,1,8076,2,2433.7068353060204
nagaland,niuland,2019,2,8077,2,1040.1623290070415
nagaland,niuland,2019,3,8078,12,46493.448078249436
nagaland,niuland,2019,4,8079,5,131425.0518808375
nagaland,niuland,2020,1,8080,35,99292.10146201216
nagaland,niuland,2020,2,8081,236,398333.3221354015
nagaland,niuland,2020,3,8082,102,350771.43935434805
nagaland,niuland,2020,4,8083,159,180239.86994976306
nagaland,niuland,2021,1,8084,99,324126.6957270873
nagaland,niuland,2021,2,8085,128,216281.47716423398
nagaland,niuland,2021,3,8086,206,431148.7530733398
nagaland,niuland,2021,4,8087,226,766784.9321816625
nagaland,niuland,2022,1,8088,333,1331944.1904252174
nagaland,niuland,2022,2,8089,434,937023.4687275103
nagaland,niuland,2022,3,8090,558,653447.0026841271
nagaland,niuland,2022,4,8091,486,1667738.2874681428
nagaland,niuland,2023,1,8092,438,832792.4119748628
nagaland,niuland,2023,2,8093,428,903859.7305675333
nagaland,niuland,2023,3,8094,252,724810.0296017551
nagaland,niuland,2023,4,8095,378,571759.9911712282
nagaland,niuland,2024,1,8096,596,957732.3477151543
nagaland,niuland,2024,2,8097,1216,1431381.2253009016
nagaland,niuland,2024,3,8098,731,984455.9185361919
nagaland,niuland,2024,4,8099,1063,1752539.7929412844
nagaland,niuland,2025,1,8100,1002,1263578.3857429416
nagaland,niuland,2025,2,8101,1488,1150780.6363276353
nagaland,niuland,2025,3,8102,1745,1993793.4312289264
nagaland,niuland,2025,4,8103,1922,2631998.649500494
nagaland,niuland,2026,1,8104,2080,2056452.4250715463
nagaland,niuland,2026,2,8105,2390,2604556.2150924224
nagaland,noklak,2018,1,8072,82,95070.12607738379
nagaland,noklak,2018,2,8073,211,109507.71248657619
nagaland,noklak,2018,3,8074,316,336705.9647520166
nagaland,noklak,2018,4,8075,685,1672083.7746638765
nagaland,noklak,2019,1,8076,767,3676681.612821832
nagaland,noklak,2019,2,8077,728,1737899.6208956726
nagaland,noklak,2019,3,8078,1016,2686452.305369511
nagaland,noklak,2019,4,8079,1606,4161618.9684826573
nagaland,noklak,2020,1,8080,1815,5622595.407757096
nagaland,noklak,2020,2,8081,2539,8177035.7665701695
nagaland,noklak,2020,3,8082,3336,8110642.729004252
nagaland,noklak,2020,4,8083,4321,12153685.362823116
nagaland,noklak,2021,1,8084,4036,13442503.31579958
nagaland,noklak,2021,2,8085,6063,17586249.791919217
nagaland,noklak,2021,3,8086,6073,17177519.382676855
nagaland,noklak,2021,4,8087,7227,23091782.755789347
nagaland,noklak,2022,1,8088,8205,27449241.634855382
nagaland,noklak,2022,2,8089,9915,32957530.037567854
nagaland,noklak,2022,3,8090,10768,37883246.20991788
nagaland,noklak,2022,4,8091,12683,54228722.44071172
nagaland,noklak,2023,1,8092,17301,61343061.355105296
nagaland,noklak,2023,2,8093,13629,47417296.591164686
nagaland,noklak,2023,3,8094,16549,56918618.78653665
nagaland,noklak,2023,4,8095,16581,53169386.24472518
nagaland,noklak,2024,1,8096,18605,51688963.50592299
nagaland,noklak,2024,2,8097,21670,59119479.677580416
nagaland,noklak,2024,3,8098,26487,58757517.22968255
nagaland,noklak,2024,4,8099,34369,85134881.7388575
nagaland,noklak,2025,1,8100,38366,83917646.37248933
nagaland,noklak,2025,2,8101,35943,72712642.01121375
nagaland,noklak,2025,3,8102,40549,79668447.70910805
nagaland,noklak,2025,4,8103,38548,75197610.37435427
nagaland,noklak,2026,1,8104,41702,84160041.86751103
nagaland,noklak,2026,2,8105,48540,80666949.33180131
nagaland,peren,2018,1,8072,742,1470375.5743332533
nagaland,peren,2018,2,8073,1531,3795717.1056541195
nagaland,peren,2018,3,8074,1831,4576616.383374636
nagaland,peren,2018,4,8075,2937,7762964.636678267
nagaland,peren,2019,1,8076,4037,8314808.922142265
nagaland,peren,2019,2,8077,4566,9985067.255837927
nagaland,peren,2019,3,8078,5620,11618704.097444315
nagaland,peren,2019,4,8079,6668,15828975.885213286
nagaland,peren,2020,1,8080,8557,15677630.162301892
nagaland,peren,2020,2,8081,14779,25739488.172274485
nagaland,peren,2020,3,8082,17607,36111618.05306255
nagaland,peren,2020,4,8083,18309,48235163.124614075
nagaland,peren,2021,1,8084,18046,47294070.19857252
nagaland,peren,2021,2,8085,24136,61080596.48840907
nagaland,peren,2021,3,8086,30406,81060097.46891695
nagaland,peren,2021,4,8087,30093,87708599.87247005
nagaland,peren,2022,1,8088,35016,102828556.22898379
nagaland,peren,2022,2,8089,35474,104168195.80526938
nagaland,peren,2022,3,8090,41986,126236649.09133422
nagaland,peren,2022,4,8091,41712,118923024.46989146
nagaland,peren,2023,1,8092,56506,153783244.13640505
nagaland,peren,2023,2,8093,51687,146623413.8282644
nagaland,peren,2023,3,8094,54650,149064152.8868981
nagaland,peren,2023,4,8095,62867,159733108.40703648
nagaland,peren,2024,1,8096,70311,173330382.0055537
nagaland,peren,2024,2,8097,87677,190296700.0795324
nagaland,peren,2024,3,8098,108959,204729685.64078724
nagaland,peren,2024,4,8099,124138,217451996.9415068
nagaland,peren,2025,1,8100,140191,244622335.30059004
nagaland,peren,2025,2,8101,155157,223491050.76119643
nagaland,peren,2025,3,8102,195513,247981020.9292172
nagaland,peren,2025,4,8103,206140,281301790.8976723
nagaland,peren,2026,1,8104,219623,288764989.3749593
nagaland,peren,2026,2,8105,234914,295046388.962658
nagaland,phek,2018,1,8072,1722,1868515.4497070345
nagaland,phek,2018,2,8073,2212,3383404.717566738
nagaland,phek,2018,3,8074,2963,4017859.974636665
nagaland,phek,2018,4,8075,3717,6133911.280405169
nagaland,phek,2019,1,8076,5506,13282667.748087697
nagaland,phek,2019,2,8077,6319,12709030.79517681
nagaland,phek,2019,3,8078,8747,22558343.970645502
nagaland,phek,2019,4,8079,11188,27508339.30952025
nagaland,phek,2020,1,8080,12811,29228794.534574393
nagaland,phek,2020,2,8081,19962,43025186.20756526
nagaland,phek,2020,3,8082,23361,52367233.07049079
nagaland,phek,2020,4,8083,24541,68814829.83311476
nagaland,phek,2021,1,8084,25284,81816991.56520551
nagaland,phek,2021,2,8085,35582,98742546.54046616
nagaland,phek,2021,3,8086,41495,113059209.46377224
nagaland,phek,2021,4,8087,43721,131821716.06993943
nagaland,phek,2022,1,8088,48684,143385533.57710096
nagaland,phek,2022,2,8089,49285,150954509.5670956
nagaland,phek,2022,3,8090,55422,165164926.2820227
nagaland,phek,2022,4,8091,54707,170840729.26387763
nagaland,phek,2023,1,8092,60717,196016757.5582654
nagaland,phek,2023,2,8093,54573,173748579.3416081
nagaland,phek,2023,3,8094,59469,180095699.19369397
nagaland,phek,2023,4,8095,61388,191291574.7700351
nagaland,phek,2024,1,8096,67396,181995939.2050861
nagaland,phek,2024,2,8097,85819,204898485.01038903
nagaland,phek,2024,3,8098,93845,203397998.20666257
nagaland,phek,2024,4,8099,108729,235440979.3407629
nagaland,phek,2025,1,8100,118821,222642981.96656075
nagaland,phek,2025,2,8101,123782,211564256.93022498
nagaland,phek,2025,3,8102,147710,244653172.31030548
nagaland,phek,2025,4,8103,144386,248542693.18574044
nagaland,phek,2026,1,8104,146417,245077150.23885298
nagaland,phek,2026,2,8105,170492,251030863.8980168
nagaland,shamator,2018,1,8072,282,303851.2535412276
nagaland,shamator,2018,2,8073,573,958884.9195770333
nagaland,shamator,2018,3,8074,964,1230109.7643666288
nagaland,shamator,2018,4,8075,1362,2486623.5191434766
nagaland,shamator,2019,1,8076,1020,2783721.17430506
nagaland,shamator,2019,2,8077,1320,3142277.567888084
nagaland,shamator,2019,3,8078,1734,5564278.184102951
nagaland,shamator,2019,4,8079,1893,5266292.963673724
nagaland,shamator,2020,1,8080,2233,5307834.884817131
nagaland,shamator,2020,2,8081,3127,7498242.218060041
nagaland,shamator,2020,3,8082,3274,9264209.69065397
nagaland,shamator,2020,4,8083,3798,14143919.684554778
nagaland,shamator,2021,1,8084,3843,14806626.191701952
nagaland,shamator,2021,2,8085,5846,21647692.75815805
nagaland,shamator,2021,3,8086,6407,25177388.226125292
nagaland,shamator,2021,4,8087,7942,33296654.251351126
nagaland,shamator,2022,1,8088,8429,30251370.78842801
nagaland,shamator,2022,2,8089,9560,33896054.006457776
nagaland,shamator,2022,3,8090,10197,32498306.62281591
nagaland,shamator,2022,4,8091,8996,31289422.600514345
nagaland,shamator,2023,1,8092,11735,41268892.43612599
nagaland,shamator,2023,2,8093,9028,29146253.57862152
nagaland,shamator,2023,3,8094,11849,33646948.17693235
nagaland,shamator,2023,4,8095,10806,37360713.50351122
nagaland,shamator,2024,1,8096,10262,27663883.83772862
nagaland,shamator,2024,2,8097,13086,37651145.66902323
nagaland,shamator,2024,3,8098,15942,39635585.324127205
nagaland,shamator,2024,4,8099,19399,45580807.94160142
nagaland,shamator,2025,1,8100,21931,39570234.0510746
nagaland,shamator,2025,2,8101,22550,48661463.2028711
nagaland,shamator,2025,3,8102,27184,47248341.654981606
nagaland,shamator,2025,4,8103,30215,62459219.05763661
nagaland,shamator,2026,1,8104,30159,53331253.374599814
nagaland,shamator,2026,2,8105,32412,51547967.38224845
nagaland,tseminyu,2018,1,8072,525,485905.7228866784
nagaland,tseminyu,2018,2,8073,454,1272498.0538610048
nagaland,tseminyu,2018,3,8074,604,1064618.9517217209
nagaland,tseminyu,2018,4,8075,594,1178446.1400861968
nagaland,tseminyu,2019,1,8076,1194,1946952.1518695906
nagaland,tseminyu,2019,2,8077,1914,3354725.109045518
nagaland,tseminyu,2019,3,8078,1916,3172772.2131688213
nagaland,tseminyu,2019,4,8079,2062,4434907.755154424
nagaland,tseminyu,2020,1,8080,2040,4125818.58545123
nagaland,tseminyu,2020,2,8081,4086,6811926.798030207
nagaland,tseminyu,2020,3,8082,4596,8301976.646755226
nagaland,tseminyu,2020,4,8083,4224,9947264.683134113
nagaland,tseminyu,2021,1,8084,3588,10364168.51918771
nagaland,tseminyu,2021,2,8085,4745,9146626.99603935
nagaland,tseminyu,2021,3,8086,4914,11594349.962307591
nagaland,tseminyu,2021,4,8087,5004,12305618.216526685
nagaland,tseminyu,2022,1,8088,5552,16049571.550623232
nagaland,tseminyu,2022,2,8089,5518,14488346.016023118
nagaland,tseminyu,2022,3,8090,6349,15310906.144832898
nagaland,tseminyu,2022,4,8091,7379,21216481.66123771
nagaland,tseminyu,2023,1,8092,15025,37984353.79685314
nagaland,tseminyu,2023,2,8093,7614,23707761.615026176
nagaland,tseminyu,2023,3,8094,8689,22103720.122517932
nagaland,tseminyu,2023,4,8095,9087,22896799.353984408
nagaland,tseminyu,2024,1,8096,9597,21080670.305948667
nagaland,tseminyu,2024,2,8097,13767,31304549.88178723
nagaland,tseminyu,2024,3,8098,15164,28789653.17008106
nagaland,tseminyu,2024,4,8099,16617,34530231.39547084
nagaland,tseminyu,2025,1,8100,17022,29043604.019877724
nagaland,tseminyu,2025,2,8101,21437,34092241.31348197
nagaland,tseminyu,2025,3,8102,23865,36178735.14882132
nagaland,tseminyu,2025,4,8103,25124,38775896.65329412
nagaland,tseminyu,2026,1,8104,25645,43334245.67914809
nagaland,tseminyu,2026,2,8105,31066,47844545.49235341
nagaland,tuensang,2018,1,8072,2106,3284356.752363289
nagaland,tuensang,2018,2,8073,2834,5377537.837592922
nagaland,tuensang,2018,3,8074,4651,8599263.520100158
nagaland,tuensang,2018,4,8075,5031,12677695.134165078
nagaland,tuensang,2019,1,8076,5901,13225349.658910096
nagaland,tuensang,2019,2,8077,7136,18757207.163265854
nagaland,tuensang,2019,3,8078,8229,19664836.371284507
nagaland,tuensang,2019,4,8079,9816,26560259.12897548
nagaland,tuensang,2020,1,8080,11492,30254632.761867024
nagaland,tuensang,2020,2,8081,17191,48633911.49166583
nagaland,tuensang,2020,3,8082,23793,62760465.85404253
nagaland,tuensang,2020,4,8083,24857,85834402.03518914
nagaland,tuensang,2021,1,8084,23453,83314214.47471923
nagaland,tuensang,2021,2,8085,26842,77444609.57321198
nagaland,tuensang,2021,3,8086,30965,105322554.7095282
nagaland,tuensang,2021,4,8087,30548,118570561.75086269
nagaland,tuensang,2022,1,8088,38069,140813961.02011484
nagaland,tuensang,2022,2,8089,42792,151384259.39479783
nagaland,tuensang,2022,3,8090,51754,169375547.54480568
nagaland,tuensang,2022,4,8091,50626,185392874.96493292
nagaland,tuensang,2023,1,8092,61895,231455683.1386624
nagaland,tuensang,2023,2,8093,55819,202995810.8787852
nagaland,tuensang,2023,3,8094,65890,221663555.61831152
nagaland,tuensang,2023,4,8095,73652,242219670.8099187
nagaland,tuensang,2024,1,8096,75396,234062920.2805649
nagaland,tuensang,2024,2,8097,125184,268883429.5935017
nagaland,tuensang,2024,3,8098,169161,314574438.0046046
nagaland,tuensang,2024,4,8099,185746,353521372.5940964
nagaland,tuensang,2025,1,8100,187994,328020878.0664521
nagaland,tuensang,2025,2,8101,220082,328311860.4588958
nagaland,tuensang,2025,3,8102,283644,377869853.3003469
nagaland,tuensang,2025,4,8103,271380,407107038.1075184
nagaland,tuensang,2026,1,8104,265010,381992730.7893009
nagaland,tuensang,2026,2,8105,308411,390949676.3720375
nagaland,wokha,2018,1,8072,1892,2349922.0408842475
nagaland,wokha,2018,2,8073,2789,3597809.676929214
nagaland,wokha,2018,3,8074,3160,6421676.339633731
nagaland,wokha,2018,4,8075,4624,9401433.568662554
nagaland,wokha,2019,1,8076,5368,13419721.55786157
nagaland,wokha,2019,2,8077,6732,16564726.555277541
nagaland,wokha,2019,3,8078,9438,21576081.31024959
nagaland,wokha,2019,4,8079,12558,28385501.57461129
nagaland,wokha,2020,1,8080,14617,29658070.610835426
nagaland,wokha,2020,2,8081,19709,39060284.029121146
nagaland,wokha,2020,3,8082,31731,60138820.87556434
nagaland,wokha,2020,4,8083,34402,87550780.27433139
nagaland,wokha,2021,1,8084,33031,82316920.86724015
nagaland,wokha,2021,2,8085,43641,105229495.18588904
nagaland,wokha,2021,3,8086,48371,119723347.00403407
nagaland,wokha,2021,4,8087,46433,139058246.35243568
nagaland,wokha,2022,1,8088,57262,161168210.88071102
nagaland,wokha,2022,2,8089,64070,170628777.83496618
nagaland,wokha,2022,3,8090,76787,197194225.08319473
nagaland,wokha,2022,4,8091,81960,239982291.9919824
nagaland,wokha,2023,1,8092,92803,258156924.3617309
nagaland,wokha,2023,2,8093,87515,247790987.97915438
nagaland,wokha,2023,3,8094,97414,267392055.22091505
