state,year,quarter,period_id,category_raw,transactions
chandigarh,2019,3,8078,Retail,746995
chandigarh,2019,3,8078,Utility,73559
chandigarh,2019,4,8079,P2P,722134
chandigarh,2019,4,8079,Retail,812438
chandigarh,2019,4,8079,Utility,128746
chandigarh,2020,1,8080,P2P,707916
chandigarh,2020,1,8080,Retail,890041
chandigarh,2020,1,8080,Utility,178573
chandigarh,2020,2,8081,P2P,425584
chandigarh,2020,2,8081,Retail,500782
chandigarh,2020,2,8081,Utility,172129
chandigarh,2020,3,8082,P2P,675369
chandigarh,2020,3,8082,Retail,925689
chandigarh,2020,3,8082,Utility,186053
chandigarh,2020,4,8083,Retail,1450083
chandigarh,2020,4,8083,Utility,258048
chandigarh,2020,4,8083,P2P,902711
chandigarh,2021,1,8084,P2P,1088211
chandigarh,2021,1,8084,Retail,1728889
chandigarh,2021,1,8084,Utility,473914
chandigarh,2021,2,8085,Retail,1673769
chandigarh,2021,2,8085,Utility,552658
chandigarh,2021,2,8085,P2P,1110497
chandigarh,2021,3,8086,P2P,1505884
chandigarh,2021,3,8086,Retail,2650201
chandigarh,2021,3,8086,Utility,639374
chandigarh,2021,4,8087,P2P,1508876
chandigarh,2021,4,8087,Retail,2956450
chandigarh,2021,4,8087,Utility,547261
chandigarh,2022,1,8088,P2P,1784924
chandigarh,2022,1,8088,Retail,3654287
chandigarh,2022,1,8088,Utility,586867
chandigarh,2022,2,8089,P2P,2128206
chandigarh,2022,2,8089,Retail,4970069
chandigarh,2022,2,8089,Utility,663607
chandigarh,2022,3,8090,P2P,2527240
chandigarh,2022,3,8090,Retail,5882444
chandigarh,2022,3,8090,Utility,765462
chandigarh,2022,4,8091,Retail,6381514
chandigarh,2022,4,8091,Utility,755871
chandigarh,2022,4,8091,P2P,2607319
chandigarh,2023,1,8092,P2P,2723528
chandigarh,2023,1,8092,Retail,6679868
chandigarh,2023,1,8092,Utility,779399
chandigarh,2023,2,8093,Retail,8001836
chandigarh,2023,2,8093,Utility,845048
chandigarh,2023,2,8093,P2P,3155761
chandigarh,2023,3,8094,P2P,3525766
chandigarh,2023,3,8094,Retail,9100188
chandigarh,2023,3,8094,Utility,888688
chandigarh,2023,4,8095,P2P,3600977
chandigarh,2023,4,8095,Retail,9344696
chandigarh,2023,4,8095,Utility,839308
chandigarh,2024,1,8096,P2P,3544955
chandigarh,2024,1,8096,Retail,9276490
chandigarh,2024,1,8096,Utility,845616
chandigarh,2024,2,8097,Retail,11519996
chandigarh,2024,2,8097,Utility,945062
chandigarh,2024,2,8097,P2P,4105222
chandigarh,2024,3,8098,P2P,4542561
chandigarh,2024,3,8098,Retail,12269851
chandigarh,2024,3,8098,Utility,1018070
chandigarh,2024,4,8099,P2P,4741956
chandigarh,2024,4,8099,Retail,12890043
chandigarh,2024,4,8099,Utility,1013894
chandigarh,2025,1,8100,P2P,5030048
chandigarh,2025,1,8100,Retail,13786138
chandigarh,2025,1,8100,Utility,1115029
chandigarh,2025,2,8101,P2P,4978557
chandigarh,2025,2,8101,Retail,14246760
chandigarh,2025,2,8101,Utility,1030151
chandigarh,2025,3,8102,P2P,5537474
chandigarh,2025,3,8102,Retail,15506364
chandigarh,2025,3,8102,Utility,1105728
chandigarh,2025,4,8103,Retail,15785608
chandigarh,2025,4,8103,Utility,1093710
chandigarh,2025,4,8103,P2P,5748592
chandigarh,2026,1,8104,P2P,5753972
chandigarh,2026,1,8104,Retail,15927532
chandigarh,2026,1,8104,Utility,1138785
chandigarh,2026,2,8105,Retail,17838348
chandigarh,2026,2,8105,Utility,1109237
chandigarh,2026,2,8105,P2P,6189470
chhattisgarh,2018,1,8072,P2P,639043
chhattisgarh,2018,1,8072,Retail,1589599
chhattisgarh,2018,1,8072,Utility,79932
chhattisgarh,2018,2,8073,P2P,1072278
chhattisgarh,2018,2,8073,Retail,2124217
chhattisgarh,2018,2,8073,Utility,183975
chhattisgarh,2018,3,8074,P2P,1798955
chhattisgarh,2018,3,8074,Retail,2435063
chhattisgarh,2018,3,8074,Utility,278528
chhattisgarh,2018,4,8075,P2P,2623941
chhattisgarh,2018,4,8075,Retail,3372461
chhattisgarh,2018,4,8075,Utility,356824
chhattisgarh,2019,1,8076,P2P,4296607
chhattisgarh,2019,1,8076,Retail,4062272
chhattisgarh,2019,1,8076,Utility,447231
chhattisgarh,2019,2,8077,P2P,4418365
chhattisgarh,2019,2,8077,Retail,5256226
chhattisgarh,2019,2,8077,Utility,467315
chhattisgarh,2019,3,8078,P2P,5228457
chhattisgarh,2019,3,8078,Retail,6394057
chhattisgarh,2019,3,8078,Utility,837626
chhattisgarh,2019,4,8079,P2P,7300968
chhattisgarh,2019,4,8079,Retail,7244686
chhattisgarh,2019,4,8079,Utility,1811639
chhattisgarh,2020,1,8080,P2P,7781097
chhattisgarh,2020,1,8080,Retail,8600738
chhattisgarh,2020,1,8080,Utility,2711559
chhattisgarh,2020,2,8081,P2P,8442089
chhattisgarh,2020,2,8081,Retail,8614241
chhattisgarh,2020,2,8081,Utility,3952782
chhattisgarh,2020,3,8082,P2P,12041208
chhattisgarh,2020,3,8082,Retail,12030721
chhattisgarh,2020,3,8082,Utility,4210764
chhattisgarh,2020,4,8083,P2P,16417563
chhattisgarh,2020,4,8083,Retail,18163320
chhattisgarh,2020,4,8083,Utility,5223775
chhattisgarh,2021,1,8084,P2P,19316584
chhattisgarh,2021,1,8084,Retail,19091610
chhattisgarh,2021,1,8084,Utility,10222266
chhattisgarh,2021,2,8085,P2P,23437224
chhattisgarh,2021,2,8085,Retail,19178737
chhattisgarh,2021,2,8085,Utility,14858951
chhattisgarh,2021,3,8086,P2P,31909232
chhattisgarh,2021,3,8086,Retail,33321770
chhattisgarh,2021,3,8086,Utility,15486870
chhattisgarh,2021,4,8087,P2P,35131434
chhattisgarh,2021,4,8087,Retail,42220296
chhattisgarh,2021,4,8087,Utility,13634340
chhattisgarh,2022,1,8088,P2P,45584964
chhattisgarh,2022,1,8088,Retail,57726019
chhattisgarh,2022,1,8088,Utility,15340629
chhattisgarh,2022,2,8089,P2P,52204431
chhattisgarh,2022,2,8089,Retail,73440835
chhattisgarh,2022,2,8089,Utility,18004384
chhattisgarh,2022,3,8090,P2P,61107108
chhattisgarh,2022,3,8090,Retail,87352711
chhattisgarh,2022,3,8090,Utility,20317816
chhattisgarh,2022,4,8091,P2P,69413479
chhattisgarh,2022,4,8091,Retail,102175844
chhattisgarh,2022,4,8091,Utility,21052451
chhattisgarh,2023,1,8092,P2P,76789266
chhattisgarh,2023,1,8092,Retail,113977816
chhattisgarh,2023,1,8092,Utility,23918375
chhattisgarh,2023,2,8093,P2P,86943045
chhattisgarh,2023,2,8093,Retail,136171929
chhattisgarh,2023,2,8093,Utility,27053139
chhattisgarh,2023,3,8094,P2P,97126941
chhattisgarh,2023,3,8094,Retail,158512662
chhattisgarh,2023,3,8094,Utility,27931179
chhattisgarh,2023,4,8095,P2P,110933299
chhattisgarh,2023,4,8095,Retail,183166600
chhattisgarh,2023,4,8095,Utility,28461939
chhattisgarh,2024,1,8096,P2P,124650369
chhattisgarh,2024,1,8096,Retail,209330663
chhattisgarh,2024,1,8096,Utility,32670030
chhattisgarh,2024,2,8097,P2P,134770237
chhattisgarh,2024,2,8097,Retail,241644172
chhattisgarh,2024,2,8097,Utility,36083364
chhattisgarh,2024,3,8098,P2P,146277797
chhattisgarh,2024,3,8098,Retail,260777393
chhattisgarh,2024,3,8098,Utility,36086655
chhattisgarh,2024,4,8099,P2P,166440802
chhattisgarh,2024,4,8099,Retail,296276945
chhattisgarh,2024,4,8099,Utility,37316174
chhattisgarh,2025,1,8100,P2P,164285124
chhattisgarh,2025,1,8100,Retail,292745236
chhattisgarh,2025,1,8100,Utility,41684435
chhattisgarh,2025,2,8101,P2P,166802677
chhattisgarh,2025,2,8101,Retail,320942200
chhattisgarh,2025,2,8101,Utility,42493171
chhattisgarh,2025,3,8102,P2P,179010025
chhattisgarh,2025,3,8102,Retail,346929895
chhattisgarh,2025,3,8102,Utility,41810158
chhattisgarh,2025,4,8103,P2P,194816642
chhattisgarh,2025,4,8103,Retail,369466099
chhattisgarh,2025,4,8103,Utility,41418377
chhattisgarh,2026,1,8104,P2P,199909355
chhattisgarh,2026,1,8104,Retail,381331900
chhattisgarh,2026,1,8104,Utility,44200445
chhattisgarh,2026,2,8105,P2P,199041865
chhattisgarh,2026,2,8105,Retail,402505854
chhattisgarh,2026,2,8105,Utility,44653852
dadra & nagar haveli & daman & diu,2018,1,8072,P2P,48727
dadra & nagar haveli & daman & diu,2018,1,8072,Retail,124310
dadra & nagar haveli & daman & diu,2018,1,8072,Utility,2712
dadra & nagar haveli & daman & diu,2018,2,8073,P2P,75693
dadra & nagar haveli & daman & diu,2018,2,8073,Retail,150355
dadra & nagar haveli & daman & diu,2018,2,8073,Utility,7282
dadra & nagar haveli & daman & diu,2018,3,8074,P2P,125652
dadra & nagar haveli & daman & diu,2018,3,8074,Retail,190778
dadra & nagar haveli & daman & diu,2018,3,8074,Utility,10687
dadra & nagar haveli & daman & diu,2018,4,8075,Retail,240461
dadra & nagar haveli & daman & diu,2018,4,8075,P2P,207646
dadra & nagar haveli & daman & diu,2018,4,8075,Utility,12612
dadra & nagar haveli & daman & diu,2019,1,8076,P2P,463399
dadra & nagar haveli & daman & diu,2019,1,8076,Retail,285372
dadra & nagar haveli & daman & diu,2019,1,8076,Utility,16689
dadra & nagar haveli & daman & diu,2019,2,8077,P2P,320409
dadra & nagar haveli & daman & diu,2019,2,8077,Retail,324440
dadra & nagar haveli & daman & diu,2019,2,8077,Utility,15630
dadra & nagar haveli & daman & diu,2019,3,8078,P2P,340048
dadra & nagar haveli & daman & diu,2019,3,8078,Retail,371757
dadra & nagar haveli & daman & diu,2019,3,8078,Utility,42282
dadra & nagar haveli & daman & diu,2019,4,8079,P2P,439004
dadra & nagar haveli & daman & diu,2019,4,8079,Retail,375567
dadra & nagar haveli & daman & diu,2019,4,8079,Utility,102306
dadra & nagar haveli & daman & diu,2020,1,8080,P2P,449715
dadra & nagar haveli & daman & diu,2020,1,8080,Retail,459843
dadra & nagar haveli & daman & diu,2020,1,8080,Utility,149809
dadra & nagar haveli & daman & diu,2020,2,8081,P2P,427476
dadra & nagar haveli & daman & diu,2020,2,8081,Retail,483124
dadra & nagar haveli & daman & diu,2020,2,8081,Utility,218092
dadra & nagar haveli & daman & diu,2020,3,8082,P2P,553718
dadra & nagar haveli & daman & diu,2020,3,8082,Retail,633739
dadra & nagar haveli & daman & diu,2020,3,8082,Utility,194133
dadra & nagar haveli & daman & diu,2020,4,8083,Retail,1023837
dadra & nagar haveli & daman & diu,2020,4,8083,P2P,780882
dadra & nagar haveli & daman & diu,2020,4,8083,Utility,269757
dadra & nagar haveli & daman & diu,2021,1,8084,P2P,981563
dadra & nagar haveli & daman & diu,2021,1,8084,Retail,969125
dadra & nagar haveli & daman & diu,2021,1,8084,Utility,517520
dadra & nagar haveli & daman & diu,2021,2,8085,P2P,1108625
dadra & nagar haveli & daman & diu,2021,2,8085,Utility,640807
dadra & nagar haveli & daman & diu,2021,2,8085,Retail,1065450
dadra & nagar haveli & daman & diu,2021,3,8086,P2P,1642468
dadra & nagar haveli & daman & diu,2021,3,8086,Retail,1727177
dadra & nagar haveli & daman & diu,2021,3,8086,Utility,761155
dadra & nagar haveli & daman & diu,2021,4,8087,P2P,1752030
dadra & nagar haveli & daman & diu,2021,4,8087,Retail,2297983
dadra & nagar haveli & daman & diu,2021,4,8087,Utility,668701
dadra & nagar haveli & daman & diu,2022,1,8088,P2P,2194931
dadra & nagar haveli & daman & diu,2022,1,8088,Retail,3219540
dadra & nagar haveli & daman & diu,2022,1,8088,Utility,685309
dadra & nagar haveli & daman & diu,2022,2,8089,P2P,2354655
dadra & nagar haveli & daman & diu,2022,2,8089,Retail,4326687
dadra & nagar haveli & daman & diu,2022,2,8089,Utility,750002
dadra & nagar haveli & daman & diu,2022,3,8090,P2P,2905787
dadra & nagar haveli & daman & diu,2022,3,8090,Retail,5333300
dadra & nagar haveli & daman & diu,2022,3,8090,Utility,928626
dadra & nagar haveli & daman & diu,2022,4,8091,Retail,6545310
dadra & nagar haveli & daman & diu,2022,4,8091,P2P,3196176
dadra & nagar haveli & daman & diu,2022,4,8091,Utility,926056
dadra & nagar haveli & daman & diu,2023,1,8092,P2P,3455321
dadra & nagar haveli & daman & diu,2023,1,8092,Retail,7186722
dadra & nagar haveli & daman & diu,2023,1,8092,Utility,985895
dadra & nagar haveli & daman & diu,2023,2,8093,P2P,3776627
dadra & nagar haveli & daman & diu,2023,2,8093,Utility,1059690
dadra & nagar haveli & daman & diu,2023,2,8093,Retail,8303022
dadra & nagar haveli & daman & diu,2023,3,8094,P2P,4410140
dadra & nagar haveli & daman & diu,2023,3,8094,Retail,9373489
dadra & nagar haveli & daman & diu,2023,3,8094,Utility,1162740
dadra & nagar haveli & daman & diu,2023,4,8095,P2P,5097316
dadra & nagar haveli & daman & diu,2023,4,8095,Retail,11546558
dadra & nagar haveli & daman & diu,2023,4,8095,Utility,1206838
dadra & nagar haveli & daman & diu,2024,1,8096,P2P,5816338
dadra & nagar haveli & daman & diu,2024,1,8096,Retail,13145056
dadra & nagar haveli & daman & diu,2024,1,8096,Utility,1392162
dadra & nagar haveli & daman & diu,2024,2,8097,P2P,6167656
dadra & nagar haveli & daman & diu,2024,2,8097,Utility,1482566
dadra & nagar haveli & daman & diu,2024,2,8097,Retail,14877323
dadra & nagar haveli & daman & diu,2024,3,8098,P2P,6931855
dadra & nagar haveli & daman & diu,2024,3,8098,Retail,15976900
dadra & nagar haveli & daman & diu,2024,3,8098,Utility,1543426
dadra & nagar haveli & daman & diu,2024,4,8099,P2P,7537976
dadra & nagar haveli & daman & diu,2024,4,8099,Retail,18263646
dadra & nagar haveli & daman & diu,2024,4,8099,Utility,1552401
dadra & nagar haveli & daman & diu,2025,1,8100,P2P,7221487
dadra & nagar haveli & daman & diu,2025,1,8100,Retail,18323342
dadra & nagar haveli & daman & diu,2025,1,8100,Utility,1562980
dadra & nagar haveli & daman & diu,2025,2,8101,P2P,7216216
dadra & nagar haveli & daman & diu,2025,2,8101,Retail,19481392
dadra & nagar haveli & daman & diu,2025,2,8101,Utility,1527743
dadra & nagar haveli & daman & diu,2025,3,8102,P2P,8208256
dadra & nagar haveli & daman & diu,2025,3,8102,Retail,21544940
dadra & nagar haveli & daman & diu,2025,3,8102,Utility,1690805
dadra & nagar haveli & daman & diu,2025,4,8103,Retail,22194792
dadra & nagar haveli & daman & diu,2025,4,8103,P2P,8706241
dadra & nagar haveli & daman & diu,2025,4,8103,Utility,1645644
dadra & nagar haveli & daman & diu,2026,1,8104,P2P,9026170
dadra & nagar haveli & daman & diu,2026,1,8104,Retail,23012051
dadra & nagar haveli & daman & diu,2026,1,8104,Utility,1680935
dadra & nagar haveli & daman & diu,2026,2,8105,P2P,8616843
dadra & nagar haveli & daman & diu,2026,2,8105,Utility,1527516
dadra & nagar haveli & daman & diu,2026,2,8105,Retail,22891864
delhi,2018,1,8072,P2P,1615875
delhi,2018,1,8072,Retail,2985448
delhi,2018,1,8072,Utility,260065
delhi,2018,2,8073,P2P,2449953
delhi,2018,2,8073,Retail,3933398
delhi,2018,2,8073,Utility,506635
delhi,2018,3,8074,P2P,3857294
delhi,2018,3,8074,Retail,7857195
delhi,2018,3,8074,Utility,860477
delhi,2018,4,8075,P2P,6896926
delhi,2018,4,8075,Retail,16093319
delhi,2018,4,8075,Utility,1860729
delhi,2019,1,8076,P2P,13271887
delhi,2019,1,8076,Retail,20659076
delhi,2019,1,8076,Utility,2963382
delhi,2019,2,8077,P2P,14006642
delhi,2019,2,8077,Retail,25329627
delhi,2019,2,8077,Utility,3677505
delhi,2019,3,8078,P2P,17777669
delhi,2019,3,8078,Retail,32091616
delhi,2019,3,8078,Utility,5872908
delhi,2019,4,8079,P2P,22990805
delhi,2019,4,8079,Retail,31670633
delhi,2019,4,8079,Utility,7887397
delhi,2020,1,8080,P2P,23652153
delhi,2020,1,8080,Retail,33050230
delhi,2020,1,8080,Utility,8215685
delhi,2020,2,8081,P2P,19831287
delhi,2020,2,8081,Retail,25679771
delhi,2020,2,8081,Utility,6930252
delhi,2020,3,8082,P2P,29703975
delhi,2020,3,8082,Retail,36733987
delhi,2020,3,8082,Utility,7424548
delhi,2020,4,8083,P2P,39937336
delhi,2020,4,8083,Retail,50818263
delhi,2020,4,8083,Utility,10505343
delhi,2021,1,8084,P2P,46702955
delhi,2021,1,8084,Retail,56615267
delhi,2021,1,8084,Utility,16835054
delhi,2021,2,8085,P2P,48255308
delhi,2021,2,8085,Retail,54742475
delhi,2021,2,8085,Utility,18473500
delhi,2021,3,8086,P2P,67534917
delhi,2021,3,8086,Retail,82693069
delhi,2021,3,8086,Utility,22523596
delhi,2021,4,8087,P2P,69394557
delhi,2021,4,8087,Retail,91396064
delhi,2021,4,8087,Utility,19381497
delhi,2022,1,8088,P2P,84352873
delhi,2022,1,8088,Retail,118196322
delhi,2022,1,8088,Utility,20602963
delhi,2022,2,8089,P2P,97270927
delhi,2022,2,8089,Retail,159256415
delhi,2022,2,8089,Utility,24135356
delhi,2022,3,8090,P2P,114108021
delhi,2022,3,8090,Retail,193226144
delhi,2022,3,8090,Utility,28810329
delhi,2022,4,8091,P2P,121689844
delhi,2022,4,8091,Retail,213906227
delhi,2022,4,8091,Utility,29427236
delhi,2023,1,8092,P2P,134544771
delhi,2023,1,8092,Retail,241528649
delhi,2023,1,8092,Utility,32210985
delhi,2023,2,8093,P2P,150932258
delhi,2023,2,8093,Retail,293401714
delhi,2023,2,8093,Utility,35543813
delhi,2023,3,8094,P2P,166704530
delhi,2023,3,8094,Retail,339588954
delhi,2023,3,8094,Utility,38169781
delhi,2023,4,8095,P2P,184185421
delhi,2023,4,8095,Retail,373762989
delhi,2023,4,8095,Utility,38030327
delhi,2024,1,8096,P2P,196018058
delhi,2024,1,8096,Retail,411667423
delhi,2024,1,8096,Utility,41003547
delhi,2024,2,8097,P2P,219740879
delhi,2024,2,8097,Retail,509081017
delhi,2024,2,8097,Utility,45492460
delhi,2024,3,8098,P2P,242375284
delhi,2024,3,8098,Retail,552938672
delhi,2024,3,8098,Utility,49397556
delhi,2024,4,8099,P2P,261111396
delhi,2024,4,8099,Retail,597843647
delhi,2024,4,8099,Utility,51136394
delhi,2025,1,8100,P2P,270766003
delhi,2025,1,8100,Retail,618162326
delhi,2025,1,8100,Utility,58066232
delhi,2025,2,8101,P2P,270015501
delhi,2025,2,8101,Retail,662259192
delhi,2025,2,8101,Utility,56078668
delhi,2025,3,8102,P2P,293655235
delhi,2025,3,8102,Retail,714113988
delhi,2025,3,8102,Utility,61548053
delhi,2025,4,8103,P2P,299388404
delhi,2025,4,8103,Retail,727159498
delhi,2025,4,8103,Utility,61435469
delhi,2026,1,8104,P2P,296399539
delhi,2026,1,8104,Retail,729639080
delhi,2026,1,8104,Utility,61742114
delhi,2026,2,8105,P2P,306838191
delhi,2026,2,8105,Retail,802878308
delhi,2026,2,8105,Utility,62188327
goa,2018,1,8072,P2P,66717
goa,2018,1,8072,Retail,115688
goa,2018,1,8072,Utility,978
goa,2018,2,8073,Retail,155786
goa,2018,2,8073,Utility,4759
goa,2018,2,8073,P2P,96965
goa,2018,3,8074,P2P,161853
goa,2018,3,8074,Retail,206471
goa,2018,3,8074,Utility,8189
goa,2018,4,8075,P2P,268194
goa,2018,4,8075,Retail,301078
goa,2018,4,8075,Utility,10375
goa,2019,1,8076,P2P,442149
goa,2019,1,8076,Retail,405891
goa,2019,1,8076,Utility,21039
goa,2019,2,8077,Retail,527008
goa,2019,2,8077,Utility,29378
goa,2019,2,8077,P2P,510080
goa,2019,3,8078,P2P,649002
goa,2019,3,8078,Retail,625843
goa,2019,3,8078,Utility,77114
goa,2019,4,8079,P2P,959581
goa,2019,4,8079,Retail,742233
goa,2019,4,8079,Utility,199647
goa,2020,1,8080,P2P,1095516
goa,2020,1,8080,Retail,920792
goa,2020,1,8080,Utility,292336
goa,2020,2,8081,Retail,763049
goa,2020,2,8081,Utility,347749
goa,2020,2,8081,P2P,629488
goa,2020,3,8082,P2P,847145
goa,2020,3,8082,Retail,966368
goa,2020,3,8082,Utility,319592
goa,2020,4,8083,P2P,1695904
goa,2020,4,8083,Retail,1953066
goa,2020,4,8083,Utility,497313
goa,2021,1,8084,P2P,2574988
goa,2021,1,8084,Retail,2615744
goa,2021,1,8084,Utility,978889
goa,2021,2,8085,P2P,2032902
goa,2021,2,8085,Retail,2174178
goa,2021,2,8085,Utility,1136351
goa,2021,3,8086,P2P,2861832
goa,2021,3,8086,Retail,3288618
goa,2021,3,8086,Utility,1267079
goa,2021,4,8087,P2P,4502621
goa,2021,4,8087,Retail,5639629
goa,2021,4,8087,Utility,1323738
goa,2022,1,8088,P2P,5223491
goa,2022,1,8088,Retail,7310623
goa,2022,1,8088,Utility,1394762
goa,2022,2,8089,Retail,8797632
goa,2022,2,8089,Utility,1565643
goa,2022,2,8089,P2P,5658819
goa,2022,3,8090,P2P,6030389
goa,2022,3,8090,Retail,10069731
goa,2022,3,8090,Utility,1681161
goa,2022,4,8091,P2P,7786510
goa,2022,4,8091,Retail,13577360
goa,2022,4,8091,Utility,1856794
goa,2023,1,8092,P2P,8076526
goa,2023,1,8092,Retail,14541027
goa,2023,1,8092,Utility,1908727
goa,2023,2,8093,P2P,8592814
goa,2023,2,8093,Retail,16228200
goa,2023,2,8093,Utility,2043786
goa,2023,3,8094,P2P,8489626
goa,2023,3,8094,Retail,16701945
goa,2023,3,8094,Utility,2057103
goa,2023,4,8095,P2P,10436608
goa,2023,4,8095,Retail,21043935
goa,2023,4,8095,Utility,2163377
goa,2024,1,8096,P2P,10733878
goa,2024,1,8096,Retail,22126561
goa,2024,1,8096,Utility,2285672
goa,2024,2,8097,P2P,10934962
goa,2024,2,8097,Retail,23876060
goa,2024,2,8097,Utility,2371417
goa,2024,3,8098,P2P,10857503
goa,2024,3,8098,Retail,23713527
goa,2024,3,8098,Utility,2395328
goa,2024,4,8099,P2P,13498885
goa,2024,4,8099,Retail,30230530
goa,2024,4,8099,Utility,2589479
goa,2025,1,8100,P2P,14131627
goa,2025,1,8100,Retail,32194383
goa,2025,1,8100,Utility,2867963
goa,2025,2,8101,Retail,30469355
goa,2025,2,8101,Utility,2669494
goa,2025,2,8101,P2P,12632826
goa,2025,3,8102,P2P,12865476
goa,2025,3,8102,Retail,30620188
goa,2025,3,8102,Utility,2665063
goa,2025,4,8103,P2P,14936827
goa,2025,4,8103,Retail,35239184
goa,2025,4,8103,Utility,2775581
goa,2026,1,8104,P2P,15481410
goa,2026,1,8104,Retail,36831929
goa,2026,1,8104,Utility,2855777
goa,2026,2,8105,P2P,14983673
goa,2026,2,8105,Retail,37488228
goa,2026,2,8105,Utility,2736896
gujarat,2018,1,8072,P2P,1830544
gujarat,2018,1,8072,Retail,4636584
gujarat,2018,1,8072,Utility,168384
gujarat,2018,2,8073,P2P,2611334
gujarat,2018,2,8073,Retail,5503458
gujarat,2018,2,8073,Utility,461319
gujarat,2018,3,8074,P2P,5489933
gujarat,2018,3,8074,Retail,6110333
gujarat,2018,3,8074,Utility,641837
gujarat,2018,4,8075,P2P,6833499
gujarat,2018,4,8075,Retail,8704983
gujarat,2018,4,8075,Utility,769597
gujarat,2019,1,8076,P2P,13774066
gujarat,2019,1,8076,Retail,11548425
gujarat,2019,1,8076,Utility,1132735
gujarat,2019,2,8077,P2P,11595434
gujarat,2019,2,8077,Retail,15025058
gujarat,2019,2,8077,Utility,1171086
gujarat,2019,3,8078,P2P,13435353
gujarat,2019,3,8078,Retail,21282425
gujarat,2019,3,8078,Utility,2150621
gujarat,2019,4,8079,P2P,17984643
gujarat,2019,4,8079,Retail,18884739
gujarat,2019,4,8079,Utility,4541135
gujarat,2020,1,8080,P2P,18268400
gujarat,2020,1,8080,Utility,6372515
gujarat,2020,1,8080,Retail,22371270
gujarat,2020,2,8081,P2P,15009269
gujarat,2020,2,8081,Retail,21301458
gujarat,2020,2,8081,Utility,8469098
gujarat,2020,3,8082,P2P,22093055
gujarat,2020,3,8082,Retail,28750957
gujarat,2020,3,8082,Utility,7929243
gujarat,2020,4,8083,P2P,28915624
gujarat,2020,4,8083,Retail,37351915
gujarat,2020,4,8083,Utility,11083263
gujarat,2021,1,8084,P2P,35155051
gujarat,2021,1,8084,Retail,36594813
gujarat,2021,1,8084,Utility,21245003
gujarat,2021,2,8085,P2P,39949396
gujarat,2021,2,8085,Retail,41144828
gujarat,2021,2,8085,Utility,27647135
gujarat,2021,3,8086,P2P,54390293
gujarat,2021,3,8086,Retail,61450401
gujarat,2021,3,8086,Utility,30725112
gujarat,2021,4,8087,P2P,56399845
gujarat,2021,4,8087,Retail,71950994
gujarat,2021,4,8087,Utility,27265731
gujarat,2022,1,8088,P2P,74150580
gujarat,2022,1,8088,Utility,29300212
gujarat,2022,1,8088,Retail,98716618
gujarat,2022,2,8089,P2P,82061815
gujarat,2022,2,8089,Retail,126999953
gujarat,2022,2,8089,Utility,33804215
gujarat,2022,3,8090,P2P,100513268
gujarat,2022,3,8090,Retail,157589389
gujarat,2022,3,8090,Utility,40067690
gujarat,2022,4,8091,P2P,108856133
gujarat,2022,4,8091,Retail,179290320
gujarat,2022,4,8091,Utility,40928065
gujarat,2023,1,8092,P2P,121055664
gujarat,2023,1,8092,Retail,204120466
gujarat,2023,1,8092,Utility,43825872
gujarat,2023,2,8093,P2P,132213776
gujarat,2023,2,8093,Retail,245264196
gujarat,2023,2,8093,Utility,47973734
gujarat,2023,3,8094,P2P,151993907
gujarat,2023,3,8094,Retail,282686065
gujarat,2023,3,8094,Utility,50932042
gujarat,2023,4,8095,P2P,167346113
gujarat,2023,4,8095,Retail,323807182
gujarat,2023,4,8095,Utility,51225825
gujarat,2024,1,8096,P2P,188201304
gujarat,2024,1,8096,Retail,369258483
gujarat,2024,1,8096,Utility,56638527
gujarat,2024,2,8097,P2P,199975569
gujarat,2024,2,8097,Retail,441428904
gujarat,2024,2,8097,Utility,60516982
gujarat,2024,3,8098,P2P,225932859
gujarat,2024,3,8098,Retail,473594132
gujarat,2024,3,8098,Utility,64160595
gujarat,2024,4,8099,P2P,244412869
gujarat,2024,4,8099,Retail,522588190
gujarat,2024,4,8099,Utility,64354451
gujarat,2025,1,8100,P2P,261049938
gujarat,2025,1,8100,Utility,71901303
gujarat,2025,1,8100,Retail,569309965
gujarat,2025,2,8101,P2P,251082446
gujarat,2025,2,8101,Retail,602292300
gujarat,2025,2,8101,Utility,66134130
gujarat,2025,3,8102,P2P,289978000
gujarat,2025,3,8102,Retail,684049224
gujarat,2025,3,8102,Utility,71326567
gujarat,2025,4,8103,P2P,305349338
gujarat,2025,4,8103,Retail,672395110
gujarat,2025,4,8103,Utility,70450414
gujarat,2026,1,8104,P2P,333335610
gujarat,2026,1,8104,Utility,73998228
gujarat,2026,1,8104,Retail,720203459
gujarat,2026,2,8105,P2P,330324037
gujarat,2026,2,8105,Retail,757197417
gujarat,2026,2,8105,Utility,70381232
haryana,2018,1,8072,Retail,3258301
haryana,2018,1,8072,P2P,1735441
haryana,2018,1,8072,Utility,50655
haryana,2018,2,8073,P2P,2579978
haryana,2018,2,8073,Retail,4054740
haryana,2018,2,8073,Utility,232435
haryana,2018,3,8074,P2P,3891786
haryana,2018,3,8074,Retail,4806047
haryana,2018,3,8074,Utility,337486
haryana,2018,4,8075,P2P,6368684
haryana,2018,4,8075,Retail,7602117
haryana,2018,4,8075,Utility,555261
haryana,2019,1,8076,Retail,10298565
haryana,2019,1,8076,P2P,14454322
haryana,2019,1,8076,Utility,883953
haryana,2019,2,8077,P2P,12805219
haryana,2019,2,8077,Retail,14367720
