state,district,year,quarter,period_id,registered_merchants
gujarat,panchmahals,2020,4,8083,5313
gujarat,panchmahals,2021,1,8084,7222
gujarat,panchmahals,2021,2,8085,8244
gujarat,panchmahals,2021,3,8086,9581
gujarat,panchmahals,2021,4,8087,12449
gujarat,panchmahals,2022,1,8088,14769
gujarat,panchmahals,2022,2,8089,15823
gujarat,panchmahals,2022,3,8090,17024
gujarat,panchmahals,2022,4,8091,18513
gujarat,panchmahals,2023,1,8092,18578
gujarat,panchmahals,2023,2,8093,18785
gujarat,panchmahals,2023,3,8094,19079
gujarat,panchmahals,2023,4,8095,19448
gujarat,panchmahals,2024,1,8096,20091
gujarat,panchmahals,2024,2,8097,20690
gujarat,panchmahals,2024,3,8098,21369
gujarat,panchmahals,2024,4,8099,22050
gujarat,panchmahals,2025,1,8100,22645
gujarat,panchmahals,2025,2,8101,23429
gujarat,panchmahals,2025,3,8102,24270
gujarat,panchmahals,2025,4,8103,25162
gujarat,panchmahals,2026,1,8104,25880
gujarat,panchmahals,2026,2,8105,26426
gujarat,patan,2018,4,8075,7
gujarat,patan,2019,1,8076,256
gujarat,patan,2019,2,8077,2539
gujarat,patan,2019,3,8078,5034
gujarat,patan,2019,4,8079,6148
gujarat,patan,2020,1,8080,7173
gujarat,patan,2020,2,8081,7913
gujarat,patan,2020,3,8082,9420
gujarat,patan,2020,4,8083,12330
gujarat,patan,2021,1,8084,14558
gujarat,patan,2021,2,8085,15679
gujarat,patan,2021,3,8086,17340
gujarat,patan,2021,4,8087,18972
gujarat,patan,2022,1,8088,21408
gujarat,patan,2022,2,8089,22658
gujarat,patan,2022,3,8090,23853
gujarat,patan,2022,4,8091,24965
gujarat,patan,2023,1,8092,25222
gujarat,patan,2023,2,8093,25818
gujarat,patan,2023,3,8094,26485
gujarat,patan,2023,4,8095,27160
gujarat,patan,2024,1,8096,29236
gujarat,patan,2024,2,8097,31254
gujarat,patan,2024,3,8098,33197
gujarat,patan,2024,4,8099,35264
gujarat,patan,2025,1,8100,36789
gujarat,patan,2025,2,8101,38328
gujarat,patan,2025,3,8102,39936
gujarat,patan,2025,4,8103,41610
gujarat,patan,2026,1,8104,42375
gujarat,patan,2026,2,8105,43133
gujarat,porbandar,2019,1,8076,29
gujarat,porbandar,2019,2,8077,151
gujarat,porbandar,2019,3,8078,593
gujarat,porbandar,2019,4,8079,795
gujarat,porbandar,2020,1,8080,1045
gujarat,porbandar,2020,2,8081,1181
gujarat,porbandar,2020,3,8082,1569
gujarat,porbandar,2020,4,8083,2233
gujarat,porbandar,2021,1,8084,2658
gujarat,porbandar,2021,2,8085,2907
gujarat,porbandar,2021,3,8086,3129
gujarat,porbandar,2021,4,8087,3462
gujarat,porbandar,2022,1,8088,4061
gujarat,porbandar,2022,2,8089,4721
gujarat,porbandar,2022,3,8090,4895
gujarat,porbandar,2022,4,8091,5071
gujarat,porbandar,2023,1,8092,4899
gujarat,porbandar,2023,2,8093,4891
gujarat,porbandar,2023,3,8094,4896
gujarat,porbandar,2023,4,8095,5137
gujarat,porbandar,2024,1,8096,5706
gujarat,porbandar,2024,2,8097,6356
gujarat,porbandar,2024,3,8098,6908
gujarat,porbandar,2024,4,8099,7499
gujarat,porbandar,2025,1,8100,8055
gujarat,porbandar,2025,2,8101,8506
gujarat,porbandar,2025,3,8102,8916
gujarat,porbandar,2025,4,8103,9454
gujarat,porbandar,2026,1,8104,9732
gujarat,porbandar,2026,2,8105,10103
gujarat,rajkot,2018,4,8075,20
gujarat,rajkot,2019,1,8076,418
gujarat,rajkot,2019,2,8077,5224
gujarat,rajkot,2019,3,8078,18610
gujarat,rajkot,2019,4,8079,27067
gujarat,rajkot,2020,1,8080,33581
gujarat,rajkot,2020,2,8081,36142
gujarat,rajkot,2020,3,8082,45616
gujarat,rajkot,2020,4,8083,55767
gujarat,rajkot,2021,1,8084,65010
gujarat,rajkot,2021,2,8085,70098
gujarat,rajkot,2021,3,8086,76435
gujarat,rajkot,2021,4,8087,81875
gujarat,rajkot,2022,1,8088,88520
gujarat,rajkot,2022,2,8089,94158
gujarat,rajkot,2022,3,8090,98739
gujarat,rajkot,2022,4,8091,101431
gujarat,rajkot,2023,1,8092,94973
gujarat,rajkot,2023,2,8093,95966
gujarat,rajkot,2023,3,8094,96952
gujarat,rajkot,2023,4,8095,97713
gujarat,rajkot,2024,1,8096,99637
gujarat,rajkot,2024,2,8097,101810
gujarat,rajkot,2024,3,8098,103675
gujarat,rajkot,2024,4,8099,105601
gujarat,rajkot,2025,1,8100,107207
gujarat,rajkot,2025,2,8101,108859
gujarat,rajkot,2025,3,8102,110439
gujarat,rajkot,2025,4,8103,112131
gujarat,rajkot,2026,1,8104,113669
gujarat,rajkot,2026,2,8105,115528
gujarat,sabarkantha,2018,1,8072,2
gujarat,sabarkantha,2018,2,8073,2
gujarat,sabarkantha,2018,3,8074,1
gujarat,sabarkantha,2018,4,8075,10
gujarat,sabarkantha,2019,1,8076,266
gujarat,sabarkantha,2019,2,8077,1289
gujarat,sabarkantha,2019,3,8078,3857
gujarat,sabarkantha,2019,4,8079,5356
gujarat,sabarkantha,2020,1,8080,6345
gujarat,sabarkantha,2020,2,8081,6855
gujarat,sabarkantha,2020,3,8082,8345
gujarat,sabarkantha,2020,4,8083,10951
gujarat,sabarkantha,2021,1,8084,13386
gujarat,sabarkantha,2021,2,8085,15147
gujarat,sabarkantha,2021,3,8086,16817
gujarat,sabarkantha,2021,4,8087,18495
gujarat,sabarkantha,2022,1,8088,21628
gujarat,sabarkantha,2022,2,8089,22953
gujarat,sabarkantha,2022,3,8090,23491
gujarat,sabarkantha,2022,4,8091,23864
gujarat,sabarkantha,2023,1,8092,23516
gujarat,sabarkantha,2023,2,8093,23849
gujarat,sabarkantha,2023,3,8094,24632
gujarat,sabarkantha,2023,4,8095,25569
gujarat,sabarkantha,2024,1,8096,26513
gujarat,sabarkantha,2024,2,8097,27281
gujarat,sabarkantha,2024,3,8098,28141
gujarat,sabarkantha,2024,4,8099,28746
gujarat,sabarkantha,2025,1,8100,29220
gujarat,sabarkantha,2025,2,8101,29816
gujarat,sabarkantha,2025,3,8102,30363
gujarat,sabarkantha,2025,4,8103,30923
gujarat,sabarkantha,2026,1,8104,31459
gujarat,sabarkantha,2026,2,8105,31827
gujarat,surat,2018,1,8072,3
gujarat,surat,2018,2,8073,5
gujarat,surat,2018,3,8074,32
gujarat,surat,2018,4,8075,186
gujarat,surat,2019,1,8076,16959
gujarat,surat,2019,2,8077,62389
gujarat,surat,2019,3,8078,94184
gujarat,surat,2019,4,8079,114874
gujarat,surat,2020,1,8080,132543
gujarat,surat,2020,2,8081,141617
gujarat,surat,2020,3,8082,165766
gujarat,surat,2020,4,8083,190000
gujarat,surat,2021,1,8084,212290
gujarat,surat,2021,2,8085,226454
gujarat,surat,2021,3,8086,241587
gujarat,surat,2021,4,8087,251676
gujarat,surat,2022,1,8088,272139
gujarat,surat,2022,2,8089,287168
gujarat,surat,2022,3,8090,297050
gujarat,surat,2022,4,8091,304940
gujarat,surat,2023,1,8092,295474
gujarat,surat,2023,2,8093,299436
gujarat,surat,2023,3,8094,304486
gujarat,surat,2023,4,8095,310659
gujarat,surat,2024,1,8096,322859
gujarat,surat,2024,2,8097,333198
gujarat,surat,2024,3,8098,343858
gujarat,surat,2024,4,8099,353677
gujarat,surat,2025,1,8100,362798
gujarat,surat,2025,2,8101,370207
gujarat,surat,2025,3,8102,376879
gujarat,surat,2025,4,8103,383862
gujarat,surat,2026,1,8104,390252
gujarat,surat,2026,2,8105,396519
gujarat,surendranagar,2018,3,8074,1
gujarat,surendranagar,2018,4,8075,3
gujarat,surendranagar,2019,1,8076,109
gujarat,surendranagar,2019,2,8077,531
gujarat,surendranagar,2019,3,8078,1701
gujarat,surendranagar,2019,4,8079,2258
gujarat,surendranagar,2020,1,8080,2814
gujarat,surendranagar,2020,2,8081,2984
gujarat,surendranagar,2020,3,8082,3672
gujarat,surendranagar,2020,4,8083,5485
gujarat,surendranagar,2021,1,8084,7784
gujarat,surendranagar,2021,2,8085,9068
gujarat,surendranagar,2021,3,8086,10382
gujarat,surendranagar,2021,4,8087,10295
gujarat,surendranagar,2022,1,8088,11121
gujarat,surendranagar,2022,2,8089,11973
gujarat,surendranagar,2022,3,8090,12860
gujarat,surendranagar,2022,4,8091,13701
gujarat,surendranagar,2023,1,8092,12598
gujarat,surendranagar,2023,2,8093,12699
gujarat,surendranagar,2023,3,8094,12964
gujarat,surendranagar,2023,4,8095,13577
gujarat,surendranagar,2024,1,8096,14662
gujarat,surendranagar,2024,2,8097,15403
gujarat,surendranagar,2024,3,8098,16275
gujarat,surendranagar,2024,4,8099,16831
gujarat,surendranagar,2025,1,8100,17183
gujarat,surendranagar,2025,2,8101,17796
gujarat,surendranagar,2025,3,8102,18432
gujarat,surendranagar,2025,4,8103,19268
gujarat,surendranagar,2026,1,8104,20010
gujarat,surendranagar,2026,2,8105,20845
gujarat,tapi,2018,2,8073,1
gujarat,tapi,2018,3,8074,1
gujarat,tapi,2018,4,8075,3
gujarat,tapi,2019,1,8076,22
gujarat,tapi,2019,2,8077,70
gujarat,tapi,2019,3,8078,605
gujarat,tapi,2019,4,8079,758
gujarat,tapi,2020,1,8080,891
gujarat,tapi,2020,2,8081,915
gujarat,tapi,2020,3,8082,993
gujarat,tapi,2020,4,8083,1399
gujarat,tapi,2021,1,8084,2092
gujarat,tapi,2021,2,8085,2386
gujarat,tapi,2021,3,8086,2898
gujarat,tapi,2021,4,8087,3983
gujarat,tapi,2022,1,8088,4929
gujarat,tapi,2022,2,8089,5420
gujarat,tapi,2022,3,8090,5721
gujarat,tapi,2022,4,8091,6232
gujarat,tapi,2023,1,8092,6614
gujarat,tapi,2023,2,8093,6812
gujarat,tapi,2023,3,8094,7124
gujarat,tapi,2023,4,8095,7441
gujarat,tapi,2024,1,8096,7798
gujarat,tapi,2024,2,8097,8054
gujarat,tapi,2024,3,8098,8322
gujarat,tapi,2024,4,8099,8605
gujarat,tapi,2025,1,8100,8815
gujarat,tapi,2025,2,8101,8967
gujarat,tapi,2025,3,8102,9099
gujarat,tapi,2025,4,8103,9319
gujarat,tapi,2026,1,8104,9435
gujarat,tapi,2026,2,8105,9584
gujarat,vadodara,2018,1,8072,4
gujarat,vadodara,2018,2,8073,8
gujarat,vadodara,2018,3,8074,33
gujarat,vadodara,2018,4,8075,70
gujarat,vadodara,2019,1,8076,666
gujarat,vadodara,2019,2,8077,13467
gujarat,vadodara,2019,3,8078,30784
gujarat,vadodara,2019,4,8079,40165
gujarat,vadodara,2020,1,8080,48876
gujarat,vadodara,2020,2,8081,52827
gujarat,vadodara,2020,3,8082,63556
gujarat,vadodara,2020,4,8083,73186
gujarat,vadodara,2021,1,8084,82145
gujarat,vadodara,2021,2,8085,87632
gujarat,vadodara,2021,3,8086,95145
gujarat,vadodara,2021,4,8087,102555
gujarat,vadodara,2022,1,8088,109750
gujarat,vadodara,2022,2,8089,115877
gujarat,vadodara,2022,3,8090,119963
gujarat,vadodara,2022,4,8091,122022
gujarat,vadodara,2023,1,8092,119161
gujarat,vadodara,2023,2,8093,119807
gujarat,vadodara,2023,3,8094,121346
gujarat,vadodara,2023,4,8095,124516
gujarat,vadodara,2024,1,8096,128721
gujarat,vadodara,2024,2,8097,131966
gujarat,vadodara,2024,3,8098,134417
gujarat,vadodara,2024,4,8099,136722
gujarat,vadodara,2025,1,8100,138980
gujarat,vadodara,2025,2,8101,141174
gujarat,vadodara,2025,3,8102,143039
gujarat,vadodara,2025,4,8103,145213
gujarat,vadodara,2026,1,8104,147486
gujarat,vadodara,2026,2,8105,149674
gujarat,valsad,2018,1,8072,1
gujarat,valsad,2018,2,8073,5
gujarat,valsad,2018,3,8074,14
gujarat,valsad,2018,4,8075,67
gujarat,valsad,2019,1,8076,701
gujarat,valsad,2019,2,8077,2277
gujarat,valsad,2019,3,8078,4105
gujarat,valsad,2019,4,8079,5920
gujarat,valsad,2020,1,8080,7859
gujarat,valsad,2020,2,8081,9175
gujarat,valsad,2020,3,8082,12162
gujarat,valsad,2020,4,8083,15342
gujarat,valsad,2021,1,8084,18337
gujarat,valsad,2021,2,8085,19578
gujarat,valsad,2021,3,8086,21873
gujarat,valsad,2021,4,8087,24239
gujarat,valsad,2022,1,8088,26570
gujarat,valsad,2022,2,8089,28435
gujarat,valsad,2022,3,8090,29809
gujarat,valsad,2022,4,8091,30943
gujarat,valsad,2023,1,8092,29864
gujarat,valsad,2023,2,8093,30385
gujarat,valsad,2023,3,8094,32028
gujarat,valsad,2023,4,8095,34001
gujarat,valsad,2024,1,8096,36380
gujarat,valsad,2024,2,8097,38691
gujarat,valsad,2024,3,8098,40903
gujarat,valsad,2024,4,8099,42850
gujarat,valsad,2025,1,8100,44403
gujarat,valsad,2025,2,8101,45647
gujarat,valsad,2025,3,8102,47252
gujarat,valsad,2025,4,8103,49092
gujarat,valsad,2026,1,8104,50852
gujarat,valsad,2026,2,8105,52222
gujarat,vav tharad,2018,3,8074,2
gujarat,vav tharad,2018,4,8075,4
gujarat,vav tharad,2019,1,8076,138
gujarat,vav tharad,2019,2,8077,512
gujarat,vav tharad,2019,3,8078,804
gujarat,vav tharad,2019,4,8079,1006
gujarat,vav tharad,2020,1,8080,1270
gujarat,vav tharad,2020,2,8081,1487
gujarat,vav tharad,2020,3,8082,1760
gujarat,vav tharad,2020,4,8083,3909
gujarat,vav tharad,2021,1,8084,6752
gujarat,vav tharad,2021,2,8085,8481
gujarat,vav tharad,2021,3,8086,10521
gujarat,vav tharad,2021,4,8087,12589
gujarat,vav tharad,2022,1,8088,15397
gujarat,vav tharad,2022,2,8089,17181
gujarat,vav tharad,2022,3,8090,18847
gujarat,vav tharad,2022,4,8091,19809
gujarat,vav tharad,2023,1,8092,20138
gujarat,vav tharad,2023,2,8093,20658
gujarat,vav tharad,2023,3,8094,21195
gujarat,vav tharad,2023,4,8095,22318
gujarat,vav tharad,2024,1,8096,23809
gujarat,vav tharad,2024,2,8097,25861
gujarat,vav tharad,2024,3,8098,28134
gujarat,vav tharad,2024,4,8099,30283
gujarat,vav tharad,2025,1,8100,32230
gujarat,vav tharad,2025,2,8101,33696
gujarat,vav tharad,2025,3,8102,35236
gujarat,vav tharad,2025,4,8103,37002
gujarat,vav tharad,2026,1,8104,38177
gujarat,vav tharad,2026,2,8105,39215
haryana,ambala,2018,1,8072,2
haryana,ambala,2018,2,8073,2
haryana,ambala,2018,3,8074,1
haryana,ambala,2018,4,8075,4
haryana,ambala,2019,1,8076,1250
haryana,ambala,2019,2,8077,4290
haryana,ambala,2019,3,8078,5886
haryana,ambala,2019,4,8079,7294
haryana,ambala,2020,1,8080,8180
haryana,ambala,2020,2,8081,8736
haryana,ambala,2020,3,8082,10483
haryana,ambala,2020,4,8083,12578
haryana,ambala,2021,1,8084,15011
haryana,ambala,2021,2,8085,17605
haryana,ambala,2021,3,8086,20101
haryana,ambala,2021,4,8087,23283
haryana,ambala,2022,1,8088,26168
haryana,ambala,2022,2,8089,28835
haryana,ambala,2022,3,8090,31054
haryana,ambala,2022,4,8091,33612
haryana,ambala,2023,1,8092,34419
haryana,ambala,2023,2,8093,35649
haryana,ambala,2023,3,8094,37224
haryana,ambala,2023,4,8095,38519
haryana,ambala,2024,1,8096,39324
haryana,ambala,2024,2,8097,40663
haryana,ambala,2024,3,8098,42163
haryana,ambala,2024,4,8099,43825
haryana,ambala,2025,1,8100,45083
haryana,ambala,2025,2,8101,46420
haryana,ambala,2025,3,8102,47845
haryana,ambala,2025,4,8103,49038
haryana,ambala,2026,1,8104,49552
haryana,ambala,2026,2,8105,50067
haryana,bhiwani,2018,3,8074,2
haryana,bhiwani,2018,4,8075,10
haryana,bhiwani,2019,1,8076,184
haryana,bhiwani,2019,2,8077,1211
haryana,bhiwani,2019,3,8078,1712
haryana,bhiwani,2019,4,8079,2409
haryana,bhiwani,2020,1,8080,2968
haryana,bhiwani,2020,2,8081,3184
haryana,bhiwani,2020,3,8082,4854
haryana,bhiwani,2020,4,8083,8183
haryana,bhiwani,2021,1,8084,11059
haryana,bhiwani,2021,2,8085,13130
haryana,bhiwani,2021,3,8086,15458
haryana,bhiwani,2021,4,8087,17286
haryana,bhiwani,2022,1,8088,19879
haryana,bhiwani,2022,2,8089,21741
haryana,bhiwani,2022,3,8090,23933
haryana,bhiwani,2022,4,8091,26275
haryana,bhiwani,2023,1,8092,26926
haryana,bhiwani,2023,2,8093,27492
haryana,bhiwani,2023,3,8094,28318
haryana,bhiwani,2023,4,8095,29004
haryana,bhiwani,2024,1,8096,29809
haryana,bhiwani,2024,2,8097,31257
haryana,bhiwani,2024,3,8098,32550
haryana,bhiwani,2024,4,8099,34170
haryana,bhiwani,2025,1,8100,35135
haryana,bhiwani,2025,2,8101,35764
haryana,bhiwani,2025,3,8102,36338
haryana,bhiwani,2025,4,8103,37269
haryana,bhiwani,2026,1,8104,38078
haryana,bhiwani,2026,2,8105,39027
haryana,charkhi dadri,2018,3,8074,2
haryana,charkhi dadri,2018,4,8075,4
haryana,charkhi dadri,2019,1,8076,85
haryana,charkhi dadri,2019,2,8077,829
haryana,charkhi dadri,2019,3,8078,1427
haryana,charkhi dadri,2019,4,8079,1828
haryana,charkhi dadri,2020,1,8080,2017
haryana,charkhi dadri,2020,2,8081,2179
haryana,charkhi dadri,2020,3,8082,2679
haryana,charkhi dadri,2020,4,8083,3981
haryana,charkhi dadri,2021,1,8084,4876
haryana,charkhi dadri,2021,2,8085,5531
haryana,charkhi dadri,2021,3,8086,6289
haryana,charkhi dadri,2021,4,8087,6460
haryana,charkhi dadri,2022,1,8088,7375
haryana,charkhi dadri,2022,2,8089,8080
haryana,charkhi dadri,2022,3,8090,8891
haryana,charkhi dadri,2022,4,8091,9288
haryana,charkhi dadri,2023,1,8092,8896
haryana,charkhi dadri,2023,2,8093,9028
haryana,charkhi dadri,2023,3,8094,9279
haryana,charkhi dadri,2023,4,8095,9487
haryana,charkhi dadri,2024,1,8096,9594
haryana,charkhi dadri,2024,2,8097,10102
haryana,charkhi dadri,2024,3,8098,10686
haryana,charkhi dadri,2024,4,8099,11082
haryana,charkhi dadri,2025,1,8100,11443
haryana,charkhi dadri,2025,2,8101,11781
haryana,charkhi dadri,2025,3,8102,11957
haryana,charkhi dadri,2025,4,8103,12200
haryana,charkhi dadri,2026,1,8104,12381
haryana,charkhi dadri,2026,2,8105,12773
haryana,faridabad,2018,2,8073,60
haryana,faridabad,2018,3,8074,2460
haryana,faridabad,2018,4,8075,17670
haryana,faridabad,2019,1,8076,51198
haryana,faridabad,2019,2,8077,69588
haryana,faridabad,2019,3,8078,90403
haryana,faridabad,2019,4,8079,105503
haryana,faridabad,2020,1,8080,122926
haryana,faridabad,2020,2,8081,131499
haryana,faridabad,2020,3,8082,157465
haryana,faridabad,2020,4,8083,177065
haryana,faridabad,2021,1,8084,194089
haryana,faridabad,2021,2,8085,201873
haryana,faridabad,2021,3,8086,212671
haryana,faridabad,2021,4,8087,218334
haryana,faridabad,2022,1,8088,232253
haryana,faridabad,2022,2,8089,241584
haryana,faridabad,2022,3,8090,246906
haryana,faridabad,2022,4,8091,252486
haryana,faridabad,2023,1,8092,235077
haryana,faridabad,2023,2,8093,236878
haryana,faridabad,2023,3,8094,240916
haryana,faridabad,2023,4,8095,245539
haryana,faridabad,2024,1,8096,250878
haryana,faridabad,2024,2,8097,256586
haryana,faridabad,2024,3,8098,260967
haryana,faridabad,2024,4,8099,266039
haryana,faridabad,2025,1,8100,270841
haryana,faridabad,2025,2,8101,275580
haryana,faridabad,2025,3,8102,280533
haryana,faridabad,2025,4,8103,287474
haryana,faridabad,2026,1,8104,291865
haryana,faridabad,2026,2,8105,296168
haryana,fatehabad,2018,4,8075,7
haryana,fatehabad,2019,1,8076,168
haryana,fatehabad,2019,2,8077,567
haryana,fatehabad,2019,3,8078,1461
haryana,fatehabad,2019,4,8079,2561
haryana,fatehabad,2020,1,8080,3242
haryana,fatehabad,2020,2,8081,3652
haryana,fatehabad,2020,3,8082,4608
haryana,fatehabad,2020,4,8083,6907
haryana,fatehabad,2021,1,8084,8547
haryana,fatehabad,2021,2,8085,10326
haryana,fatehabad,2021,3,8086,12103
haryana,fatehabad,2021,4,8087,13211
haryana,fatehabad,2022,1,8088,15802
haryana,fatehabad,2022,2,8089,18306
haryana,fatehabad,2022,3,8090,20110
haryana,fatehabad,2022,4,8091,22064
haryana,fatehabad,2023,1,8092,22728
haryana,fatehabad,2023,2,8093,24188
haryana,fatehabad,2023,3,8094,25257
haryana,fatehabad,2023,4,8095,25839
haryana,fatehabad,2024,1,8096,26451
haryana,fatehabad,2024,2,8097,27606
haryana,fatehabad,2024,3,8098,28661
haryana,fatehabad,2024,4,8099,29662
haryana,fatehabad,2025,1,8100,30653
haryana,fatehabad,2025,2,8101,31627
haryana,fatehabad,2025,3,8102,32505
haryana,fatehabad,2025,4,8103,33241
haryana,fatehabad,2026,1,8104,33886
haryana,fatehabad,2026,2,8105,34883
haryana,gurugram,2018,1,8072,2
haryana,gurugram,2018,2,8073,98
haryana,gurugram,2018,3,8074,1386
haryana,gurugram,2018,4,8075,10094
haryana,gurugram,2019,1,8076,41564
haryana,gurugram,2019,2,8077,54597
haryana,gurugram,2019,3,8078,69656
haryana,gurugram,2019,4,8079,83259
haryana,gurugram,2020,1,8080,99485
haryana,gurugram,2020,2,8081,106473
haryana,gurugram,2020,3,8082,130518
haryana,gurugram,2020,4,8083,154145
haryana,gurugram,2021,1,8084,172259
haryana,gurugram,2021,2,8085,180611
haryana,gurugram,2021,3,8086,194419
haryana,gurugram,2021,4,8087,209936
haryana,gurugram,2022,1,8088,227969
haryana,gurugram,2022,2,8089,242513
haryana,gurugram,2022,3,8090,252869
haryana,gurugram,2022,4,8091,260927
haryana,gurugram,2023,1,8092,249776
haryana,gurugram,2023,2,8093,253925
haryana,gurugram,2023,3,8094,263182
haryana,gurugram,2023,4,8095,269876
haryana,gurugram,2024,1,8096,282683
haryana,gurugram,2024,2,8097,293338
haryana,gurugram,2024,3,8098,301109
haryana,gurugram,2024,4,8099,308411
haryana,gurugram,2025,1,8100,315849
haryana,gurugram,2025,2,8101,323210
haryana,gurugram,2025,3,8102,331902
haryana,gurugram,2025,4,8103,343617
haryana,gurugram,2026,1,8104,350327
haryana,gurugram,2026,2,8105,357594
haryana,hisar,2018,3,8074,3
haryana,hisar,2018,4,8075,43
haryana,hisar,2019,1,8076,1998
haryana,hisar,2019,2,8077,5442
haryana,hisar,2019,3,8078,8459
haryana,hisar,2019,4,8079,11181
haryana,hisar,2020,1,8080,13631
haryana,hisar,2020,2,8081,14915
haryana,hisar,2020,3,8082,19801
haryana,hisar,2020,4,8083,26738
haryana,hisar,2021,1,8084,32228
haryana,hisar,2021,2,8085,36885
haryana,hisar,2021,3,8086,41409
haryana,hisar,2021,4,8087,44981
haryana,hisar,2022,1,8088,51187
haryana,hisar,2022,2,8089,56169
haryana,hisar,2022,3,8090,60840
haryana,hisar,2022,4,8091,65584
haryana,hisar,2023,1,8092,65030
haryana,hisar,2023,2,8093,66763
haryana,hisar,2023,3,8094,70483
haryana,hisar,2023,4,8095,73132
haryana,hisar,2024,1,8096,74746
haryana,hisar,2024,2,8097,77198
haryana,hisar,2024,3,8098,80004
haryana,hisar,2024,4,8099,83828
haryana,hisar,2025,1,8100,86833
haryana,hisar,2025,2,8101,89344
haryana,hisar,2025,3,8102,91581
haryana,hisar,2025,4,8103,94156
haryana,hisar,2026,1,8104,95444
haryana,hisar,2026,2,8105,97843
haryana,jhajjar,2018,2,8073,6
haryana,jhajjar,2018,3,8074,8
haryana,jhajjar,2018,4,8075,124
haryana,jhajjar,2019,1,8076,1972
haryana,jhajjar,2019,2,8077,3547
haryana,jhajjar,2019,3,8078,4689
haryana,jhajjar,2019,4,8079,5710
haryana,jhajjar,2020,1,8080,7123
haryana,jhajjar,2020,2,8081,7722
haryana,jhajjar,2020,3,8082,10079
haryana,jhajjar,2020,4,8083,12274
haryana,jhajjar,2021,1,8084,14420
haryana,jhajjar,2021,2,8085,15536
haryana,jhajjar,2021,3,8086,18159
haryana,jhajjar,2021,4,8087,21019
haryana,jhajjar,2022,1,8088,23371
haryana,jhajjar,2022,2,8089,25575
haryana,jhajjar,2022,3,8090,27050
haryana,jhajjar,2022,4,8091,28458
haryana,jhajjar,2023,1,8092,27968
haryana,jhajjar,2023,2,8093,28330
haryana,jhajjar,2023,3,8094,28898
haryana,jhajjar,2023,4,8095,29244
haryana,jhajjar,2024,1,8096,29827
haryana,jhajjar,2024,2,8097,31029
haryana,jhajjar,2024,3,8098,32288
haryana,jhajjar,2024,4,8099,33224
haryana,jhajjar,2025,1,8100,34001
haryana,jhajjar,2025,2,8101,34717
haryana,jhajjar,2025,3,8102,35341
haryana,jhajjar,2025,4,8103,36116
haryana,jhajjar,2026,1,8104,36672
haryana,jhajjar,2026,2,8105,37642
haryana,jind,2018,3,8074,4
haryana,jind,2018,4,8075,12
haryana,jind,2019,1,8076,159
haryana,jind,2019,2,8077,713
haryana,jind,2019,3,8078,1104
haryana,jind,2019,4,8079,2036
haryana,jind,2020,1,8080,2514
haryana,jind,2020,2,8081,2655
haryana,jind,2020,3,8082,3912
haryana,jind,2020,4,8083,5794
haryana,jind,2021,1,8084,7829
haryana,jind,2021,2,8085,10578
haryana,jind,2021,3,8086,13048
haryana,jind,2021,4,8087,17149
haryana,jind,2022,1,8088,21411
haryana,jind,2022,2,8089,24712
haryana,jind,2022,3,8090,27625
haryana,jind,2022,4,8091,30413
haryana,jind,2023,1,8092,31938
haryana,jind,2023,2,8093,33473
haryana,jind,2023,3,8094,35380
haryana,jind,2023,4,8095,37017
haryana,jind,2024,1,8096,38377
haryana,jind,2024,2,8097,40391
haryana,jind,2024,3,8098,41824
haryana,jind,2024,4,8099,43638
haryana,jind,2025,1,8100,45256
haryana,jind,2025,2,8101,46677
haryana,jind,2025,3,8102,47973
haryana,jind,2025,4,8103,49568
haryana,jind,2026,1,8104,50926
haryana,jind,2026,2,8105,52148
haryana,kaithal,2018,3,8074,1
haryana,kaithal,2018,4,8075,2
haryana,kaithal,2019,1,8076,208
haryana,kaithal,2019,2,8077,1083
haryana,kaithal,2019,3,8078,1951
haryana,kaithal,2019,4,8079,2953
haryana,kaithal,2020,1,8080,3540
haryana,kaithal,2020,2,8081,3729
haryana,kaithal,2020,3,8082,4902
haryana,kaithal,2020,4,8083,7430
haryana,kaithal,2021,1,8084,9609
haryana,kaithal,2021,2,8085,12166
haryana,kaithal,2021,3,8086,16639
haryana,kaithal,2021,4,8087,20490
haryana,kaithal,2022,1,8088,25074
haryana,kaithal,2022,2,8089,28523
haryana,kaithal,2022,3,8090,32051
haryana,kaithal,2022,4,8091,35374
haryana,kaithal,2023,1,8092,36492
haryana,kaithal,2023,2,8093,38040
haryana,kaithal,2023,3,8094,39972
haryana,kaithal,2023,4,8095,41192
haryana,kaithal,2024,1,8096,42143
haryana,kaithal,2024,2,8097,44155
haryana,kaithal,2024,3,8098,45929
haryana,kaithal,2024,4,8099,47769
haryana,kaithal,2025,1,8100,49266
haryana,kaithal,2025,2,8101,50832
haryana,kaithal,2025,3,8102,52216
haryana,kaithal,2025,4,8103,53518
haryana,kaithal,2026,1,8104,54313
haryana,kaithal,2026,2,8105,55360
haryana,karnal,2018,3,8074,3
haryana,karnal,2018,4,8075,8
haryana,karnal,2019,1,8076,420
haryana,karnal,2019,2,8077,4704
haryana,karnal,2019,3,8078,6821
haryana,karnal,2019,4,8079,8170
haryana,karnal,2020,1,8080,9159
haryana,karnal,2020,2,8081,9595
haryana,karnal,2020,3,8082,10919
haryana,karnal,2020,4,8083,14490
haryana,karnal,2021,1,8084,18115
haryana,karnal,2021,2,8085,21272
