state,district,year,quarter,period_id,registered_merchants
mizoram,saitual,2026,2,8105,314
mizoram,serchhip,2019,1,8076,2
mizoram,serchhip,2019,2,8077,2
mizoram,serchhip,2019,3,8078,3
mizoram,serchhip,2019,4,8079,3
mizoram,serchhip,2020,1,8080,3
mizoram,serchhip,2020,2,8081,3
mizoram,serchhip,2020,3,8082,3
mizoram,serchhip,2020,4,8083,3
mizoram,serchhip,2021,1,8084,4
mizoram,serchhip,2021,2,8085,5
mizoram,serchhip,2021,3,8086,5
mizoram,serchhip,2021,4,8087,5
mizoram,serchhip,2022,1,8088,7
mizoram,serchhip,2022,2,8089,7
mizoram,serchhip,2022,3,8090,13
mizoram,serchhip,2022,4,8091,20
mizoram,serchhip,2023,1,8092,74
mizoram,serchhip,2023,2,8093,125
mizoram,serchhip,2023,3,8094,156
mizoram,serchhip,2023,4,8095,177
mizoram,serchhip,2024,1,8096,246
mizoram,serchhip,2024,2,8097,357
mizoram,serchhip,2024,3,8098,514
mizoram,serchhip,2024,4,8099,602
mizoram,serchhip,2025,1,8100,659
mizoram,serchhip,2025,2,8101,698
mizoram,serchhip,2025,3,8102,777
mizoram,serchhip,2025,4,8103,848
mizoram,serchhip,2026,1,8104,965
mizoram,serchhip,2026,2,8105,1047
mizoram,siaha,2019,4,8079,1
mizoram,siaha,2020,1,8080,3
mizoram,siaha,2020,2,8081,3
mizoram,siaha,2020,3,8082,3
mizoram,siaha,2020,4,8083,3
mizoram,siaha,2021,1,8084,4
mizoram,siaha,2021,2,8085,5
mizoram,siaha,2021,3,8086,5
mizoram,siaha,2021,4,8087,7
mizoram,siaha,2022,1,8088,9
mizoram,siaha,2022,2,8089,10
mizoram,siaha,2022,3,8090,11
mizoram,siaha,2022,4,8091,12
mizoram,siaha,2023,1,8092,12
mizoram,siaha,2023,2,8093,13
mizoram,siaha,2023,3,8094,14
mizoram,siaha,2023,4,8095,15
mizoram,siaha,2024,1,8096,16
mizoram,siaha,2024,2,8097,133
mizoram,siaha,2024,3,8098,285
mizoram,siaha,2024,4,8099,380
mizoram,siaha,2025,1,8100,454
mizoram,siaha,2025,2,8101,533
mizoram,siaha,2025,3,8102,597
mizoram,siaha,2025,4,8103,677
mizoram,siaha,2026,1,8104,746
mizoram,siaha,2026,2,8105,824
nagaland,chumoukedima,2018,4,8075,1
nagaland,chumoukedima,2019,1,8076,5
nagaland,chumoukedima,2019,2,8077,11
nagaland,chumoukedima,2019,3,8078,22
nagaland,chumoukedima,2019,4,8079,31
nagaland,chumoukedima,2020,1,8080,37
nagaland,chumoukedima,2020,2,8081,45
nagaland,chumoukedima,2020,3,8082,49
nagaland,chumoukedima,2020,4,8083,59
nagaland,chumoukedima,2021,1,8084,65
nagaland,chumoukedima,2021,2,8085,70
nagaland,chumoukedima,2021,3,8086,84
nagaland,chumoukedima,2021,4,8087,99
nagaland,chumoukedima,2022,1,8088,120
nagaland,chumoukedima,2022,2,8089,257
nagaland,chumoukedima,2022,3,8090,296
nagaland,chumoukedima,2022,4,8091,562
nagaland,chumoukedima,2023,1,8092,637
nagaland,chumoukedima,2023,2,8093,656
nagaland,chumoukedima,2023,3,8094,692
nagaland,chumoukedima,2023,4,8095,986
nagaland,chumoukedima,2024,1,8096,1200
nagaland,chumoukedima,2024,2,8097,1413
nagaland,chumoukedima,2024,3,8098,1788
nagaland,chumoukedima,2024,4,8099,2127
nagaland,chumoukedima,2025,1,8100,2403
nagaland,chumoukedima,2025,2,8101,2593
nagaland,chumoukedima,2025,3,8102,2800
nagaland,chumoukedima,2025,4,8103,2945
nagaland,chumoukedima,2026,1,8104,3117
nagaland,chumoukedima,2026,2,8105,3389
nagaland,dimapur,2019,1,8076,5
nagaland,dimapur,2019,2,8077,21
nagaland,dimapur,2019,3,8078,47
nagaland,dimapur,2019,4,8079,64
nagaland,dimapur,2020,1,8080,73
nagaland,dimapur,2020,2,8081,85
nagaland,dimapur,2020,3,8082,93
nagaland,dimapur,2020,4,8083,109
nagaland,dimapur,2021,1,8084,131
nagaland,dimapur,2021,2,8085,146
nagaland,dimapur,2021,3,8086,217
nagaland,dimapur,2021,4,8087,509
nagaland,dimapur,2022,1,8088,1321
nagaland,dimapur,2022,2,8089,2045
nagaland,dimapur,2022,3,8090,2195
nagaland,dimapur,2022,4,8091,3042
nagaland,dimapur,2023,1,8092,3282
nagaland,dimapur,2023,2,8093,3361
nagaland,dimapur,2023,3,8094,3383
nagaland,dimapur,2023,4,8095,3718
nagaland,dimapur,2024,1,8096,4419
nagaland,dimapur,2024,2,8097,5038
nagaland,dimapur,2024,3,8098,5630
nagaland,dimapur,2024,4,8099,6245
nagaland,dimapur,2025,1,8100,6719
nagaland,dimapur,2025,2,8101,7231
nagaland,dimapur,2025,3,8102,7876
nagaland,dimapur,2025,4,8103,8439
nagaland,dimapur,2026,1,8104,8841
nagaland,dimapur,2026,2,8105,9304
nagaland,kiphire,2019,2,8077,1
nagaland,kiphire,2019,3,8078,3
nagaland,kiphire,2019,4,8079,4
nagaland,kiphire,2020,1,8080,5
nagaland,kiphire,2020,2,8081,6
nagaland,kiphire,2020,3,8082,7
nagaland,kiphire,2020,4,8083,9
nagaland,kiphire,2021,1,8084,9
nagaland,kiphire,2021,2,8085,9
nagaland,kiphire,2021,3,8086,12
nagaland,kiphire,2021,4,8087,14
nagaland,kiphire,2022,1,8088,16
nagaland,kiphire,2022,2,8089,18
nagaland,kiphire,2022,3,8090,20
nagaland,kiphire,2022,4,8091,21
nagaland,kiphire,2023,1,8092,21
nagaland,kiphire,2023,2,8093,21
nagaland,kiphire,2023,3,8094,21
nagaland,kiphire,2023,4,8095,21
nagaland,kiphire,2024,1,8096,19
nagaland,kiphire,2024,2,8097,19
nagaland,kiphire,2024,3,8098,19
nagaland,kiphire,2024,4,8099,19
nagaland,kiphire,2025,1,8100,19
nagaland,kiphire,2025,2,8101,19
nagaland,kiphire,2025,3,8102,20
nagaland,kiphire,2025,4,8103,28
nagaland,kiphire,2026,1,8104,98
nagaland,kiphire,2026,2,8105,150
nagaland,kohima,2019,1,8076,3
nagaland,kohima,2019,2,8077,10
nagaland,kohima,2019,3,8078,31
nagaland,kohima,2019,4,8079,43
nagaland,kohima,2020,1,8080,48
nagaland,kohima,2020,2,8081,53
nagaland,kohima,2020,3,8082,57
nagaland,kohima,2020,4,8083,64
nagaland,kohima,2021,1,8084,70
nagaland,kohima,2021,2,8085,79
nagaland,kohima,2021,3,8086,91
nagaland,kohima,2021,4,8087,105
nagaland,kohima,2022,1,8088,129
nagaland,kohima,2022,2,8089,505
nagaland,kohima,2022,3,8090,530
nagaland,kohima,2022,4,8091,543
nagaland,kohima,2023,1,8092,548
nagaland,kohima,2023,2,8093,550
nagaland,kohima,2023,3,8094,553
nagaland,kohima,2023,4,8095,615
nagaland,kohima,2024,1,8096,958
nagaland,kohima,2024,2,8097,1362
nagaland,kohima,2024,3,8098,1721
nagaland,kohima,2024,4,8099,2042
nagaland,kohima,2025,1,8100,2352
nagaland,kohima,2025,2,8101,2600
nagaland,kohima,2025,3,8102,2881
nagaland,kohima,2025,4,8103,3182
nagaland,kohima,2026,1,8104,3458
nagaland,kohima,2026,2,8105,3913
nagaland,longleng,2019,3,8078,1
nagaland,longleng,2019,4,8079,3
nagaland,longleng,2020,1,8080,4
nagaland,longleng,2020,2,8081,5
nagaland,longleng,2020,3,8082,7
nagaland,longleng,2020,4,8083,7
nagaland,longleng,2021,1,8084,7
nagaland,longleng,2021,2,8085,7
nagaland,longleng,2021,3,8086,9
nagaland,longleng,2021,4,8087,11
nagaland,longleng,2022,1,8088,11
nagaland,longleng,2022,2,8089,12
nagaland,longleng,2022,3,8090,12
nagaland,longleng,2022,4,8091,13
nagaland,longleng,2023,1,8092,13
nagaland,longleng,2023,2,8093,13
nagaland,longleng,2023,3,8094,14
nagaland,longleng,2023,4,8095,14
nagaland,longleng,2024,1,8096,14
nagaland,longleng,2024,2,8097,14
nagaland,longleng,2024,3,8098,14
nagaland,longleng,2024,4,8099,68
nagaland,longleng,2025,1,8100,85
nagaland,longleng,2025,2,8101,110
nagaland,longleng,2025,3,8102,115
nagaland,longleng,2025,4,8103,115
nagaland,longleng,2026,1,8104,117
nagaland,longleng,2026,2,8105,123
nagaland,meluri,2019,2,8077,1
nagaland,meluri,2019,3,8078,2
nagaland,meluri,2019,4,8079,2
nagaland,meluri,2020,1,8080,2
nagaland,meluri,2020,2,8081,3
nagaland,meluri,2020,3,8082,3
nagaland,meluri,2020,4,8083,3
nagaland,meluri,2021,1,8084,4
nagaland,meluri,2021,2,8085,5
nagaland,meluri,2021,3,8086,6
nagaland,meluri,2021,4,8087,5
nagaland,meluri,2022,1,8088,6
nagaland,meluri,2022,2,8089,6
nagaland,meluri,2022,3,8090,8
nagaland,meluri,2022,4,8091,9
nagaland,meluri,2023,1,8092,9
nagaland,meluri,2023,2,8093,9
nagaland,meluri,2023,3,8094,9
nagaland,meluri,2023,4,8095,9
nagaland,meluri,2024,1,8096,10
nagaland,meluri,2024,2,8097,10
nagaland,meluri,2024,3,8098,10
nagaland,meluri,2024,4,8099,10
nagaland,meluri,2025,1,8100,10
nagaland,meluri,2025,2,8101,10
nagaland,meluri,2025,3,8102,10
nagaland,meluri,2025,4,8103,11
nagaland,meluri,2026,1,8104,11
nagaland,meluri,2026,2,8105,25
nagaland,mokokchung,2019,1,8076,1
nagaland,mokokchung,2019,2,8077,8
nagaland,mokokchung,2019,3,8078,13
nagaland,mokokchung,2019,4,8079,16
nagaland,mokokchung,2020,1,8080,18
nagaland,mokokchung,2020,2,8081,20
nagaland,mokokchung,2020,3,8082,20
nagaland,mokokchung,2020,4,8083,20
nagaland,mokokchung,2021,1,8084,20
nagaland,mokokchung,2021,2,8085,20
nagaland,mokokchung,2021,3,8086,21
nagaland,mokokchung,2021,4,8087,23
nagaland,mokokchung,2022,1,8088,27
nagaland,mokokchung,2022,2,8089,31
nagaland,mokokchung,2022,3,8090,52
nagaland,mokokchung,2022,4,8091,54
nagaland,mokokchung,2023,1,8092,55
nagaland,mokokchung,2023,2,8093,55
nagaland,mokokchung,2023,3,8094,55
nagaland,mokokchung,2023,4,8095,75
nagaland,mokokchung,2024,1,8096,197
nagaland,mokokchung,2024,2,8097,283
nagaland,mokokchung,2024,3,8098,334
nagaland,mokokchung,2024,4,8099,394
nagaland,mokokchung,2025,1,8100,428
nagaland,mokokchung,2025,2,8101,546
nagaland,mokokchung,2025,3,8102,718
nagaland,mokokchung,2025,4,8103,803
nagaland,mokokchung,2026,1,8104,838
nagaland,mokokchung,2026,2,8105,867
nagaland,mon,2019,1,8076,1
nagaland,mon,2019,2,8077,1
nagaland,mon,2019,3,8078,4
nagaland,mon,2019,4,8079,8
nagaland,mon,2020,1,8080,14
nagaland,mon,2020,2,8081,21
nagaland,mon,2020,3,8082,21
nagaland,mon,2020,4,8083,24
nagaland,mon,2021,1,8084,27
nagaland,mon,2021,2,8085,34
nagaland,mon,2021,3,8086,40
nagaland,mon,2021,4,8087,44
nagaland,mon,2022,1,8088,60
nagaland,mon,2022,2,8089,99
nagaland,mon,2022,3,8090,129
nagaland,mon,2022,4,8091,140
nagaland,mon,2023,1,8092,143
nagaland,mon,2023,2,8093,144
nagaland,mon,2023,3,8094,146
nagaland,mon,2023,4,8095,145
nagaland,mon,2024,1,8096,146
nagaland,mon,2024,2,8097,154
nagaland,mon,2024,3,8098,155
nagaland,mon,2024,4,8099,172
nagaland,mon,2025,1,8100,189
nagaland,mon,2025,2,8101,228
nagaland,mon,2025,3,8102,253
nagaland,mon,2025,4,8103,260
nagaland,mon,2026,1,8104,280
nagaland,mon,2026,2,8105,299
nagaland,niuland,2022,2,8089,1
nagaland,niuland,2022,3,8090,1
nagaland,niuland,2022,4,8091,1
nagaland,niuland,2023,1,8092,1
nagaland,niuland,2023,2,8093,1
nagaland,niuland,2023,3,8094,1
nagaland,niuland,2023,4,8095,1
nagaland,niuland,2024,1,8096,1
nagaland,niuland,2024,2,8097,1
nagaland,niuland,2024,3,8098,1
nagaland,niuland,2024,4,8099,1
nagaland,niuland,2025,1,8100,1
nagaland,niuland,2025,2,8101,1
nagaland,niuland,2025,3,8102,1
nagaland,niuland,2025,4,8103,1
nagaland,niuland,2026,1,8104,1
nagaland,niuland,2026,2,8105,1
nagaland,noklak,2022,4,8091,1
nagaland,noklak,2023,1,8092,1
nagaland,noklak,2023,2,8093,1
nagaland,noklak,2023,3,8094,1
nagaland,noklak,2023,4,8095,1
nagaland,noklak,2024,1,8096,1
nagaland,noklak,2024,2,8097,1
nagaland,noklak,2024,3,8098,1
nagaland,noklak,2024,4,8099,1
nagaland,noklak,2025,1,8100,1
nagaland,noklak,2025,2,8101,1
nagaland,noklak,2025,3,8102,1
nagaland,noklak,2025,4,8103,1
nagaland,noklak,2026,1,8104,1
nagaland,noklak,2026,2,8105,2
nagaland,peren,2019,1,8076,1
nagaland,peren,2019,2,8077,1
nagaland,peren,2019,3,8078,1
nagaland,peren,2019,4,8079,1
nagaland,peren,2020,1,8080,1
nagaland,peren,2020,2,8081,1
nagaland,peren,2020,3,8082,1
nagaland,peren,2020,4,8083,4
nagaland,peren,2021,1,8084,7
nagaland,peren,2021,2,8085,11
nagaland,peren,2021,3,8086,14
nagaland,peren,2021,4,8087,18
nagaland,peren,2022,1,8088,22
nagaland,peren,2022,2,8089,22
nagaland,peren,2022,3,8090,27
nagaland,peren,2022,4,8091,28
nagaland,peren,2023,1,8092,28
nagaland,peren,2023,2,8093,28
nagaland,peren,2023,3,8094,28
nagaland,peren,2023,4,8095,28
nagaland,peren,2024,1,8096,31
nagaland,peren,2024,2,8097,33
nagaland,peren,2024,3,8098,76
nagaland,peren,2024,4,8099,123
nagaland,peren,2025,1,8100,153
nagaland,peren,2025,2,8101,171
nagaland,peren,2025,3,8102,234
nagaland,peren,2025,4,8103,312
nagaland,peren,2026,1,8104,344
nagaland,peren,2026,2,8105,378
nagaland,phek,2018,3,8074,1
nagaland,phek,2018,4,8075,14
nagaland,phek,2019,1,8076,15
nagaland,phek,2019,2,8077,16
nagaland,phek,2019,3,8078,17
nagaland,phek,2019,4,8079,17
nagaland,phek,2020,1,8080,17
nagaland,phek,2020,2,8081,20
nagaland,phek,2020,3,8082,20
nagaland,phek,2020,4,8083,21
nagaland,phek,2021,1,8084,22
nagaland,phek,2021,2,8085,22
nagaland,phek,2021,3,8086,24
nagaland,phek,2021,4,8087,35
nagaland,phek,2022,1,8088,39
nagaland,phek,2022,2,8089,39
nagaland,phek,2022,3,8090,39
nagaland,phek,2022,4,8091,41
nagaland,phek,2023,1,8092,41
nagaland,phek,2023,2,8093,42
nagaland,phek,2023,3,8094,42
nagaland,phek,2023,4,8095,42
nagaland,phek,2024,1,8096,43
nagaland,phek,2024,2,8097,43
nagaland,phek,2024,3,8098,43
nagaland,phek,2024,4,8099,43
nagaland,phek,2025,1,8100,44
nagaland,phek,2025,2,8101,44
nagaland,phek,2025,3,8102,46
nagaland,phek,2025,4,8103,55
nagaland,phek,2026,1,8104,81
nagaland,phek,2026,2,8105,95
nagaland,shamator,2019,3,8078,1
nagaland,shamator,2019,4,8079,1
nagaland,shamator,2020,1,8080,1
nagaland,shamator,2020,2,8081,2
nagaland,shamator,2020,3,8082,2
nagaland,shamator,2020,4,8083,3
nagaland,shamator,2021,1,8084,3
nagaland,shamator,2021,2,8085,3
nagaland,shamator,2021,3,8086,3
nagaland,shamator,2021,4,8087,3
nagaland,shamator,2022,1,8088,4
nagaland,shamator,2022,2,8089,4
nagaland,shamator,2022,3,8090,4
nagaland,shamator,2022,4,8091,4
nagaland,shamator,2023,1,8092,4
nagaland,shamator,2023,2,8093,4
nagaland,shamator,2023,3,8094,4
nagaland,shamator,2023,4,8095,4
nagaland,shamator,2024,1,8096,4
nagaland,shamator,2024,2,8097,4
nagaland,shamator,2024,3,8098,4
nagaland,shamator,2024,4,8099,4
nagaland,shamator,2025,1,8100,4
nagaland,shamator,2025,2,8101,4
nagaland,shamator,2025,3,8102,4
nagaland,shamator,2025,4,8103,5
nagaland,shamator,2026,1,8104,5
nagaland,shamator,2026,2,8105,5
nagaland,tseminyu,2020,1,8080,1
nagaland,tseminyu,2020,2,8081,1
nagaland,tseminyu,2020,3,8082,1
nagaland,tseminyu,2020,4,8083,2
nagaland,tseminyu,2021,1,8084,2
nagaland,tseminyu,2021,2,8085,3
nagaland,tseminyu,2021,3,8086,3
nagaland,tseminyu,2021,4,8087,4
nagaland,tseminyu,2022,1,8088,4
nagaland,tseminyu,2022,2,8089,4
nagaland,tseminyu,2022,3,8090,4
nagaland,tseminyu,2022,4,8091,4
nagaland,tseminyu,2023,1,8092,4
nagaland,tseminyu,2023,2,8093,4
nagaland,tseminyu,2023,3,8094,4
nagaland,tseminyu,2023,4,8095,4
nagaland,tseminyu,2024,1,8096,4
nagaland,tseminyu,2024,2,8097,4
nagaland,tseminyu,2024,3,8098,5
nagaland,tseminyu,2024,4,8099,30
nagaland,tseminyu,2025,1,8100,34
nagaland,tseminyu,2025,2,8101,34
nagaland,tseminyu,2025,3,8102,34
nagaland,tseminyu,2025,4,8103,34
nagaland,tseminyu,2026,1,8104,34
nagaland,tseminyu,2026,2,8105,35
nagaland,tuensang,2019,2,8077,2
nagaland,tuensang,2019,3,8078,4
nagaland,tuensang,2019,4,8079,4
nagaland,tuensang,2020,1,8080,6
nagaland,tuensang,2020,2,8081,10
nagaland,tuensang,2020,3,8082,11
nagaland,tuensang,2020,4,8083,11
nagaland,tuensang,2021,1,8084,11
nagaland,tuensang,2021,2,8085,11
nagaland,tuensang,2021,3,8086,12
nagaland,tuensang,2021,4,8087,13
nagaland,tuensang,2022,1,8088,17
nagaland,tuensang,2022,2,8089,21
nagaland,tuensang,2022,3,8090,29
nagaland,tuensang,2022,4,8091,33
nagaland,tuensang,2023,1,8092,33
nagaland,tuensang,2023,2,8093,33
nagaland,tuensang,2023,3,8094,33
nagaland,tuensang,2023,4,8095,33
nagaland,tuensang,2024,1,8096,33
nagaland,tuensang,2024,2,8097,33
nagaland,tuensang,2024,3,8098,33
nagaland,tuensang,2024,4,8099,50
nagaland,tuensang,2025,1,8100,119
nagaland,tuensang,2025,2,8101,151
nagaland,tuensang,2025,3,8102,215
nagaland,tuensang,2025,4,8103,294
nagaland,tuensang,2026,1,8104,327
nagaland,tuensang,2026,2,8105,362
nagaland,wokha,2019,1,8076,1
nagaland,wokha,2019,2,8077,3
nagaland,wokha,2019,3,8078,4
nagaland,wokha,2019,4,8079,5
nagaland,wokha,2020,1,8080,8
nagaland,wokha,2020,2,8081,9
nagaland,wokha,2020,3,8082,9
nagaland,wokha,2020,4,8083,9
nagaland,wokha,2021,1,8084,9
nagaland,wokha,2021,2,8085,11
nagaland,wokha,2021,3,8086,13
nagaland,wokha,2021,4,8087,35
nagaland,wokha,2022,1,8088,40
nagaland,wokha,2022,2,8089,48
nagaland,wokha,2022,3,8090,52
nagaland,wokha,2022,4,8091,52
nagaland,wokha,2023,1,8092,52
nagaland,wokha,2023,2,8093,52
nagaland,wokha,2023,3,8094,53
nagaland,wokha,2023,4,8095,54
nagaland,wokha,2024,1,8096,55
nagaland,wokha,2024,2,8097,57
nagaland,wokha,2024,3,8098,58
nagaland,wokha,2024,4,8099,70
nagaland,wokha,2025,1,8100,92
nagaland,wokha,2025,2,8101,93
nagaland,wokha,2025,3,8102,96
nagaland,wokha,2025,4,8103,96
nagaland,wokha,2026,1,8104,101
nagaland,wokha,2026,2,8105,107
nagaland,zunheboto,2019,3,8078,1
nagaland,zunheboto,2019,4,8079,2
nagaland,zunheboto,2020,1,8080,2
nagaland,zunheboto,2020,2,8081,2
nagaland,zunheboto,2020,3,8082,3
nagaland,zunheboto,2020,4,8083,3
nagaland,zunheboto,2021,1,8084,3
nagaland,zunheboto,2021,2,8085,3
nagaland,zunheboto,2021,3,8086,4
nagaland,zunheboto,2021,4,8087,6
nagaland,zunheboto,2022,1,8088,10
nagaland,zunheboto,2022,2,8089,11
nagaland,zunheboto,2022,3,8090,12
nagaland,zunheboto,2022,4,8091,13
nagaland,zunheboto,2023,1,8092,14
nagaland,zunheboto,2023,2,8093,14
nagaland,zunheboto,2023,3,8094,14
nagaland,zunheboto,2023,4,8095,14
nagaland,zunheboto,2024,1,8096,14
nagaland,zunheboto,2024,2,8097,15
nagaland,zunheboto,2024,3,8098,23
nagaland,zunheboto,2024,4,8099,25
nagaland,zunheboto,2025,1,8100,28
nagaland,zunheboto,2025,2,8101,31
nagaland,zunheboto,2025,3,8102,52
nagaland,zunheboto,2025,4,8103,56
nagaland,zunheboto,2026,1,8104,103
nagaland,zunheboto,2026,2,8105,181
odisha,angul,2018,4,8075,16
odisha,angul,2019,1,8076,1042
odisha,angul,2019,2,8077,3555
odisha,angul,2019,3,8078,4648
odisha,angul,2019,4,8079,5486
odisha,angul,2020,1,8080,6083
odisha,angul,2020,2,8081,6295
odisha,angul,2020,3,8082,8444
odisha,angul,2020,4,8083,10739
odisha,angul,2021,1,8084,13411
odisha,angul,2021,2,8085,14843
odisha,angul,2021,3,8086,17788
odisha,angul,2021,4,8087,20898
odisha,angul,2022,1,8088,23666
odisha,angul,2022,2,8089,25512
odisha,angul,2022,3,8090,27729
odisha,angul,2022,4,8091,29247
odisha,angul,2023,1,8092,29351
odisha,angul,2023,2,8093,29680
odisha,angul,2023,3,8094,30356
odisha,angul,2023,4,8095,31242
odisha,angul,2024,1,8096,32010
odisha,angul,2024,2,8097,32997
odisha,angul,2024,3,8098,33853
odisha,angul,2024,4,8099,34912
odisha,angul,2025,1,8100,35759
odisha,angul,2025,2,8101,36680
odisha,angul,2025,3,8102,37850
odisha,angul,2025,4,8103,39338
odisha,angul,2026,1,8104,40649
odisha,angul,2026,2,8105,41773
odisha,balangir,2018,4,8075,7
odisha,balangir,2019,1,8076,463
odisha,balangir,2019,2,8077,1143
odisha,balangir,2019,3,8078,1646
odisha,balangir,2019,4,8079,2189
odisha,balangir,2020,1,8080,2517
odisha,balangir,2020,2,8081,2688
odisha,balangir,2020,3,8082,5044
odisha,balangir,2020,4,8083,7429
odisha,balangir,2021,1,8084,9675
odisha,balangir,2021,2,8085,10513
odisha,balangir,2021,3,8086,12314
odisha,balangir,2021,4,8087,15028
odisha,balangir,2022,1,8088,17057
odisha,balangir,2022,2,8089,18954
odisha,balangir,2022,3,8090,20690
odisha,balangir,2022,4,8091,22240
odisha,balangir,2023,1,8092,22488
odisha,balangir,2023,2,8093,22948
odisha,balangir,2023,3,8094,23643
odisha,balangir,2023,4,8095,24019
odisha,balangir,2024,1,8096,24294
odisha,balangir,2024,2,8097,24899
odisha,balangir,2024,3,8098,25904
odisha,balangir,2024,4,8099,27084
odisha,balangir,2025,1,8100,28043
odisha,balangir,2025,2,8101,28947
odisha,balangir,2025,3,8102,30271
odisha,balangir,2025,4,8103,31562
odisha,balangir,2026,1,8104,32306
odisha,balangir,2026,2,8105,33078
odisha,balasore,2018,3,8074,1
odisha,balasore,2018,4,8075,47
odisha,balasore,2019,1,8076,4493
odisha,balasore,2019,2,8077,10670
odisha,balasore,2019,3,8078,14177
odisha,balasore,2019,4,8079,17531
odisha,balasore,2020,1,8080,19716
odisha,balasore,2020,2,8081,20415
odisha,balasore,2020,3,8082,23393
odisha,balasore,2020,4,8083,32131
odisha,balasore,2021,1,8084,37905
odisha,balasore,2021,2,8085,41379
odisha,balasore,2021,3,8086,45972
odisha,balasore,2021,4,8087,52583
odisha,balasore,2022,1,8088,58132
odisha,balasore,2022,2,8089,61796
odisha,balasore,2022,3,8090,65314
odisha,balasore,2022,4,8091,68320
odisha,balasore,2023,1,8092,68508
odisha,balasore,2023,2,8093,70063
odisha,balasore,2023,3,8094,72245
odisha,balasore,2023,4,8095,74280
odisha,balasore,2024,1,8096,76392
odisha,balasore,2024,2,8097,78622
odisha,balasore,2024,3,8098,80607
odisha,balasore,2024,4,8099,83202
odisha,balasore,2025,1,8100,85410
odisha,balasore,2025,2,8101,87675
odisha,balasore,2025,3,8102,90278
odisha,balasore,2025,4,8103,93865
odisha,balasore,2026,1,8104,96267
odisha,balasore,2026,2,8105,98662
odisha,bargarh,2018,4,8075,17
odisha,bargarh,2019,1,8076,619
odisha,bargarh,2019,2,8077,1625
odisha,bargarh,2019,3,8078,2402
odisha,bargarh,2019,4,8079,3179
odisha,bargarh,2020,1,8080,3601
odisha,bargarh,2020,2,8081,3798
odisha,bargarh,2020,3,8082,5369
odisha,bargarh,2020,4,8083,8071
odisha,bargarh,2021,1,8084,10349
odisha,bargarh,2021,2,8085,11298
odisha,bargarh,2021,3,8086,12712
odisha,bargarh,2021,4,8087,14362
odisha,bargarh,2022,1,8088,16169
odisha,bargarh,2022,2,8089,17544
odisha,bargarh,2022,3,8090,18907
odisha,bargarh,2022,4,8091,20342
odisha,bargarh,2023,1,8092,20958
odisha,bargarh,2023,2,8093,21718
odisha,bargarh,2023,3,8094,22599
odisha,bargarh,2023,4,8095,23089
odisha,bargarh,2024,1,8096,23623
odisha,bargarh,2024,2,8097,24803
odisha,bargarh,2024,3,8098,25718
odisha,bargarh,2024,4,8099,26831
odisha,bargarh,2025,1,8100,27996
odisha,bargarh,2025,2,8101,29007
odisha,bargarh,2025,3,8102,29926
odisha,bargarh,2025,4,8103,31262
odisha,bargarh,2026,1,8104,32175
odisha,bargarh,2026,2,8105,33221
odisha,bhadrak,2018,3,8074,4
odisha,bhadrak,2018,4,8075,32
odisha,bhadrak,2019,1,8076,1850
odisha,bhadrak,2019,2,8077,6391
odisha,bhadrak,2019,3,8078,8516
odisha,bhadrak,2019,4,8079,10439
odisha,bhadrak,2020,1,8080,11760
odisha,bhadrak,2020,2,8081,12137
odisha,bhadrak,2020,3,8082,13806
odisha,bhadrak,2020,4,8083,20599
odisha,bhadrak,2021,1,8084,24883
odisha,bhadrak,2021,2,8085,27003
odisha,bhadrak,2021,3,8086,29385
odisha,bhadrak,2021,4,8087,31297
odisha,bhadrak,2022,1,8088,36858
odisha,bhadrak,2022,2,8089,41221
odisha,bhadrak,2022,3,8090,44228
odisha,bhadrak,2022,4,8091,46465
odisha,bhadrak,2023,1,8092,45899
odisha,bhadrak,2023,2,8093,46739
odisha,bhadrak,2023,3,8094,47945
odisha,bhadrak,2023,4,8095,48990
odisha,bhadrak,2024,1,8096,49840
odisha,bhadrak,2024,2,8097,51144
odisha,bhadrak,2024,3,8098,52449
odisha,bhadrak,2024,4,8099,53802
odisha,bhadrak,2025,1,8100,55448
odisha,bhadrak,2025,2,8101,57502
odisha,bhadrak,2025,3,8102,59652
odisha,bhadrak,2025,4,8103,62104
odisha,bhadrak,2026,1,8104,63578
odisha,bhadrak,2026,2,8105,65079
odisha,boudh,2019,1,8076,271
odisha,boudh,2019,2,8077,755
odisha,boudh,2019,3,8078,890
odisha,boudh,2019,4,8079,1001
odisha,boudh,2020,1,8080,1087
odisha,boudh,2020,2,8081,1119
odisha,boudh,2020,3,8082,1329
odisha,boudh,2020,4,8083,2018
odisha,boudh,2021,1,8084,2598
odisha,boudh,2021,2,8085,2883
odisha,boudh,2021,3,8086,3131
odisha,boudh,2021,4,8087,3676
odisha,boudh,2022,1,8088,4095
odisha,boudh,2022,2,8089,4289
odisha,boudh,2022,3,8090,4528
odisha,boudh,2022,4,8091,4798
odisha,boudh,2023,1,8092,4944
odisha,boudh,2023,2,8093,5197
odisha,boudh,2023,3,8094,5736
odisha,boudh,2023,4,8095,6134
odisha,boudh,2024,1,8096,6541
odisha,boudh,2024,2,8097,7054
odisha,boudh,2024,3,8098,7375
odisha,boudh,2024,4,8099,7697
odisha,boudh,2025,1,8100,8133
odisha,boudh,2025,2,8101,8542
odisha,boudh,2025,3,8102,8961
odisha,boudh,2025,4,8103,9237
