state,district,min,max,count,internal_missing_periods
telangana,nalgonda,8072,8105,34,0
telangana,narayanpet,8072,8105,34,0
telangana,nirmal,8072,8105,34,0
telangana,nizamabad,8072,8105,34,0
telangana,peddapalli,8072,8105,34,0
telangana,rajanna sircilla,8072,8105,34,0
telangana,rangareddy,8072,8105,34,0
telangana,sangareddy,8072,8105,34,0
telangana,siddipet,8072,8105,34,0
telangana,suryapet,8072,8105,34,0
telangana,vikarabad,8072,8105,34,0
telangana,wanaparthy,8072,8105,34,0
telangana,warangal,8072,8105,34,0
telangana,yadadri bhuvanagiri,8072,8105,34,0
tripura,dhalai,8072,8105,34,0
tripura,gomati,8072,8105,34,0
tripura,khowai,8072,8105,34,0
tripura,north tripura,8072,8105,34,0
tripura,sepahijala,8072,8105,34,0
tripura,south tripura,8072,8105,34,0
tripura,unakoti,8072,8105,34,0
tripura,west tripura,8072,8105,34,0
uttar pradesh,agra,8072,8105,34,0
uttar pradesh,aligarh,8072,8105,34,0
uttar pradesh,ambedkar nagar,8072,8105,34,0
uttar pradesh,amethi,8072,8105,34,0
uttar pradesh,amroha,8072,8105,34,0
uttar pradesh,auraiya,8072,8105,34,0
uttar pradesh,ayodhya,8072,8105,34,0
uttar pradesh,azamgarh,8072,8105,34,0
uttar pradesh,bagpat,8072,8105,34,0
uttar pradesh,bahraich,8072,8105,34,0
uttar pradesh,ballia,8072,8105,34,0
uttar pradesh,balrampur,8072,8105,34,0
uttar pradesh,banda,8072,8105,34,0
uttar pradesh,barabanki,8072,8105,34,0
uttar pradesh,bareilly,8072,8105,34,0
uttar pradesh,basti,8072,8105,34,0
uttar pradesh,bhadohi,8072,8105,34,0
uttar pradesh,bijnor,8072,8105,34,0
uttar pradesh,budaun,8072,8105,34,0
uttar pradesh,bulandshahr,8072,8105,34,0
uttar pradesh,chandauli,8072,8105,34,0
uttar pradesh,chitrakoot,8072,8105,34,0
uttar pradesh,deoria,8072,8105,34,0
uttar pradesh,etah,8072,8105,34,0
uttar pradesh,etawah,8072,8105,34,0
uttar pradesh,farrukhabad,8072,8105,34,0
uttar pradesh,fatehpur,8072,8105,34,0
uttar pradesh,firozabad,8072,8105,34,0
uttar pradesh,gautambuddha nagar,8072,8105,34,0
uttar pradesh,ghaziabad,8072,8105,34,0
uttar pradesh,ghazipur,8072,8105,34,0
uttar pradesh,gonda,8072,8105,34,0
uttar pradesh,gorakhpur,8072,8105,34,0
uttar pradesh,hamirpur,8072,8105,34,0
uttar pradesh,hapur,8072,8105,34,0
uttar pradesh,hardoi,8072,8105,34,0
uttar pradesh,hathras,8072,8105,34,0
uttar pradesh,jalaun,8072,8105,34,0
uttar pradesh,jaunpur,8072,8105,34,0
uttar pradesh,jhansi,8072,8105,34,0
uttar pradesh,kannauj,8072,8105,34,0
uttar pradesh,kanpur dehat,8072,8105,34,0
uttar pradesh,kanpur nagar,8072,8105,34,0
uttar pradesh,kasganj,8072,8105,34,0
uttar pradesh,kaushambi,8072,8105,34,0
uttar pradesh,kushinagar,8072,8105,34,0
uttar pradesh,lakhimpur kheri,8072,8105,34,0
uttar pradesh,lalitpur,8072,8105,34,0
uttar pradesh,lucknow,8072,8105,34,0
uttar pradesh,maharajganj,8072,8105,34,0
uttar pradesh,mahoba,8072,8105,34,0
uttar pradesh,mainpuri,8072,8105,34,0
uttar pradesh,mathura,8072,8105,34,0
uttar pradesh,mau,8072,8105,34,0
uttar pradesh,meerut,8072,8105,34,0
uttar pradesh,mirzapur,8072,8105,34,0
uttar pradesh,moradabad,8072,8105,34,0
uttar pradesh,muzaffarnagar,8072,8105,34,0
uttar pradesh,pilibhit,8072,8105,34,0
uttar pradesh,pratapgarh,8072,8105,34,0
uttar pradesh,prayagraj,8072,8105,34,0
uttar pradesh,raebareli,8072,8105,34,0
uttar pradesh,rampur,8072,8105,34,0
uttar pradesh,saharanpur,8072,8105,34,0
uttar pradesh,sambhal,8072,8105,34,0
uttar pradesh,sant kabir nagar,8072,8105,34,0
uttar pradesh,shahjahanpur,8072,8105,34,0
uttar pradesh,shamli,8072,8105,34,0
uttar pradesh,shravasti,8072,8105,34,0
uttar pradesh,siddharthnagar,8072,8105,34,0
uttar pradesh,sitapur,8072,8105,34,0
uttar pradesh,sonbhadra,8072,8105,34,0
uttar pradesh,sultanpur,8072,8105,34,0
uttar pradesh,unnao,8072,8105,34,0
uttar pradesh,varanasi,8072,8105,34,0
uttarakhand,almora,8072,8105,34,0
uttarakhand,bageshwar,8072,8105,34,0
uttarakhand,chamoli,8072,8105,34,0
uttarakhand,champawat,8072,8105,34,0
uttarakhand,dehradun,8072,8105,34,0
uttarakhand,haridwar,8072,8105,34,0
uttarakhand,nainital,8072,8105,34,0
uttarakhand,pauri garhwal,8072,8105,34,0
uttarakhand,pithoragarh,8072,8105,34,0
uttarakhand,rudraprayag,8072,8105,34,0
uttarakhand,tehri garhwal,8072,8105,34,0
uttarakhand,udham singh nagar,8072,8105,34,0
uttarakhand,uttarkashi,8072,8105,34,0
west bengal,alipurduar,8072,8105,34,0
west bengal,bankura,8072,8105,34,0
west bengal,birbhum,8072,8105,34,0
west bengal,cooch behar,8072,8105,34,0
west bengal,dakshin dinajpur,8072,8105,34,0
west bengal,darjeeling,8072,8105,34,0
west bengal,hooghly,8072,8105,34,0
west bengal,howrah,8072,8105,34,0
west bengal,jalpaiguri,8072,8105,34,0
west bengal,jhargram,8072,8105,34,0
west bengal,kalimpong,8072,8105,34,0
west bengal,kolkata,8072,8105,34,0
west bengal,malda,8072,8105,34,0
west bengal,murshidabad,8072,8105,34,0
west bengal,nadia,8072,8105,34,0
west bengal,north twenty four parganas,8072,8105,34,0
west bengal,paschim bardhaman,8072,8105,34,0
west bengal,paschim medinipur,8072,8105,34,0
west bengal,purba bardhaman,8072,8105,34,0
west bengal,purba medinipur,8072,8105,34,0
west bengal,purulia,8072,8105,34,0
west bengal,south twenty four parganas,8072,8105,34,0
west bengal,uttar dinajpur,8072,8105,34,0
