district_key,period_id,transactions,value_inr,registered_users,registered_merchants,state,district,year,quarter,period_label,quarter_start,prior_period,prior_transactions,prior_users,prior_merchants,average_transaction_value,users_per_merchant,transactions_per_merchant,value_per_merchant,merchants_per_1000_users,transaction_qoq,user_qoq,merchant_qoq,transaction_yoy,user_yoy,merchant_yoy,district_share_of_state,district_share_of_mapped_india,growth_percentile,intensity_percentile,low_penetration_percentile,scale_percentile,opportunity_score,equal_weight_score,no_intensity_score,market_segment,score_rank,display_rank,equal_weight_rank,no_intensity_rank
gujarat|kachchh,8105,60579670,60581479510.03189,1507864,60486,gujarat,kachchh,2026,2,2026-Q2,2026-04-01,8104,58549681,1442061,59063,1000.0298699222345,24.92914062758324,1001.54862282181,1001578.5390012878,40.1136972565165,0.03467122220529273,0.045631218096876536,0.024092917731913355,0.27231207645591327,0.13776412203545352,0.09109603867522909,0.05231844673344164,0.0015668120829683738,0.6524300441826215,0.7525773195876289,0.9131075110456554,0.833578792341679,77.88659793814432,78.79234167893962,78.89543446244477,Mixed signals,17,17,15,11
bihar|bhagalpur,8105,68065095,76007496069.88295,1447411,80820,bihar,bhagalpur,2026,2,2026-Q2,2026-04-01,8104,63018127,1390690,78242,1116.6883124145047,17.909069537243255,842.1813288789904,940454.0468928848,55.83763008571857,0.08008755956837632,0.04078622841898616,0.03294905549449134,0.3098775231104103,0.1696477345823273,0.1488109621753777,0.02973506009315325,0.0017604125818841577,0.8173784977908689,0.6597938144329897,0.6907216494845361,0.8144329896907216,74.57290132547864,74.55817378497791,77.23122238586156,Mixed signals,36,36,31,12
maharashtra|nanded,8105,131031097,173603862249.46436,1764475,100568,maharashtra,nanded,2026,2,2026-Q2,2026-04-01,8104,117254514,1740406,97700,1324.9058141478,17.54509386683637,1302.9104387081377,1726233.6155582725,56.99599030873206,0.11749298624017146,0.013829531729952604,0.029355168884339866,0.3006844741384538,0.10550467050231149,0.133607619906442,0.025872709867297467,0.003388943948096796,0.7967599410898379,0.8733431516936672,0.6656848306332842,0.882179675994109,80.02209131075111,80.44918998527245,77.22385861561119,Mixed signals,12,12,11,13
meghalaya|east khasi hills,8105,6655012,7872656201.484827,253230,6726,meghalaya,east khasi hills,2026,2,2026-Q2,2026-04-01,8104,5511988,240220,6159,1182.9664922444658,37.64942016057092,989.445732976509,1170481.1480054753,26.56083402440469,0.20737055305635654,0.054158687869453104,0.0920603994154896,0.4228173742898753,0.1959252682484509,0.37912651220012306,0.29708796729832976,0.0001721229781195494,0.9896907216494846,0.7437407952871871,0.979381443298969,0.13107511045655376,75.39027982326951,71.09720176730487,77.14285714285715,High growth / low relative penetration,28,28,55,14
bihar|jehanabad,8105,20442084,22974201792.07982,416235,17868,bihar,jehanabad,2026,2,2026-Q2,2026-04-01,8104,20505814,402811,16989,1123.8678890116985,23.29499664204164,1144.061114842176,1285773.5500380467,42.92767306929979,-0.0031078990573112364,0.033325802919979886,0.051739360762846465,0.43401455642959474,0.1789355916841331,0.16647081864473168,0.008930371670961255,0.000528707142383814,0.9955817378497791,0.8070692194403535,0.8777614138438881,0.2621502209131075,77.23122238586157,73.5640648011782,77.09867452135492,High growth / low relative penetration,18,18,39,15
andhra pradesh|tirupati,8105,225322514,296625059979.7168,2219362,118910,andhra pradesh,tirupati,2026,2,2026-Q2,2026-04-01,8104,211434880,2150225,115731,1316.446611188249,18.6642166344294,1894.8996215625264,2494534.185347883,53.57846083694323,0.06568279557280232,0.03215337929751527,0.027468871780248927,0.28171313827999156,0.10963716933181145,0.12249136254649118,0.06941636118717577,0.005827665246443412,0.7010309278350515,0.9808541973490427,0.7349042709867453,0.9189985272459499,82.30486008836525,83.39469808541973,76.7378497790869,Mixed signals,7,7,6,16
maharashtra|raigad,8105,132572113,123706961028.08688,2644996,145090,maharashtra,raigad,2026,2,2026-Q2,2026-04-01,8104,128547514,2570653,142615,933.1295868240924,18.230036529050935,913.7232958853126,852622.2415610095,54.85452529984922,0.031308260072614,0.028919889226589612,0.017354415734670336,0.2811671212625888,0.1012401356629975,0.10279251478345475,0.026176990765356827,0.0034288002643964323,0.6980854197349042,0.6980854197349042,0.7142857142857143,0.9440353460972017,75.13254786450662,76.3622974963181,76.52430044182621,Mixed signals,29,29,23,17
assam|dibrugarh,8105,14518888,12272905193.346869,518303,21703,assam,dibrugarh,2026,2,2026-Q2,2026-04-01,8104,13364587,498042,20781,845.3061414446388,23.881629267843156,668.9806939132839,565493.4890727949,41.87319000661775,0.08637012127647492,0.04068130800213643,0.0443674510370049,0.32896328439438705,0.16524431095183933,0.15755506960371224,0.026440038706956423,0.0003755116056205741,0.9072164948453608,0.49337260677466865,0.8851251840942562,0.35051546391752575,68.68924889543446,65.90574374079529,76.03092783505156,High growth / low relative penetration,76,76,98,18
gujarat|panchmahals,8105,14559552,14130695548.494362,598664,26426,gujarat,panchmahals,2026,2,2026-Q2,2026-04-01,8104,13786221,583676,25880,970.5446670676654,22.654355558919246,550.9555740558541,534726.9941911134,44.14162201167934,0.056094487387080116,0.025678629924821283,0.02109737248840804,0.32556096124699785,0.1329171295183631,0.12791839173673658,0.012574072222162546,0.000376563325554701,0.8910162002945509,0.35051546391752575,0.8571428571428571,0.41384388807069217,65.19882179675994,62.812960235640645,75.98674521354934,High growth / low relative penetration,112,112,135,19
karnataka|mandya,8105,78895989,121870206985.62411,975953,41069,karnataka,mandya,2026,2,2026-Q2,2026-04-01,8104,71413936,954428,40005,1544.6945849886501,23.76373907326694,1921.0594122087218,2967450.071480292,42.08091988036309,0.10477020899674261,0.022552775065274755,0.02659667541557309,0.2821500060787401,0.0934888343363065,0.1585703001579779,0.01756479274550306,0.0020405391588125175,0.7069219440353461,0.9823269513991163,0.8836524300441826,0.6612665684830633,81.08247422680412,80.8541973490427,75.73637702503682,Mixed signals,9,9,9,20
andhra pradesh|eluru,8105,131965615,190892439048.94632,1279217,67639,andhra pradesh,eluru,2026,2,2026-Q2,2026-04-01,8104,121039764,1255721,65450,1446.5316518166214,18.912417392332827,1951.0284746965508,2822224.442244065,52.87531357072334,0.09026662510677075,0.01871116275032425,0.033445378151260474,0.29155981607310877,0.1046473672575543,0.14551120294003073,0.04065538162390546,0.003413114005380889,0.7466863033873343,0.9882179675994109,0.7466863033873343,0.7790868924889544,81.35493372606774,81.51693667157585,75.47864506627393,Mixed signals,8,8,7,21
maharashtra|satara,8105,97105417,106457835629.04172,1737945,89747,maharashtra,satara,2026,2,2026-Q2,2026-04-01,8104,90979878,1721310,87196,1096.3120175781926,19.364936989537256,1081.9906737829676,1186199.3785757932,51.63972392682162,0.06732850312241578,0.00966415114070096,0.02925592917106279,0.27526098217853257,0.08277308332819344,0.10304438135270333,0.019173923886052293,0.002511501642007666,0.6642120765832106,0.780559646539028,0.7658321060382917,0.8777614138438881,76.14138438880708,77.20913107511046,75.31664212076583,Mixed signals,24,24,19,22
karnataka|hassan,8105,88081824,127101185281.3815,1110612,42357,karnataka,hassan,2026,2,2026-Q2,2026-04-01,8104,81190857,1087481,41466,1442.9899326492318,26.220270557404916,2079.510446915504,3000712.639737977,38.138431783557174,0.0848736822669578,0.021270256675748778,0.02148748372160325,0.26413395707656595,0.09182496777941962,0.163685815544383,0.019609855999217874,0.0022781184865004003,0.5994108983799705,0.9941089837997055,0.9234167893961709,0.7172312223858616,80.26509572901327,80.8541973490427,74.22680412371135,Mixed signals,10,10,9,23
jharkhand|deoghar,8105,33053789,34302808109.92493,942391,47866,jharkhand,deoghar,2026,2,2026-Q2,2026-04-01,8104,30084715,921905,46492,1037.787471503643,19.688108469477292,690.5483850750011,716642.4624979094,50.79208099398233,0.09869044795671167,0.02222137855852835,0.029553471565000322,0.2941498329994183,0.1372770739454381,0.13909711810761283,0.040541377612336074,0.0008548920123382501,0.759941089837997,0.5198821796759941,0.7776141384388807,0.646539027982327,68.16642120765832,67.59941089837996,73.77761413843888,High growth / low relative penetration,85,85,88,24
andhra pradesh|annamayya,8105,96492048,153851950124.24747,1083722,50051,andhra pradesh,annamayya,2026,2,2026-Q2,2026-04-01,8104,90781521,1063009,48188,1594.4521161396374,21.652354598309724,1927.8745279814589,3073903.6207917416,46.18435355192568,0.06290406832906004,0.01948525365260312,0.038661077446667136,0.2755989757933628,0.10527598702293428,0.13107048428284096,0.02972684236808356,0.0024956376737734673,0.6671575846833578,0.9837997054491899,0.833578792341679,0.7039764359351989,79.52871870397644,79.71281296023565,73.46097201767306,Mixed signals,13,13,13,25
west bengal|darjeeling,8105,43173444,51509108295.92288,1141432,73322,west bengal,darjeeling,2026,2,2026-Q2,2026-04-01,8104,38629826,1112881,71473,1193.073878839105,15.56738768718802,588.8197812389187,702505.50033991,64.2368533561351,0.11761942701994044,0.02565503409618808,0.02586990891665386,0.3429870127931005,0.1267582276019399,0.10914124071580922,0.024222723434693064,0.001116623344474449,0.93519882179676,0.39764359351988215,0.5051546391752577,0.7290132547864506,65.20618556701031,64.17525773195875,73.3136966126657,Mixed signals,111,111,117,26
bihar|patna,8105,252700915,271833749795.09665,4677723,268226,bihar,patna,2026,2,2026-Q2,2026-04-01,8104,232340513,4538938,260707,1075.7133578052008,17.439483868081393,942.119388127922,1013450.4104564682,57.34114653646657,0.0876317338595185,0.03057653574470498,0.028840805962248917,0.26797901300118343,0.13280435324858986,0.1215618388151567,0.11039545148831147,0.006535770944265031,0.6288659793814433,0.7157584683357879,0.6597938144329897,0.9779086892488954,72.81296023564065,74.55817378497791,72.69513991163475,Mixed signals,48,48,31,27
sikkim|gangtok,8105,7028410,9043265131.132269,178569,5664,sikkim,gangtok,2026,2,2026-Q2,2026-04-01,8104,6026537,180438,5426,1286.6729646011358,31.52701271186441,1240.8915960451977,1596621.6686321096,31.718831376106714,0.16624356574928512,-0.01035812855385232,0.043862882417987414,0.3445187657318458,0.0745322927134544,0.24128862590401057,0.46993148814635544,0.00018178041762287163,0.9396170839469808,0.8409425625920471,0.9543446244477173,0.06480117820324006,74.36671575846833,69.99263622974964,72.60677466863034,High growth / low relative penetration,37,37,64,28
maharashtra|yavatmal,8105,68274135,80904288500.13358,1276959,52956,maharashtra,yavatmal,2026,2,2026-Q2,2026-04-01,8104,63601566,1253856,51214,1184.9917761701936,24.113584862905054,1289.261556764106,1527764.3420978468,41.47039959779445,0.07346625710442423,0.018425560829951726,0.03401413675947973,0.2569549936108504,0.12224614627458563,0.14658121508682287,0.013481050885925952,0.0017658191216989784,0.5478645066273933,0.8674521354933726,0.8895434462444771,0.7776141384388807,75.91310751104565,77.06185567010309,72.48895434462445,Mixed signals,26,26,21,29
andhra pradesh|guntur,8105,198471270,269685684581.6649,2002926,132072,andhra pradesh,guntur,2026,2,2026-Q2,2026-04-01,8104,187148603,1949876,127784,1358.8147270971,15.165409776485554,1502.750545157187,2041959.5719127816,65.93953046692688,0.06050094319966681,0.027206858282270208,0.03355662680773808,0.31367338522430255,0.10912400331586625,0.153930836842749,0.06114414897570991,0.005133193758864624,0.8379970544918999,0.9219440353460973,0.4683357879234168,0.9027982326951399,77.95287187039764,78.27687776141384,72.48159057437408,Mixed signals,16,16,17,30
karnataka|mysuru,8105,183550671,234615696478.40112,2414508,133130,karnataka,mysuru,2026,2,2026-Q2,2026-04-01,8104,169070463,2364693,129639,1278.2066946429256,18.136468113873658,1378.7325997145647,1762305.2390776018,55.137526982722775,0.08564599482997814,0.02106615953952584,0.026928624873687745,0.2656812000608104,0.08967530987609473,0.098731502801918,0.040864301661938975,0.004747292435890666,0.614138438880707,0.8954344624447718,0.7025036818851251,0.9322533136966127,77.01767304860087,78.60824742268042,72.45949926362297,Mixed signals,20,20,16,31
maharashtra|buldhana,8105,91306788,109721219470.54532,1350212,69454,maharashtra,buldhana,2026,2,2026-Q2,2026-04-01,8104,85347068,1333223,68273,1201.6764785389814,19.44037780401417,1314.6368531690039,1579768.1842736965,51.439329527511234,0.06982922951729287,0.012742804467069657,0.017298199874035136,0.2689636267569706,0.10214639920004909,0.10360059745129813,0.018028957163037703,0.002361527863975352,0.6377025036818851,0.8777614138438881,0.7717231222385862,0.792341678939617,76.21502209131074,76.98821796759941,72.32695139911634,Mixed signals,23,23,22,32
kerala|kannur,8105,23650060,27986601957.535408,1167934,66381,kerala,kannur,2026,2,2026-Q2,2026-04-01,8104,22093276,1138404,64766,1183.3628311105938,17.594402012624094,356.2775492987451,421605.60939930717,56.83625958316138,0.07046415389007943,0.02593982452626653,0.024935923169564278,0.29271369377707246,0.11297209884284376,0.0933392627730012,0.08026497460972451,0.0006116771479759962,0.7496318114874816,0.13696612665684832,0.6715758468335787,0.7393225331369662,57.48895434462445,57.437407952871865,71.97349042709867,Mixed signals,206,206,205,33
maharashtra|ratnagiri,8105,13848541,15608330604.23619,524576,14161,maharashtra,ratnagiri,2026,2,2026-Q2,2026-04-01,8104,13020892,533015,13798,1127.0740075966262,37.04371160228797,977.9352446861097,1102205.3953983611,26.995135118648204,0.0635631568098407,-0.01583257506824387,0.02630816060298602,0.28644097916182654,0.06010286257035169,0.0892239058533959,0.002734459922734017,0.000358173977677378,0.7245949926362297,0.7407952871870398,0.9734904270986745,0.35640648011782033,71.72312223858616,69.88217967599411,71.9661266568483,Mixed signals,56,56,65,34
assam|tinsukia,8105,13913248,13298220538.251854,488784,25687,assam,tinsukia,2026,2,2026-Q2,2026-04-01,8104,12847397,470142,24612,955.7955509922524,19.028457974851094,541.6455016156033,517702.3606591604,52.55286588759043,0.08296240864978333,0.03965184986663606,0.04367788070859735,0.33758183205355374,0.1720370805538105,0.22599274532264224,0.02533712056043714,0.0003598475376266586,0.9278350515463918,0.33726067746686306,0.7569955817378498,0.3284241531664212,61.759941089838,58.76288659793815,71.81885125184094,High growth / low relative penetration,152,152,182,35
maharashtra|sindhudurg,8105,7558165,9214363961.101068,296619,9275,maharashtra,sindhudurg,2026,2,2026-Q2,2026-04-01,8104,7019075,305190,8917,1219.1271242558305,31.980485175202155,814.8964959568733,993462.4216820559,31.269069075143534,0.07680356742163319,-0.028084144303548664,0.04014803184927662,0.31447765175902775,0.04669971946292151,0.1243787125712208,0.0014923954286528056,0.00019548182165846493,0.845360824742268,0.6362297496318114,0.9572901325478645,0.17820324005891017,68.76288659793815,65.42709867452136,71.77466863033874,High growth / low relative penetration,74,74,104,36
uttar pradesh|kushinagar,8105,62347702,68203879551.46507,1386079,98458,uttar pradesh,kushinagar,2026,2,2026-Q2,2026-04-01,8104,54843245,1352607,96928,1093.927720888014,14.077870767230698,633.2416055576997,692720.5463392012,71.03346923227319,0.13683466395907096,0.024746286245746152,0.015784912512380345,0.3617041100321936,0.1528676989207245,0.12321891006993169,0.017010229955573917,0.0016125398642632329,0.9690721649484536,0.44477172312223856,0.36671575846833576,0.7997054491899853,65.35346097201767,64.50662739322533,71.59057437407952,Mixed signals,108,108,114,37
maharashtra|parbhani,8105,65772822,83078117306.7797,907133,50831,maharashtra,parbhani,2026,2,2026-Q2,2026-04-01,8104,59225411,895007,49547,1263.1070825390416,17.846058507603626,1293.9509747988432,1634398.6407267158,56.03478211023081,0.11055070601367367,0.013548497386054015,0.025914787979090637,0.29802520756658013,0.10145365709137444,0.10735681763719152,0.01298715480310296,0.001701126008783608,0.7790868924889544,0.8718703976435935,0.6877761413843888,0.6318114874815906,75.0,74.26362297496317,71.03092783505154,Mixed signals,31,31,36,38
andhra pradesh|srikakulam,8105,98256003,148236447419.4173,1148380,59392,andhra pradesh,srikakulam,2026,2,2026-Q2,2026-04-01,8104,92908737,1144688,58081,1508.675733730155,19.335600754310345,1654.3642746497844,2495899.235914219,51.71807241505425,0.057553962874342,0.0032253330165075145,0.022571925414507366,0.2714539142872694,0.07867190670133306,0.1095086867177284,0.03027027380431334,0.0025412600089201012,0.6494845360824743,0.9587628865979382,0.7628865979381443,0.7334315169366715,77.19440353460972,77.61413843888072,71.0162002945508,Mixed signals,19,19,18,39
gujarat|mahisagar,8105,6137394,6998223144.40125,282541,9790,gujarat,mahisagar,2026,2,2026-Q2,2026-04-01,8104,5941319,277330,9733,1140.259716811606,28.860163432073545,626.9043922369765,714833.8247600868,34.64983843052867,0.033001931052683675,0.01878988930155412,0.005856364944004877,0.31579918896060244,0.13787881838867522,0.04773116438356162,0.005300440247877619,0.00015873548134444444,0.8541973490427098,0.4374079528718704,0.9396170839469808,0.15758468335787923,63.20324005891016,59.72017673048601,70.9941089837997,High growth / low relative penetration,136,136,170,40
maharashtra|latur,8105,114882213,135860687108.5986,1416945,90127,maharashtra,latur,2026,2,2026-Q2,2026-04-01,8104,106349124,1396494,88404,1182.6085480142917,15.721648340674825,1274.670331865035,1507436.0303638044,63.606562004876686,0.0802365706369148,0.014644531233216851,0.019490068322700393,0.3094632291274635,0.10457719633861706,0.09364154835578198,0.022684036338809475,0.00297127467756999,0.8159057437407953,0.8586156111929307,0.5169366715758469,0.8085419734904271,75.03681885125184,75.0,70.94256259204712,Mixed signals,30,30,27,41
maharashtra|sangli,8105,77033307,95139218961.47244,1580036,86833,maharashtra,sangli,2026,2,2026-Q2,2026-04-01,8104,72724743,1554515,85693,1235.040045229688,18.196261789872516,887.1432174403741,1095657.3993927706,54.95634276687367,0.059244815756860136,0.016417339170094802,0.013303303653740661,0.2666103646931479,0.09454809701908706,0.059429979746711936,0.015210590827377832,0.0019923633819499548,0.6215022091310751,0.6833578792341679,0.7083946980854198,0.8512518409425626,70.46391752577318,71.61266568483063,70.93519882179676,Mixed signals,63,63,52,42
maharashtra|gadchiroli,8105,20235867,26586391668.450592,463308,17139,maharashtra,gadchiroli,2026,2,2026-Q2,2026-04-01,8104,19213271,449945,16774,1313.8251831982584,27.032382286014354,1180.6912305268686,1551221.8722475402,36.99267010282576,0.053223420416024014,0.029699185456000254,0.021759866459997612,0.2950117784386417,0.1477593933553485,0.046592574499267236,0.0039956676528795235,0.0005233736156856083,0.7658321060382917,0.8217967599410898,0.9293078055964654,0.30927835051546393,72.93814432989691,70.65537555228276,70.89101620029454,High growth / low relative penetration,45,45,58,43
gujarat|valsad,8105,51903972,48772915110.49753,1252554,52222,gujarat,valsad,2026,2,2026-Q2,2026-04-01,8104,50752709,1210516,50852,939.6759675829343,23.985178660334725,993.9100762130903,933953.4125559635,41.69241405959344,0.022683774377442623,0.03472733941558803,0.026940926610556026,0.2522159268808184,0.12148091773922776,0.14404013407233762,0.044825849898753926,0.0013424267660033828,0.5110456553755522,0.7466863033873343,0.8865979381443299,0.7687776141384389,71.53902798232696,72.82768777614137,70.6921944035346,Mixed signals,58,58,44,44
telangana|mahabubnagar,8105,64498115,88892397070.01947,650091,35675,telangana,mahabubnagar,2026,2,2026-Q2,2026-04-01,8104,59175967,636963,34484,1378.216976884045,18.22259285213735,1807.935949544499,2491728.0187812047,54.876932614049416,0.0899376599963293,0.02061030232525285,0.034537756640760975,0.31723851601984476,0.09806547945807065,0.1532617831512253,0.01663080178866226,0.0016681574183333074,0.8586156111929307,0.9749631811487481,0.7128129602356407,0.4477172312223859,76.90721649484537,74.85272459499264,70.4860088365243,Mixed signals,21,21,29,45
andhra pradesh|kakinada,8105,150675340,202569584371.67105,1518007,94093,andhra pradesh,kakinada,2026,2,2026-Q2,2026-04-01,8104,139653754,1481623,90998,1344.410998984114,16.13304921726377,1601.3448396798913,2152865.6156320986,61.9845626535319,0.07892080008103464,0.024556854206502,0.03401173652168188,0.29229469216679327,0.10334789678002698,0.14712587625723872,0.046419390755779125,0.0038970160008690692,0.748159057437408,0.946980854197349,0.5552282768777614,0.8379970544918999,76.75994108983801,77.20913107511046,70.30927835051547,Mixed signals,22,22,19,46
telangana|narayanpet,8105,21594457,34646353257.66289,248512,12071,telangana,narayanpet,2026,2,2026-Q2,2026-04-01,8104,19116959,244654,11645,1604.4095601784702,20.587523817413636,1788.9534421340402,2870214.005274036,48.57310713365954,0.12959686736786957,0.01576920876012644,0.03658222413052803,0.36120629043773134,0.09936253323365074,0.19966209501093224,0.00556811829463218,0.0005585117276594769,0.96759941089838,0.9720176730486009,0.8114874815905744,0.12371134020618557,76.0898379970545,71.87039764359352,70.19882179675994,High growth / low relative penetration,25,25,50,47
punjab|tarn taran,8105,6589627,13907125870.89544,360111,19428,punjab,tarn taran,2026,2,2026-Q2,2026-04-01,8104,5668487,344684,19172,2110.457218731112,18.53567016676961,339.1819538809965,715829.0030314721,53.95003207344402,0.1625019162961827,0.04475693678847881,0.013352806175672916,0.3645411268848662,0.16235704994335265,0.043954862976894216,0.023337342212088007,0.0001704318826077236,0.9720176730486009,0.11487481590574374,0.7304860088365243,0.21796759941089838,54.65390279823269,50.88365243004418,69.89690721649484,Mixed signals,243,243,306,48
assam|sribhumi,8105,15234907,16362420835.915243,431489,21520,assam,sribhumi,2026,2,2026-Q2,2026-04-01,8104,15304557,424586,20845,1074.0085801583982,20.05060408921933,707.9417750929368,760335.5407023812,49.873809065816275,-0.0045509321177999995,0.016258190331287503,0.03238186615495331,0.32343417062736557,0.16012873320929621,0.18862192764429708,0.027743965707076282,0.00039403047871504516,0.8807069219440353,0.5346097201767305,0.7908689248895434,0.2768777614138439,65.09572901325478,62.07658321060382,69.83063328424153,High growth / low relative penetration,113,113,145,49
gujarat|gandhinagar,8105,60548590,66840655989.80335,1507310,81825,gujarat,gandhinagar,2026,2,2026-Q2,2026-04-01,8104,58252097,1462040,80600,1103.917630283436,18.421142682554233,739.9766575007638,816873.278213301,54.28544891230072,0.03942335329147029,0.030963585127629978,0.015198511166253148,0.26347120159681436,0.11155111714828903,0.0701534115431397,0.05229160509953252,0.0015660082403667443,0.593519882179676,0.5699558173784978,0.7216494845360825,0.8321060382916053,66.7378497790869,67.93078055964654,69.80117820324007,Mixed signals,95,95,83,50
