metric,count,mean,std,min,10%,25%,50%,75%,90%,95%,max,iqr,lower_fence,upper_fence,outlier_count
transactions,680.0,56725706.14117647,117577917.43818507,1132307.0,6509869.0,13410403.25,30279361.5,63378472.25,104968213.40000002,166653033.09999996,2113433404.0,49968069.0,-61541700.25,138330575.75,42
registered_users,680.0,1041589.3338235294,1392570.0989523956,100742.0,229263.1,404376.0,704725.0,1212390.25,1997998.0,2730913.6499999985,20543058.0,808014.25,-807645.375,2424411.625,46
registered_merchants,680.0,74427.41323529412,113235.81353088473,1244.0,10856.000000000002,22079.0,46110.0,86097.75,147958.60000000003,209640.7999999998,1517644.0,64018.75,-73949.125,182125.875,43
transaction_yoy,680.0,0.25051203185393406,0.06375999287353079,-0.0262037562019709,0.17584392632047519,0.2075089503322907,0.25104803131134285,0.2927161834324246,0.3270660061286874,0.34901188748658385,0.5244983267800827,0.08520723310013392,0.0796981006820898,0.4205270330826255,10
users_per_merchant,680.0,17.21258401240453,7.711121698505155,6.906392831974228,11.11653119265798,12.90144872574826,15.52436836844487,18.945789726540195,24.513877817651785,30.627730375073458,109.23818293431552,6.044341000791935,3.834937224560358,28.012301227728095,42
transactions_per_merchant,680.0,783.0998599199368,456.4441168408168,123.04726539219732,313.89154220543986,464.6617446546524,675.67696659165,998.6238195864669,1394.5710929343682,1605.0934973099254,4159.400859422959,533.9620749318144,-336.2813677430692,1799.5669319841886,19
merchants_per_1000_users,680.0,65.16358122373944,19.473991041538696,9.154308256860112,40.79322046664082,52.782185913676436,64.41485903132579,77.51067556349105,89.95613423180666,97.71093762745224,144.7933855384454,24.728489649814613,15.689451438954514,114.60341003821297,7
