district_key,period_id,transactions,value_inr,registered_users,registered_merchants,state,district,year,quarter,period_label,quarter_start,prior_period,prior_transactions,prior_users,prior_merchants,average_transaction_value,users_per_merchant,transactions_per_merchant,value_per_merchant,merchants_per_1000_users,transaction_qoq,user_qoq,merchant_qoq,transaction_yoy,user_yoy,merchant_yoy,district_share_of_state,district_share_of_mapped_india,exclusion_reason
manipur|noney,8105,160801.0,263334719.71061012,11418,22.0,manipur,noney,2026,2,2026-Q2,2026-04-01,8104.0,145308.0,10662.0,21.0,1637.64354519319,519.0,7309.136363636364,11969759.986845916,1.9267822736030829,0.1066217964599334,0.0709060213843557,0.0476190476190476,0.1968634631415982,0.2002522863450015,0.1578947368421053,0.0153733986979156,4.158902644293002e-06,"users below 100,000; merchants below 1,000; transactions below 1 million"
manipur|senapati,8105,363888.0,598489240.8444006,26306,1023.0,manipur,senapati,2026,2,2026-Q2,2026-04-01,8104.0,346476.0,24745.0,969.0,1644.7072748878793,25.714565004887582,355.7067448680352,585033.4710111443,38.88846650954155,0.0502545630866206,0.0630834512022631,0.0557275541795665,0.2666358032211691,0.2254157544137514,1.3901869158878504,0.0347895554467144,9.41147608178116e-06,"users below 100,000; transactions below 1 million"
manipur|tengnoupal,8105,155663.0,349139246.22705567,9787,153.0,manipur,tengnoupal,2026,2,2026-Q2,2026-04-01,8104.0,142055.0,9333.0,125.0,2242.917367820585,63.96732026143791,1017.40522875817,2281955.8576931744,15.632982527843057,0.0957938826510858,0.0486445944498017,0.2239999999999999,0.1730709812580539,0.1712541886069889,1.6842105263157894,0.0148821795978485,4.026015151140737e-06,"users below 100,000; merchants below 1,000; transactions below 1 million"
meghalaya|east jaintia hills,8105,1764638.0,2203962437.2824173,51614,955.0,meghalaya,east jaintia hills,2026,2,2026-Q2,2026-04-01,8104.0,1837460.0,48954.0,920.0,1248.9600911248751,54.04607329842932,1847.7884816753929,2307814.070452793,18.50273181694889,-0.0396318831430344,0.0543367242717653,0.0380434782608696,0.2614901361973962,0.19715173725472,0.1423444976076555,0.0787756230097541,4.564000002748687e-05,"users below 100,000; merchants below 1,000"
meghalaya|ri bhoi,8105,2774685.0,3169896649.06889,77873,2935.0,meghalaya,ri bhoi,2026,2,2026-Q2,2026-04-01,8104.0,2591132.0,73442.0,2719.0,1142.4347805494642,26.53253833049404,945.3781942078364,1080032.9298360783,37.6895714817716,0.0708389229109129,0.0603333242558754,0.0794409709452004,0.3225230025967291,0.2059684388211791,0.2118084227910817,0.1238653704220467,7.176351380638261e-05,"users below 100,000"
tripura|khowai,8105,1013782.0,1233388781.5792928,79657,1447.0,tripura,khowai,2026,2,2026-Q2,2026-04-01,8104.0,985028.0,76012.0,1432.0,1216.621306729941,55.04975812024879,700.6095369730477,852376.490379608,18.16538408426127,0.0291910483762898,0.0479529547966111,0.0104748603351956,0.1863718121103821,0.1898694470169988,0.0365329512893983,0.0443416116017001,2.6220114554863767e-05,"users below 100,000"
manipur|kakching,8105,304958.0,510264495.74999833,33406,1379.0,manipur,kakching,2026,2,2026-Q2,2026-04-01,8104.0,284608.0,31702.0,1321.0,1673.2287585503525,24.22480058013053,221.14430746918055,370025.0150471344,41.280009579117525,0.0715018551832695,0.0537505520156456,0.043906131718395,0.2611680438037105,0.1953340251189752,0.5942196531791908,0.0291555457995843,7.887330505396767e-06,"users below 100,000; transactions below 1 million"
manipur|kangpokpi,8105,529270.0,1006018270.839712,31832,228.0,manipur,kangpokpi,2026,2,2026-Q2,2026-04-01,8104.0,517771.0,30481.0,193.0,1900.76571662802,139.6140350877193,2321.3596491228072,4412360.837016281,7.162603669263634,0.0222086598129289,0.0443226928250386,0.1813471502590673,0.1304067388277106,0.1734434327422862,0.6056338028169015,0.050600921193561,1.368886015973133e-05,"users below 100,000; merchants below 1,000; transactions below 1 million"
manipur|tamenglong,8105,186108.0,319385184.7447888,15066,97.0,manipur,tamenglong,2026,2,2026-Q2,2026-04-01,8104.0,175650.0,14058.0,69.0,1716.128187637226,155.31958762886595,1918.639175257732,3292630.770564833,6.438337979556618,0.0595388556789069,0.0717029449423816,0.4057971014492754,0.4078293430159991,0.2230881636629322,4.105263157894737,0.0177928774377751,4.813434327672602e-06,"users below 100,000; merchants below 1,000; transactions below 1 million"
mizoram|kolasib,8105,487571.0,562966858.4205089,27161,1419.0,mizoram,kolasib,2026,2,2026-Q2,2026-04-01,8104.0,439883.0,25664.0,1339.0,1154.6356498243515,19.14094432699084,343.6018322762509,396734.9248911268,52.2440263613269,0.1084106455580233,0.0583307356608477,0.0597460791635549,0.33765802642553,0.2197871289351955,0.3578947368421052,0.1052926753315858,1.2610371335878406e-05,"users below 100,000; transactions below 1 million"
mizoram|siaha,8105,210135.0,244234756.96741,13204,824.0,mizoram,siaha,2026,2,2026-Q2,2026-04-01,8104.0,189945.0,12179.0,746.0,1162.275475134604,16.024271844660195,255.01820388349515,296401.40408666263,62.40533171766131,0.1062939271894496,0.0841612611872895,0.1045576407506703,0.2621251343900344,0.3352209525735665,0.5459662288930582,0.0453793936284208,5.434860524241205e-06,"users below 100,000; merchants below 1,000; transactions below 1 million"
nagaland|kohima,8105,1834641.0,2634112453.1562834,98267,3913.0,nagaland,kohima,2026,2,2026-Q2,2026-04-01,8104.0,1592464.0,93837.0,3458.0,1435.764519138231,25.11295681063123,468.85790953232816,673169.5510238394,39.8200820214314,0.1520769072330676,0.0472095228960858,0.131578947368421,0.2938667881564396,0.1748663932760248,0.5049999999999999,0.148453843991492,4.745053392844794e-05,"users below 100,000"
nagaland|noklak,8105,48540.0,80666949.33180131,4088,2.0,nagaland,noklak,2026,2,2026-Q2,2026-04-01,8104.0,41702.0,3913.0,1.0,1661.8654580099158,2044.0,24270.0,40333474.665900655,0.4892367906066536,0.1639729509376049,0.0447227191413237,1.0,0.3504715800016693,0.2421756305074445,1.0,0.0039277164237292,1.2554221326607567e-06,"users below 100,000; merchants below 1,000; transactions below 1 million"
sikkim|mangan,8105,1242933.0,1910234174.787449,32027,333.0,sikkim,mangan,2026,2,2026-Q2,2026-04-01,8104.0,1126612.0,31743.0,332.0,1536.876223245701,96.17717717717716,3732.531531531532,5736438.963325673,10.397477128672682,0.1032485008148325,0.0089468544245976,0.0030120481927711,0.4875484406827532,0.0938556644694148,0.1725352112676057,0.0831046217218708,3.214679846754084e-05,"users below 100,000; merchants below 1,000"
sikkim|namchi,8105,2590504.0,2693086086.952422,76043,1353.0,sikkim,namchi,2026,2,2026-Q2,2026-04-01,8104.0,2347901.0,73533.0,1325.0,1039.5992775739478,56.203252032520325,1914.637102734664,1990455.348819233,17.79256473311153,0.103327610491243,0.0341343342444888,0.0211320754716981,0.2988836787658293,0.1409644700516144,0.1200331125827813,0.1732055187117835,6.69999187545575e-05,"users below 100,000"
manipur|chandel,8105,173597.0,321032022.63000125,13771,114.0,manipur,chandel,2026,2,2026-Q2,2026-04-01,8104.0,154116.0,13115.0,100.0,1849.2947610269837,120.79824561403508,1522.780701754386,2816070.373947379,8.278265921138624,0.1264047860053465,0.0500190621425848,0.1399999999999999,0.2959545512231902,0.1695116772823779,1.2352941176470589,0.0165967617972653,4.489854057756683e-06,"users below 100,000; merchants below 1,000; transactions below 1 million"
