state,period_id,transactions,value_inr,registered_users,registered_merchants,year,quarter,period_label,quarter_start,retail_transactions,prior_period,prior_transactions,prior_users,prior_merchants,prior_retail,average_transaction_value,users_per_merchant,transactions_per_merchant,value_per_merchant,merchants_per_1000_users,transaction_qoq,user_qoq,merchant_qoq,retail_qoq,transaction_yoy,user_yoy,merchant_yoy,state_contribution
delhi,8097,774314356,895745968493.4221,17177363,1648369.0,2024,2,2024-Q2,2024-04-01,509081017,8096.0,648689028.0,16600851.0,1610556.0,411667423.0,1156.824694715362,10.4208238567942,469.7457644495862,543413.5005532269,95.96170261989573,0.19366032502094366,0.034727858228472686,0.02347822739476313,0.2366317773947344,0.6135657457033565,0.13968476708180644,0.08542231452685067,0.03221995572783948
goa,8097,37182439,47519409391.04823,1078255,30281.0,2024,2,2024-Q2,2024-04-01,23876060,8096.0,35146111.0,1039130.0,29320.0,22126561.0,1278.0067867804,35.608302235725375,1227.913179881774,1569281.3774660095,28.083338356882184,0.05793892815054269,0.0376516893940122,0.032776261937244255,0.07906782260469658,0.38405791221226293,0.15234871786102833,0.1520258702682138,0.0015471965993525917
gujarat,8097,701921455,919028632147.8856,28470147,1790863.0,2024,2,2024-Q2,2024-04-01,441428904,8096.0,614098314.0,27405423.0,1734621.0,369258483.0,1309.304090367042,15.89744553324291,391.9459249535001,513176.4027443113,62.903187679361125,0.14301153251497123,0.03885085079693895,0.03242322098026018,0.19544688699812474,0.6498263965123223,0.1647976881237767,0.11474261854461121,0.02920761836491208
haryana,8097,740372930,909199344753.5066,18087186,1395864.0,2024,2,2024-Q2,2024-04-01,476635703,8096.0,606097991.0,17427671.0,1349876.0,373122494.0,1228.0288864066201,12.957699317412011,530.4047743906283,651352.3844396779,77.1741939293376,0.2215399836228793,0.03784297970738604,0.03406831442295433,0.27742419892808723,0.614991283712526,0.15310629437065892,0.1336377236025903,0.030807620757441822
himachal pradesh,8097,54506909,60644407062.34276,2904980,126235.0,2024,2,2024-Q2,2024-04-01,34599835,8096.0,40811785.0,2783894.0,120041.0,24834607.0,1112.600368924658,23.012476729908503,431.78919475581256,480408.81738299807,43.45468815620073,0.33556787579862046,0.04349519054964013,0.051599036995693126,0.3932104905062521,0.47452220106844134,0.16076159271172563,0.15113850867674006,0.0022680842492882507
jammu & kashmir,8097,112089466,130230163165.34396,4103216,276715.0,2024,2,2024-Q2,2024-04-01,68626394,8096.0,77789259.0,3840608.0,264241.0,45932216.0,1161.8412310514884,14.828310716802486,405.07188262291527,470629.21477095195,67.43856526197987,0.4409375721139084,0.06837667369333178,0.047206905817038125,0.49407975439286456,0.8977163434026607,0.2910519049171292,0.21393381852958337,0.004664149132832516
jharkhand,8097,502445409,621011595298.2496,11765547,838391.0,2024,2,2024-Q2,2024-04-01,290437854,8096.0,429954770.0,11202660.0,810224.0,240172406.0,1235.9782459436296,14.03348437662141,599.2972360151767,740718.3465689035,71.25814039925216,0.16860061582756725,0.05024583447145581,0.034764460198661196,0.20928902215352752,0.7177668271986202,0.21915704572139294,0.12475617052903276,0.02090723064630381
karnataka,8097,3029221824,3786672027453.246,43157465,2776153.0,2024,2,2024-Q2,2024-04-01,1944859250,8096.0,2786714019.0,41888288.0,2702444.0,1769743226.0,1250.0477837087067,15.545780437893733,1091.1580968340002,1363999.7606231524,64.32613685720419,0.08702285320508873,0.030299089807633184,0.02727494075732939,0.09894996145615975,0.4756675502621195,0.13442754543457314,0.11631874773310513,0.12604879698121618
kerala,8097,195529557,242690651335.9905,12860951,876516.0,2024,2,2024-Q2,2024-04-01,120226924,8096.0,182097703.0,12400955.0,847785.0,109820926.0,1241.1967533685483,14.672808026322395,223.0758560026286,276881.02822537237,68.15328042226426,0.07376179808264793,0.03709359480781926,0.03388948849059603,0.09475423654686721,0.23861822217726858,0.15496126047066494,0.1478536902855243,0.008136170563295181
ladakh,8097,5691939,10732962147.415825,190668,1640.0,2024,2,2024-Q2,2024-04-01,2943855,8096.0,3253441.0,180765.0,1091.0,1611509.0,1885.6425108237852,116.2609756097561,3470.694512195122,6544489.114277942,8.601338452178656,0.7495135150752696,0.05478383536635967,0.5032080659945004,0.8267691958282579,0.6760577356841582,0.1995017489116484,0.7787418655097613,0.00023684698748574267
lakshadweep,8097,161844,213925009.20390275,13251,121.0,2024,2,2024-Q2,2024-04-01,103328,8096.0,120325.0,12330.0,56.0,65567.0,1321.7975902962282,109.51239669421487,1337.5537190082644,1767975.2826768823,9.131386310467134,0.3450571369208395,0.07469586374695858,1.1607142857142856,0.5759147131941373,2.2012184267262693,0.251984126984127,2.5588235294117645,6.734482544989069e-06
madhya pradesh,8097,1432136665,1777347668076.4536,31399806,2466722.0,2024,2,2024-Q2,2024-04-01,859901226,8096.0,1283443129.0,30087710.0,2371698.0,747491424.0,1241.046131638878,12.729365530448911,580.5829213831149,720530.1886781135,78.5585108392071,0.11585518098948033,0.04360903505118863,0.040065809390571694,0.15038273134756386,0.6972817616236202,0.1987852031271995,0.1514303945598936,0.05959256674625787
maharashtra,8097,3056537192,3575026518542.912,66770730,5168187.0,2024,2,2024-Q2,2024-04-01,1975738521,8096.0,2831435504.0,64700862.0,5039829.0,1798938438.0,1169.6329192067335,12.919565410462122,591.4138153282767,691737.0672816042,77.40198437249376,0.07950090605348281,0.03199135121260044,0.025468721260185623,0.09828022975403239,0.48488589643087066,0.13823675433863425,0.12133401808606403,0.1271854153853952
manipur,8097,5268375,11040117731.12242,603425,12042.0,2024,2,2024-Q2,2024-04-01,2012748,8096.0,3974022.0,564185.0,10474.0,1380355.0,2095.545159773634,50.110031556219894,437.5,916801.0074009649,19.956084020383642,0.3257035315858845,0.06955165415599485,0.14970402902425062,0.4581379427755903,2.0989475034013645,0.21442558681052404,0.7584696261682242,0.00021922208718245216
meghalaya,8097,10990422,16079921304.581762,536952,9226.0,2024,2,2024-Q2,2024-04-01,5343544,8096.0,8252199.0,488538.0,8557.0,3259975.0,1463.0849756798932,58.19986993279861,1191.2445263386082,1742891.9688469286,17.18216898344731,0.3318173737691008,0.09909976296623801,0.0781816057029332,0.6391364964455248,1.153376851166815,0.360894976150528,0.39008588217568185,0.0004573218971420866
mizoram,8097,2072275,3870351855.01451,213479,7999.0,2024,2,2024-Q2,2024-04-01,854085,8096.0,1688924.0,194379.0,6017.0,577796.0,1867.6825493790689,26.688211026378298,259.0667583447931,483854.46368477435,37.46972770155378,0.22697942595403942,0.09826164349029476,0.3294000332391558,0.47817741901986177,0.6112271769867674,0.3285641383087301,2.1442610062893084,8.622933081187578e-05
nagaland,8097,5897170,11252050159.141838,423165,8484.0,2024,2,2024-Q2,2024-04-01,2514000,8096.0,4412466.0,391270.0,7149.0,1475125.0,1908.0423591556353,49.87800565770863,695.0931164545026,1326267.1097526918,20.048917089078728,0.3364794198980796,0.08151659979042614,0.18673940411246326,0.7042623506482502,0.9075673281985444,0.24813074602036944,0.7008821170809945,0.0002453868443058327
odisha,8097,941735991,1163541947521.4397,17662149,1142368.0,2024,2,2024-Q2,2024-04-01,533463941,8096.0,862406808.0,17002272.0,1106573.0,472041275.0,1235.528809179217,15.4609976820079,824.3718232653575,1018535.1371199471,64.67887911035062,0.0919858032938905,0.038811107127329825,0.032347617373639226,0.1301213882197061,0.742125407113293,0.16345556430346608,0.11846856373021275,0.03918652896231855
puducherry,8097,14610867,18221014500.6219,594818,42724.0,2024,2,2024-Q2,2024-04-01,9569219,8096.0,13519970.0,578039.0,41484.0,8706366.0,1247.0864665746324,13.922338732328434,341.98265611834097,426481.9422484294,71.82701263243547,0.08068782697003019,0.029027453164924832,0.029891042329572848,0.09910598750385646,0.30528314387154554,0.1282651456666104,0.09844453014526278,0.0006079720519676776
punjab,8097,172858419,244763570598.0551,10766796,798969.0,2024,2,2024-Q2,2024-04-01,103791454,8096.0,143173269.0,10263130.0,770732.0,81707832.0,1415.9771448450833,13.475862017174634,216.35184719307006,306349.27087040315,74.20675565878652,0.20733723695307948,0.04907528210204881,0.036636600011417775,0.2702754614759575,0.4524403119378948,0.19337469971099996,0.14061355683944998,0.007192802980091366
rajasthan,8097,1818703650,2493535347251.073,34754315,2630384.0,2024,2,2024-Q2,2024-04-01,1080979751,8096.0,1600558212.0,33414280.0,2513905.0,910181233.0,1371.0509390856907,13.212639295251188,691.4213476055207,947973.8879384429,75.68510557609896,0.1362933483858817,0.04010366226655182,0.04633389089882067,0.1876533066244841,0.6948242919066836,0.17836530200312817,0.16511680030332898,0.07567798611893496
sikkim,8097,7126004,11164052278.025002,319071,4805.0,2024,2,2024-Q2,2024-04-01,3596853,8096.0,5735877.0,304915.0,4068.0,2665840.0,1566.6637680844694,66.40395421436004,1483.0393340270552,2323423.9912643083,15.059344158510175,0.24235648707250879,0.04642605316235682,0.18117010816125867,0.3492381388230352,0.6058231450229201,0.16975231698732984,0.9037242472266245,0.00029651979408271107
tamil nadu,8097,707377354,987216265047.3884,32173286,1925501.0,2024,2,2024-Q2,2024-04-01,417547691,8096.0,643084591.0,31080814.0,1856637.0,370440883.0,1395.6006076035458,16.70904663253875,367.37314288592944,512706.18142882735,59.84781908817147,0.09997559248002563,0.03514940117076737,0.0370907183256608,0.12716417156364468,0.40307987955952806,0.15858042479944334,0.14392064860356202,0.029434643503828094
telangana,8097,2403883290,3461907722592.297,29668981,2034941.0,2024,2,2024-Q2,2024-04-01,1500188080,8096.0,2170233621.0,28813177.0,1974451.0,1318718383.0,1440.1313645273922,14.57977454874613,1181.303679074725,1701232.4792671124,68.58816620631494,0.10766106779432305,0.02970182704947799,0.030636364234919,0.1376106523874856,0.4621765685556014,0.12607202075687307,0.13161038108849055,0.1000278666907386
tripura,8097,13492767,18847582110.31529,910150,38797.0,2024,2,2024-Q2,2024-04-01,7412685,8096.0,11581499.0,858086.0,37140.0,5904516.0,1396.8656029052668,23.459288089285256,347.7786169033688,485799.9873782841,42.627039498983684,0.1650276876939678,0.060674571080288064,0.04461497038233708,0.25542635501368793,0.5839854927761476,0.24402182010035278,0.36029592230286456,0.0005614468490960711
uttar pradesh,8097,2144136082,2705836943014.7227,68189228,6248571.0,2024,2,2024-Q2,2024-04-01,1238837502,8096.0,1794266530.0,64960422.0,6019346.0,989186934.0,1261.9707143264811,10.912771576093158,343.1402287018904,433032.9195290768,91.63574927113122,0.19499307719907133,0.04970420296838585,0.03808137960502678,0.2523795648922309,0.7562735844627253,0.22664339921395005,0.15727286382006267,0.08921953868113895
uttarakhand,8097,159360860,180260957246.1923,5419938,417986.0,2024,2,2024-Q2,2024-04-01,101329050,8096.0,123880004.0,5206546.0,403865.0,76012656.0,1131.149500863589,12.96679314618193,381.25884599005707,431260.75334148103,77.12007037718881,0.2864131002126864,0.04098532885333195,0.03496465403043092,0.33305498494882224,0.5305599236476004,0.16536479022871298,0.1382999003273402,0.00663115673132428
west bengal,8097,988799648,1545997993108.2922,33696097,2941809.0,2024,2,2024-Q2,2024-04-01,499564293,8096.0,843082236.0,32233492.0,2845547.0,403108218.0,1563.5098538266188,11.454209637675321,336.11959444001974,525526.2979711777,87.30414682745007,0.17283890678488922,0.045375319558923266,0.03382899667445316,0.23928084492685775,0.7745813255869864,0.1969416197810232,0.15774127407034255,0.04114489242695025
tripura,8098,14575406,20044092205.04162,958718,40877.0,2024,3,2024-Q3,2024-07-01,7914763,8097.0,13492767.0,910150.0,38797.0,7412685.0,1375.1995796920935,23.453727034762824,356.5674095457103,490351.3517391594,42.637146689641796,0.08023847147141883,0.05336263253309892,0.05361239271077656,0.06773227244918667,0.5132994813602516,0.2480950862141913,0.2626100386100385,0.0005643353047723627
uttar pradesh,8098,2285132385,2715325163720.84,71327157,6485244.0,2024,3,2024-Q3,2024-07-01,1332554852,8097.0,2144136082.0,68189228.0,6248571.0,1238837502.0,1188.2572675196845,10.998376776571552,352.358737003573,418692.83001855284,90.9225079586447,0.06575902722950389,0.04601795755775395,0.03787634004638818,0.07564942928245322,0.6784752927134661,0.22087938964757425,0.1544892365063355,0.08847649807725226
uttarakhand,8098,159497485,173415603155.37198,5624430,430448.0,2024,3,2024-Q3,2024-07-01,100726911,8097.0,159360860.0,5419938.0,417986.0,101329050.0,1087.2623048280163,13.066456343158755,370.5383344794261,402872.3635732353,76.53184411575928,0.0008573309657089467,0.037729582884527435,0.02981439569746347,-0.005942412368417527,0.49363262332379243,0.16594401906496126,0.13468686240292715,0.006175475441843634
west bengal,8098,1091000362,1608053446947.104,35120561,3036684.0,2024,3,2024-Q3,2024-07-01,554209559,8097.0,988799648.0,33696097.0,2941809.0,499564293.0,1473.9256767974418,11.565431569435608,359.2735898763256,529542.5691139097,86.46456416228659,0.10335836405961185,0.042273857414406146,0.032250564193664566,0.10938585236315124,0.6989692713463007,0.19363498871638707,0.1477878688460148,0.04224170646059726
andaman & nicobar islands,8098,5294506,7666206641.658037,178309,3739.0,2024,3,2024-Q3,2024-07-01,3128743,8097.0,4795590.0,170651.0,3440.0,2830230.0,1447.9550389891026,47.68895426584648,1416.021930997593,2050336.0903070439,20.96921636036319,0.10403641679126041,0.04487521315433263,0.08691860465116275,0.1054730534267534,0.6073118108519913,0.20405021236942145,0.18962774419344575,0.0002049944033894564
andhra pradesh,8098,2086058265,3227507134129.8457,28578957,1619870.0,2024,3,2024-Q3,2024-07-01,1154960340,8097.0,1920885662.0,27773775.0,1563902.0,1043588059.0,1547.179763998512,17.642747257495973,1287.7936285010526,1992448.242223046,56.68051496770858,0.08598773277740257,0.02899072956413029,0.03578740867394514,0.10672053981407226,0.42136436009390277,0.12190328377530069,0.18603065915648886,0.0807686816238039
arunachal pradesh,8098,24519045,31440191935.077065,712965,20805.0,2024,3,2024-Q3,2024-07-01,12397130,8097.0,20110193.0,670071.0,18807.0,9939346.0,1282.2763665989871,34.26892573900505,1178.5169430425378,1511184.423699931,29.180955586880142,0.2192346935705689,0.06401411193739182,0.10623703940022322,0.24727824144566446,0.8536651986961543,0.2908105348345853,0.5401984009475866,0.0009493363500682092
assam,8098,297749691,333320132729.0125,10865707,683854.0,2024,3,2024-Q3,2024-07-01,159283968,8097.0,274589008.0,10259479.0,645880.0,143706811.0,1119.46424397469,15.888928046044915,435.39950194047265,487414.1742667477,62.93690783305679,0.0843467230123065,0.05908955025883866,0.05879420325757101,0.10839539818331922,0.7693904792003461,0.28566597601374344,0.26974230240058517,0.011528369269189608
bihar,8098,1354611186,1774925561306.6208,34194093,2458579.0,2024,3,2024-Q3,2024-07-01,710563604,8097.0,1321734729.0,32631512.0,2362109.0,693433446.0,1310.284146218929,13.90807169507264,550.9732190830557,721931.4739557366,71.90069349112433,0.02487371806056249,0.047885645017000655,0.040840621664791854,0.024703391650364726,0.8207313006747265,0.23988639953401236,0.16280551337029658,0.05244827598623062
chandigarh,8098,17830482,19398464952.299725,703169,54821.0,2024,3,2024-Q3,2024-07-01,12269851,8097.0,16570280.0,682073.0,53545.0,11519996.0,1087.9383379708818,12.826635778260156,325.24911986282626,353850.98689005536,77.96276570781704,0.07605194360022893,0.03092924071177139,0.02383042300868432,0.06509160246236201,0.3193454920966461,0.13001534715916852,0.09938834854106093,0.0006903663948508966
chhattisgarh,8098,443141845,495927695118.5524,10587536,566499.0,2024,3,2024-Q3,2024-07-01,260777393,8097.0,412497773.0,10160209.0,542535.0,241644172.0,1119.1172774905797,18.68941692747913,782.246473515399,875425.5437671602,53.50621712171746,0.07428906046481853,0.04205887890692006,0.044170422184743874,0.0791793190857506,0.5627203969131065,0.2077432189797841,0.18936934969830066,0.017157709922829053
dadra & nagar haveli & daman & diu,8098,24452181,20598707213.18743,560853,22497.0,2024,3,2024-Q3,2024-07-01,15976900,8097.0,22527545.0,542235.0,21337.0,14877323.0,842.40776776466,24.930124016535537,1086.9085211361514,915620.1810546932,40.112114939208666,0.08543478661345483,0.034335666270159715,0.054365655902891774,0.07390960053767737,0.6359947355775841,0.15754115920672174,0.24803062243426166,0.0009467474879934032
delhi,8098,844711512,960894810351.4744,17734636,1677600.0,2024,3,2024-Q3,2024-07-01,552938672,8097.0,774314356.0,17177363.0,1648369.0,509081017.0,1137.5419852825144,10.571432999523129,503.523791130186,572779.4529992098,94.594554971413,0.09091547309501258,0.03244229047264113,0.017733286660935654,0.0861506391624105,0.5514573090619805,0.14112238430045898,0.08577253531381968,0.03270581475186649
goa,8098,36966358,45991002795.0858,1117049,31250.0,2024,3,2024-Q3,2024-07-01,23713527,8097.0,37182439.0,1078255.0,30281.0,23876060.0,1244.1312935151957,35.745568,1182.923456,1471712.0894427455,27.97549615101934,-0.005811372406204995,0.03597850230233113,0.032000264192067585,-0.006807362688818874,0.3566296106738993,0.1551301765296531,0.14209487610554783,0.0014312754586907747
gujarat,8098,763687586,970256325961.4185,29515495,1845568.0,2024,3,2024-Q3,2024-07-01,473594132,8097.0,701921455.0,28470147.0,1790863.0,441428904.0,1270.48853974879,15.992634787772653,413.7954201633318,525722.3391180484,62.52878361010039,0.08799578722095047,0.036717337637912406,0.030546725238055572,0.07286615740051317,0.5726291030353297,0.16288043114462658,0.12591204361215635,0.029568704061909493
haryana,8098,797331124,927213659244.7268,18729218,1436920.0,2024,3,2024-Q3,2024-07-01,513982387,8097.0,740372930.0,18087186.0,1395864.0,476635703.0,1162.8966076140869,13.034280266124767,554.8890153940373,645278.5536040467,76.72076858734839,0.07693176194326834,0.03549651117647601,0.02941260753196584,0.07835477654094247,0.5882573556218222,0.15407373612866215,0.12895913914626456,0.03087132549632103
himachal pradesh,8098,50250250,56752036636.12981,3013084,130210.0,2024,3,2024-Q3,2024-07-01,31103167,8097.0,54506909.0,2904980.0,126235.0,34599835.0,1129.388145056588,23.140188925581754,385.91698026265266,435850.0624846771,43.21485892859276,-0.07809393484411309,0.037213337096985155,0.031488889769081485,-0.10106025072084879,0.4470850984323984,0.16580919721591014,0.1488441856361391,0.0019456055048234966
jammu & kashmir,8098,121217339,144846888446.57068,4334950,287841.0,2024,3,2024-Q3,2024-07-01,72576759,8097.0,112089466.0,4103216.0,276715.0,68626394.0,1194.9353915991398,15.060224221010905,421.12603485952314,503218.4033774573,66.40007381861382,0.08143381644801484,0.05647618843365798,0.0402074336411109,0.0575633480028106,0.7957640105111239,0.29152748199586953,0.1892143131592321,0.004693332312544832
jharkhand,8098,522434285,608392838021.0088,12330147,866641.0,2024,3,2024-Q3,2024-07-01,302180456,8097.0,502445409.0,11765547.0,838391.0,290437854.0,1164.5346706543364,14.227514045608274,602.8266433275139,702012.5265490656,70.28634776211508,0.039783179708583916,0.047987569128745244,0.03369549529992577,0.0404306871100899,0.6270007603923116,0.21893020526421303,0.13022538231005787,0.020227780375312112
karnataka,8098,3259303462,3911831838299.791,44350489,2853759.0,2024,3,2024-Q3,2024-07-01,2093950803,8097.0,3029221824.0,43157465.0,2776153.0,1944859250.0,1200.2048547818806,15.541077224811206,1142.1088683382163,1370764.608468967,64.34560394587757,0.07595404079592427,0.02764351427962697,0.02795451115266334,0.07665930220914441,0.38246160569550613,0.12531396167093511,0.11914048712997394,0.12619477032566961
kerala,8098,215505960,258924474745.4031,13360448,908337.0,2024,3,2024-Q3,2024-07-01,131732251,8097.0,195529557.0,12860951.0,876516.0,120226924.0,1201.4724546151908,14.708690717211784,237.25331017012408,285053.3169356782,67.98701660303607,0.10216564342750489,0.03883826320464179,0.03630395794258168,0.09569675923838816,0.25595692491105804,0.1582751607117916,0.15130056301538986,0.008344029772951822
ladakh,8098,6963228,12732979334.10912,199266,2060.0,2024,3,2024-Q3,2024-07-01,3592229,8097.0,5691939.0,190668.0,1640.0,2943855.0,1828.6029603093737,96.73106796116505,3380.2077669902915,6181057.929179184,10.337940240683308,0.223349020430472,0.045094090251117214,0.25609756097560976,0.22024658143828413,0.7127074649758733,0.20795092203052823,1.119341563786008,0.0002696045239205995
lakshadweep,8098,183660,214944305.4448673,14065,183.0,2024,3,2024-Q3,2024-07-01,119755,8097.0,161844.0,13251.0,121.0,103328.0,1170.33815444227,76.85792349726776,1003.6065573770492,1174559.0461468159,13.011020263064344,0.13479647067546519,0.06142932608859719,0.5123966942148761,0.15897917311861254,1.9771437834332954,0.2718148114657746,4.382352941176471,7.1110075475422185e-06
madhya pradesh,8098,1534489500,1759428066717.689,32634553,2568230.0,2024,3,2024-Q3,2024-07-01,926585300,8097.0,1432136665.0,31399806.0,2466722.0,859901226.0,1146.5885343090904,12.707021178009757,597.4891267526663,685074.1821089579,78.69665014256515,0.0714686227239354,0.039323395819706564,0.041150968775565344,0.07754852764915121,0.5744253306681597,0.18618633561503928,0.16167555787548205,0.05941286298662902
maharashtra,8098,3286087251,3690379263272.149,69582864,5298716.0,2024,3,2024-Q3,2024-07-01,2100939879,8097.0,3056537192.0,66770730.0,5168187.0,1975738521.0,1123.0314295973478,13.132023682718605,620.1667066134513,696466.7031167832,76.14972559910727,0.07510134658292755,0.04211626861051232,0.025256245565417723,0.06336939664294783,0.4357572067741431,0.14789364000551197,0.11911375126379609,0.12723179376970087
manipur,8098,5806055,11771760861.08208,644220,14222.0,2024,3,2024-Q3,2024-07-01,2087985,8097.0,5268375.0,603425.0,12042.0,2012748.0,2027.4973042938934,45.29742652228941,408.2446210097033,827714.8685896555,22.076309335320232,0.10205803497283328,0.0676057505075196,0.18103305098820788,0.03738023836068893,5.417395331460966,0.27087648695034616,1.0725735937044591,0.00022480072376372228
meghalaya,8098,12096435,16187154478.952517,582628,10529.0,2024,3,2024-Q3,2024-07-01,5773240,8097.0,10990422.0,536952.0,9226.0,5343544.0,1338.175626037962,55.335549434894105,1148.8683635672903,1537387.641651868,18.071565389922903,0.10063426135957299,0.0850653317242509,0.14123130283980045,0.08041404730643187,1.0407051718948859,0.38916427639845597,0.4403556771545827,0.0004683537002251653
mizoram,8098,2395117,3942297215.9296303,246580,11489.0,2024,3,2024-Q3,2024-07-01,1032373,8097.0,2072275.0,213479.0,7999.0,854085.0,1645.9727086107403,21.462268256593262,208.470449995648,343136.67124463664,46.59339768026604,0.155791099154311,0.15505506396413704,0.43630453806725833,0.20874737291955725,0.7467000285875975,0.4586562237497487,2.2732193732193733,9.273491813267274e-05
nagaland,8098,7127882,12302746336.824575,456203,9915.0,2024,3,2024-Q3,2024-07-01,3141143,8097.0,5897170.0,423165.0,8484.0,2514000.0,1726.0030871477074,46.011396873424104,718.8988401412003,1240821.6174306178,21.733745722847065,0.2086953572645862,0.07807356468517002,0.1686704384724187,0.2494602227525855,0.9901223744496221,0.2891533240269246,0.9622006728676034,0.00027597965098546403
odisha,8098,1022988856,1175753144610.859,18360257,1175562.0,2024,3,2024-Q3,2024-07-01,583139376,8097.0,941735991.0,17662149.0,1142368.0,533463941.0,1149.3313321204537,15.618280447989983,870.2125927854082,1000162.598494047,64.02753512655079,0.08627987650097158,0.039525654550870426,0.02905718647581157,0.09311863686021837,0.6477100966852187,0.16402654222323543,0.1178252100744448,0.03960841487568104
puducherry,8098,15821171,19306627903.40757,612094,44051.0,2024,3,2024-Q3,2024-07-01,10358162,8097.0,14610867.0,594818.0,42724.0,9569219.0,1220.3033456504306,13.895121563642142,359.1557739892397,438278.9926087392,71.96770430685483,0.08283587825417893,0.029044178219219896,0.03105982585900202,0.08244591329762652,0.2692772049471832,0.12498667499862148,0.11113633497288444,0.0006125692387670482
punjab,8098,188314209,257089702260.87024,11264065,827225.0,2024,3,2024-Q3,2024-07-01,112671341,8097.0,172858419.0,10766796.0,798969.0,103791454.0,1365.2166962126062,13.616688325425368,227.6456937350781,310785.70190803014,73.43929567167802,0.08941300105261285,0.046185420435197244,0.035365577387858504,0.0855550881867404,0.4174863015893904,0.1987896593920222,0.14324865183104984,0.007291210723665702
rajasthan,8098,1932844563,2470834793957.131,35974844,2738128.0,2024,3,2024-Q3,2024-07-01,1159471272,8097.0,1818703650.0,34754315.0,2630384.0,1080979751.0,1278.3411771726264,13.138481473473847,705.9000028486615,902381.0406077184,76.11229669265556,0.06275948970575818,0.035118775898762555,0.040961319716056765,0.07261146282100883,0.5624698011553795,0.16830819957810816,0.17773049297631438,0.07483650373363249
sikkim,8098,7837835,10648114552.763342,333732,6355.0,2024,3,2024-Q3,2024-07-01,4040039,8097.0,7126004.0,319071.0,4805.0,3596853.0,1358.5530382769402,52.514870180959875,1233.3335955940204,1675549.1035032796,19.042225498304028,0.09989202924949248,0.045949020750867264,0.32258064516129026,0.12321493260914473,0.6534955247300671,0.18060414816806336,0.964451313755796,0.0003034678418893094
tamil nadu,8098,781508176,1053834607664.4268,33289377,1991578.0,2024,3,2024-Q3,2024-07-01,458580459,8097.0,707377354.0,32173286.0,1925501.0,417547691.0,1348.462677714106,16.71507568370408,392.4065118212794,529145.5356829744,59.826232254211305,0.10479671363638254,0.03468999094466141,0.034316783008681906,0.09827085356819754,0.3987586019308651,0.15220461294043797,0.15038059557517935,0.03025868745509067
telangana,8098,2607828990,3549548031458.4165,30496407,2090746.0,2024,3,2024-Q3,2024-07-01,1637882726,8097.0,2403883290.0,29668981.0,2034941.0,1500188080.0,1361.1122681239985,14.586375867752468,1247.3198513831906,1697742.3519922632,68.5571254344815,0.08484010053582924,0.02788858842169195,0.027423399499051815,0.09178492206123923,0.40065837290659934,0.12315588301391567,0.13348563968668414,0.10097077006745835
andaman & nicobar islands,8099,6079801,8934732725.344223,184669,4041.0,2024,4,2024-Q4,2024-10-01,3637868,8098.0,5294506.0,178309.0,3739.0,3128743.0,1469.5765083995714,45.69883692155407,1504.528829497649,2211020.224039649,21.882394987788963,0.14832261971182947,0.03566841830754486,0.08077025942765448,0.1627250943909424,0.5504898611730604,0.18781115327715958,0.26084243369734783,0.00021541287141511572
andhra pradesh,8099,2292770050,3454536571052.4014,29497544,1683203.0,2024,4,2024-Q4,2024-10-01,1284541504,8098.0,2086058265.0,28578957.0,1619870.0,1154960340.0,1506.7086954718382,17.524650324411258,1362.1470791104816,2052358.8486073287,57.062479506768426,0.09909204765189039,0.03214207572375716,0.03909758190472079,0.11219533650826485,0.4435391406691902,0.1275405795505975,0.18154830847677972,0.08123492528210684
arunachal pradesh,8099,26790106,34929686801.95984,743265,22873.0,2024,4,2024-Q4,2024-10-01,13968413,8098.0,24519045.0,712965.0,20805.0,12397130.0,1303.8278684660613,32.495300135530975,1171.254579635378,1527114.3619971075,30.773680988611062,0.09262436607951074,0.04249857987418748,0.09939918288872862,0.12674570646593208,0.7760183840709747,0.2713643050186445,0.5077785102175345,0.0009491977877195849
assam,8099,333086043,382282177286.4366,11341543,725330.0,2024,4,2024-Q4,2024-10-01,178000773,8098.0,297749691.0,10865707.0,683854.0,159283968.0,1147.6979757042434,15.63639033267616,459.2200005514731,527045.8650358273,63.95337918306178,0.11867804759535416,0.04379245639515217,0.06065037274038021,0.11750589362515118,0.7138277773975688,0.2585866042238145,0.26339459896326844,0.01180154102920946
bihar,8099,1559808519,2092918508999.367,35663071,2553973.0,2024,4,2024-Q4,2024-10-01,820470734,8098.0,1354611186.0,34194093.0,2458579.0,710563604.0,1341.779124492246,13.963761950498302,610.7380614438758,819475.5813782554,71.61393924824927,0.15148061312406735,0.04295999311927945,0.038800461567433775,0.15467599153868283,0.6605903801985973,0.22496579252995952,0.1640031192331901,0.05526543252576015
chandigarh,8099,18645893,20631840726.069115,721374,56177.0,2024,4,2024-Q4,2024-10-01,12890043,8098.0,17830482.0,703169.0,54821.0,12269851.0,1106.5085874980143,12.841091549922567,331.91329191662066,367264.9078104761,77.87499965343913,0.04573129318657787,0.0258899354209301,0.02473504678863936,0.05054600907541573,0.35262377220541685,0.12861407329528385,0.10512855822005385,0.0006606409241402812
