state,period_id,transactions,value_inr,registered_users,registered_merchants,year,quarter,period_label,quarter_start,retail_transactions,prior_period,prior_transactions,prior_users,prior_merchants,prior_retail,average_transaction_value,users_per_merchant,transactions_per_merchant,value_per_merchant,merchants_per_1000_users,transaction_qoq,user_qoq,merchant_qoq,retail_qoq,transaction_yoy,user_yoy,merchant_yoy,state_contribution
lakshadweep,8081,11502,30917214.41209224,4578,3.0,2020,2,2020-Q2,2020-04-01,6329,8080.0,8729.0,4140.0,2.0,4060.0,2687.9859513208344,1526.0,3834.0,10305738.13736408,0.6553079947575361,0.31767670981784857,0.10579710144927534,0.5,0.5588669950738916,1.0509985734664764,0.6568946796959827,,7.87768512407652e-06
madhya pradesh,8081,75708003,145115611014.9742,11514232,550154.0,2020,2,2020-Q2,2020-04-01,28763727,8080.0,80393376.0,10260896.0,513846.0,36937883.0,1916.7803305414648,20.92910712273291,137.61238307819266,263772.7091232168,47.78034696539031,-0.058280585206422986,0.12214683785899405,0.07065930259260567,-0.22129465297185547,0.8355918748271283,0.5820240404002932,1.438053116953907,0.051852183012227486
maharashtra,8081,180429884,281354616792.98035,28790127,1925780.0,2020,2,2020-Q2,2020-04-01,80390030,8080.0,233758463.0,26163809.0,1861784.0,125734064.0,1559.357078525752,14.949852527287645,93.6918464206711,146099.04391622113,66.89029193931655,-0.2281353937547066,0.10037980326182638,0.03437348263815787,-0.360634441912257,0.8164447338507081,0.5364728438828799,0.8893977567951525,0.12357588359638777
manipur,8081,879294,2154620599.909894,232085,523.0,2020,2,2020-Q2,2020-04-01,349701,8080.0,606999.0,193166.0,441.0,244184.0,2450.3983876950074,443.7571701720841,1681.2504780114723,4119733.4606307726,2.253484714651959,0.4485921723100037,0.20147955644368065,0.18594104308390014,0.4321208596795858,1.393476893930114,0.7732655867970659,2.16969696969697,0.0006022258097278508
meghalaya,8081,628610,1103805615.6365817,152632,295.0,2020,2,2020-Q2,2020-04-01,289723,8080.0,440231.0,129019.0,251.0,189179.0,1755.946637241822,517.3966101694915,2130.8813559322034,3741713.9513104465,1.9327532889564443,0.4279094384539026,0.1830195552593028,0.17529880478087656,0.5314754808937567,1.2427609139301565,0.8247593998445812,2.2777777777777777,0.00043053309388330215
mizoram,8081,227158,577686076.9074495,62148,98.0,2020,2,2020-Q2,2020-04-01,94994,8080.0,179537.0,52556.0,82.0,72242.0,2543.1024965330275,634.1632653061224,2317.938775510204,5894755.886810709,1.5768809937568384,0.2652433760171997,0.18251008448131523,0.19512195121951215,0.3149414468037983,1.2500247627726382,0.9323425160126857,3.666666666666667,0.0001555798293701073
nagaland,8081,613591,1494171970.2284143,132841,283.0,2020,2,2020-Q2,2020-04-01,239041,8080.0,457785.0,110228.0,237.0,184484.0,2435.126933459608,469.4028268551237,2168.166077738516,5279759.612114538,2.130366377850212,0.3403475430606071,0.20514751242878404,0.19409282700421948,0.29572754276793645,1.2749184339314845,0.9397660733320679,2.7733333333333334,0.00042024662606218364
odisha,8081,50392152,90886955389.31905,7239140,304562.0,2020,2,2020-Q2,2020-04-01,18242091,8080.0,54421577.0,6631513.0,289381.0,21880811.0,1803.5934521970612,23.769019115976384,165.45777871172373,298418.5662995352,42.071572037562476,-0.07404094519348459,0.0916272048324418,0.05246025136411858,-0.1662973095467074,0.674809658483039,0.5124087615640416,1.0366318492463655,0.03451343298388131
puducherry,8081,1040762,1827425177.4942696,249567,15759.0,2020,2,2020-Q2,2020-04-01,455143,8080.0,1319437.0,225275.0,15161.0,580921.0,1755.8530936893062,15.836474395583476,66.04238847642617,115960.73212096388,63.145367776989744,-0.21120750744446304,0.10783264898457445,0.039443308488885886,-0.216514810103267,0.7972649767476399,0.6320422189815389,0.6283323000619963,0.0007128147561384217
punjab,8081,14203459,29836650185.53989,4373346,149795.0,2020,2,2020-Q2,2020-04-01,6014021,8080.0,15697948.0,3875890.0,140707.0,7210325.0,2100.660845047667,29.195540572115224,94.81931306118362,199183.21830194525,34.25180628287814,-0.09520282523550216,0.1283462636968542,0.06458811572985002,-0.1659154060323217,0.594579010728342,0.6199731742109413,1.37943577850494,0.009727906248889825
rajasthan,8081,98305260,184398456319.7787,13697342,671680.0,2020,2,2020-Q2,2020-04-01,36961229,8080.0,99812994.0,12268753.0,628462.0,42140703.0,1875.774056441931,20.39266019533111,146.35728323010957,274533.1948543632,49.037251168876416,-0.01510558835656206,0.116441255276718,0.06876788095382058,-0.12290905540897124,0.9627062638006008,0.5482897911957785,1.036832066277099,0.0673289762059185
sikkim,8081,547369,1206404024.7125049,127647,221.0,2020,2,2020-Q2,2020-04-01,221971,8080.0,459577.0,112394.0,197.0,180421.0,2204.0050216809955,577.5882352941177,2476.7828054298643,5458841.740780565,1.7313372033811998,0.19102783646701216,0.13571009128601164,0.12182741116751261,0.23029469961922389,0.8341498230752735,0.6681303171678363,2.8771929824561404,0.00037489137790650673
tamil nadu,8081,50385378,87932439310.76688,12255108,516057.0,2020,2,2020-Q2,2020-04-01,22003787,8080.0,65118379.0,10970688.0,484793.0,29894565.0,1745.1975712232797,23.747586022474263,97.6352961010121,170392.88162115208,42.10954322067174,-0.22624950476730998,0.11707743397679349,0.06448938000342408,-0.26395359825439846,0.6303746303249931,0.6343883480540347,1.2385773590307512,0.03450879349170339
telangana,8081,138326729,285827211219.7179,13431777,673726.0,2020,2,2020-Q2,2020-04-01,54016206,8080.0,177329550.0,12385312.0,640815.0,83326336.0,2066.3194545698966,19.936557294805308,205.31600235110415,424248.44999260514,50.15911148614215,-0.21994541236923004,0.08449242134554225,0.051358036250712,-0.35175109583601516,0.698198446663516,0.4655768131249427,0.7359776962401055,0.09473955966835891
tripura,8081,1253367,2215013181.2374315,351939,1741.0,2020,2,2020-Q2,2020-04-01,537656,8080.0,1129990.0,314602.0,1614.0,467518.0,1767.2502796367157,202.1476163124641,719.9121194715681,1272264.8944499893,4.9468799990907515,0.10918415207214216,0.11868011010737378,0.0786864931846345,0.15002203123729996,0.5922221191822465,0.5826160861236274,0.973922902494331,0.0008584272796825261
uttar pradesh,8081,110306561,195404454299.56985,23606047,1043964.0,2020,2,2020-Q2,2020-04-01,47549454,8080.0,108112889.0,21194763.0,979673.0,51336077.0,1771.4671958594545,22.611935852194136,105.66126897096069,187175.4718549393,44.22443113834349,0.02029056868510848,0.11376791521565965,0.06562495853208161,-0.0737614407115682,0.632234162750968,0.5693154956732889,1.1721283847046928,0.07554863107961565
uttarakhand,8081,9154035,15661272266.921104,2234769,52918.0,2020,2,2020-Q2,2020-04-01,4009760,8080.0,9726841.0,2023901.0,48320.0,4599548.0,1710.8599941906607,42.23079103518651,172.98527911107752,295953.59361504787,23.679404895987012,-0.05888921182118634,0.10418889066214199,0.09515728476821184,-0.12822738234278674,0.4426944840550875,0.5221345324588726,1.6797994632096014,0.006269570974158912
west bengal,8081,58763095,99278377224.57706,13339774,813620.0,2020,2,2020-Q2,2020-04-01,23778596,8080.0,63993554.0,12052575.0,775932.0,29827673.0,1689.468147050067,16.395582704456626,72.22425087878862,122020.5713042662,60.992037796142576,-0.08173415403682693,0.10679867165315304,0.048571266554285675,-0.20280083531826298,0.3181226713682317,0.5507625254095698,0.9928381079280479,0.040246666608085145
tripura,8082,1676998,3165287940.7535105,395067,1801.0,2020,3,2020-Q3,2020-07-01,751363,8081.0,1253367.0,351939.0,1741.0,537656.0,1887.4726986874823,219.35980011104942,931.1482509716824,1757516.9021396504,4.558720419574401,0.33799437834249657,0.1225439635845984,0.034462952326249185,0.39747905724106114,0.9050842066399705,0.5517164179104477,0.5172704296545914,0.0008188387080048046
uttar pradesh,8082,141565257,273741446015.2779,26045233,1242714.0,2020,3,2020-Q3,2020-07-01,63325777,8081.0,110306561.0,23606047.0,1043964.0,47549454.0,1933.676749622811,20.958348421277943,113.91620034859187,220277.10801944605,47.71368334466426,0.2833802061873727,0.10332886315103917,0.1903801280503925,0.3317876794126806,0.8463578832556413,0.5362585628911909,0.8502542265631396,0.06912298770794487
uttarakhand,8082,12900421,23631778724.122528,2456247,65658.0,2020,3,2020-Q3,2020-07-01,6069189,8081.0,9154035.0,2234769.0,52918.0,4009760.0,1831.8610473350077,37.40971397240245,196.47904291937007,359922.3053416572,26.731025014992383,0.4092606156738532,0.09910554513687986,0.24074983937412608,0.5136040561031083,0.9280212452040169,0.4857351108745358,1.265553293537145,0.006298972368695758
west bengal,8082,78767654,147424950291.97803,14612656,922488.0,2020,3,2020-Q3,2020-07-01,33531712,8081.0,58763095.0,13339774.0,813620.0,23778596.0,1871.6432800192072,15.84048356184579,85.3861014994233,159812.32307843358,63.129385924092105,0.34042725285317266,0.09542005734130132,0.13380693689928957,0.4101636614710136,0.3118332935818964,0.5076166715191888,0.6543754091157719,0.03846039412922942
andaman & nicobar islands,8082,143989,392083841.7156626,50005,76.0,2020,3,2020-Q3,2020-07-01,76639,8081.0,78685.0,41393.0,67.0,43610.0,2723.0124642553433,657.9605263157895,1894.592105263158,5158997.91731135,1.5198480151984801,0.8299421744932325,0.20805450196893194,0.13432835820895517,0.7573721623480854,2.5445191147871897,0.6037009717456143,2.4545454545454546,7.030644444829619e-05
andhra pradesh,8082,251377109,585395478652.1339,14049378,523633.0,2020,3,2020-Q3,2020-07-01,90557252,8081.0,176284886.0,12828761.0,443589.0,58995509.0,2328.7541215701303,26.83058172422288,480.06353495673494,1117949.935646023,37.27090266914308,0.4259708515226881,0.09514691247268536,0.1804463140429542,0.5349855189824704,1.7020163832990507,0.4994353655513113,0.8567690141943811,0.12274153407192073
arunachal pradesh,8082,1160082,3346055621.9050674,228945,315.0,2020,3,2020-Q3,2020-07-01,466194,8081.0,972129.0,198449.0,290.0,407472.0,2884.32681647079,726.8095238095239,3682.8,10622398.799698627,1.375876302168643,0.1933416244140438,0.15367172422133657,0.0862068965517242,0.14411296972552723,1.5433590135972395,0.7879762899560319,1.0588235294117645,0.0005664407745624203
assam,8082,11961802,26368491655.51855,3266212,14007.0,2020,3,2020-Q3,2020-07-01,4773287,8081.0,11026960.0,2938372.0,12767.0,4571702.0,2204.391249371838,233.18426501035196,853.9874348540015,1882522.4284656637,4.288454025641936,0.08477785355165879,0.11157198612020536,0.09712540142555026,0.04409408137275794,0.9756966460995036,0.6350885448606436,0.7430313588850175,0.005840666771868117
bihar,8082,72779613,175427345182.79007,11972054,376344.0,2020,3,2020-Q3,2020-07-01,26489558,8081.0,53954783.0,10810307.0,310562.0,18443012.0,2410.391288873576,31.811465042620583,193.3858730310567,466135.6237452705,31.435207358737273,0.3489001151204705,0.10746660571249267,0.21181599809377838,0.4362924016966425,1.4510948079622006,0.5762139175427394,0.9537650876054511,0.03553657444911066
chandigarh,8082,1787111,3631987949.805449,368783,28162.0,2020,3,2020-Q3,2020-07-01,925689,8081.0,1098495.0,341687.0,25176.0,500782.0,2032.3236496252605,13.09505716923514,63.458241602158935,128967.68517170119,76.36469143100415,0.6268722206291335,0.07930064649811075,0.11860502065459166,0.8484869663845744,0.2512986581058041,0.3754554914458985,0.4916313559322034,0.0008726042978591354
chhattisgarh,8082,28282693,50717527358.68874,3897665,120657.0,2020,3,2020-Q3,2020-07-01,12030721,8081.0,21009112.0,3484888.0,105658.0,8614241.0,1793.235437611572,32.30367902401021,234.40573692367622,420344.6742309915,30.956226356036243,0.34621077749502227,0.1184477090798901,0.14195801548391973,0.3966083605044253,1.269853548997042,0.5665383881112909,0.8529547269488298,0.013809774248398942
dadra & nagar haveli & daman & diu,8082,1381590,2246553945.8118267,239161,7224.0,2020,3,2020-Q3,2020-07-01,633739,8081.0,1128692.0,217392.0,5435.0,483124.0,1626.0641332173993,33.10645071982281,191.25,310984.76547782763,30.20559372138434,0.22406289758410614,0.10013707956134543,0.32916283348666053,0.311752262359146,0.8321360797892021,0.5343324373047289,1.1290893015030945,0.0006745979247395394
delhi,8082,73862510,129779470523.6276,8702719,806650.0,2020,3,2020-Q3,2020-07-01,36733987,8081.0,52441310.0,8071753.0,662128.0,25679771.0,1757.0411636922113,10.78871753548627,91.56698692121738,160886.96525584528,92.68942269651588,0.40847949831916863,0.07816963675672439,0.21826897518304622,0.4304639632495164,0.32507362959329567,0.3465129171474046,0.7621256042868596,0.03606532760229408
goa,8082,2133105,3765761100.712038,499358,7492.0,2020,3,2020-Q3,2020-07-01,966368,8081.0,1740286.0,451839.0,6457.0,763049.0,1765.3894678002434,66.65216230646023,284.7176988788041,502637.6268969618,15.003264191221529,0.22572094471828197,0.10516799125352172,0.16029115688400175,0.26645602051768624,0.5777882317437142,0.5082061287730977,1.1665702718334297,0.0010415450359741567
gujarat,8082,58773255,107948689525.4796,13038677,757523.0,2020,3,2020-Q3,2020-07-01,28750957,8081.0,44779825.0,11915415.0,623195.0,21301458.0,1836.6974829874507,17.21225230125026,77.58609969598282,142502.19402642507,58.098149068344895,0.31249407517782846,0.0942696498611253,0.21554730060414484,0.3497177986596034,0.5941363496689942,0.47911821089306406,0.9983565170824618,0.02869759903675313
haryana,8082,67366856,128348575809.31853,8695590,495270.0,2020,3,2020-Q3,2020-07-01,32099499,8081.0,46499694.0,7982067.0,404251.0,20771849.0,1905.2184327752882,17.557271791144224,136.02046560461972,259148.69830459857,56.95645723866926,0.44875912516757643,0.08939075555241516,0.2251546687577768,0.5453366236197847,0.8643523375799211,0.43622811800154704,0.8976516431601089,0.03289365242497947
himachal pradesh,8082,5877958,10905705832.23328,1408247,18895.0,2020,3,2020-Q3,2020-07-01,2795882,8081.0,4848448.0,1275538.0,15575.0,2214649.0,1855.3562023126535,74.53014024874305,311.0853664990738,577174.1641827616,13.417390557196287,0.2123380512691897,0.10404158872569846,0.21316211878009628,0.2624492639691436,1.099109532660885,0.5725010217230606,1.413771078180889,0.0028700687385593217
jammu & kashmir,8082,3263787,10448451928.001057,1249897,13647.0,2020,3,2020-Q3,2020-07-01,1130325,8081.0,2478234.0,1132400.0,7274.0,830419.0,3201.327760666078,91.58767494687477,239.15783688722797,765622.6224079326,10.918499684373993,0.31698096305675727,0.10375927234192872,0.8761341765191091,0.3611502145302552,2.4435979083841888,0.37154027887357644,1.1583109283567925,0.0015936304815407515
jharkhand,8082,31367125,59164756770.20023,4625467,268769.0,2020,3,2020-Q3,2020-07-01,13724440,8081.0,22126359.0,4198053.0,223796.0,8793799.0,1886.2027288187946,17.209823305515144,116.70663283339968,220132.36932161162,58.1063490454045,0.41763608734722246,0.10181243543137741,0.20095533432232937,0.5606952126151621,0.9672713753089393,0.5305888317012011,0.8165713667761603,0.015315829898917712
karnataka,8082,300996207,475946166041.82654,20469767,1360600.0,2020,3,2020-Q3,2020-07-01,155688887,8081.0,212551929.0,18659833.0,1155989.0,106019637.0,1581.2364241580842,15.044661913861532,221.22314199617816,349806.08999105287,66.46875853545377,0.4161066823345556,0.09699625929128097,0.17700081921194744,0.46849104001365327,0.6743638979409052,0.4905317028124112,0.7293381208096343,0.14696937340069977
kerala,8082,22302087,39547903350.2505,5337146,113135.0,2020,3,2020-Q3,2020-07-01,10639866,8081.0,15681152.0,4520490.0,91350.0,7591045.0,1773.282623740572,47.17502099261944,197.1280947540549,349563.82507845055,21.197658823648446,0.4222224872254283,0.18065652174874858,0.23847837985769016,0.40163389889007384,1.315039382608747,0.8524765132049119,1.0413005430958266,0.01088958490403134
ladakh,8082,291625,1137269183.6259084,81517,89.0,2020,3,2020-Q3,2020-07-01,93272,8081.0,196402.0,74807.0,79.0,62740.0,3899.765738965824,915.9213483146067,3276.6853932584268,12778305.43399897,1.0917968031208214,0.4848372216168879,0.08969748820297574,0.12658227848101267,0.48664328976729365,1.409765489431324,0.43029845770533215,0.8936170212765957,0.00014239363327916976
lakshadweep,8082,13906,37809773.97093214,5137,4.0,2020,3,2020-Q3,2020-07-01,7289,8081.0,11502.0,4578.0,3.0,6329.0,2718.953974610394,1284.25,3476.5,9452443.492733035,0.7786645902277594,0.2090071291949227,0.12210572302315414,0.33333333333333326,0.15168273028914525,1.6188323917137475,0.5685496183206107,3.0,6.789972959726137e-06
madhya pradesh,8082,105895534,198051918982.3343,12744642,654441.0,2020,3,2020-Q3,2020-07-01,44812503,8081.0,75708003.0,11514232.0,550154.0,28763727.0,1870.2575217415144,19.47408857330149,161.81066589654378,302627.6149910141,51.35028508450846,0.39873632646207824,0.10685992778328601,0.18955965057056745,0.5579518954549945,0.9290086147984591,0.5482711539323608,0.8276033477897828,0.051706300331925775
maharashtra,8082,259184002,417445438172.2079,31432433,2160587.0,2020,3,2020-Q3,2020-07-01,127581626,8081.0,180429884.0,28790127.0,1925780.0,80390030.0,1610.614215966184,14.548098734279156,119.9599932796041,193209.2705233383,68.73750434781806,0.4364804557542141,0.0917781988248958,0.12192825764105963,0.5870329442593814,0.742296938689438,0.4741754120758779,0.6497652395747511,0.12655345643417265
manipur,8082,1043328,2794156258.2445955,275979,557.0,2020,3,2020-Q3,2020-07-01,416199,8081.0,879294.0,232085.0,523.0,349701.0,2678.118729914845,495.47396768402155,1873.120287253142,5016438.524676114,2.0182695060131386,0.18655193825955818,0.1891289829157421,0.0650095602294456,0.1901567338955279,1.5317780209807008,0.8299659839136402,1.070631970260223,0.0005094325404951209
meghalaya,8082,692059,1513957555.369562,176427,308.0,2020,3,2020-Q3,2020-07-01,315322,8081.0,628610.0,152632.0,295.0,289723.0,2187.613419332112,572.8149350649351,2246.944805194805,4915446.608342733,1.7457645371740154,0.10093539714608424,0.1558978457990461,0.04406779661016946,0.08835680978037641,1.121689358427631,0.786168424889141,1.1241379310344826,0.0003379161438612909
mizoram,8082,282613,817121389.324712,75962,101.0,2020,3,2020-Q3,2020-07-01,109236,8081.0,227158.0,62148.0,98.0,94994.0,2891.3085715261223,752.0990099009902,2798.1485148514853,8090310.785393189,1.3296121745083067,0.24412523441833445,0.2222758576301731,0.030612244897959107,0.14992525843737492,1.4758688357994516,0.9697134707636459,1.1041666666666665,0.00013799328549310246
nagaland,8082,767214,2071980086.1068025,175583,304.0,2020,3,2020-Q3,2020-07-01,292460,8081.0,613591.0,132841.0,283.0,239041.0,2700.6546884008926,577.5756578947369,2523.7302631578946,6815723.967456587,1.7313749053154348,0.25036710121237116,0.3217530732228755,0.07420494699646651,0.22347212402893235,1.4105456304944797,1.130396272658885,1.0132450331125828,0.0003746125639524902
odisha,8082,69038595,127503888471.30424,7888711,355640.0,2020,3,2020-Q3,2020-07-01,25581574,8081.0,50392152.0,7239140.0,304562.0,18242091.0,1846.849410410282,22.181731526262514,194.1249437633562,358519.53793528356,45.082143331147506,0.3700267255901275,0.08973040996582471,0.16770969457778717,0.4023378131377593,0.6920873405419095,0.4713986297156565,0.7291441796240652,0.033709923286889404
puducherry,8082,1545591,2884349251.874382,278348,17736.0,2020,3,2020-Q3,2020-07-01,727619,8081.0,1040762.0,249567.0,15759.0,455143.0,1866.1788609498774,15.693955796120884,87.14428281461434,162626.81844127097,63.71879805136017,0.4850571023922856,0.11532374071892515,0.12545212259661143,0.5986602012993718,1.0202985238506677,0.6000229931308021,0.48592493297587125,0.000754675758434926
punjab,8082,17887958,41042955723.14191,4858229,181331.0,2020,3,2020-Q3,2020-07-01,7823602,8081.0,14203459.0,4373346.0,149795.0,6014021.0,2294.4461141479596,26.792048794745522,98.6480965747721,226342.7418540785,37.3245065228502,0.25940857082771185,0.11087231607103587,0.21052772121899932,0.3008936949172609,0.6210700084035206,0.5752332989530606,0.9883439148217594,0.008734269461003655
rajasthan,8082,143008603,280234259657.3222,15099115,808116.0,2020,3,2020-Q3,2020-07-01,57900495,8081.0,98305260.0,13697342.0,671680.0,36961229.0,1959.5622485545307,18.684341109444684,176.96543936761555,346774.79428364517,53.520752706367226,0.45474009223921485,0.10233905235044882,0.20312648880419237,0.5665197442433529,1.169120570533578,0.5205400751251246,0.7847360714498679,0.06982773963599957
sikkim,8082,639577,1543361489.5177724,143462,242.0,2020,3,2020-Q3,2020-07-01,256031,8081.0,547369.0,127647.0,221.0,221971.0,2413.0972338245,592.8181818181819,2642.880165289256,6377526.816189142,1.686857843888974,0.16845674490151974,0.12389637045915691,0.09502262443438925,0.15344346784039353,0.9166169714804571,0.6170198376916141,1.1801801801801801,0.0003122904167742531
tamil nadu,8082,70529798,138538123385.73276,13765652,620844.0,2020,3,2020-Q3,2020-07-01,31747599,8081.0,50385378.0,12255108.0,516057.0,22003787.0,1964.2495415304147,22.172481331864365,113.60309192003145,223144.8212203593,45.1009512662386,0.3998068646026631,0.12325831808254972,0.20305315110540123,0.4428243192864938,0.7365385072299966,0.61298226940133,0.9468114128747613,0.03443804266323505
telangana,8082,207472326,428781682179.9675,14605692,802189.0,2020,3,2020-Q3,2020-07-01,91185733,8081.0,138326729.0,13431777.0,673726.0,54016206.0,2066.693377602406,18.207295288267478,258.6327237097492,534514.5373222115,54.92303959305728,0.49987155410867845,0.0873983390284101,0.19067543778924967,0.6881180621978522,0.818145654364685,0.42834516181146864,0.6358684680091766,0.10130386045099136
andaman & nicobar islands,8083,272005,732159322.5032427,61520,187.0,2020,4,2020-Q4,2020-10-01,132834,8082.0,143989.0,50005.0,76.0,76639.0,2691.712735071939,328.98395721925135,1454.572192513369,3915290.494669747,3.039661898569571,0.8890679149101668,0.23027697230276978,1.460526315789474,0.7332428659037826,5.52838113524541,0.8163030320923503,4.5,9.438480755543769e-05
andhra pradesh,8083,326093276,760638671029.0725,15263807,669451.0,2020,4,2020-Q4,2020-10-01,118472460,8082.0,251377109.0,14049378.0,523633.0,90557252.0,2332.5800530430824,22.800484277415375,487.1055178048879,1136212.6145589035,43.85871755322902,0.29722740983547546,0.08644005449920988,0.27847366380652105,0.30826032574398354,1.4937736659106422,0.44969405882903235,0.8837981501126986,0.11315325490480774
arunachal pradesh,8083,1393785,4195981781.202884,257285,364.0,2020,4,2020-Q4,2020-10-01,498430,8082.0,1160082.0,228945.0,315.0,466194.0,3010.494288002012,706.8269230769231,3829.0796703296705,11527422.4758321,1.4147735002040538,0.2014538627441853,0.12378518858241061,0.15555555555555545,0.0691471790713738,1.4417755182127792,0.7508812761150354,0.8666666666666667,0.0004836386426670676
assam,8083,14784484,36013810212.345345,3615153,18200.0,2020,4,2020-Q4,2020-10-01,5154466,8082.0,11961802.0,3266212.0,14007.0,4773287.0,2435.9193200347977,198.63478021978023,812.3342857142857,1978780.7808980958,5.0343650738986705,0.23597464662932888,0.10683354295434588,0.2993503248375813,0.07985671089963797,1.145210188602261,0.6137757495704592,0.8561958184599694,0.00513016553793661
bihar,8083,97696608,239429081339.50943,13128377,527212.0,2020,4,2020-Q4,2020-10-01,37187582,8082.0,72779613.0,11972054.0,376344.0,26489558.0,2450.740985188651,24.901514001957466,185.30801271594729,454141.9416468317,40.15820081949201,0.3423622903848087,0.09658518078852629,0.40087792020066737,0.4038581542206179,1.3847119668317767,0.5340505507022566,1.2192980240614926,0.03390038986378572
chandigarh,8083,2610842,4860838678.860598,396747,31497.0,2020,4,2020-Q4,2020-10-01,1450083,8082.0,1787111.0,368783.0,28162.0,925689.0,1861.7896750782306,12.596342508810363,82.89176746991777,154327.03682447845,79.38812391776119,0.4609288398985849,0.0758277903265605,0.11842198707478158,0.5664904735823804,0.5696589587799807,0.358643503631638,0.4895015605788329,0.0009059532719165237
chhattisgarh,8083,39804658,71088111288.6268,4302482,153533.0,2020,4,2020-Q4,2020-10-01,18163320,8082.0,28282693.0,3897665.0,120657.0,12030721.0,1785.924433482805,28.023174171025122,259.2579966521855,463015.1907969414,35.684751266826915,0.40738571111315314,0.1038614144622485,0.272474866771095,0.5097449271743564,1.433450204749649,0.5471461731120872,0.8565054413542925,0.01381208060565068
dadra & nagar haveli & daman & diu,8083,2074476,3117756826.203451,264058,9628.0,2020,4,2020-Q4,2020-10-01,1023837,8082.0,1381590.0,239161.0,7224.0,633739.0,1502.9129410045964,27.426049023680932,215.4628167843789,323821.8556505454,36.461686447674374,0.5015134736064968,0.10410142121834243,0.33277962347729795,0.6155499345945254,1.2625455759060378,0.5120652335742182,1.1753276095797558,0.0007198360987422075
delhi,8083,101260942,177739597368.565,9361847,956264.0,2020,4,2020-Q4,2020-10-01,50818263,8082.0,73862510.0,8702719.0,806650.0,36733987.0,1755.263123747802,9.790023466323108,105.89224523771678,185868.75315662308,102.14480112738437,0.3709382743695009,0.07573816872634853,0.18547573296968944,0.38341266903589855,0.6189101203883334,0.34201904201611777,0.7849204660417437,0.03513720160861873
goa,8083,4146283,7565195670.719751,553679,9461.0,2020,4,2020-Q4,2020-10-01,1953066,8082.0,2133105.0,499358.0,7492.0,966368.0,1824.572917651726,58.52224923369623,438.24997357573193,799619.0329478651,17.087518219040273,0.9437782012606037,0.10878167567156227,0.26281366791244,1.0210375343554423,1.1805774612258677,0.49636906611894105,0.9743322203672788,0.0014387460635847974
gujarat,8083,77350802,145043226247.8315,14183614,915535.0,2020,4,2020-Q4,2020-10-01,37351915,8082.0,58773255.0,13038677.0,757523.0,28750957.0,1875.1353896476926,15.492159229303086,84.48699612794705,158424.55640454107,64.5487814318692,0.3160884487340372,0.08781082620575686,0.20859036623310456,0.29915379860225166,0.8679023495408182,0.4562746363937289,0.9080801133758494,0.026840464554066155
haryana,8083,91338622,176138927815.97955,9406195,596567.0,2020,4,2020-Q4,2020-10-01,44510568,8082.0,67366856.0,8695590.0,495270.0,32099499.0,1928.416741561741,15.767206365756067,153.10706425263214,295254.225956145,63.42277615975429,0.3558391681511752,0.081720159299139,0.20452884285339312,0.3866436980838859,1.0414974249677473,0.4160228257063483,0.8759791574293325,0.03169419040035612
himachal pradesh,8083,7648490,14312857828.542427,1534598,24496.0,2020,4,2020-Q4,2020-10-01,3543029,8082.0,5877958.0,1408247.0,18895.0,2795882.0,1871.3311815198067,62.64688112344873,312.2342423252776,584293.6736015034,15.962486592579946,0.3012154901413042,0.08972218651983632,0.2964276263561789,0.26723123508073665,1.12871084590518,0.5256697804448369,1.0598721829801545,0.002653999951249755
jammu & kashmir,8083,5697218,13861828201.924194,1396218,21742.0,2020,4,2020-Q4,2020-10-01,2498216,8082.0,3263787.0,1249897.0,13647.0,1130325.0,2433.0872018455666,64.21755128323062,262.03743905804436,637559.9393765152,15.5720668262406,0.745585113244216,0.11706644627517315,0.5931706602183631,1.2101749496826133,19.93941877602626,0.49446406781838026,2.3787101787101785,0.0019769152204237995
jharkhand,8083,43790272,80715425964.23326,5079848,344805.0,2020,4,2020-Q4,2020-10-01,20202143,8082.0,31367125.0,4625467.0,268769.0,13724440.0,1843.2273260196525,14.732524180333812,127.00010730702861,234090.06819574328,67.87703096628088,0.3960562850436564,0.09823462149875883,0.2829046504619208,0.47198304630279986,1.1313316559239261,0.495562345323902,0.9621517344987709,0.015195075074062137
karnataka,8083,428937584,656829679389.3723,22376108,1559103.0,2020,4,2020-Q4,2020-10-01,232139007,8082.0,300996207.0,20469767.0,1360600.0,155688887.0,1531.2943045563766,14.351911323369912,275.1181826986415,421286.9062463303,69.67713062521865,0.4250597649557757,0.09312958960402429,0.1458937233573423,0.49104416810430407,0.742307124795963,0.4492244426299721,0.6618448990381336,0.14883987911668678
kerala,8083,34407413,57569923779.03198,6108425,168782.0,2020,4,2020-Q4,2020-10-01,16554145,8082.0,22302087.0,5337146.0,113135.0,10639866.0,1673.1837345351125,36.19121114810821,203.85712338993494,341090.4230251566,27.63101781555802,0.5427889327128892,0.14451150483797903,0.4918637026561188,0.5558602899698173,1.6520003335867606,0.8195860580791239,1.4301963946322642,0.011939254993420948
ladakh,8083,400254,1364250617.5120263,89518,109.0,2020,4,2020-Q4,2020-10-01,147929,8082.0,291625.0,81517.0,89.0,93272.0,3408.462170301924,821.2660550458716,3672.0550458715597,12516060.711119507,1.2176322080475435,0.37249549935705106,0.09815130586258092,0.2247191011235956,0.5859957972381851,2.5355003974913877,0.44044669005245707,0.703125,0.0001388867732699552
