metric,transactions,registered_users,registered_merchants,transaction_yoy,users_per_merchant,transactions_per_merchant,merchants_per_1000_users
transactions,1.0,0.8980971361249891,0.854366260734451,0.05194692437127447,-0.3342509391240033,0.37979174593675974,0.3342509391240033
registered_users,0.8980971361249891,1.0,0.9561210687813366,0.015772627230646107,-0.3888229455004673,0.04191666402698052,0.3888229455004673
registered_merchants,0.854366260734451,0.9561210687813366,1.0,0.074362498132104,-0.6201841652450685,-0.11152896813578816,0.6201841652450685
transaction_yoy,0.05194692437127447,0.015772627230646107,0.074362498132104,1.0,-0.20627490925522304,-0.049405231005613566,0.20627490925522304
users_per_merchant,-0.3342509391240033,-0.3888229455004673,-0.6201841652450685,-0.20627490925522304,1.0,0.48525398805691494,-1.0
transactions_per_merchant,0.37979174593675974,0.04191666402698052,-0.11152896813578816,-0.049405231005613566,0.48525398805691494,1.0,-0.48525398805691494
merchants_per_1000_users,0.3342509391240033,0.3888229455004673,0.6201841652450685,0.20627490925522304,-1.0,-0.48525398805691494,1.0
