State,Period ID,Retail Transactions
Rajasthan,8089,309286081
Rajasthan,8090,374499257
Rajasthan,8091,426355884
Rajasthan,8092,478301186
Rajasthan,8093,586137559
Rajasthan,8094,696907330
Rajasthan,8095,760169113
Rajasthan,8096,910181233
Rajasthan,8097,1080979751
Rajasthan,8098,1159471272
Rajasthan,8099,1233463293
Rajasthan,8100,1225941832
Rajasthan,8101,1361793084
Rajasthan,8102,1471559131
Rajasthan,8103,1482912609
Rajasthan,8104,1529887412
Rajasthan,8105,1639275785
Sikkim,8072,37037
Sikkim,8073,59274
Sikkim,8074,75943
Sikkim,8075,108280
Sikkim,8076,122550
Sikkim,8077,165212
Sikkim,8078,168555
Sikkim,8079,161964
Sikkim,8080,180421
Sikkim,8081,221971
Sikkim,8082,256031
Sikkim,8083,273203
Sikkim,8084,153480
Sikkim,8085,160006
Sikkim,8086,234862
Sikkim,8087,347103
Sikkim,8088,483455
Sikkim,8089,766320
Sikkim,8090,918215
Sikkim,8091,1044864
Sikkim,8092,1136164
Sikkim,8093,1696647
Sikkim,8094,2004746
Sikkim,8095,2139471
Sikkim,8096,2665840
Sikkim,8097,3596853
Sikkim,8098,4040039
Sikkim,8099,4792790
Sikkim,8100,5355602
Sikkim,8101,6402735
Sikkim,8102,6777789
Sikkim,8103,6862025
Sikkim,8104,7607696
Sikkim,8105,8719037
Tamil Nadu,8072,2877514
Tamil Nadu,8073,3673579
Tamil Nadu,8074,4759711
Tamil Nadu,8075,7901767
Tamil Nadu,8076,9953421
Tamil Nadu,8077,14143783
Tamil Nadu,8078,18733358
Tamil Nadu,8079,23550229
Tamil Nadu,8080,29894565
Tamil Nadu,8081,22003787
Tamil Nadu,8082,31747599
Tamil Nadu,8083,52957176
Tamil Nadu,8084,55184006
Tamil Nadu,8085,50846255
Tamil Nadu,8086,83456564
Tamil Nadu,8087,99367500
Tamil Nadu,8088,133533757
Tamil Nadu,8089,170116252
Tamil Nadu,8090,206948312
Tamil Nadu,8091,227776260
Tamil Nadu,8092,252046397
Tamil Nadu,8093,271653945
Tamil Nadu,8094,307301051
Tamil Nadu,8095,336363862
Tamil Nadu,8096,370440883
Tamil Nadu,8097,417547691
Tamil Nadu,8098,458580459
Tamil Nadu,8099,488070607
Tamil Nadu,8100,524381598
Tamil Nadu,8101,540167131
Tamil Nadu,8102,589397918
Tamil Nadu,8103,606536327
Tamil Nadu,8104,630192289
Tamil Nadu,8105,667642639
Telangana,8072,5817357
Telangana,8073,6332946
Telangana,8074,7792425
Telangana,8075,13909469
Telangana,8076,24788513
Telangana,8077,39189406
Telangana,8078,58293457
Telangana,8079,70715723
Telangana,8080,83326336
Telangana,8081,54016206
Telangana,8082,91185733
Telangana,8083,150218614
Telangana,8084,181674390
Telangana,8085,193360174
Telangana,8086,276644191
Telangana,8087,316270714
Telangana,8088,422012965
Telangana,8089,533356769
Telangana,8090,638075219
Telangana,8091,727397449
Telangana,8092,807980480
Telangana,8093,945635928
Telangana,8094,1103013563
Telangana,8095,1197673180
Telangana,8096,1318718383
Telangana,8097,1500188080
Telangana,8098,1637882726
Telangana,8099,1785244498
Telangana,8100,1855676564
Telangana,8101,1937172444
Telangana,8102,2078091958
Telangana,8103,2268697781
Telangana,8104,2320751024
Telangana,8105,2560637907
Tripura,8072,127863
Tripura,8073,166739
Tripura,8074,221767
Tripura,8075,319338
Tripura,8076,343127
Tripura,8077,428388
Tripura,8078,452124
Tripura,8079,405722
Tripura,8080,467518
Tripura,8081,537656
Tripura,8082,751363
Tripura,8083,835017
Tripura,8084,548634
Tripura,8085,628463
Tripura,8086,823202
Tripura,8087,944059
Tripura,8088,1401056
Tripura,8089,1782176
Tripura,8090,2338359
Tripura,8091,2695646
Tripura,8092,3266101
Tripura,8093,3992703
Tripura,8094,4601060
Tripura,8095,5363050
Tripura,8096,5904516
Tripura,8097,7412685
Tripura,8098,7914763
Tripura,8099,8800063
Tripura,8100,10267509
Tripura,8101,10787436
Tripura,8102,11889161
Tripura,8103,11726652
Tripura,8104,12274659
Tripura,8105,12958118
Uttar Pradesh,8072,10010877
Uttar Pradesh,8073,12691830
Uttar Pradesh,8074,13655861
Uttar Pradesh,8075,22044677
Uttar Pradesh,8076,27231898
Uttar Pradesh,8077,35244958
Uttar Pradesh,8078,42320219
Uttar Pradesh,8079,43340537
Uttar Pradesh,8080,51336077
Uttar Pradesh,8081,47549454
Uttar Pradesh,8082,63325777
Uttar Pradesh,8083,86963902
Uttar Pradesh,8084,89939335
Uttar Pradesh,8085,93709752
Uttar Pradesh,8086,141458681
Uttar Pradesh,8087,177938209
Uttar Pradesh,8088,241296678
Uttar Pradesh,8089,322162022
Uttar Pradesh,8090,391962498
Uttar Pradesh,8091,459462505
Uttar Pradesh,8092,521134716
Uttar Pradesh,8093,651507954
Uttar Pradesh,8094,747622088
Uttar Pradesh,8095,869392341
Uttar Pradesh,8096,989186934
Uttar Pradesh,8097,1238837502
Uttar Pradesh,8098,1332554852
Uttar Pradesh,8099,1489948667
Uttar Pradesh,8100,1524087525
Uttar Pradesh,8101,1740462455
Uttar Pradesh,8102,1840145039
Uttar Pradesh,8103,1955108328
Uttar Pradesh,8104,2003989823
Uttar Pradesh,8105,2293024606
Uttarakhand,8072,992270
Uttarakhand,8073,1238396
Uttarakhand,8074,1333958
Uttarakhand,8075,1847664
Uttarakhand,8076,2334030
Uttarakhand,8077,3147703
Uttarakhand,8078,3479573
Uttarakhand,8079,3887718
Uttarakhand,8080,4599548
Uttarakhand,8081,4009760
Uttarakhand,8082,6069189
Uttarakhand,8083,9591103
Uttarakhand,8084,9483409
Uttarakhand,8085,9938227
Uttarakhand,8086,14740374
Uttarakhand,8087,18480818
Uttarakhand,8088,23662761
Uttarakhand,8089,34095311
Uttarakhand,8090,38433164
Uttarakhand,8091,43930404
Uttarakhand,8092,46907377
Uttarakhand,8093,62644014
Uttarakhand,8094,64961081
Uttarakhand,8095,73541105
Uttarakhand,8096,76012656
Uttarakhand,8097,101329050
Uttarakhand,8098,100726911
Uttarakhand,8099,108904701
Uttarakhand,8100,111485158
Uttarakhand,8101,132692694
Uttarakhand,8102,129419380
Uttarakhand,8103,132326331
Uttarakhand,8104,132495130
Uttarakhand,8105,163964261
West Bengal,8072,5952060
West Bengal,8073,8205192
West Bengal,8074,9636974
West Bengal,8075,16379853
West Bengal,8076,16502874
West Bengal,8077,23489670
West Bengal,8078,37079581
West Bengal,8079,24001204
West Bengal,8080,29827673
West Bengal,8081,23778596
West Bengal,8082,33531712
West Bengal,8083,42774024
West Bengal,8084,38286845
West Bengal,8085,41133183
West Bengal,8086,57001307
West Bengal,8087,67551823
West Bengal,8088,92376770
West Bengal,8089,119264274
West Bengal,8090,147555161
West Bengal,8091,168668806
West Bengal,8092,200591201
West Bengal,8093,249804214
West Bengal,8094,298345848
West Bengal,8095,354140336
West Bengal,8096,403108218
West Bengal,8097,499564293
West Bengal,8098,554209559
West Bengal,8099,636340603
West Bengal,8100,677544402
West Bengal,8101,764023386
West Bengal,8102,845070081
West Bengal,8103,878593910
West Bengal,8104,929319640
West Bengal,8105,1005841996
