state,year,quarter,period_id,period_label,transaction_count,transaction_amount,registered_users,registered_merchants,average_transaction_value,merchants_per_100k_users,users_per_merchant,transactions_per_registered_user,tpv_per_registered_user,transactions_per_merchant,prior_period_id,prior_transactions,prior_tpv,prior_users,prior_merchants,transaction_qoq,tpv_qoq,user_qoq,merchant_qoq,transaction_yoy
andaman & nicobar islands,2022,1,8088,2022-Q1,998495,2453419279.59,102605,1618.0,2457.117241037762,1576.9212026704352,63.41470951792336,9.731445835972906,23911.303343794163,617.1168108776267,8087.0,722741.0,2012194678.69,94375.0,1110.0,0.3815391682497602,0.2192753045084339,0.08720529801324495,0.45765765765765765,2.1570967843930817
andaman & nicobar islands,2022,2,8089,2022-Q2,1419556,3229468164.91,111074,2036.0,2274.984688811149,1833.012226083512,54.55500982318271,12.78027261105209,29074.924508975997,697.2278978388998,8088.0,998495.0,2453419279.59,102605.0,1618.0,0.4216956519561941,0.316313192684166,0.08253983723990066,0.2583436341161929,2.0996567475740875
andaman & nicobar islands,2022,3,8090,2022-Q3,1876971,3727232315.1,119671,2469.0,1985.769793513059,2063.1564873695384,48.469420818145,15.68442646923649,31145.6603111865,760.2150668286756,8089.0,1419556.0,3229468164.91,111074.0,2036.0,0.32222399116343414,0.1541319266120933,0.07739885121630619,0.21267190569744598,2.1952358416691067
andaman & nicobar islands,2022,4,8091,2022-Q4,2263155,4313612056.4,127606,2740.0,1906.0170675009,2147.23445606006,46.57153284671533,17.73549049417739,33804.14758240208,825.9689781021898,8090.0,1876971.0,3727232315.1,119671.0,2469.0,0.20574851715876274,0.15732309975002656,0.06630679111898452,0.1097610368570272,2.1313499580070867
andaman & nicobar islands,2023,1,8092,2023-Q1,2449897,4656305779.67,134328,2880.0,1900.612874610647,2144.0057173485798,46.641666666666666,18.238170746233102,34663.7021296379,850.6586805555555,8091.0,2263155.0,4313612056.4,127606.0,2740.0,0.0825140125179229,0.07944472492874133,0.05267777377239313,0.051094890510948954,1.4535896524269023
andaman & nicobar islands,2023,2,8093,2023-Q2,2939168,5236683780.98,141172,3030.0,1781.689165430489,2146.3179667356135,46.591419141914194,20.819765959255378,37094.35143640381,970.0224422442244,8092.0,2449897.0,4656305779.67,134328.0,2880.0,0.19971084498654434,0.12464344670919192,0.050949913644214195,0.05208333333333326,1.0704840104934217
andaman & nicobar islands,2023,3,8094,2023-Q3,3294013,5429583227.21,148091,3143.0,1648.318700384607,2122.3436940799916,47.11772192173083,22.24316805207609,36663.82985603446,1048.0474069360484,8093.0,2939168.0,5236683780.98,141172.0,3030.0,0.12072974392753322,0.036836183794527466,0.04901113535261947,0.0372937293729374,0.7549621171557792
andaman & nicobar islands,2023,4,8095,2023-Q4,3921213,6538722461.52,155470,3205.0,1667.5254472327824,2061.4909628867304,48.50858034321373,25.22166977551939,42057.77617238052,1223.4673946957878,8094.0,3294013.0,5429583227.21,148091.0,3143.0,0.19040604879215706,0.20427704814462033,0.04982747094691775,0.01972637607381489,0.7326312161562067
andaman & nicobar islands,2024,1,8096,2024-Q1,4328346,7073085032.74,162750,3255.0,1634.1311514236615,2000.0,50.0,26.595059907834102,43459.8158693702,1329.752995391705,8095.0,3921213.0,6538722461.52,155470.0,3205.0,0.10382833067216701,0.08172277908485825,0.046825754164790734,0.015600624024961096,0.7667461121834918
andaman & nicobar islands,2024,2,8097,2024-Q2,4795590,7495263210.12,170651,3440.0,1562.9491282866134,2015.8100450627303,49.6078488372093,28.10173980814645,43921.58973647971,1394.0668604651162,8096.0,4328346.0,7073085032.74,162750.0,3255.0,0.10794978035489766,0.05968798274385434,0.0485468509984639,0.056835637480798784,0.6316147971126522
